VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,goodOB,EM,SUB,LUM,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag
423,153.291616,-57.923679,14.663,14.27,12.747,12.754,11.906,12.407,10.43,10.049,9.793,4.369,4.864,3.515,10.79,0.76,1,0,0,1,9.678,9.64,8.282,4.142,0.027,0.022,0.07,0.033
430,154.069793,-57.3306,18.608,17.675,15.535,15.524,14.254,15.105,12.052,11.374,11.055,4.489,7.123,3.629,13.0,3.72,1,0,0,0,10.783,10.84,10.644,8.354,0.023,0.025,,
434,153.024938,-58.155605,18.68,17.521,15.147,15.148,13.816,14.654,11.299,10.53,10.157,4.433,7.794,3.717,11.42,2.02,1,0,0,1,9.799,9.666,9.742,9.164,0.023,0.02,0.25,
435,154.575104,-56.928216,19.938,18.741,16.506,16.513,15.175,16.106,12.876,12.268,11.911,4.386,7.146,3.522,12.82,6.14,1,0,0,0,11.498,11.437,10.07,7.643,0.024,0.021,0.094,0.147
439,154.317469,-57.143224,15.579,15.025,13.172,13.16,12.125,12.762,10.237,9.715,9.405,4.507,6.159,3.636,11.66,0.82,1,0,0,1,9.153,9.092,8.134,5.993,0.023,0.02,0.111,0.126
441,154.351907,-57.117539,19.566,18.712,16.755,16.745,15.611,16.373,13.601,13.042,12.745,4.379,6.336,3.582,13.66,3.03,1,0,0,0,12.622,12.706,11.632,8.927,0.03,0.038,,
444,154.072129,-57.348754,16.588,15.619,13.41,13.438,12.131,12.934,9.722,9.025,8.567,4.423,7.475,3.836,9.8,1.52,1,0,0,1,8.265,8.144,11.521,8.262,0.023,0.021,,
446,154.091076,-57.342143,20.043,18.985,16.839,16.849,15.546,16.418,13.284,12.576,12.227,4.396,7.16,3.706,13.2,3.4,1,0,0,0,11.878,12.263,10.231,8.719,0.026,0.026,,
448,154.145949,-57.301797,18.76,17.94,15.948,15.955,14.761,15.556,12.718,12.114,11.799,4.442,6.598,3.618,13.3,2.72,1,0,0,0,11.653,11.681,9.718,7.946,0.033,0.048,,
452,154.184267,-57.280869,18.726,17.895,16.043,16.041,14.942,15.653,12.966,12.44,12.16,4.33,6.063,3.634,12.65,5.6,1,0,0,0,11.65,11.536,8.849,6.538,0.027,0.03,0.153,0.074
454,154.369215,-57.135414,18.902,18.357,16.684,16.691,15.709,16.328,13.964,13.532,13.235,4.377,5.545,3.643,14.21,2.7,1,0,0,0,13.111,13.248,11.59,8.682,0.04,0.047,,
455,152.923824,-58.269983,19.716,18.608,16.458,16.465,15.266,16.042,13.066,12.46,12.138,4.326,6.705,3.551,12.55,2.24,1,0,0,0,11.766,11.742,12.419,9.616,0.023,0.022,,
460,154.18051,-57.305656,17.765,17.182,15.344,15.34,14.251,14.944,12.336,11.779,11.499,4.495,6.249,3.675,13.59,2.44,1,0,0,0,11.219,11.26,10.479,8.882,0.026,0.026,,
461,154.431001,-57.106228,19.892,18.995,17.118,17.124,16.013,16.761,14.129,13.548,13.327,4.317,5.969,3.545,13.69,4.49,1,0,0,0,13.282,13.314,11.739,9.464,0.043,0.048,,0.535
464,154.339749,-57.189198,16.576,16.226,14.612,14.603,13.662,14.253,12.027,11.59,11.363,4.517,5.466,3.582,13.79,3.05,1,0,0,0,11.216,11.235,9.969,7.682,0.027,0.028,,
466,154.196397,-57.306134,18.913,18.095,16.237,16.237,15.139,15.843,13.142,12.557,12.272,4.322,6.155,3.721,12.68,3.3,1,0,0,0,11.891,11.822,9.185,6.889,0.035,0.043,,0.089
468,154.297088,-57.234113,16.712,15.919,13.841,13.835,12.646,13.416,10.633,10.032,9.718,4.549,6.699,3.51,12.41,1.08,1,0,0,1,9.442,9.365,7.754,5.179,0.023,0.02,0.116,0.06
473,154.161618,-57.350899,16.96,16.343,14.498,14.505,13.402,14.114,11.446,10.82,10.53,4.445,6.343,3.775,12.08,1.96,1,0,0,0,10.118,10.154,9.508,4.831,0.024,0.023,0.361,0.047
474,153.176978,-58.124855,15.151,15.089,13.753,13.755,13.022,13.433,11.706,11.351,11.174,4.48,4.538,3.6,13.28,1.33,1,0,0,0,11.067,11.054,10.796,9.189,0.032,0.032,,
476,152.606138,-58.556127,13.284,13.375,12.399,12.383,11.854,12.114,10.68,10.497,10.225,4.308,3.637,4.082,10.8,5.74,1,0,0,1,10.069,10.079,10.305,7.216,0.023,0.021,0.077,0.093
487,154.311909,-57.267923,20.441,19.373,17.137,17.107,15.816,16.711,13.58,12.901,12.6,4.531,7.265,3.525,15.0,5.2,1,0,0,0,12.42,12.389,8.496,5.722,0.042,0.06,,0.171
488,154.504002,-57.113635,20.718,19.588,17.503,17.484,16.266,17.02,14.211,13.586,13.3,4.357,6.581,3.488,13.99,4.32,1,0,0,0,12.774,12.644,10.257,7.242,0.025,0.026,0.202,0.151
489,154.998316,-56.705074,20.074,18.462,15.828,15.865,14.252,15.111,11.334,10.41,9.782,4.301,8.845,3.915,9.8,7.06,1,1,0,1,9.43,9.052,8.298,6.997,0.023,0.021,0.029,0.067
491,153.646799,-57.805674,14.923,14.886,13.773,13.784,13.144,13.48,12.098,11.693,11.527,4.323,3.794,3.722,12.22,1.65,1,0,0,0,11.331,11.352,9.048,7.365,0.029,0.035,0.132,
494,154.311978,-57.280938,20.443,19.563,17.36,17.35,16.052,16.952,13.872,13.234,12.923,4.591,7.159,3.53,16.05,3.93,1,0,0,0,12.583,12.423,8.831,5.97,0.031,0.03,0.129,0.121
495,154.04713,-57.495002,20.626,18.877,16.027,16.029,14.379,15.531,11.361,10.466,10.02,4.463,9.257,3.638,11.45,4.67,1,0,0,1,9.74,9.636,8.376,5.296,0.029,0.029,0.161,
497,153.941495,-57.582941,20.191,18.886,16.504,16.508,15.13,16.048,12.607,11.869,11.486,4.364,7.703,3.663,12.11,2.54,1,0,0,1,11.156,11.129,9.162,6.682,0.023,0.026,0.099,0.151
505,154.431165,-57.207291,18.643,18.021,16.305,16.303,15.319,15.96,13.564,13.052,12.77,4.344,5.607,3.652,13.45,0.57,1,0,0,0,12.648,12.64,11.374,8.616,0.028,0.031,,
506,154.263101,-57.343816,19.215,18.453,16.712,16.706,15.659,16.361,13.811,13.257,13.015,4.308,5.759,3.674,13.34,5.69,1,0,0,0,12.908,13.246,11.546,5.134,0.034,0.06,,0.056
507,154.482896,-57.169397,19.923,18.85,16.671,16.691,15.431,16.3,13.146,12.449,12.145,4.383,7.084,3.656,13.0,4.39,1,0,0,0,11.874,11.817,10.083,7.082,0.025,0.026,0.186,0.094
508,153.212112,-58.174156,15.339,15.319,14.307,14.245,13.633,13.978,12.614,12.284,12.124,4.317,3.657,3.725,12.77,3.96,1,0,0,0,11.95,12.031,12.081,9.259,0.024,0.025,,
510,154.49239,-57.168414,16.3,15.794,14.022,14.048,13.011,13.684,11.22,10.701,10.45,4.489,5.899,3.611,12.52,1.67,1,0,0,0,10.26,10.224,9.873,7.37,0.023,0.021,0.205,0.136
511,154.339708,-57.293184,17.499,16.884,15.144,15.139,14.123,14.793,12.353,11.896,11.62,4.398,5.683,3.549,12.79,3.35,1,0,0,0,11.413,11.435,8.702,5.999,0.027,0.027,,
512,154.447352,-57.205823,16.057,15.761,14.253,14.253,13.371,13.915,11.804,11.36,11.17,4.45,5.176,3.655,12.88,4.18,1,0,0,0,11.063,11.069,11.277,7.991,0.025,0.025,,
518,154.294998,-57.339855,16.288,15.854,14.089,14.093,13.043,13.714,11.239,10.711,10.434,4.576,6.038,3.667,13.49,1.59,1,0,0,0,10.28,10.243,10.006,9.165,0.023,0.022,0.176,
522,154.433514,-57.232009,19.508,18.701,16.862,16.859,15.783,16.495,13.883,13.281,13.026,4.321,5.999,3.661,13.44,3.47,1,0,0,0,12.825,12.798,12.436,9.001,0.031,0.037,,
529,153.261713,-58.190124,13.522,13.87,13.063,13.042,12.565,12.804,11.821,11.618,11.493,4.418,3.028,3.618,13.14,0.95,1,0,0,0,11.371,11.402,10.109,6.956,0.024,0.027,0.27,0.15
539,154.5159,-57.217256,18.177,17.512,15.739,15.722,14.681,15.358,12.783,12.225,11.887,4.35,5.999,3.783,12.58,1.31,1,0,0,0,11.548,11.353,10.196,7.792,0.03,0.031,0.125,
543,154.010466,-57.630008,18.979,17.697,15.214,15.226,13.755,14.724,11.038,10.244,9.841,4.476,8.342,3.74,11.5,5.03,1,0,0,1,9.531,9.422,8.245,5.148,0.024,0.022,0.059,0.196
544,154.464878,-57.265795,14.808,14.555,12.911,12.911,12.032,12.542,10.351,9.837,9.619,4.548,5.589,3.734,12.37,2.71,1,0,0,0,9.396,9.368,8.991,7.415,0.023,0.02,0.101,0.266
549,153.358606,-58.154676,14.839,14.825,13.686,13.665,13.024,13.385,11.979,11.656,11.519,4.388,3.827,3.503,12.78,1.13,1,0,0,0,11.436,11.483,12.679,9.342,0.024,0.024,,
550,154.502376,-57.25557,18.267,17.829,16.258,16.249,15.337,15.919,13.771,13.23,13.026,4.37,5.245,3.673,13.96,1.74,1,0,0,0,12.696,12.786,12.001,8.634,0.038,0.045,,
554,154.608995,-57.188638,19.454,18.24,15.939,15.942,14.598,15.518,12.368,11.709,11.371,4.423,7.191,3.434,12.65,3.02,1,0,0,0,11.172,11.144,11.45,9.001,0.025,0.024,,
569,153.063665,-58.440738,12.926,13.09,12.037,11.962,11.353,11.645,10.216,9.884,9.702,4.462,4.095,3.887,11.66,2.39,1,0,0,0,9.6,9.617,8.819,6.96,0.022,0.019,0.079,0.09
570,154.323507,-57.45799,13.179,13.229,12.107,12.137,11.499,11.827,10.419,10.13,9.959,4.389,3.804,3.61,11.24,0.23,1,0,0,1,9.912,9.967,10.378,6.173,0.025,0.024,,0.062
576,154.39353,-57.422575,21.26,19.941,17.528,17.52,16.087,17.087,13.337,12.503,12.096,4.469,8.389,3.893,13.64,4.83,1,0,0,0,11.659,11.302,7.368,5.07,0.042,0.038,0.089,0.075
577,154.498524,-57.338577,18.342,17.899,16.334,16.35,15.404,15.986,13.852,13.292,13.063,4.366,5.272,3.7,13.96,3.57,1,0,0,0,12.966,13.103,10.233,7.352,0.049,0.071,,
585,153.229488,-58.357676,13.267,13.461,12.561,12.545,12.011,12.294,11.158,10.904,10.762,4.366,3.256,3.658,11.89,0.95,1,0,0,1,10.709,10.775,9.974,7.758,0.023,0.022,,0.292
590,153.991901,-57.774774,20.839,19.4,16.817,16.832,15.371,16.37,12.566,11.769,11.307,4.404,8.453,3.745,12.23,2.0,1,0,0,0,10.949,10.782,10.226,5.345,0.026,0.025,0.197,0.103
591,153.657277,-58.038228,17.667,16.966,15.179,15.162,14.111,14.695,12.075,11.446,11.066,4.309,6.248,4.011,11.37,0.56,1,0,0,1,10.623,10.291,7.233,2.835,0.024,0.024,0.044,0.026
593,154.037322,-57.748389,20.321,19.089,16.502,16.507,14.973,16.017,12.006,11.162,10.649,4.561,9.017,3.925,13.2,3.46,1,0,0,0,10.296,10.19,7.722,4.154,0.023,0.023,0.044,0.065
594,154.604528,-57.294,18.938,18.341,16.728,16.731,15.806,16.366,14.266,13.85,13.541,4.311,5.031,3.481,14.05,1.31,1,0,0,0,13.569,13.925,10.338,8.353,0.057,0.093,,
599,153.599152,-58.103921,12.558,13.064,12.473,12.486,12.134,12.278,11.686,11.559,11.532,4.389,2.189,3.36,12.98,0.93,1,0,0,0,11.537,11.586,12.196,8.924,0.029,0.032,,
600,154.449729,-57.434221,16.56,15.969,14.2,14.207,13.201,13.827,11.399,10.911,10.643,4.414,5.777,3.587,11.96,1.88,1,0,0,1,10.486,10.47,9.716,6.933,0.023,0.024,,
608,154.697911,-57.25738,12.971,13.284,12.619,12.619,12.192,12.415,11.627,11.482,11.435,4.33,2.393,3.375,12.32,2.39,1,0,0,0,11.155,10.997,10.597,8.111,0.025,0.025,,
609,154.604105,-57.341917,17.572,17.256,15.762,15.771,14.873,15.417,13.263,12.854,12.578,4.4,5.184,3.765,13.81,2.61,1,0,0,0,12.373,12.442,9.851,7.033,0.038,0.054,,
618,153.965277,-57.880013,19.223,18.448,16.479,16.498,15.398,15.728,13.297,12.595,12.142,4.337,6.618,3.943,12.69,3.35,1,1,0,0,11.221,10.958,10.033,6.757,0.026,0.026,0.489,
623,154.667434,-57.326905,16.167,15.782,14.316,14.302,13.453,13.962,12.033,11.641,11.427,4.366,4.763,3.494,12.4,1.8,1,0,0,0,11.258,11.252,9.827,6.828,0.025,0.028,,
624,154.500081,-57.475714,19.981,19.11,17.07,17.065,15.924,16.662,13.7,13.06,12.687,4.371,6.811,3.816,13.47,0.63,1,0,0,0,12.44,12.421,9.935,8.418,0.049,0.055,0.094,
629,153.991136,-57.891843,15.364,15.09,13.691,13.685,12.939,13.259,11.399,10.978,10.7,4.316,4.791,3.928,11.22,1.24,1,0,0,1,10.477,10.321,10.024,6.592,0.024,0.023,,
631,154.311868,-57.640916,20.012,19.023,16.998,17.034,15.926,16.657,13.867,13.246,12.994,4.302,6.259,3.586,13.23,3.71,1,0,0,0,12.741,12.728,9.292,7.448,0.054,0.09,0.061,0.177
634,154.993357,-57.093702,17.435,16.385,14.339,14.36,13.127,13.908,11.127,10.594,10.302,4.355,6.342,3.397,11.02,5.2,1,0,0,1,10.088,10.03,10.429,8.783,0.023,0.02,,
640,154.361661,-57.621996,19.281,18.035,15.729,15.755,14.42,15.324,12.066,11.39,11.033,4.358,7.265,3.554,11.67,1.9,1,0,0,1,10.684,10.648,9.139,5.331,0.023,0.024,0.082,0.052
642,153.682726,-58.163418,14.52,14.669,13.691,13.67,13.109,13.401,12.178,11.948,11.792,4.39,3.441,3.569,13.13,1.08,1,0,0,0,11.617,11.392,7.8,5.19,0.039,0.037,0.038,0.052
645,153.953543,-57.958205,15.34,15.307,14.25,14.252,13.635,13.958,12.516,12.252,12.084,4.313,3.675,3.713,12.69,2.1,1,0,0,0,11.961,11.939,9.446,6.716,0.032,0.032,,
646,154.065886,-57.871428,19.846,19.109,17.303,17.33,16.273,16.946,14.321,13.763,13.403,4.31,6.0,3.806,13.76,0.45,1,0,0,0,13.255,13.668,9.477,5.679,0.047,0.084,0.089,0.169
652,154.279794,-57.714497,18.753,17.661,15.535,15.53,14.328,15.117,12.162,11.505,11.227,4.336,6.706,3.557,11.71,4.55,1,0,0,1,11.022,11.017,11.007,6.383,0.025,0.027,,0.149
660,154.368381,-57.661891,17.922,17.085,15.247,15.26,14.218,14.875,12.291,11.766,11.501,4.298,5.839,3.604,11.76,3.82,1,0,0,1,11.269,11.255,9.96,6.964,0.027,0.03,0.448,
662,153.684693,-58.208395,14.636,14.66,13.439,13.434,12.737,13.12,11.534,11.194,11.016,4.462,4.27,3.644,12.97,0.57,1,0,0,0,10.92,10.929,9.829,5.175,0.025,0.025,0.166,0.128
668,153.807664,-58.120019,17.813,17.539,16.147,16.139,15.313,15.818,13.856,13.322,13.125,4.348,4.888,3.865,13.89,1.98,1,0,0,0,12.757,12.751,11.743,8.127,0.038,0.046,,
669,154.475055,-57.594976,19.101,18.21,16.216,16.243,15.068,15.818,12.879,12.268,11.922,4.341,6.637,3.787,12.44,1.98,1,0,0,0,11.624,11.568,9.942,7.162,0.028,0.035,0.26,
673,154.594269,-57.519065,17.316,16.888,15.224,15.22,14.26,14.841,12.459,11.981,11.75,4.464,5.729,3.719,13.55,5.43,1,0,0,0,11.534,11.545,8.775,6.966,0.025,0.028,0.097,0.487
675,154.944959,-57.234448,13.092,13.301,12.477,12.469,12.011,12.216,11.263,11.069,11.009,4.339,2.825,3.441,11.92,2.12,1,0,0,1,10.942,10.992,11.258,8.808,0.025,0.023,,
676,154.130404,-57.896023,20.128,19.275,17.065,17.042,15.828,16.382,13.65,13.007,12.633,4.564,7.13,3.58,15.47,0.43,1,1,0,0,12.385,12.604,11.047,6.345,0.045,0.123,,
682,153.926755,-58.080432,14.798,14.725,13.562,13.58,12.924,13.282,11.834,11.533,11.373,4.348,3.797,3.511,12.28,0.22,1,0,0,0,11.26,11.288,10.679,8.991,0.025,0.026,,
689,155.713382,-56.628398,19.563,18.507,16.506,16.529,15.336,16.12,13.262,12.715,12.404,4.298,6.307,3.536,12.62,4.48,1,0,0,0,12.098,12.107,11.16,9.382,0.023,0.021,0.205,
693,154.756131,-57.442888,16.969,16.591,14.896,14.821,13.787,14.277,11.642,11.001,10.571,4.485,6.731,4.336,12.48,4.33,1,1,0,0,10.163,9.906,8.543,6.234,0.023,0.023,0.177,0.156
697,153.757066,-58.242492,14.558,14.586,13.589,13.595,13.022,13.312,12.088,11.784,11.656,4.312,3.371,3.611,12.29,0.72,1,0,0,0,11.139,10.948,6.045,3.684,0.033,0.036,0.027,0.044
698,153.547297,-58.40546,17.194,16.597,14.856,14.843,13.83,14.463,11.932,11.336,11.097,4.374,5.982,3.819,11.96,4.42,1,0,0,0,10.925,10.884,11.934,9.179,0.025,0.024,,
699,153.724527,-58.27695,14.24,14.285,13.331,13.327,12.774,13.068,11.924,11.621,11.471,4.299,3.217,3.592,12.04,1.58,1,0,0,0,11.398,11.44,9.058,7.193,0.032,0.039,,
702,154.839282,-57.406169,20.13,19.111,17.064,17.079,15.865,16.626,13.478,12.775,12.418,4.3,7.019,3.956,12.53,3.41,1,0,0,0,12.236,12.534,10.192,9.039,0.037,0.072,0.091,
703,154.050586,-58.043467,16.838,16.58,15.317,15.338,14.601,15.024,13.317,12.95,12.775,4.297,4.173,3.651,13.19,1.0,1,0,0,0,12.735,12.837,10.268,6.905,0.03,0.035,,
705,154.013785,-58.076306,13.895,13.941,12.987,13.0,12.444,12.734,11.518,11.283,11.189,4.311,3.206,3.522,11.82,2.6,1,0,0,1,11.077,11.093,10.554,6.266,0.026,0.024,0.266,0.059
706,153.790807,-58.255442,15.104,15.302,14.299,14.301,13.708,14.011,12.744,12.458,12.236,4.409,3.651,3.774,13.75,2.18,1,0,0,0,11.987,12.126,9.043,4.883,0.043,0.059,0.105,0.089
707,154.769764,-57.476991,17.72,17.193,15.487,15.514,14.464,15.12,12.524,11.966,11.682,4.391,6.038,3.918,12.7,3.04,1,0,0,0,11.232,10.919,6.701,1.953,0.026,0.026,0.032,0.02
714,154.07273,-58.057783,19.525,18.378,15.955,15.974,14.58,15.514,11.966,11.177,10.785,4.5,8.106,3.754,12.73,2.45,1,0,0,0,10.472,10.383,9.74,8.13,0.024,0.022,,
715,154.131948,-58.015074,17.072,16.517,14.901,14.915,13.962,14.545,12.244,11.761,11.524,4.332,5.374,3.691,12.11,3.2,1,0,0,0,11.207,11.163,9.515,7.556,0.028,0.029,0.357,0.358
721,154.321226,-57.891802,13.43,13.727,12.95,12.959,12.504,12.708,11.723,11.546,11.433,4.347,2.865,3.709,12.41,1.01,1,0,0,0,11.379,11.376,9.31,6.096,0.03,0.036,,
722,154.269986,-57.932818,15.041,14.673,13.131,13.131,12.235,12.785,10.707,10.273,10.019,4.411,5.129,3.597,11.38,0.81,1,0,0,1,9.86,9.866,8.92,8.483,0.023,0.023,0.121,
725,154.073987,-58.095813,19.257,18.245,16.207,16.21,15.04,15.555,13.13,12.515,12.154,4.321,6.257,3.475,12.63,3.16,1,1,0,0,11.406,11.105,10.638,8.048,0.026,0.026,,
727,154.743591,-57.563038,18.141,16.967,14.809,14.81,13.553,14.373,11.439,10.785,10.431,4.314,6.703,3.505,10.77,1.86,1,0,0,1,10.0,9.985,8.135,6.961,0.021,0.022,0.086,0.145
729,154.01369,-58.154888,17.497,16.921,15.342,15.34,14.427,15.005,12.837,12.363,12.2,4.319,5.064,3.526,12.7,7.58,1,0,0,0,11.763,11.799,10.727,8.146,0.024,0.027,0.194,0.217
730,154.652394,-57.648914,15.518,15.031,13.369,13.388,12.437,13.016,10.752,10.291,10.013,4.392,5.452,3.628,11.15,0.48,1,0,0,1,9.675,9.641,9.765,7.208,0.022,0.021,0.529,
735,154.616591,-57.685203,20.808,19.354,16.875,16.882,15.468,16.453,12.918,12.221,11.84,4.383,7.797,3.531,12.65,3.61,1,0,0,0,11.52,11.494,11.476,9.141,0.026,0.027,,
736,154.587508,-57.711922,21.072,19.556,17.03,17.043,15.63,16.605,12.98,12.212,11.831,4.374,8.016,3.619,12.52,3.81,1,0,0,0,11.544,11.514,9.579,6.981,0.027,0.03,0.211,
741,154.737608,-57.609681,19.108,17.983,15.888,15.883,14.633,15.45,12.418,11.762,11.416,4.303,6.787,3.654,11.62,3.57,1,0,0,1,11.034,11.035,7.345,4.267,0.027,0.027,0.049,0.046
744,154.674429,-57.662766,20.516,19.702,17.642,17.627,16.496,17.243,14.345,13.493,13.2,4.405,6.98,3.902,14.26,7.76,1,0,0,0,12.914,13.044,9.553,6.553,0.059,0.116,,
747,154.209539,-58.037668,18.892,18.066,16.157,16.166,15.022,15.746,12.921,12.329,11.963,4.336,6.444,3.81,12.48,1.83,1,0,0,0,11.79,11.782,12.453,6.639,0.031,0.045,,
752,154.007215,-58.203348,16.148,16.008,14.666,14.663,13.9,14.341,12.561,12.155,11.935,4.408,4.607,3.707,13.32,0.17,1,0,0,0,11.853,11.927,10.943,8.518,0.026,0.026,,
753,153.94424,-58.255107,15.376,15.473,14.353,14.347,13.687,14.052,12.517,12.211,12.024,4.438,4.087,3.771,13.74,1.11,1,0,0,0,11.746,11.799,9.994,6.238,0.026,0.028,0.277,0.064
754,154.663159,-57.687067,19.946,18.518,15.966,15.988,14.496,15.514,11.577,10.757,10.23,4.348,8.603,3.909,10.62,1.9,1,0,0,1,9.756,9.682,10.002,6.861,0.023,0.021,0.248,
756,154.164596,-58.089099,16.634,16.232,14.541,14.549,13.593,14.171,11.91,11.458,11.235,4.512,5.57,3.546,13.6,2.28,1,0,0,0,11.06,11.038,11.493,6.968,0.028,0.028,0.23,
757,154.628338,-57.719258,21.155,19.786,17.283,17.317,15.861,16.854,13.15,12.348,11.901,4.414,8.273,3.76,12.94,1.04,1,0,0,0,11.67,11.67,11.18,8.343,0.028,0.034,,
758,154.067962,-58.166451,17.438,16.937,15.18,15.169,14.143,14.786,12.227,11.711,11.425,4.48,6.102,3.761,13.37,3.95,1,0,0,0,11.223,11.18,10.81,9.01,0.025,0.023,0.15,0.405
766,153.993896,-58.250469,18.086,17.408,15.651,15.649,14.612,15.294,12.606,12.011,11.69,4.313,6.09,3.955,12.02,1.21,1,0,0,0,11.316,11.076,7.526,3.988,0.029,0.028,0.047,0.033
767,154.262787,-58.044204,17.009,16.732,15.476,15.429,14.661,15.089,13.385,12.991,12.743,4.304,4.346,3.712,13.23,4.41,1,0,0,0,12.753,13.083,10.304,8.002,0.039,0.072,,
769,154.836208,-57.590086,19.477,18.028,15.587,15.584,14.152,15.113,11.411,10.643,10.24,4.315,8.045,3.763,10.38,7.82,1,0,0,1,9.946,9.837,7.026,2.819,0.024,0.024,0.065,0.033
770,153.980673,-58.275556,17.31,16.972,15.499,15.505,14.667,15.168,13.183,12.762,12.5,4.356,4.879,3.671,13.37,0.22,1,0,0,0,12.294,12.418,7.97,5.521,0.028,0.034,0.058,0.068
773,154.073126,-58.226461,18.89,18.091,16.145,16.196,15.06,15.807,12.849,12.16,11.825,4.326,6.643,3.976,12.2,2.24,1,0,0,0,11.577,11.615,10.841,7.772,0.024,0.026,0.123,0.165
781,153.946467,-58.342882,16.579,16.185,14.679,14.662,13.8,14.328,12.313,11.831,11.605,4.361,5.0,3.639,12.5,1.23,1,0,0,0,11.402,11.423,9.309,6.26,0.024,0.025,0.042,0.073
783,154.206069,-58.148413,18.978,18.417,16.687,16.689,15.708,16.348,13.912,13.417,13.12,4.386,5.724,3.681,14.17,0.65,1,0,0,0,12.982,13.04,10.899,6.482,0.04,0.046,,
785,155.829318,-56.813315,20.842,19.67,17.274,17.267,15.92,16.842,13.442,12.685,12.357,4.497,7.806,3.636,14.29,3.71,1,0,0,0,12.113,12.081,11.209,9.131,0.028,0.03,0.201,
788,154.600266,-57.85274,18.585,17.768,15.741,15.739,14.53,15.342,12.253,11.568,11.187,4.407,7.063,3.914,12.28,1.22,1,0,0,0,10.799,10.704,9.389,8.03,0.026,0.025,,
790,154.411425,-58.005265,14.858,14.996,14.038,14.038,13.469,13.766,12.545,12.238,12.117,4.357,3.427,3.703,13.13,1.2,1,0,0,0,12.014,12.106,12.433,8.814,0.043,0.073,,
801,154.263046,-58.14844,16.119,15.534,13.572,13.534,12.396,12.922,10.288,9.595,9.134,4.533,6.983,3.957,11.61,6.54,1,1,0,1,8.67,8.365,7.479,6.03,0.023,0.02,0.026,0.062
804,155.787749,-56.901896,20.232,18.764,16.224,16.18,14.771,15.735,12.239,11.465,11.047,4.4,7.99,3.533,12.03,1.08,1,0,0,1,10.527,10.562,9.892,8.864,0.169,0.144,0.251,
807,154.294329,-58.148276,16.093,15.904,14.66,14.657,13.937,14.354,12.693,12.316,12.167,4.333,4.181,3.629,12.87,2.06,1,0,0,0,11.837,11.848,11.974,8.158,0.028,0.025,,0.34
811,154.524861,-57.973929,20.14,19.252,17.132,17.128,15.859,16.718,13.459,12.695,12.284,4.435,7.493,3.97,13.61,1.01,1,0,0,0,12.1,12.072,8.749,5.158,0.037,0.062,,
812,154.85133,-57.710147,14.508,14.528,13.484,13.488,13.033,13.421,12.255,11.97,11.894,4.308,2.992,3.214,12.56,5.28,1,0,0,0,11.891,11.964,9.456,7.994,0.034,0.05,,
823,154.273333,-58.205711,17.235,17.004,15.516,15.528,14.655,15.18,13.088,12.632,12.395,4.448,5.201,3.783,14.09,0.55,1,0,0,0,11.949,12.064,12.153,8.68,0.024,0.027,,
824,154.242706,-58.230525,17.15,16.508,14.689,14.713,13.652,14.311,11.724,11.223,10.911,4.401,6.033,3.678,12.07,2.53,1,0,0,0,10.549,10.549,12.073,9.015,0.024,0.022,,
826,154.872859,-57.727208,20.965,19.586,16.803,16.781,15.177,16.298,11.861,10.934,10.344,4.547,9.839,4.045,12.62,4.88,1,0,0,0,9.974,9.857,11.669,5.592,0.024,0.024,0.398,0.073
827,154.113943,-58.335587,14.277,14.135,12.671,12.652,11.817,12.316,10.394,9.938,9.682,4.528,5.079,3.684,12.3,1.21,1,0,0,0,9.539,9.509,9.648,9.114,0.023,0.02,0.065,
837,154.303454,-58.215082,19.26,18.618,16.85,16.847,15.829,16.472,13.919,13.454,13.044,4.347,5.919,3.777,13.74,4.62,1,0,0,0,12.955,13.131,10.961,7.819,0.035,0.058,,
843,154.541035,-58.035858,19.835,19.221,17.469,17.483,16.453,17.066,14.489,13.819,13.598,4.339,6.095,3.97,14.11,2.71,1,0,0,0,13.11,13.568,10.664,6.457,0.062,0.069,0.343,0.22
845,154.442298,-58.116966,16.369,16.152,14.839,14.837,14.062,14.52,12.681,12.216,12.044,4.34,4.584,3.824,12.76,1.92,1,0,0,0,11.915,11.962,10.832,6.386,0.043,0.052,,0.189
847,154.456614,-58.112875,15.522,15.247,13.867,13.857,13.044,13.523,11.569,11.135,10.905,4.352,4.81,3.804,11.72,1.11,1,0,0,1,10.701,10.696,9.791,5.491,0.025,0.03,,0.094
852,154.50295,-58.090158,13.367,13.666,12.73,12.726,12.181,12.454,11.297,11.0,10.882,4.46,3.483,3.711,12.89,0.91,1,0,0,0,10.697,10.748,8.503,8.227,0.024,0.025,0.115,
855,154.104722,-58.412953,16.169,15.833,14.432,14.412,13.604,14.109,12.23,11.829,11.582,4.339,4.629,3.598,12.34,1.14,1,0,0,0,11.517,11.578,11.354,9.125,0.023,0.021,,
856,154.186248,-58.349753,17.234,16.984,15.55,15.548,14.72,15.216,13.193,12.826,12.553,4.396,4.939,3.749,13.78,1.5,1,0,0,0,12.527,12.672,12.094,8.035,0.042,0.043,,0.436
