VPHAS-OB1,RAJ2000,DEJ2000,umag,gmag,rmag,r2mag,imag,Hamag,Jmag,Hmag,Kmag,logTeff,A0,Rv,mu,chi2,OB,Halpha,SUB,LUM
1421,156.453474,-57.779733,17.024,16.933,15.725,15.707,14.984,15.419,13.704,13.34,13.14,4.366,4.319,3.801,14.14,1.53,1,0,0,0
1423,155.600903,-58.497763,19.051,18.215,16.1,16.088,14.832,15.657,12.407,11.697,11.285,4.481,7.508,3.948,13.09,2.01,1,0,0,0
1428,156.270357,-57.948541,20.845,19.706,17.531,17.547,16.242,17.126,13.808,13.122,12.673,4.308,7.296,3.856,12.86,1.36,1,0,0,0
1430,156.64278,-57.632952,21.142,19.509,16.863,16.855,15.299,16.368,12.359,11.504,11.037,4.389,8.833,3.776,11.77,4.34,1,0,0,1
1431,156.609872,-57.669978,17.441,16.84,15.146,15.168,14.176,14.798,12.47,12.008,11.738,4.358,5.462,3.562,12.56,1.38,1,0,0,0
1434,156.843396,-57.469232,19.058,18.833,17.545,17.557,16.862,17.198,15.674,15.101,15.066,4.302,4.186,3.677,15.48,3.54,1,0,0,0
1435,156.385227,-57.87668,18.995,18.341,16.589,16.596,15.544,16.168,13.572,13.022,12.717,4.342,6.039,3.86,13.3,2.88,1,0,0,0
1436,156.557402,-57.729572,14.867,15.078,14.348,14.367,13.909,14.136,13.265,13.106,13.01,4.295,2.516,3.438,13.61,0.84,1,0,0,0
1437,156.245755,-57.998954,17.02,17.432,16.448,16.379,15.852,16.161,14.791,14.347,14.298,4.578,4.04,4.156,17.51,1.27,1,0,1,0
1440,155.565126,-58.569296,15.013,15.054,13.958,13.944,13.317,13.663,12.173,11.862,11.692,4.371,3.915,3.776,12.78,0.74,1,0,0,0
1444,156.33579,-57.949388,15.251,15.233,14.21,14.214,13.598,13.935,12.605,12.287,12.168,4.311,3.507,3.621,12.77,1.82,1,0,0,0
1445,156.740916,-57.604627,16.869,17.37,16.385,16.43,15.905,16.112,14.875,14.392,14.14,4.538,3.992,4.426,17.01,6.0,1,0,1,0
1457,155.648113,-58.557466,14.264,14.517,13.532,13.562,12.969,13.285,12.004,11.692,11.6,4.453,3.617,3.717,13.51,2.0,1,0,0,0
1458,155.6459,-58.560512,16.559,16.647,15.704,15.696,15.159,15.45,14.22,13.883,13.81,4.31,3.336,3.767,14.4,0.98,1,0,0,0
1461,156.637302,-57.737153,20.712,19.983,17.962,17.965,16.962,17.933,15.008,14.349,14.101,4.424,6.301,3.606,15.45,5.28,1,0,0,0
1462,156.630977,-57.743662,16.869,16.316,14.657,14.673,13.684,14.294,11.901,11.418,11.101,4.347,5.603,3.767,11.81,1.61,1,0,0,1
1463,155.649998,-58.567718,14.195,14.439,13.584,13.563,13.07,13.325,12.18,11.948,11.881,4.375,3.198,3.717,13.05,4.43,1,0,0,0
1464,155.676349,-58.546729,15.749,15.779,14.703,14.687,14.074,14.416,12.983,12.65,12.504,4.359,3.81,3.739,13.48,1.13,1,0,0,0
1465,156.354491,-57.984584,17.749,17.967,17.017,17.212,16.431,17.211,14.989,14.671,14.389,4.311,4.199,4.989,14.88,0.4,1,0,1,0
1466,155.533803,-58.66877,14.877,14.949,13.899,13.89,13.294,13.596,12.205,11.923,11.764,4.367,3.736,3.743,12.83,1.06,1,0,0,0
1467,157.691829,-56.81002,13.742,14.072,13.278,13.29,12.795,13.007,11.934,11.805,11.699,4.4,3.04,3.683,13.13,6.67,1,0,0,0
1468,155.675967,-58.564152,19.639,19.346,18.05,17.904,17.199,17.593,15.495,15.113,15.212,4.299,4.852,4.092,15.3,5.4,1,0,0,0
1469,155.959652,-58.333661,16.056,15.966,14.735,14.719,14.016,14.426,12.822,12.483,12.315,4.39,4.171,3.577,13.56,1.04,1,0,0,0
1470,156.274646,-58.07117,16.643,16.342,15.034,15.022,14.282,14.715,12.908,12.563,12.366,4.302,4.349,3.656,12.81,2.35,1,0,0,0
1471,157.1039,-57.354512,13.288,13.488,12.302,12.309,11.641,11.988,10.429,10.132,9.94,4.575,4.282,3.747,13.17,1.67,1,0,0,0
1473,157.165371,-57.30194,20.901,19.951,17.71,17.757,16.281,17.249,13.415,12.333,11.903,4.441,8.74,4.474,13.09,5.6,1,0,0,0
1475,155.915624,-58.375632,18.87,18.812,17.429,17.42,16.638,17.123,15.476,15.075,14.786,4.574,4.557,3.426,18.09,2.71,1,0,1,0
1481,156.851019,-57.589266,20.874,19.869,17.828,17.886,16.824,17.548,14.948,14.486,14.076,4.312,5.887,3.37,14.53,3.49,1,0,0,0
1485,156.455114,-57.943111,19.254,18.62,16.941,16.927,15.944,16.588,14.107,13.523,13.308,4.312,5.697,3.823,13.65,3.27,1,0,0,0
1496,156.361103,-58.043241,15.957,15.854,14.683,14.681,14.003,14.392,12.693,12.366,12.208,4.326,4.141,3.835,12.84,3.83,1,0,0,0
1498,156.461971,-57.967119,14.99,15.092,14.171,14.174,13.62,13.901,12.697,12.415,12.24,4.307,3.307,3.805,12.85,0.53,1,0,0,0
1501,155.40101,-58.846349,19.8,18.785,16.548,16.567,15.233,16.666,12.785,12.074,11.721,4.48,7.598,3.774,13.48,2.48,1,0,0,0
1505,156.200184,-58.196975,18.637,18.241,16.711,16.719,15.786,16.369,13.963,13.367,12.988,4.313,5.683,4.279,13.39,1.26,1,0,0,0
1506,156.306338,-58.108504,20.752,19.945,17.973,18.011,16.902,17.634,14.666,13.944,13.699,4.335,6.694,3.972,14.09,5.43,1,0,0,0
1507,155.593458,-58.700469,20.495,19.502,17.425,17.42,16.235,17.026,13.897,13.279,12.882,4.354,6.998,3.838,13.49,2.78,1,0,0,0
1511,157.997507,-56.621022,15.564,15.585,14.527,14.522,13.865,14.227,12.772,12.524,12.329,4.357,3.774,3.689,13.31,2.32,1,0,0,0
1512,155.555782,-58.743117,14.291,14.502,13.575,13.569,13.037,13.306,12.114,11.863,11.706,4.377,3.375,3.747,12.92,0.27,1,0,0,0
1513,155.830083,-58.519497,13.072,13.144,11.957,11.925,11.28,11.62,10.045,9.729,9.557,4.474,4.263,3.724,11.62,1.76,1,0,0,1
1517,155.64549,-58.687369,15.102,15.277,14.413,14.388,13.875,14.125,13.02,12.731,12.62,4.33,3.197,3.782,13.41,1.69,1,0,0,0
1518,156.258226,-58.182987,19.775,18.588,16.322,16.325,15.005,15.839,12.381,11.566,11.161,4.313,7.756,3.979,11.3,2.57,1,0,0,1
1519,156.958512,-57.587552,20.363,19.836,18.316,18.208,17.377,17.892,15.673,15.181,14.994,4.302,5.31,3.888,15.23,2.36,1,0,0,0
1520,155.446035,-58.858172,20.75,19.935,18.109,18.134,17.127,17.763,15.392,14.788,14.611,4.334,5.67,3.531,15.15,1.91,1,0,0,0
1521,155.511769,-58.806754,15.907,15.598,14.243,14.241,13.451,13.902,12.057,11.653,11.453,4.319,4.539,3.68,12.02,0.96,1,0,0,0
1524,156.766816,-57.761872,20.333,19.257,17.201,17.202,15.961,16.789,13.709,13.026,12.688,4.312,6.866,3.77,12.93,3.53,1,0,0,0
1527,155.836804,-58.558067,15.323,15.249,14.009,14.016,13.276,13.711,12.018,11.66,11.525,4.422,4.32,3.625,13.04,4.36,1,0,0,0
1528,156.014758,-58.413035,15.835,15.53,14.047,14.106,13.223,13.733,11.781,11.323,11.123,4.39,4.878,3.613,12.29,1.0,1,0,0,0
1530,156.021697,-58.410726,20.439,19.167,16.801,16.788,15.435,16.374,12.86,12.046,11.64,4.361,7.871,3.805,12.22,1.4,1,0,0,0
1534,156.14979,-58.305739,15.96,15.79,14.492,14.525,13.783,14.215,12.49,12.072,11.863,4.34,4.362,3.745,12.64,0.39,1,0,0,0
1536,156.036081,-58.403315,14.941,14.691,13.504,13.463,12.753,13.043,11.723,11.399,11.207,4.301,3.789,3.359,11.75,4.77,1,0,0,1
1539,155.55805,-58.800327,15.979,15.939,14.791,14.788,14.128,14.487,12.962,12.637,12.475,4.361,3.976,3.681,13.46,1.11,1,0,0,0
1540,155.917345,-58.510617,14.861,14.983,14.002,14.009,13.435,13.729,12.443,12.124,11.996,4.347,3.528,3.799,12.9,0.57,1,0,0,0
1543,155.4933,-58.858301,18.274,17.638,16.017,16.017,15.072,15.654,13.393,12.891,12.678,4.298,5.266,3.63,12.98,3.82,1,0,0,0
1544,156.804355,-57.763436,19.426,18.404,16.422,16.409,15.239,16.011,13.191,12.575,12.26,4.298,6.363,3.608,12.47,3.06,1,0,0,0
1547,155.584223,-58.789883,15.054,15.187,14.208,14.199,13.62,13.924,12.598,12.283,12.155,4.363,3.613,3.838,13.19,1.29,1,0,0,0
1549,156.198654,-58.28557,15.271,15.365,14.321,14.339,13.713,14.049,12.655,12.34,12.169,4.37,3.746,3.785,13.27,0.18,1,0,0,0
1550,156.423968,-58.097999,17.712,16.914,14.924,14.927,13.774,14.538,11.572,10.881,10.43,4.358,6.865,3.975,11.11,1.0,1,0,0,1
1551,156.201481,-58.286744,14.066,14.205,13.243,13.258,12.668,12.963,11.68,11.389,11.184,4.344,3.542,3.884,12.09,0.98,1,0,0,0
1552,155.806177,-58.614716,14.784,14.932,14.011,13.989,13.44,13.715,12.456,12.184,12.073,4.352,3.438,3.801,13.01,2.99,1,0,0,0
1554,155.912578,-58.532092,13.929,13.997,13.029,13.028,12.476,12.753,11.474,11.213,11.07,4.318,3.405,3.727,11.74,1.03,1,0,0,1
1557,156.438298,-58.09455,19.298,18.777,17.13,17.147,16.148,16.796,14.185,13.569,13.268,4.326,5.957,4.131,13.72,0.71,1,0,0,0
1558,155.609782,-58.783927,16.516,17.046,16.174,16.172,15.648,15.902,14.809,14.543,14.441,4.612,3.447,3.844,18.19,1.02,1,0,1,0
1560,157.266308,-57.386157,15.478,15.088,13.733,13.707,12.924,13.372,11.562,11.247,11.035,4.302,4.374,3.493,11.49,3.34,1,0,0,1
1561,155.86407,-58.586631,12.91,13.273,12.469,12.468,11.978,12.215,11.187,10.937,10.847,4.416,3.118,3.775,12.44,1.41,1,0,0,0
1563,156.218133,-58.298513,16.195,16.123,15.018,15.037,14.373,14.749,13.259,12.905,12.678,4.301,3.841,3.816,13.19,0.99,1,0,0,0
1566,156.494032,-58.074278,14.285,13.915,12.519,12.535,11.74,12.192,10.346,9.97,9.732,4.3,4.493,3.601,10.17,0.37,1,0,0,1
1567,156.176524,-58.342205,15.227,14.882,13.262,13.258,12.316,12.893,10.681,10.175,9.892,4.475,5.548,3.707,11.86,0.62,1,0,0,0
1568,157.154552,-57.505699,18.174,18.139,17.035,16.993,16.412,16.802,15.323,14.749,14.683,4.303,3.945,3.99,15.13,2.61,1,0,0,0
1569,156.216999,-58.319263,15.207,15.178,14.031,14.03,13.356,13.744,12.225,11.872,11.684,4.36,3.991,3.71,12.68,0.53,1,0,0,0
1572,156.154025,-58.379772,16.999,17.25,16.5,16.49,16.084,16.268,15.572,15.162,15.053,4.305,2.541,3.487,15.85,6.11,1,0,0,0
1575,156.075,-58.455375,20.271,19.906,18.466,18.451,17.668,18.158,16.169,15.662,15.093,4.298,4.998,4.01,15.63,3.19,1,0,0,0
1578,155.833088,-58.660212,14.197,14.46,13.711,13.689,13.247,13.448,12.459,12.262,12.187,4.329,2.846,3.739,12.99,3.2,1,0,0,0
1579,157.109254,-57.579301,19.121,19.011,17.779,17.687,17.089,17.402,15.888,15.296,14.895,4.314,4.486,4.143,15.51,1.77,1,0,0,0
1580,155.82608,-58.669829,16.951,16.672,15.295,15.272,14.489,14.923,12.999,12.562,12.349,4.334,4.774,3.837,13.01,0.78,1,0,0,0
1581,155.796533,-58.695442,18.525,17.994,16.272,16.248,15.257,15.844,13.368,12.82,12.569,4.414,5.959,3.802,13.82,3.44,1,0,0,0
1582,156.258404,-58.31425,17.421,17.143,15.875,15.859,15.085,15.554,13.684,13.356,13.121,4.299,4.431,3.795,13.51,3.4,1,0,0,0
1583,157.817586,-56.948656,15.336,15.515,14.524,14.529,13.943,14.24,12.864,12.629,12.467,4.4,3.682,3.82,13.84,2.48,1,0,0,0
1584,155.494283,-58.946124,17.346,16.771,15.122,15.125,14.149,14.767,12.428,11.989,11.756,4.362,5.416,3.577,12.6,5.66,1,0,0,0
1588,156.718704,-57.930379,17.655,17.048,15.398,15.391,14.417,14.895,12.751,12.201,11.824,4.297,5.469,3.78,12.17,6.46,1,0,0,0
1595,156.853587,-57.831341,21.1,19.905,17.759,17.776,16.516,17.382,14.168,13.403,13.047,4.305,7.141,3.839,13.21,2.25,1,0,0,0
1596,155.820384,-58.707272,15.267,15.367,14.451,14.431,13.89,14.148,12.957,12.691,12.582,4.322,3.294,3.706,13.29,2.16,1,0,0,0
1599,156.697394,-57.978061,19.911,18.779,16.484,16.49,15.17,16.033,12.562,11.768,11.346,4.366,7.829,3.934,11.96,1.02,1,0,0,0
1602,155.858537,-58.688168,17.216,16.773,15.202,15.184,14.297,14.808,12.528,12.061,11.805,4.35,5.431,3.861,12.52,3.04,1,0,0,0
1604,155.977656,-58.594,14.915,15.061,14.143,14.14,13.595,13.893,12.599,12.309,12.149,4.323,3.438,3.961,12.85,0.29,1,0,0,0
1605,157.829416,-56.985788,20.255,19.78,18.172,18.173,17.408,17.807,15.873,15.597,15.409,4.339,4.716,3.363,16.11,3.72,1,0,0,0
1617,155.926375,-58.648799,19.549,18.857,17.057,17.072,16.041,16.692,14.03,13.457,13.128,4.321,6.089,3.888,13.53,1.01,1,0,0,0
1622,157.062167,-57.692135,17.009,17.284,16.359,16.245,15.931,16.105,15.191,14.89,14.696,4.383,3.082,3.579,16.06,2.34,1,0,0,0
1623,157.060842,-57.693426,16.837,17.218,16.363,16.321,15.826,16.025,14.791,14.372,14.465,4.433,3.607,4.225,16.07,2.04,1,0,1,0
1624,156.402125,-58.260441,15.547,15.583,14.611,14.625,14.049,14.35,13.062,12.746,12.628,4.299,3.393,3.748,13.15,0.48,1,0,0,0
1626,156.400035,-58.268023,20.687,18.803,15.954,15.966,14.313,15.465,11.109,10.16,9.627,4.308,9.374,3.826,9.6,2.27,1,0,0,1
1627,156.242421,-58.403985,17.235,16.617,15.056,15.053,14.137,14.698,12.727,12.326,12.136,4.306,4.719,3.292,12.6,2.72,1,0,0,1
1639,155.964364,-58.666025,14.124,14.525,13.686,13.676,13.193,13.399,12.243,12.011,11.911,4.455,3.395,3.98,13.83,2.69,1,0,0,0
1640,156.007873,-58.638082,15.24,15.471,14.548,14.547,14.024,14.276,13.093,12.809,12.726,4.385,3.373,3.765,13.97,1.54,1,0,0,0
1642,158.074251,-56.836958,16.876,16.59,15.276,15.27,14.51,14.941,13.108,12.655,12.485,4.301,4.515,3.818,12.88,2.33,1,0,0,0
1644,156.525587,-58.215833,18.899,19.024,17.977,17.94,17.378,17.682,16.216,15.704,15.234,4.331,4.16,4.466,16.14,3.25,1,0,1,0
1647,155.563337,-59.021113,20.812,19.947,18.148,18.142,17.07,17.762,15.111,14.398,14.245,4.313,6.165,3.874,14.47,4.3,1,0,0,0
1653,157.900723,-57.022551,16.052,15.998,14.837,14.848,14.149,14.341,12.922,12.529,12.199,4.321,4.217,4.039,12.87,5.59,1,1,0,0
1655,156.089644,-58.605209,20.542,19.839,18.1,18.086,17.157,17.714,15.527,14.865,14.604,4.31,5.474,3.614,15.04,2.88,1,0,0,0
1657,157.388937,-57.493835,17.759,17.627,16.09,16.067,15.193,15.762,13.46,13.056,12.774,4.583,5.571,3.892,15.95,4.72,1,0,0,0
1665,155.955499,-58.747126,13.968,14.268,13.533,13.509,13.07,13.254,12.356,12.121,12.044,4.336,2.8,3.751,12.92,1.62,1,0,0,0
1668,156.412247,-58.3776,17.545,17.432,16.297,16.298,15.65,16.036,14.421,14.063,14.067,4.298,3.924,3.8,14.38,2.51,1,0,0,0
1669,156.43868,-58.357608,14.962,15.104,14.195,14.184,13.658,13.925,12.724,12.469,12.36,4.333,3.28,3.737,13.15,1.57,1,0,0,0
1670,155.989472,-58.735044,19.007,18.379,16.661,16.671,15.703,16.289,13.861,13.337,13.082,4.325,5.661,3.745,13.56,2.05,1,0,0,0
1671,156.446139,-58.357683,12.952,13.529,12.634,12.656,12.092,12.107,10.907,10.585,10.294,4.552,4.121,4.769,13.26,4.39,1,1,0,0
1683,157.341945,-57.615084,15.443,15.709,14.997,14.925,14.606,14.7,14.018,13.771,13.75,4.3,2.435,3.463,14.39,0.13,1,0,0,0
1693,157.858431,-57.165661,15.676,15.518,14.051,14.082,13.255,13.727,11.685,11.283,11.044,4.469,5.092,3.788,12.97,2.58,1,0,0,0
1695,156.417343,-58.433156,17.887,17.312,15.627,15.606,14.604,15.25,12.834,12.345,12.044,4.375,5.694,3.69,12.99,2.68,1,0,0,0
1697,156.507952,-58.362641,16.461,16.416,15.305,15.291,14.647,15.014,13.518,13.144,12.959,4.324,3.915,3.812,13.63,0.56,1,0,0,0
1698,156.503581,-58.367716,18.442,17.983,16.475,16.463,15.583,16.129,13.9,13.417,13.165,4.307,5.209,3.879,13.54,1.53,1,0,0,0
1701,156.519017,-58.361924,15.807,15.583,14.264,14.258,13.478,13.94,12.094,11.708,11.527,4.361,4.548,3.699,12.44,2.79,1,0,0,0
1708,156.961572,-57.99851,15.342,15.056,13.527,13.529,12.653,13.158,11.069,10.635,10.415,4.458,5.221,3.67,12.21,2.25,1,0,0,0
1709,156.130543,-58.703174,15.187,15.253,14.295,14.281,13.717,14.006,12.756,12.488,12.343,4.32,3.39,3.698,13.04,0.84,1,0,0,0
1714,157.163759,-57.828514,20.836,19.892,17.917,17.939,16.774,17.266,14.83,14.096,13.839,4.33,6.34,3.631,14.32,2.97,1,1,0,0
1717,155.677551,-59.082694,15.669,15.287,13.879,13.881,13.062,13.547,11.598,11.216,10.981,4.311,4.658,3.652,11.48,1.48,1,0,0,1
1721,156.037488,-58.801003,15.121,15.294,14.336,14.322,13.767,14.036,12.773,12.521,12.389,4.38,3.5,3.742,13.6,1.51,1,0,0,0
1727,156.33814,-58.571536,18.99,18.75,17.345,17.321,16.472,17.025,14.757,14.196,13.921,4.352,5.397,4.292,14.64,0.6,1,0,0,0
1747,156.829845,-58.187577,17.684,17.252,15.593,15.594,14.606,15.21,12.771,12.244,11.941,4.426,5.859,3.871,13.35,1.39,1,0,0,0
1748,155.959378,-58.916133,19.989,19.697,18.219,18.174,17.396,17.765,15.835,15.257,14.998,4.364,5.174,3.955,15.9,0.45,1,0,1,0
1752,155.985101,-58.898606,14.329,14.229,13.091,13.081,12.435,12.768,11.253,10.941,10.794,4.323,3.887,3.666,11.45,2.76,1,0,0,1
1762,156.051845,-58.860842,15.282,15.36,14.435,14.394,13.858,14.1,12.914,12.618,12.498,4.313,3.354,3.76,13.13,2.03,1,0,0,0
1763,157.741293,-57.407883,13.388,13.638,12.783,12.802,12.32,12.518,11.444,11.215,11.11,4.353,3.11,3.772,12.1,1.27,1,0,0,0
1766,158.4021,-56.805614,13.097,13.55,13.011,13.025,12.692,12.818,12.207,12.116,12.07,4.327,2.063,3.501,12.96,1.42,1,0,0,0
1772,156.707366,-58.3339,14.84,14.634,13.235,13.218,12.406,12.88,10.938,10.477,10.279,4.418,4.931,3.776,11.69,2.21,1,0,0,1
1774,155.737097,-59.143564,16.939,16.634,15.269,15.26,14.455,14.927,13.09,12.639,12.403,4.326,4.616,3.714,13.03,1.34,1,0,0,0
1778,156.218133,-58.756887,20.712,19.983,18.252,18.242,17.251,17.878,15.341,14.895,14.71,4.336,5.769,3.734,15.17,4.13,1,0,0,0
1780,156.135242,-58.827811,20.003,19.655,18.152,18.126,17.303,17.839,15.769,15.241,14.941,4.369,5.143,3.819,15.92,0.31,1,0,0,0
1781,155.770059,-59.126803,17.504,16.803,15.08,15.074,14.055,14.687,12.242,11.707,11.441,4.314,5.684,3.687,11.84,2.07,1,0,0,1
1782,157.267605,-57.869153,19.949,19.026,17.023,17.038,15.878,16.649,13.549,12.958,12.607,4.323,6.788,3.898,12.93,4.36,1,0,0,0
1784,157.88082,-57.32672,15.069,14.722,13.095,13.094,12.191,12.721,10.465,9.969,9.716,4.447,5.573,3.778,11.36,1.33,1,0,0,1
1785,155.998256,-58.950652,18.999,17.668,15.246,15.243,13.865,14.785,11.33,10.62,10.248,4.395,7.752,3.588,11.16,4.32,1,0,0,1
1786,156.890183,-58.206531,20.533,19.65,17.716,17.691,16.552,17.284,14.353,13.722,13.278,4.309,6.674,3.955,13.55,2.17,1,0,0,0
1789,156.420225,-58.610256,13.579,13.772,12.855,12.851,12.312,12.58,11.375,11.13,11.053,4.383,3.338,3.655,12.29,4.39,1,0,0,0
1790,157.317835,-57.840166,16.719,16.263,14.725,14.695,13.858,14.336,12.183,11.758,11.513,4.329,5.147,3.74,12.09,3.89,1,0,0,0
1805,156.362182,-58.684282,13.763,14.08,13.427,13.408,13.036,13.194,12.42,12.249,12.146,4.298,2.432,3.703,12.76,0.3,1,0,0,0
1808,157.04516,-58.109658,13.17,13.371,12.351,12.379,11.78,12.1,10.809,10.565,10.394,4.436,3.599,3.621,12.16,0.54,1,0,0,0
1811,156.473323,-58.60122,13.572,13.69,12.756,12.736,12.183,12.469,11.297,11.142,10.98,4.362,3.219,3.439,12.09,4.19,1,0,0,1
1812,156.791063,-58.332643,18.511,17.851,16.077,16.059,15.01,15.669,13.064,12.464,12.15,4.35,6.112,3.858,12.81,1.54,1,0,0,0
1814,157.272414,-57.921254,16.321,15.86,14.365,14.364,13.535,14.03,11.928,11.528,11.267,4.297,4.916,3.722,11.61,2.2,1,0,0,1
1816,156.236752,-58.806044,18.103,17.759,16.239,16.237,15.386,15.877,13.82,13.337,13.157,4.382,5.097,3.709,14.2,1.17,1,0,0,0
1817,156.824381,-58.314837,18.683,18.047,16.364,16.377,15.342,15.989,13.362,12.813,12.471,4.3,5.94,4.011,12.72,2.24,1,0,0,0
1819,158.079838,-57.208756,14.41,14.379,13.082,13.093,12.361,12.766,11.019,10.636,10.543,4.473,4.511,3.668,12.54,5.96,1,0,0,0
1821,156.287924,-58.77511,14.512,14.677,13.859,13.855,13.375,13.596,12.518,12.295,12.169,4.296,2.987,3.797,12.7,0.77,1,0,0,0
1823,157.407816,-57.822442,20.387,19.068,16.819,16.812,15.567,16.384,13.183,12.587,12.241,4.301,7.013,3.552,12.4,6.94,1,0,0,1
1824,156.419214,-58.672732,20.663,19.869,18.045,18.032,17.013,17.698,14.991,14.52,14.111,4.322,6.085,3.816,14.56,1.53,1,0,0,0
1825,155.92744,-59.080925,14.292,14.5,13.618,13.609,13.084,13.335,12.062,11.798,11.613,4.336,3.464,4.118,12.42,0.73,1,0,0,0
1826,156.119642,-58.925237,19.739,18.959,17.11,17.114,16.054,16.709,14.195,13.639,13.299,4.33,5.928,3.626,13.85,0.48,1,0,0,0
1827,156.787279,-58.36745,15.762,15.312,13.806,13.802,12.914,13.448,11.274,10.823,10.507,4.309,5.153,3.844,10.94,1.53,1,0,0,1
1828,155.885585,-59.11653,14.741,14.763,13.79,13.781,13.204,13.503,12.121,11.839,11.746,4.31,3.528,3.785,12.31,6.97,1,0,0,0
1830,156.166265,-58.889413,20.436,19.64,17.629,17.602,16.448,17.196,14.19,13.548,13.127,4.432,7.01,3.917,14.49,1.27,1,0,0,0
1832,156.863463,-58.309851,13.809,14.323,13.563,13.568,13.118,13.318,12.425,12.261,12.149,4.515,2.945,3.622,14.82,0.52,1,0,0,0
1834,158.097296,-57.216805,17.034,16.701,15.215,15.217,14.362,14.879,12.742,12.386,12.119,4.378,5.071,3.736,13.14,4.61,1,0,0,0
1837,156.746653,-58.419626,16.16,16.162,15.119,15.126,14.513,14.836,13.458,13.088,12.984,4.318,3.67,3.782,13.61,1.83,1,0,0,0
1842,156.257776,-58.832736,17.06,16.854,15.567,15.556,14.827,15.233,13.454,13.123,12.98,4.347,4.379,3.669,13.76,5.99,1,0,0,0
1844,156.520957,-58.614949,18.589,18.431,17.187,17.197,16.532,16.895,15.158,15.042,14.698,4.314,4.123,3.725,15.28,3.74,1,0,0,0
1846,157.41108,-57.852296,16.407,15.695,13.96,13.952,12.977,13.479,11.052,10.572,10.274,4.297,5.721,3.753,10.52,4.95,1,0,0,1
1849,156.074754,-58.989707,14.861,14.827,13.765,13.748,13.137,13.457,12.073,11.778,11.606,4.316,3.664,3.682,12.24,0.55,1,0,0,0
1851,156.527828,-58.619279,16.797,17.203,15.869,15.928,14.971,15.488,13.032,12.375,12.033,4.644,6.168,5.226,15.83,4.22,1,0,1,0
1854,156.961012,-58.255032,14.654,14.716,13.642,13.639,12.984,13.328,11.849,11.497,11.358,4.383,3.959,3.827,12.53,2.21,1,0,0,0
1856,156.221999,-58.87981,15.211,15.033,13.541,13.545,12.709,13.17,11.116,10.667,10.394,4.468,5.249,3.851,12.3,0.51,1,0,0,0
1860,156.0235,-59.046179,17.771,17.204,15.549,15.552,14.622,15.193,12.812,12.241,12.021,4.32,5.579,3.838,12.45,5.04,1,0,0,0
1861,156.273581,-58.842155,17.887,17.558,16.082,16.08,15.242,15.719,13.61,13.17,12.932,4.358,5.112,3.848,13.75,2.03,1,0,0,0
1863,156.557881,-58.605448,14.308,14.462,13.6,13.592,13.075,13.33,12.191,11.996,11.82,4.317,3.128,3.74,12.53,1.38,1,0,0,0
1864,157.216379,-58.041834,14.7,14.545,13.276,13.316,12.64,13.003,11.416,11.102,10.971,4.345,4.012,3.492,11.81,3.98,1,0,0,1
1866,157.589321,-57.717011,18.418,18.323,17.145,17.13,16.518,16.864,15.397,14.806,14.751,4.304,4.002,3.846,15.23,4.86,1,0,0,0
1867,156.834735,-58.377695,13.147,13.399,12.561,12.557,12.055,12.309,11.239,11.039,10.888,4.365,3.079,3.679,12.02,0.97,1,0,0,0
1869,156.621046,-58.56237,15.914,15.697,14.232,14.257,13.383,13.676,12.24,11.853,11.608,4.513,4.568,3.25,14.17,6.37,1,1,0,0
1874,158.363209,-57.02108,16.203,15.749,14.145,14.143,13.243,13.768,11.347,10.895,10.594,4.342,5.621,3.977,11.21,6.18,1,0,0,1
1875,158.125067,-57.242415,19.976,19.171,17.434,17.422,16.401,16.886,14.72,14.274,14.114,4.304,5.346,3.376,14.43,5.33,1,1,0,0
1876,156.614954,-58.573653,14.584,14.904,14.251,14.245,13.864,14.035,13.251,13.087,13.014,4.305,2.409,3.631,13.68,0.55,1,0,0,0
1879,158.608536,-56.801182,20.448,19.809,18.148,18.192,17.221,17.826,15.815,15.016,14.797,4.313,5.204,3.523,15.36,1.99,1,0,0,0
