_RAJ2000,_DEJ2000,Cluster,MG,ymag,e_ymag,b-y,e_b-y,y-Ha,e_y-Ha,WHa05,WHa06,WHa07,vsini,e_vsini,Teff,e_Teff,logg,e_logg,loggP,Mass,e_Mass,Rad,e_Rad,Vc,SB?,Code,clean,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag
106.7981667,-10.62075,NGC 2343,46,15.254,0.089,0.459,0.113,0.644,0.128,,,,,,,,,,,,,,,,,O,false,16.24,0.01,,,14.64,0.01,,,,,13.517,13.183,13.021,0.029,0.037,0.039
106.8293333,-10.5761944,NGC 2343,22,13.345,0.044,0.493,0.059,0.69,0.064,,,,,,,,,,,,,,,,,O,true,14.15,0.0,13.82,0.0,12.66,0.0,12.93,0.0,12.51,0.01,11.862,11.461,11.378,0.024,0.021,0.023
106.8583333,-10.55425,NGC 2343,8,11.793,0.027,0.106,0.035,0.086,0.046,,,,,,,,,,,,,,,,,O,false,,,,,11.6,0.0,,,,,11.427,11.391,11.395,0.023,0.024,0.024
106.8822083,-10.7541389,NGC 2343,138,13.92,0.033,0.313,0.042,0.354,0.057,,,,,,,,,,,,,,,,,O,false,,,,,,,,,,,12.808,12.671,12.589,0.026,0.031,0.037
106.8865833,-10.7274444,NGC 2343,123,12.723,0.024,0.285,0.031,0.363,0.043,,,,,,,,,,,,,,,,,O,false,13.17,0.0,,,12.3,0.0,12.45,0.0,12.22,0.01,11.83,11.686,11.623,0.024,0.024,0.023
106.923,-10.60675,NGC 2343,42,14.482,0.05,0.477,0.065,0.661,0.074,,,,,,,,,,,,,,,,,O,true,15.08,0.0,14.93,0.0,13.85,0.0,14.1,0.0,13.67,0.0,12.946,12.638,12.513,0.025,0.032,0.037
106.9437083,-10.70375,NGC 2343,113,12.249,0.016,0.117,0.021,0.088,0.037,,,,,,,,,,,,,,,,,O,false,12.5,0.0,,,,,,,,,11.86,11.841,11.839,0.021,0.025,0.023
106.9485833,-10.7313056,NGC 2343,124,14.652,0.045,0.358,0.057,0.449,0.072,,,,,,,,,,,,,,,,,O,false,15.25,0.01,14.99,0.0,,,14.33,0.0,14.0,0.01,13.356,13.2,13.076,0.02,0.025,0.051
106.9516667,-10.6696667,NGC 2343,93,11.483,0.014,0.313,0.018,0.368,0.034,,,,,,,,,,,,,,,,,O,false,12.18,0.0,,,,,,,,,10.311,10.214,10.077,0.021,0.025,0.02
106.9523333,-10.6886111,NGC 2343,109,13.853,0.043,1.385,0.063,1.678,0.055,,,,,,,,,,,,,,,,,O,false,18.06,0.01,14.95,0.01,12.15,0.0,,,,,9.442,8.403,8.074,0.023,0.044,0.023
106.9730417,-10.6713889,NGC 2343,96,14.661,0.045,0.637,0.06,0.82,0.067,,,,,,,,,,,,,,,,,O,true,15.65,0.0,15.22,0.0,13.83,0.0,14.13,0.0,13.56,0.01,12.608,12.165,12.037,0.023,0.025,0.03
106.9810417,-10.6039722,NGC 2343,36,13.427,0.03,0.398,0.039,0.558,0.05,,,,,,,,,,,,,,,,,O,false,13.92,0.0,13.8,0.0,12.88,0.0,13.1,0.01,12.73,0.01,12.171,11.998,11.914,0.021,0.027,0.029
106.9835417,-10.5955278,NGC 2343,31,12.821,0.024,0.209,0.031,0.191,0.045,,,,,,,,,,,,,,,,,O,false,13.32,0.0,,,12.6,0.0,,,12.48,0.01,12.181,12.071,12.015,0.026,0.025,0.029
106.9850833,-10.64325,NGC 2343,72,13.709,0.027,0.477,0.035,0.546,0.047,,,,,,,,,,,,,,,,,O,false,,,,,,,13.32,0.01,12.91,0.01,12.064,11.872,11.77,0.031,0.025,0.029
106.9954167,-10.6693611,NGC 2343,92,13.371,0.024,0.257,0.03,0.352,0.045,,,,,,,,,,,,,,,,,O,false,13.84,0.0,13.65,0.0,,,13.12,0.01,12.88,0.01,12.439,12.33,12.254,0.033,0.039,0.034
106.9956667,-10.645,NGC 2343,73,14.267,0.045,1.137,0.064,1.444,0.06,,,,,,,,,,,,,,,,,O,false,17.17,0.01,15.17,0.01,12.84,0.0,13.24,0.0,12.31,0.01,10.525,9.752,9.459,0.023,0.022,0.019
107.0185417,-10.6566944,NGC 2343,83,11.952,0.017,0.422,0.022,0.618,0.035,,,,,,,,,,,,,,,,,O,false,12.52,0.0,,,,,,,,,10.604,10.307,10.235,0.023,0.023,0.023
107.023875,-10.8282222,NGC 2343,165,14.077,0.052,0.389,0.066,0.535,0.079,,,,,,,,,,,,,,,,,O,false,14.61,0.0,14.5,0.0,13.58,0.0,13.79,0.0,13.49,0.01,12.901,12.595,12.527,0.026,0.028,0.032
107.0246667,-10.6163056,NGC 2343,43,14.525,0.079,0.405,0.1,0.615,0.114,,,,,,,,,,,,,,,,,O,false,15.05,0.0,14.89,0.0,,,14.08,0.0,13.76,0.01,13.112,12.871,12.759,0.03,0.038,0.038
107.027125,-10.8088611,NGC 2343,157,12.9,0.033,0.208,0.042,0.205,0.057,,,,,,,,,,,,,,,,,O,false,13.36,0.0,,,12.65,0.0,12.75,0.0,12.58,0.01,12.276,12.206,12.106,0.023,0.026,0.026
107.031875,-10.62675,NGC 2343,55,14.783,0.086,0.574,0.112,0.726,0.121,,,,,,,,,,,,,,,,,O,false,15.59,0.0,15.25,0.0,,,14.28,0.0,13.9,0.01,13.144,12.867,12.743,0.029,0.027,0.039
107.035375,-10.6188056,NGC 2343,45,14.013,0.064,0.405,0.082,0.546,0.094,,,,,,,,,,,,,,,,,O,true,14.58,0.0,14.42,0.0,13.5,0.0,13.7,0.0,13.37,0.0,12.734,12.511,12.31,0.033,0.045,0.037
107.0479583,-10.5621389,NGC 2343,14,14.682,0.084,0.504,0.109,0.654,0.119,,,,,,,,,,,,,,,,,O,false,15.56,0.01,15.25,0.0,14.06,0.0,14.31,0.01,13.86,0.01,13.081,12.775,12.651,0.023,0.023,0.027
107.0551667,-10.8571944,NGC 2343,171,14.414,0.077,0.491,0.098,0.601,0.111,,,,,,,,,,,,,,,,,O,false,15.7,0.0,14.9,0.0,13.82,0.0,13.98,0.0,13.52,0.01,12.602,12.322,12.147,0.024,0.03,0.03
107.0774167,-10.6666111,NGC 2343,90,12.571,0.022,0.218,0.028,0.235,0.043,,,,,,,,,,,,,,,,,O,false,13.16,0.0,,,,,12.38,0.0,12.2,0.01,11.793,11.758,11.67,0.024,0.027,0.027
107.0790833,-10.6781667,NGC 2343,103,14.207,0.043,0.461,0.055,0.687,0.065,,,,,,,,,,,,,,,,,O,false,14.94,0.0,14.66,0.01,13.52,0.0,13.76,0.0,13.37,0.0,12.676,12.383,12.273,0.024,0.022,0.029
107.08525,-10.797,NGC 2343,154,14.721,0.084,0.474,0.11,0.689,0.119,,,,,,,,,,,,,,,,,O,false,15.66,0.0,15.22,0.0,14.04,0.0,14.29,0.0,13.94,0.01,13.272,12.898,12.843,0.024,0.026,0.03
107.091875,-10.6878056,NGC 2343,108,14.226,0.044,0.657,0.059,0.668,0.067,,,,,,,,,,,,,,,,,O,true,15.7,0.01,14.76,0.0,13.52,0.0,13.71,0.0,13.15,0.01,12.058,11.828,11.605,0.023,0.023,0.023
107.092625,-10.6618611,NGC 2343,86,12.805,0.023,0.235,0.029,0.268,0.044,,,,,,,,,,,,,,,,,O,false,13.49,0.0,,,12.58,0.0,,,12.44,0.01,12.03,11.949,11.817,0.033,0.041,0.035
107.097875,-10.5353889,NGC 2343,1,14.973,0.095,0.604,0.125,0.902,0.127,,,,,,,,,,,,,,,,,O,false,16.19,0.01,15.56,0.0,14.11,0.0,14.42,0.01,13.88,0.01,12.989,12.588,12.45,0.023,0.022,0.021
107.1058333,-10.6474722,NGC 2343,75,14.511,0.056,0.446,0.072,0.68,0.082,,,,,,,,,,,,,,,,,O,false,15.17,0.0,14.93,0.01,13.84,0.01,14.07,0.01,13.66,0.01,12.924,12.653,12.536,0.023,0.023,0.024
113.9515,-20.6543056,NGC 2421,422,14.154,0.018,0.326,0.025,0.33,0.061,,,,,,,,,,,,,,,,,B,false,14.36,0.0,14.41,0.0,13.88,0.0,14.05,0.0,13.75,0.0,13.291,13.199,13.091,0.022,0.028,0.03
113.953125,-20.6075833,NGC 2421,255,14.438,0.02,0.332,0.029,0.239,0.063,,,,,,,,,,,,,,,,,B,false,14.88,0.0,14.71,0.0,14.19,0.0,14.3,0.0,14.01,0.0,13.57,13.52,13.456,0.027,0.036,0.046
113.9534583,-20.5464167,NGC 2421,89,14.202,0.018,0.349,0.026,0.308,0.061,,,,,,,,,,,,,,,,,B,false,14.56,0.0,14.46,0.0,13.89,0.0,14.07,0.0,13.76,0.0,13.327,13.19,13.254,0.026,0.031,0.038
113.958375,-20.5517222,NGC 2421,96,13.783,0.016,0.465,0.024,0.643,0.058,,,,,,,,,,,,,,,,,O,false,14.31,0.0,14.15,0.0,13.16,0.0,13.45,0.0,13.0,0.0,12.334,12.035,12.009,0.021,0.025,0.023
113.962625,-20.6904167,NGC 2421,521,14.579,0.022,0.573,0.033,0.548,0.063,,,,,,,,,,,,,,,,,O,true,15.66,0.0,15.06,0.0,14.06,0.0,14.3,0.0,13.83,0.0,13.052,12.866,12.716,0.021,0.03,0.027
113.9629167,-20.6864722,NGC 2421,507,15.348,0.029,0.403,0.041,0.331,0.071,,,,,,,,,,,,,,,,,O,true,16.14,0.01,15.69,0.0,15.04,0.01,15.16,0.0,14.79,0.0,14.209,14.078,14.033,0.027,0.039,0.061
113.9639167,-20.56025,NGC 2421,112,14.714,0.023,0.433,0.033,0.264,0.065,,,,,,,,,,,,,,,,,O,false,15.26,0.0,15.05,0.0,14.49,0.0,14.65,0.0,14.34,0.0,13.898,13.728,13.632,0.029,0.03,0.044
113.9640833,-20.6702222,NGC 2421,470,15.418,0.034,1.11,0.056,1.125,0.069,,,,,,,,,,,,,,,,,O,false,17.93,0.01,16.3,0.0,14.36,0.0,14.75,0.0,13.9,0.0,12.391,11.716,11.533,0.024,0.027,0.026
113.9657917,-20.6903333,NGC 2421,520,16.905,0.055,0.483,0.081,0.768,0.1,,,,,,,,,,,,,,,,,O,true,17.5,0.01,17.28,0.01,16.17,0.01,16.46,0.0,15.94,0.01,15.245,14.885,14.989,0.053,0.079,0.131
113.9658333,-20.6825556,NGC 2421,497,13.944,0.016,0.398,0.024,0.571,0.058,,,,,,,,,,,,,,,,,O,true,14.38,0.0,14.35,0.0,13.38,0.0,13.66,0.0,13.19,0.01,12.807,12.537,12.516,0.027,0.034,0.033
113.966625,-20.68575,NGC 2421,502,15.351,0.029,0.506,0.042,0.407,0.071,,,,,,,,,,,,,,,,,O,true,15.99,0.01,15.75,0.0,14.99,0.0,15.18,0.0,14.76,0.0,14.128,13.97,13.997,0.027,0.048,0.071
113.967,-20.6779444,NGC 2421,486,16.039,0.041,0.655,0.06,0.508,0.083,,,,,,,,,,,,,,,,,O,true,16.96,0.01,16.6,0.0,15.59,0.01,15.83,0.0,15.33,0.0,14.558,14.304,14.17,0.033,0.054,0.071
113.96925,-20.5834167,NGC 2421,178,14.446,0.02,0.387,0.029,0.313,0.062,,,,,,,,,,,,,,,,,O,false,15.04,0.0,14.76,0.0,,,14.26,0.0,13.91,0.0,13.387,13.264,13.129,0.024,0.027,0.039
113.970875,-20.5261111,NGC 2421,51,13.327,0.013,0.374,0.02,0.553,0.057,,,,,,,,,,,,,,,,,O,false,13.62,0.0,13.63,0.0,,,13.04,0.0,12.65,0.0,12.152,11.815,11.803,0.023,0.024,0.023
113.971125,-20.5338611,NGC 2421,62,13.027,0.014,0.374,0.02,0.257,0.057,,,,,,,,,,,,,,,,,O,false,13.04,0.0,13.28,0.0,12.76,0.0,12.97,0.0,12.69,0.0,12.347,12.276,12.255,0.022,0.025,0.027
113.9717083,-20.6206389,NGC 2421,314,15.709,0.034,0.542,0.05,0.549,0.075,,,,,,,,,,,,,,,,,O,false,16.81,0.01,16.34,0.0,,,15.62,0.01,15.15,0.0,14.409,14.178,14.14,0.047,0.053,0.069
113.9732083,-20.57525,NGC 2421,154,15.052,0.027,0.641,0.04,0.608,0.067,,,,,,,,,,,,,,,,,O,false,15.84,0.01,15.56,0.0,,,14.73,0.0,14.23,0.0,13.574,13.288,13.154,0.027,0.034,0.033
113.974625,-20.6406667,NGC 2421,376,14.467,0.022,0.46,0.031,0.355,0.063,,,,,,,,,,,,,,,,,O,false,15.21,0.0,14.93,0.0,14.08,0.01,14.29,0.0,13.83,0.01,13.447,13.312,13.289,0.035,0.04,0.046
113.9760417,-20.6376667,NGC 2421,372,14.1,0.024,1.151,0.039,1.168,0.06,,,,,,,,,,,,,,,,,O,false,17.11,0.01,15.05,0.0,,,13.38,0.0,12.49,0.01,10.939,10.126,9.879,0.024,0.025,0.023
113.9765833,-20.6447222,NGC 2421,393,15.082,0.026,0.385,0.037,0.275,0.068,,,,,,,,,,,,,,,,,O,false,15.79,0.01,15.42,0.0,,,,,,,13.969,13.876,13.846,0.027,0.041,0.065
113.9767083,-20.5035833,NGC 2421,15,11.071,0.009,0.282,0.013,0.44,0.055,,,,,,,,,,,,,,,,,B,false,11.3,0.0,,,,,,,,,10.161,9.996,9.945,0.022,0.024,0.021
113.9769167,-20.6304444,NGC 2421,352,14.981,0.024,0.315,0.034,0.303,0.066,,,,,,,,,,,,,,,,,O,false,15.55,0.0,15.23,0.0,14.71,0.0,14.84,0.0,14.52,0.01,14.033,14.058,13.84,0.03,0.037,0.058
113.9777083,-20.6723611,NGC 2421,475,15.051,0.027,0.459,0.039,0.359,0.069,,,,,,,,,,,,,,,,,O,true,15.61,0.0,15.45,0.0,14.75,0.0,14.95,0.0,14.57,0.0,14.058,13.924,13.828,0.04,0.056,0.05
113.978,-20.5714722,NGC 2421,146,14.582,0.025,0.962,0.04,0.954,0.062,,,,,,,,,,,,,,,,,O,false,16.6,0.01,15.37,0.0,,,14.02,0.0,13.29,0.0,12.061,11.47,11.281,0.022,0.027,0.021
113.9785,-20.5208333,NGC 2421,43,13.923,0.017,0.352,0.024,0.286,0.059,,,,,,,,,,,,,,,,,O,true,14.28,0.0,14.21,0.0,13.69,0.0,13.86,0.0,13.55,0.0,13.097,12.98,12.86,0.035,0.039,0.044
113.9795833,-20.6607778,NGC 2421,436,16.252,0.045,0.673,0.067,0.735,0.085,,,,,,,,,,,,,,,,,O,false,17.57,0.01,16.88,0.01,15.56,0.02,15.88,0.01,15.36,0.01,14.52,14.189,14.005,0.035,0.057,0.08
113.979875,-20.6116667,NGC 2421,278,15.858,0.037,0.625,0.055,0.531,0.077,,,,,,,,,,,,,,,,,O,true,16.6,0.01,16.35,0.0,15.35,0.01,15.59,0.0,15.06,0.01,14.283,14.088,13.949,0.036,0.041,0.064
113.98025,-20.5182778,NGC 2421,37,15.701,0.033,0.39,0.047,0.33,0.077,,,,,,,,,,,,,,,,,O,true,16.42,0.01,15.96,0.0,15.34,0.0,15.48,0.0,15.11,0.0,14.529,14.455,14.469,0.033,0.054,0.083
113.9818333,-20.71375,NGC 2421,575,14.161,0.017,0.297,0.025,0.381,0.06,,,,,,,,,,,,,,,,,B,true,14.11,0.0,14.43,0.0,13.87,0.0,14.06,0.0,13.76,0.0,13.423,13.351,13.331,0.024,0.035,0.042
113.9819167,-20.5341389,NGC 2421,63,15.922,0.037,0.559,0.055,0.587,0.077,,,,,,,,,,,,,,,,,O,true,16.66,0.01,16.38,0.0,15.32,0.01,15.64,0.0,15.17,0.0,14.55,14.163,14.124,0.032,0.042,0.083
113.9820833,-20.5785833,NGC 2421,159,14.729,0.023,0.447,0.033,0.331,0.064,,,,,,,,,,,,,,,,,O,false,15.52,0.01,15.1,0.0,,,14.56,0.0,14.18,0.0,13.626,13.454,13.389,0.03,0.037,0.044
113.9824167,-20.6429444,NGC 2421,384,14.376,0.021,0.537,0.031,0.512,0.062,,,,,,,,,,,,,,,,,O,false,14.97,0.0,14.86,0.0,,,,,,,13.156,12.948,12.912,0.029,0.035,0.042
113.9831667,-20.6250278,NGC 2421,330,16.06,0.041,0.682,0.061,0.636,0.081,,,,,,,,,,,,,,,,,O,false,17.13,0.01,16.67,0.0,15.49,0.01,15.79,0.0,15.29,0.01,14.541,14.171,14.164,0.047,0.053,0.09
113.9832083,-20.59575,NGC 2421,216,16.434,0.047,0.756,0.072,0.656,0.088,,,,,,,,,,,,,,,,,O,false,17.16,0.01,16.89,0.0,,,16.11,0.01,15.6,0.0,14.939,14.69,14.586,0.06,0.076,0.121
113.9832917,-20.5386667,NGC 2421,69,12.052,0.01,0.275,0.015,0.342,0.055,,,,,,,,,,,,,,,,,B,false,11.8,0.0,,,11.73,0.0,,,11.66,0.0,11.347,11.301,11.274,0.024,0.025,0.025
113.9834583,-20.5536111,NGC 2421,98,14.84,0.023,0.567,0.035,0.659,0.063,,,,,,,,,,,,,,,,,O,true,15.71,0.0,15.29,0.0,14.17,0.0,14.48,0.0,13.97,0.0,13.125,12.859,12.726,0.022,0.027,0.029
113.984,-20.5285833,NGC 2421,55,13.956,0.017,0.338,0.024,0.293,0.059,,,,,,,,,,,,,,,,,B,false,14.2,0.0,14.19,0.0,13.67,0.0,13.85,0.0,13.54,0.0,13.101,13.037,12.946,0.024,0.031,0.033
113.9855417,-20.5195278,NGC 2421,39,16.289,0.046,1.174,0.079,1.102,0.082,,,,,,,,,,,,,,,,,O,true,18.44,0.03,17.16,0.0,15.2,0.01,15.6,0.0,14.71,0.0,13.132,12.435,12.274,0.023,0.025,0.027
113.986,-20.5731667,NGC 2421,148,14.268,0.019,0.384,0.028,0.285,0.061,,,,,,,,,,,,,,,,,O,false,14.6,0.0,14.55,0.0,,,14.14,0.0,13.82,0.0,13.411,13.282,13.26,0.024,0.027,0.038
113.987125,-20.6258056,NGC 2421,332,15.446,0.03,0.446,0.043,0.372,0.072,,,,,,,,,,,,,,,,,O,false,16.24,0.01,15.8,0.0,,,15.25,0.01,14.87,0.01,14.262,14.152,14.099,0.024,0.049,0.071
113.9877083,-20.6152778,NGC 2421,294,14.889,0.025,0.504,0.036,0.41,0.066,,,,,,,,,,,,,,,,,O,false,15.71,0.01,15.31,0.0,,,14.65,0.0,14.23,0.01,13.693,13.392,13.317,0.03,0.032,0.037
113.987875,-20.5686389,NGC 2421,137,14.968,0.025,0.584,0.038,0.616,0.065,,,,,,,,,,,,,,,,,O,false,15.74,0.01,15.45,0.0,,,14.64,0.0,14.12,0.0,13.508,13.06,13.001,0.024,0.031,0.037
113.98925,-20.5867222,NGC 2421,188,14.321,0.02,0.476,0.029,0.514,0.061,,,,,,,,,,,,,,,,,O,false,14.93,0.0,14.73,0.0,,,14.07,0.0,13.65,0.0,13.087,12.927,12.822,0.026,0.034,0.033
113.9909167,-20.6128333,NGC 2421,285,16.207,0.043,0.651,0.064,0.577,0.085,,,,,,,,,,,,,,,,,O,false,17.08,0.01,16.75,0.0,,,15.98,0.01,15.49,0.01,14.785,14.637,14.44,0.063,0.071,0.099
113.9932083,-20.6106944,NGC 2421,274,14.902,0.025,0.499,0.037,0.405,0.066,,,,,,,,,,,,,,,,,O,false,15.43,0.0,15.31,0.0,14.53,0.0,14.75,0.0,14.36,0.01,13.848,13.636,13.608,0.039,0.047,0.064
113.99325,-20.7063611,NGC 2421,560,15.826,0.036,0.705,0.055,1.011,0.073,,,,,,,,,,,,,,,,,O,true,17.98,0.02,16.62,0.0,14.89,0.0,15.3,0.0,14.62,0.0,13.583,12.964,12.912,0.021,0.025,0.029
113.9932917,-20.595,NGC 2421,213,15.397,0.031,0.581,0.046,0.573,0.071,,,,,,,,,,,,,,,,,O,false,16.12,0.01,15.91,0.0,14.92,0.01,15.18,0.0,14.69,0.01,13.982,13.687,13.661,0.059,0.061,0.065
113.994875,-20.6641944,NGC 2421,453,12.865,0.012,0.267,0.018,0.363,0.056,,,,,,,,,,,,,,,,,B,false,12.7,0.0,13.04,0.0,12.56,0.0,12.74,0.0,12.47,0.0,12.14,12.121,12.095,0.022,0.027,0.03
113.9951667,-20.6434722,NGC 2421,386,16.139,0.041,0.587,0.06,0.449,0.084,,,,,,,,,,,,,,,,,O,false,16.96,0.01,16.62,0.0,15.61,0.01,15.85,0.01,15.3,0.01,14.755,14.596,14.467,0.042,0.055,0.099
113.9952917,-20.5986667,NGC 2421,228,15.127,0.025,0.329,0.036,0.305,0.068,,,,,,,,,,,,,,,,,O,false,15.72,0.01,15.4,0.0,,,14.96,0.0,14.64,0.0,14.139,14.1,14.121,0.04,0.055,0.069
113.9952917,-20.6235278,NGC 2421,325,13.924,0.019,0.616,0.028,0.587,0.059,,,,,,,,,,,,,,,,,O,false,14.72,0.0,14.44,0.0,,,13.65,0.0,13.16,0.01,12.463,12.178,12.095,0.043,0.047,0.049
113.9959167,-20.53175,NGC 2421,60,14.316,0.024,0.96,0.038,0.863,0.062,,,,,,,,,,,,,,,,,O,false,16.41,0.02,,,13.59,0.01,13.97,0.01,13.22,0.01,11.956,11.378,11.188,0.03,0.03,0.025
113.9971667,-20.6699167,NGC 2421,469,15.181,0.026,0.396,0.037,0.343,0.068,,,,,,,,,,,,,,,,,O,true,15.9,0.0,15.5,0.0,14.82,0.01,14.98,0.0,14.59,0.0,13.983,13.835,13.745,0.026,0.036,0.058
113.998875,-20.6491111,NGC 2421,405,14.033,0.017,0.295,0.024,0.333,0.059,,,,,,,,,,,,,,,,,B,false,14.37,0.0,14.34,0.0,13.71,0.01,13.87,0.0,13.48,0.01,13.188,13.123,13.045,0.026,0.036,0.042
113.9995,-20.697,NGC 2421,536,15.34,0.029,0.363,0.04,0.317,0.071,,,,,,,,,,,,,,,,,O,true,16.16,0.01,15.75,0.0,15.15,0.01,15.27,0.0,14.93,0.0,14.393,14.34,14.182,0.05,0.067,0.097
113.9998333,-20.6458611,NGC 2421,396,12.163,0.012,0.334,0.017,0.653,0.055,,,,,,,,,,,,,,,,,Be,false,12.04,0.0,,,11.71,0.0,,,11.9,0.01,11.592,11.523,11.428,0.026,0.03,0.025
114.0004583,-20.7125556,NGC 2421,572,14.405,0.02,0.456,0.03,0.327,0.062,,,,,,,,,,,,,,,,,O,true,15.27,0.0,14.8,0.0,14.11,0.0,14.26,0.0,13.88,0.0,13.299,13.173,13.091,0.024,0.032,0.032
114.0010417,-20.6076667,NGC 2421,257,13.981,0.017,0.39,0.025,0.41,0.059,,,,,,,,,,,,,,,,,O,false,14.32,0.0,14.17,0.0,13.31,0.01,13.52,0.0,,,12.677,12.53,12.467,0.022,0.027,0.026
114.0010833,-20.5513889,NGC 2421,95,15.655,0.034,0.584,0.05,0.529,0.074,,,,,,,,,,,,,,,,,O,true,16.45,0.01,16.09,0.0,15.09,0.01,15.35,0.0,14.86,0.0,14.136,13.918,13.875,0.024,0.04,0.055
114.0015833,-20.5422778,NGC 2421,77,15.92,0.037,0.401,0.053,0.283,0.083,,,,,,,,,,,,,,,,,O,true,16.73,0.01,16.26,0.0,15.61,0.01,15.77,0.01,15.39,0.01,14.758,14.63,14.448,0.04,0.07,0.102
114.0019583,-20.7030556,NGC 2421,549,15.3,0.029,0.544,0.042,0.578,0.069,,,,,,,,,,,,,,,,,O,true,15.97,0.01,15.76,0.0,14.76,0.0,15.02,0.0,14.55,0.0,13.861,13.554,13.459,0.029,0.037,0.042
114.0027083,-20.6925278,NGC 2421,526,15.235,0.031,1.006,0.049,0.905,0.068,,,,,,,,,,,,,,,,,O,true,17.15,0.01,16.1,0.0,14.38,0.0,14.75,0.0,13.99,0.0,12.683,12.101,11.92,0.024,0.03,0.027
114.0035417,-20.6268333,NGC 2421,339,14.246,0.02,0.466,0.029,0.377,0.061,,,,,,,,,,,,,,,,,O,false,14.94,0.0,,,13.86,0.01,14.08,0.0,,,13.16,13.004,12.954,0.022,0.028,0.032
114.0054583,-20.669,NGC 2421,466,16.352,0.043,0.527,0.064,0.624,0.086,,,,,,,,,,,,,,,,,O,true,17.09,0.01,16.77,0.0,15.81,0.01,16.03,0.01,15.57,0.01,14.833,14.795,14.531,0.049,0.084,0.097
114.0055,-20.7069444,NGC 2421,562,15.315,0.028,0.379,0.04,0.262,0.072,,,,,,,,,,,,,,,,,O,true,15.99,0.01,15.62,0.0,15.07,0.01,15.19,0.0,14.86,0.0,14.441,14.294,14.305,0.033,0.056,0.091
114.006125,-20.6170556,NGC 2421,298,14.362,0.021,0.57,0.031,0.559,0.062,,,,,,,,,,,,,,,,,O,false,15.08,0.0,14.85,0.0,13.87,0.0,14.13,0.0,13.68,0.01,13.05,12.738,12.695,0.036,0.04,0.042
114.0065,-20.5541667,NGC 2421,99,12.525,0.015,0.719,0.023,0.82,0.056,,,,,,,,,,,,,,,,,O,false,14.05,0.0,13.14,0.0,11.75,0.0,,,,,10.583,10.105,9.959,0.024,0.027,0.025
114.0065,-20.6184167,NGC 2421,305,16.045,0.041,0.649,0.061,0.541,0.083,,,,,,,,,,,,,,,,,O,false,17.12,0.01,16.85,0.0,15.84,0.01,16.08,0.01,15.59,0.01,14.799,14.573,14.469,0.06,0.074,0.097
114.0068333,-20.6374444,NGC 2421,371,16.196,0.042,0.604,0.062,0.604,0.083,,,,,,,,,,,,,,,,,O,false,17.01,0.01,16.71,0.0,,,15.86,0.0,15.33,0.01,14.574,14.227,14.136,0.036,0.047,0.073
114.0071667,-20.5893333,NGC 2421,197,13.722,0.015,0.34,0.022,0.536,0.058,,,,,,,,,,,,,,,,,Be?,false,13.96,0.0,13.95,0.0,13.22,0.0,13.47,0.0,13.09,0.01,12.622,12.374,12.344,0.022,0.027,0.026
114.0074167,-20.5449444,NGC 2421,85,14.259,0.021,0.529,0.03,0.573,0.061,,,,,,,,,,,,,,,,,O,false,14.88,0.0,14.72,0.0,13.73,0.0,14.03,0.0,13.59,0.0,12.978,12.597,12.54,0.029,0.028,0.027
114.0079167,-20.5206944,NGC 2421,42,14.714,0.023,0.461,0.033,0.276,0.065,,,,,,,,,,,,,,,,,O,true,15.49,0.0,15.07,0.0,14.45,0.0,14.61,0.0,14.24,0.0,13.691,13.452,13.519,0.032,0.036,0.051
114.0079167,-20.7053611,NGC 2421,556,15.763,0.039,1.127,0.063,1.07,0.074,,,,,,,,,,,,,,,,,O,true,18.08,0.02,16.7,0.0,14.77,0.0,15.17,0.0,14.31,0.0,12.79,12.102,11.952,0.022,0.025,0.026
114.0081667,-20.5798611,NGC 2421,164,14.773,0.024,0.405,0.034,0.249,0.066,,,,,,,,,,,,,,,,,O,false,15.29,0.0,15.14,0.0,,,14.73,0.0,14.43,0.0,13.943,13.841,13.909,0.048,0.057,0.07
114.0087083,-20.6095,NGC 2421,269,14.062,0.017,0.315,0.025,0.359,0.059,,,,,,,,,,,,,,,,,B,false,14.44,0.0,14.37,0.0,13.9,0.0,14.05,0.0,13.77,0.01,13.353,13.3,13.245,0.039,0.043,0.049
114.0089167,-20.5789167,NGC 2421,162,15.264,0.029,0.408,0.041,0.358,0.071,,,,,,,,,,,,,,,,,O,false,16.28,0.01,15.85,0.0,,,15.29,0.0,14.91,0.0,14.37,14.223,14.206,0.032,0.048,0.081
114.011,-20.6184167,NGC 2421,306,15.248,0.027,0.409,0.04,0.441,0.069,,,,,,,,,,,,,,,,,O,false,15.91,0.01,15.56,0.0,,,14.96,0.0,14.55,0.01,13.965,13.818,13.759,0.026,0.042,0.063
114.012375,-20.6247222,NGC 2421,329,15.065,0.025,0.358,0.035,0.333,0.067,,,,,,,,,,,,,,,,,O,false,15.74,0.0,15.37,0.0,,,14.9,0.0,14.57,0.0,14.062,13.894,13.865,0.038,0.048,0.054
114.0124167,-20.6274722,NGC 2421,341,12.382,0.012,0.318,0.017,0.493,0.056,,,,,,,,,,,,,,,,,Be?,false,12.17,0.0,,,12.1,0.0,,,12.16,0.01,11.897,11.872,11.833,0.024,0.028,0.027
