_RAJ2000,_DEJ2000,Cluster,MG,ymag,e_ymag,b-y,e_b-y,y-Ha,e_y-Ha,WHa05,WHa06,WHa07,vsini,e_vsini,Teff,e_Teff,logg,e_logg,loggP,Mass,e_Mass,Rad,e_Rad,Vc,SB?,Code,clean,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag
130.5407083,-45.0061389,NGC 2659,201,14.592,0.036,0.406,0.052,0.378,0.069,,,,,,,,,,,,,,,,,O,true,15.47,0.0,15.01,0.01,14.06,0.0,14.38,0.0,13.98,0.0,13.4,13.237,13.131,0.032,0.042,0.035
130.5446667,-45.0101389,NGC 2659,207,14.022,0.029,0.54,0.042,0.702,0.054,,,,,,,,,,,,,,,,,O,false,14.92,0.0,14.59,0.01,13.36,0.01,13.68,0.01,,,12.417,12.049,11.911,0.029,0.035,0.027
130.5453333,-44.9483611,NGC 2659,117,13.765,0.025,0.619,0.038,0.603,0.049,,,,,,,,,,,,,,,,,O,true,15.22,0.0,14.32,0.0,12.99,0.0,13.4,0.0,12.81,0.0,11.807,11.483,11.305,0.024,0.024,0.021
130.5457917,-44.859,NGC 2659,14,14.949,0.041,0.54,0.061,0.633,0.073,,,,,,,,,,,,,,,,,O,false,15.75,0.01,15.47,0.0,14.15,0.0,14.63,0.0,14.14,0.0,13.419,12.96,12.887,0.026,0.028,0.034
130.5495833,-44.9978611,NGC 2659,189,13.97,0.027,0.514,0.04,0.644,0.052,,,,,,,,,,,,,,,,,O,false,14.85,0.0,14.49,0.01,,,13.63,0.0,13.17,0.01,12.562,12.192,12.118,0.024,0.022,0.026
130.554,-44.9422222,NGC 2659,108,14.766,0.036,0.435,0.053,0.399,0.068,,,,,,,,,,,,,,,,,O,false,15.64,0.01,15.16,0.01,14.22,0.0,14.53,0.0,14.13,0.0,13.534,13.384,13.239,0.028,0.037,0.041
130.554375,-44.9704444,NGC 2659,151,12.244,0.016,0.482,0.023,0.652,0.038,,,,,,,,,,,,,,,,,O,false,13.04,0.0,,,,,,,,,10.895,10.536,10.429,0.023,0.024,0.021
130.55925,-44.9106111,NGC 2659,57,14.238,0.034,1.23,0.058,1.228,0.053,,,,,,,,,,,,,,,,,O,false,17.25,0.01,15.25,0.01,12.88,0.0,13.48,0.0,12.53,0.0,10.849,10.027,9.779,0.024,0.022,0.019
130.5660833,-44.9993889,NGC 2659,192,13.867,0.025,0.341,0.035,0.383,0.054,,,,,,,,,,,,,,,,,O,false,14.64,0.0,14.23,0.01,,,13.63,0.0,13.27,0.01,12.772,12.591,12.53,0.028,0.038,0.029
130.5714167,-44.8393056,NGC 2659,4,15.206,0.047,0.568,0.069,0.485,0.083,,,,,,,,,,,,,,,,,O,false,16.25,0.01,15.72,0.01,14.66,0.01,14.88,0.01,14.39,0.01,13.681,13.338,13.255,0.026,0.021,0.033
130.5719167,-45.00475,NGC 2659,199,15.022,0.041,0.642,0.064,0.521,0.074,,,,,,,,,,,,,,,,,O,true,15.85,0.01,15.66,0.01,14.4,0.0,14.83,0.0,14.33,0.0,13.656,13.298,13.162,0.036,0.043,0.039
130.574375,-44.9287222,NGC 2659,89,12.187,0.014,0.307,0.021,0.437,0.037,,,,,,,,,,,,,,,,,Be?,false,12.52,0.0,,,,,,,,,11.237,11.056,11.006,0.023,0.026,0.024
130.5797083,-44.9563611,NGC 2659,126,13.743,0.024,0.543,0.036,0.654,0.048,,,,,,,,,,,,,,,,,O,true,14.55,0.0,14.24,0.0,12.94,0.0,13.39,0.0,12.88,0.0,12.145,11.772,11.677,0.023,0.024,0.019
130.58,-44.9904167,NGC 2659,172,13.92,0.025,0.351,0.036,0.362,0.052,,,,,,,,,,,,,,,,,O,false,14.64,0.0,14.27,0.01,13.54,0.01,13.71,0.01,13.35,0.01,12.824,12.683,12.582,0.024,0.022,0.03
130.5824583,-45.0270833,NGC 2659,226,14.779,0.039,0.442,0.055,0.389,0.073,,,,,,,,,,,,,,,,,O,false,15.68,0.01,15.19,0.01,14.33,0.01,14.51,0.01,14.1,0.0,13.505,13.298,13.233,0.032,0.053,0.035
130.5862917,-44.8771944,NGC 2659,21,14.134,0.028,0.485,0.042,0.393,0.056,,,,,,,,,,,,,,,,,O,false,15.11,0.0,14.57,0.0,13.53,0.0,13.88,0.0,13.44,0.0,12.749,12.531,12.46,0.024,0.022,0.031
130.588625,-44.8493333,NGC 2659,11,14.921,0.04,0.691,0.062,0.598,0.072,,,,,,,,,,,,,,,,,O,false,16.28,0.01,15.52,0.01,14.36,0.01,14.56,0.0,13.97,0.0,13.003,12.661,12.563,0.024,0.024,0.024
130.5888333,-44.9683333,NGC 2659,149,14.759,0.037,0.42,0.054,0.259,0.071,,,,,,,,,,,,,,,,,O,true,15.58,0.01,15.14,0.0,14.27,0.0,14.56,0.0,14.2,0.0,13.774,13.533,13.507,,0.042,0.045
130.5895833,-44.8855,NGC 2659,28,14.295,0.03,0.446,0.044,0.413,0.058,,,,,,,,,,,,,,,,,O,false,15.05,0.0,14.7,0.0,13.92,0.0,14.06,0.0,13.64,0.0,13.006,12.766,12.668,0.024,0.022,0.023
130.5910417,-44.9315556,NGC 2659,90,12.8,0.017,0.357,0.025,0.406,0.041,,,,,,,,,,,,,,,,,B,false,13.4,0.0,,,12.34,0.0,12.56,0.0,12.2,0.0,11.707,11.52,11.445,0.024,0.024,0.024
130.5913333,-44.9496111,NGC 2659,120,14.306,0.03,0.418,0.043,0.33,0.06,,,,,,,,,,,,,,,,,O,true,15.17,0.0,14.68,0.0,13.87,0.0,14.04,0.0,13.65,0.0,13.108,12.855,12.774,0.026,0.03,0.035
130.5915833,-45.0247222,NGC 2659,224,12.892,0.019,0.311,0.027,0.375,0.043,,,,,,,,,,,,,,,,,B,false,12.95,0.0,,,12.49,0.01,12.71,0.0,12.38,0.01,12.052,11.978,11.903,0.024,0.024,0.024
130.5959167,-44.971,NGC 2659,153,13.271,0.024,0.887,0.038,0.997,0.045,,,,,,,,,,,,,,,,,O,false,15.47,0.01,14.05,0.0,12.15,0.0,12.7,0.0,11.98,0.0,10.801,10.166,10.002,0.023,0.022,0.019
130.5992917,-44.8896111,NGC 2659,34,14.169,0.033,1.026,0.053,1.091,0.054,,,,,,,,,,,,,,,,,O,false,16.61,0.01,15.05,0.0,13.14,0.0,13.52,0.0,12.69,0.0,11.294,10.581,10.396,0.024,0.022,0.021
130.6011667,-44.9922222,NGC 2659,176,12.621,0.017,0.281,0.024,0.348,0.042,,,,,,,,,,,,,,,,,B,false,12.6,0.0,,,12.13,0.0,,,12.19,0.0,11.909,11.804,11.787,0.032,0.043,0.035
130.6025833,-45.0298611,NGC 2659,228,14.888,0.039,0.517,0.057,0.651,0.07,,,,,,,,,,,,,,,,,O,false,15.55,0.01,15.35,0.0,,,,,,,13.317,13.092,12.986,0.023,0.022,0.024
130.6048333,-45.0158056,NGC 2659,213,14.953,0.042,0.471,0.061,0.469,0.077,,,,,,,,,,,,,,,,,O,false,16.0,0.01,15.4,0.01,14.48,0.0,14.65,0.0,14.2,0.0,13.489,13.36,13.209,0.023,0.022,0.032
130.6057917,-44.9925,NGC 2659,178,12.556,0.02,0.822,0.03,0.939,0.041,,,,,,,,,,,,,,,,,O,false,14.36,0.0,,,11.65,0.01,,,,,10.191,9.667,9.514,0.023,0.023,0.024
130.6076667,-45.013,NGC 2659,211,12.915,0.019,0.363,0.027,0.425,0.043,,,,,,,,,,,,,,,,,B,false,13.11,0.01,,,12.36,0.0,12.72,0.0,12.38,0.0,11.932,11.786,11.778,0.028,0.025,0.026
130.608,-45.0220278,NGC 2659,219,11.849,0.013,0.406,0.02,0.73,0.035,,,,,,,,,,,,,,,,,O,false,11.95,0.0,,,,,,,,,10.632,10.529,10.31,0.023,0.023,0.024
130.6157917,-45.0175556,NGC 2659,214,12.966,0.018,0.387,0.026,0.466,0.041,,,,,,,,,,,,,,,,,O,false,13.24,0.01,,,12.37,0.0,12.74,0.0,12.36,0.0,11.857,11.784,11.686,0.024,0.027,0.027
130.6159583,-44.9283056,NGC 2659,88,14.31,0.03,0.463,0.044,0.479,0.057,,,,,,,,,,,,,,,,,O,true,15.24,0.0,14.73,0.0,13.8,0.0,14.01,0.0,13.55,0.0,12.797,12.598,12.475,0.023,0.022,0.027
130.6168333,-44.9872222,NGC 2659,168,14.618,0.036,0.364,0.051,0.303,0.07,,,,,,,,,,,,,,,,,O,false,15.34,0.01,14.99,0.01,14.29,0.0,14.43,0.01,14.08,0.01,13.538,13.449,13.324,0.041,0.061,0.051
130.61775,-44.9975278,NGC 2659,185,12.838,0.018,0.346,0.026,0.389,0.043,,,,,,,,,,,,,,,,,B,false,13.14,0.01,,,12.56,0.0,12.69,0.0,12.35,0.0,11.823,11.719,11.685,0.024,0.022,0.021
130.6208333,-44.9080556,NGC 2659,55,15.387,0.048,0.644,0.073,0.706,0.082,,,,,,,,,,,,,,,,,O,true,16.21,0.01,15.97,0.0,14.77,0.0,15.03,0.0,14.48,0.0,13.618,13.308,13.183,0.029,0.022,0.029
130.6212083,-45.0408333,NGC 2659,238,14.944,0.04,0.697,0.063,0.699,0.07,,,,,,,,,,,,,,,,,O,false,16.11,0.01,15.58,0.01,14.24,0.0,14.53,0.0,13.92,0.0,12.998,12.713,12.568,0.026,0.029,0.026
130.6229583,-44.8771111,NGC 2659,20,15.459,0.051,0.777,0.08,0.853,0.083,,,,,,,,,,,,,,,,,O,false,16.75,0.01,16.12,0.0,14.67,0.0,14.96,0.01,14.29,0.0,13.173,12.819,12.649,0.028,0.027,0.033
130.6238333,-44.9632222,NGC 2659,139,14.447,0.033,0.324,0.047,0.302,0.066,,,,,,,,,,,,,,,,,O,true,15.05,0.0,14.76,0.0,14.13,0.0,14.27,0.0,13.94,0.0,13.469,13.373,13.24,0.029,0.029,0.038
130.6245417,-45.0085,NGC 2659,204,14.109,0.033,1.278,0.057,1.302,0.051,,,,,,,,,,,,,,,,,O,false,17.61,0.01,15.17,0.01,12.7,0.0,13.34,0.01,12.33,0.0,10.499,9.712,9.433,0.022,0.022,0.019
130.6258333,-44.9794444,NGC 2659,162,13.023,0.018,0.303,0.025,0.366,0.042,,,,,,,,,,,,,,,,,B,false,13.0,0.0,,,12.52,0.0,12.85,0.0,12.57,0.0,12.194,12.113,12.081,0.024,0.023,0.027
130.626,-44.9943056,NGC 2659,182,15.086,0.042,0.46,0.062,0.392,0.079,,,,,,,,,,,,,,,,,O,false,16.02,0.01,15.52,0.0,14.69,0.0,14.86,0.01,14.43,0.0,13.809,13.654,13.545,0.033,0.053,0.05
130.6262917,-44.9588056,NGC 2659,130,14.014,0.028,0.334,0.04,0.344,0.057,,,,,,,,,,,,,,,,,O,true,14.77,0.0,14.35,0.0,13.62,0.0,13.78,0.0,13.42,0.0,12.868,12.707,12.687,0.03,0.027,0.033
130.62675,-44.9619167,NGC 2659,137,11.929,0.014,0.236,0.02,0.314,0.039,,,,,,,,,,,,,,,,,B,false,,,,,11.46,0.0,,,,,11.295,11.283,11.26,0.024,0.022,0.024
130.6274167,-44.9070556,NGC 2659,50,14.79,0.037,0.441,0.054,0.451,0.071,,,,,,,,,,,,,,,,,O,true,15.7,0.01,15.24,0.0,14.4,0.0,14.54,0.0,14.1,0.0,13.381,13.169,13.076,0.028,0.029,0.029
130.627625,-44.9400278,NGC 2659,103,11.76,0.013,0.384,0.019,0.422,0.035,,,,,,,,,,,,,,,,,O,false,12.52,0.0,,,,,,,,,10.489,10.375,10.232,0.023,0.022,0.021
130.6320833,-44.9368611,NGC 2659,99,14.672,0.035,0.424,0.052,0.412,0.069,,,,,,,,,,,,,,,,,O,false,15.6,0.01,15.07,0.0,14.09,0.0,14.42,0.0,14.0,0.01,13.347,13.116,13.024,0.026,0.023,0.039
130.6379167,-44.9680278,NGC 2659,148,14.354,0.03,0.274,0.042,0.358,0.062,,,,,,,,,,,,,,,,,O,true,14.88,0.0,14.65,0.0,13.94,0.0,14.11,0.0,13.78,0.0,13.3,13.216,13.126,0.024,0.022,0.038
130.6385,-44.8915,NGC 2659,36,15.315,0.047,0.667,0.072,0.728,0.079,,,,,,,,,,,,,,,,,O,false,16.58,0.01,15.97,0.0,14.62,0.0,14.89,0.0,14.25,0.0,13.214,12.851,12.656,0.023,0.022,0.029
130.639625,-44.9913611,NGC 2659,175,14.555,0.033,0.391,0.048,0.377,0.064,,,,,,,,,,,,,,,,,O,false,15.34,0.01,14.92,0.01,13.99,0.0,14.31,0.01,13.94,0.0,13.263,13.092,13.041,0.028,0.025,0.034
130.6411667,-44.8414167,NGC 2659,5,14.236,0.03,0.588,0.046,0.669,0.057,,,,,,,,,,,,,,,,,O,false,15.01,0.01,14.77,0.0,13.62,0.01,13.88,0.0,13.34,0.0,12.483,12.155,12.081,0.022,0.022,0.023
130.641875,-44.9411944,NGC 2659,105,14.311,0.03,0.378,0.043,0.315,0.061,,,,,,,,,,,,,,,,,O,false,14.97,0.0,14.65,0.0,13.92,0.0,14.09,0.0,13.73,0.0,13.178,13.101,13.017,0.024,0.023,0.027
130.642125,-44.9793611,NGC 2659,161,13.904,0.025,0.489,0.038,0.652,0.05,,,,,,,,,,,,,,,,,O,false,14.53,0.0,,,13.1,0.0,13.55,0.0,13.08,0.0,12.317,11.996,11.971,0.023,0.022,0.024
130.6432083,-45.0069722,NGC 2659,202,11.641,0.013,0.243,0.018,0.343,0.037,,,,,,,,,,,,,,,,,B,false,,,,,11.39,0.0,,,,,11.015,11.025,10.973,0.037,0.049,0.041
130.6437917,-44.9976944,NGC 2659,187,15.095,0.042,0.429,0.061,0.428,0.079,,,,,,,,,,,,,,,,,O,false,15.98,0.02,,,14.56,0.0,14.87,0.0,14.47,0.0,13.709,13.498,13.347,0.028,0.029,0.032
130.6446667,-45.01075,NGC 2659,209,14.303,0.031,0.344,0.044,0.342,0.062,,,,,,,,,,,,,,,,,O,false,,,,,13.84,0.0,14.13,0.0,13.81,0.0,13.205,13.137,13.026,0.022,0.022,0.032
130.6447083,-45.006,NGC 2659,200,12.79,0.018,0.294,0.025,0.337,0.043,,,,,,,,,,,,,,,,,B,false,,,,,12.36,0.0,12.67,0.0,12.4,0.0,11.958,11.879,11.802,0.04,0.027,0.024
130.6491667,-44.9988056,NGC 2659,191,14.131,0.028,0.395,0.041,0.438,0.056,,,,,,,,,,,,,,,,,O,true,14.83,0.0,14.53,0.0,13.78,0.0,13.91,0.0,13.51,0.0,12.866,12.667,12.564,0.023,0.022,0.021
130.6492917,-44.9944722,NGC 2659,183,15.119,0.042,0.459,0.063,0.485,0.077,,,,,,,,,,,,,,,,,O,true,16.07,0.01,15.58,0.0,14.7,0.0,14.84,0.0,14.38,0.0,13.628,13.43,13.388,0.026,0.031,0.041
130.6499583,-44.9618333,NGC 2659,136,15.105,0.045,0.515,0.066,0.642,0.078,,,,,,,,,,,,,,,,,O,false,16.18,0.01,15.63,0.0,14.44,0.01,14.7,0.0,14.17,0.0,13.317,13.076,12.977,0.024,0.031,0.042
130.6511667,-44.9355556,NGC 2659,95,13.594,0.023,0.428,0.033,0.612,0.046,,,,,,,,,,,,,,,,,O,false,14.02,0.0,14.01,0.0,,,13.26,0.0,12.84,0.0,12.201,11.893,11.835,0.022,0.023,0.021
130.6522083,-44.9705556,NGC 2659,152,14.653,0.035,0.427,0.051,0.671,0.063,,,,,,,,,,,,,,,,,O,false,15.37,0.0,15.11,0.0,,,,,,,13.264,12.935,12.873,0.022,0.036,0.034
130.6530833,-45.0095,NGC 2659,206,13.974,0.028,0.363,0.04,0.355,0.056,,,,,,,,,,,,,,,,,O,false,14.74,0.0,14.33,0.0,,,,,,,12.793,12.639,12.54,0.028,0.025,0.026
130.6537917,-44.9559722,NGC 2659,125,13.501,0.022,0.402,0.032,0.347,0.048,,,,,,,,,,,,,,,,,O,false,14.14,0.0,13.84,0.0,,,,,,,12.392,12.239,12.212,0.022,0.022,0.024
130.6543333,-44.9128333,NGC 2659,59,14.937,0.04,0.63,0.061,0.597,0.072,,,,,,,,,,,,,,,,,O,false,15.78,0.01,15.52,0.0,14.38,0.0,14.62,0.0,14.1,0.0,13.256,12.978,12.879,0.024,0.025,0.023
130.6564583,-45.0320833,NGC 2659,229,14.547,0.035,0.406,0.049,0.429,0.067,,,,,,,,,,,,,,,,,O,false,15.5,0.01,15.09,0.01,14.32,0.01,,,,,13.186,13.029,12.975,0.033,0.047,0.043
130.6590833,-44.9934444,NGC 2659,180,13.22,0.024,0.933,0.038,1.047,0.045,,,,,,,,,,,,,,,,,O,false,,,,,12.18,0.01,,,,,10.473,9.849,9.705,0.023,0.022,0.021
130.65975,-44.9647222,NGC 2659,141,14.315,0.031,0.403,0.045,0.375,0.062,,,,,,,,,,,,,,,,,O,false,,,,,13.9,0.01,,,,,12.946,12.94,12.715,,0.038,
130.6609167,-44.93225,NGC 2659,92,13.675,0.023,0.358,0.033,0.341,0.05,,,,,,,,,,,,,,,,,B,false,,,,,13.27,0.01,13.45,0.01,13.06,0.01,12.525,12.372,12.308,0.023,0.022,0.024
130.661,-44.9744722,NGC 2659,156,11.708,0.012,0.32,0.018,0.388,0.035,,,,,,,,,,,,,,,,,B,false,11.92,0.0,,,,,,,,,10.788,10.701,10.657,0.029,0.027,0.03
130.6619167,-44.8862222,NGC 2659,29,13.915,0.026,0.604,0.04,0.672,0.05,,,,,,,,,,,,,,,,,O,false,,,,,13.18,0.0,13.51,0.0,12.96,0.0,12.185,11.854,11.796,0.023,0.023,0.023
130.6622083,-44.9834444,NGC 2659,164,13.601,0.024,0.339,0.034,0.39,0.051,,,,,,,,,,,,,,,,,B,false,13.83,0.0,13.96,0.0,13.32,0.0,13.46,0.0,13.14,0.0,12.627,12.595,12.574,0.043,0.062,0.051
130.66325,-44.9147778,NGC 2659,62,13.446,0.021,0.414,0.031,0.358,0.046,,,,,,,,,,,,,,,,,O,false,14.19,0.0,,,13.12,0.0,13.25,0.0,12.87,0.0,12.264,12.149,12.053,0.022,0.022,0.019
130.663625,-44.84925,NGC 2659,10,13.115,0.019,0.428,0.028,0.469,0.042,,,,,,,,,,,,,,,,,O,false,,,,,12.58,0.0,12.81,0.01,12.37,0.0,11.72,11.602,11.444,0.023,0.023,0.023
130.6655,-44.9953889,NGC 2659,184,14.199,0.029,0.613,0.044,0.681,0.055,,,,,,,,,,,,,,,,,O,true,14.97,0.0,14.77,0.0,13.58,0.0,13.84,0.0,13.3,0.0,12.47,12.075,12.015,0.026,0.022,0.023
130.6659583,-44.8435278,NGC 2659,7,14.959,0.042,0.492,0.06,0.476,0.077,,,,,,,,,,,,,,,,,O,false,,,,,14.39,0.01,14.62,0.01,14.11,0.0,13.344,13.143,13.016,0.028,0.025,0.029
130.6663333,-44.977,NGC 2659,158,12.965,0.018,0.322,0.025,0.358,0.042,,,,,,,,,,,,,,,,,B,false,,,,,12.6,0.01,12.81,0.01,12.47,0.01,12.058,11.96,11.961,0.023,0.023,0.021
130.6664167,-44.9215,NGC 2659,76,14.048,0.029,0.394,0.041,0.598,0.055,,,,,,,,,,,,,,,,,O,false,,,,,13.42,0.01,13.72,0.01,13.29,0.01,12.714,12.394,12.342,0.028,0.025,0.029
130.6672917,-44.9419722,NGC 2659,106,12.683,0.02,0.829,0.031,0.95,0.039,,,,,,,,,,,,,,,,,O,false,,,,,11.72,0.01,,,,,10.245,9.631,9.496,0.022,0.022,0.019
130.6685,-44.9979167,NGC 2659,190,15.017,0.04,0.409,0.059,0.362,0.078,,,,,,,,,,,,,,,,,O,true,15.87,0.0,15.47,0.0,14.72,0.0,14.83,0.0,14.43,0.0,13.798,13.647,13.593,0.029,0.033,0.05
130.6698333,-44.9214722,NGC 2659,75,14.402,0.033,0.423,0.047,0.378,0.064,,,,,,,,,,,,,,,,,O,true,15.2,0.01,14.8,0.0,14.07,0.0,14.18,0.0,13.79,0.0,13.135,12.988,12.961,0.024,0.022,0.026
130.670125,-44.9074167,NGC 2659,52,12.969,0.018,0.44,0.027,0.61,0.041,,,,,,,,,,,,,,,,,O,false,,,,,12.32,0.0,12.63,0.0,12.2,0.0,11.656,11.33,11.315,0.023,0.022,0.023
130.6710417,-44.9243333,NGC 2659,82,13.188,0.019,0.396,0.028,0.373,0.043,,,,,,,,,,,,,,,,,O,false,13.88,0.0,,,12.83,0.0,12.96,0.0,12.58,0.0,11.962,11.785,11.752,0.022,0.022,0.023
130.675,-44.9328889,NGC 2659,93,14.86,0.039,0.444,0.057,0.445,0.072,,,,,,,,,,,,,,,,,O,true,15.85,0.01,15.29,0.0,14.44,0.0,14.56,0.0,14.13,0.0,13.395,13.247,13.183,0.024,0.022,0.039
130.6777083,-44.9786667,NGC 2659,160,13.419,0.022,0.328,0.031,0.4,0.048,,,,,,,,,,,,,,,,,B,false,13.67,0.0,,,13.0,0.01,13.21,0.01,12.86,0.01,12.399,12.335,12.29,0.024,0.025,0.03
130.6785417,-44.9455833,NGC 2659,112,14.729,0.036,0.459,0.053,0.414,0.069,,,,,,,,,,,,,,,,,O,false,15.72,0.01,15.16,0.01,14.25,0.01,14.44,0.01,13.99,0.01,13.325,13.135,13.028,0.028,0.027,0.029
130.680375,-44.8977778,NGC 2659,41,14.836,0.037,0.393,0.054,0.351,0.071,,,,,,,,,,,,,,,,,O,false,15.61,0.01,15.2,0.0,14.39,0.0,14.57,0.0,14.17,0.0,13.575,13.403,13.31,0.028,0.029,0.041
130.6864167,-44.9421111,NGC 2659,107,14.417,0.033,0.415,0.047,0.421,0.064,,,,,,,,,,,,,,,,,O,false,14.64,0.0,14.3,0.01,13.47,0.01,13.66,0.01,13.23,0.01,12.613,12.446,12.358,0.023,0.025,0.024
130.6895833,-44.99225,NGC 2659,177,13.739,0.029,0.994,0.046,1.076,0.049,,,,,,,,,,,,,,,,,O,false,16.23,0.01,14.69,0.01,12.68,0.01,13.11,0.01,12.27,0.01,10.88,10.211,10.042,0.065,0.065,0.048
130.6912917,-44.9931111,NGC 2659,179,12.09,0.015,0.358,0.022,0.392,0.039,,,,,,,,,,,,,,,,,B,false,12.76,0.0,,,11.76,0.0,,,,,10.955,10.806,10.728,0.028,0.029,0.027
130.6917083,-44.9021389,NGC 2659,45,14.956,0.04,0.585,0.061,0.619,0.072,,,,,,,,,,,,,,,,,O,false,15.47,0.01,15.46,0.0,14.43,0.0,14.66,0.0,14.15,0.0,13.314,13.125,12.955,0.023,0.025,0.026
130.6920833,-44.9581389,NGC 2659,129,14.633,0.036,0.488,0.053,0.564,0.067,,,,,,,,,,,,,,,,,O,true,15.46,0.0,15.11,0.0,14.13,0.0,14.31,0.0,13.84,0.0,13.098,12.82,12.759,0.024,0.023,0.032
130.6963333,-44.9068056,NGC 2659,49,15.017,0.044,1.218,0.076,1.18,0.067,,,,,,,,,,,,,,,,,O,true,17.82,0.02,16.03,0.01,13.89,0.0,14.29,0.0,13.35,0.0,11.645,10.893,10.677,0.023,0.023,0.021
130.6968333,-44.9319444,NGC 2659,91,13.022,0.018,0.405,0.027,0.44,0.042,,,,,,,,,,,,,,,,,O,false,13.83,0.0,,,12.63,0.0,12.77,0.0,12.37,0.0,11.74,11.557,11.515,0.023,0.022,0.026
130.6983333,-44.8496111,NGC 2659,12,13.235,0.019,0.316,0.028,0.306,0.044,,,,,,,,,,,,,,,,,B,false,13.86,0.01,,,12.85,0.0,13.02,0.01,12.65,0.0,12.154,12.02,11.939,0.023,0.022,0.024
130.6985,-44.9784444,NGC 2659,159,14.122,0.031,0.869,0.05,1.013,0.054,,,,,,,,,,,,,,,,,O,false,16.19,0.01,14.96,0.01,13.13,0.01,13.53,0.01,12.78,0.01,11.583,11.011,10.847,0.022,0.022,0.021
130.699375,-45.0549444,NGC 2659,248,14.896,0.041,0.538,0.06,0.568,0.073,,,,,,,,,,,,,,,,,O,false,,,,,14.35,0.0,14.57,0.0,14.06,0.01,13.27,13.033,12.921,0.038,0.046,0.043
130.7000833,-44.9215,NGC 2659,77,14.197,0.029,0.448,0.042,0.376,0.057,,,,,,,,,,,,,,,,,O,true,15.11,0.01,14.62,0.0,13.83,0.0,13.96,0.0,13.52,0.0,12.827,12.636,12.533,0.026,0.027,0.026
130.7007083,-45.0007222,NGC 2659,193,15.151,0.043,0.612,0.066,0.64,0.075,,,,,,,,,,,,,,,,,O,false,16.26,0.01,15.71,0.01,14.51,0.01,14.79,0.01,14.21,0.01,13.299,13.014,12.924,0.03,0.036,0.034
130.703125,-44.9039444,NGC 2659,46,15.026,0.041,0.495,0.061,0.465,0.075,,,,,,,,,,,,,,,,,O,false,16.11,0.0,15.51,0.0,14.51,0.01,14.72,0.0,14.22,0.0,13.493,13.278,13.139,0.045,0.07,0.06
130.7059167,-44.9008333,NGC 2659,43,15.378,0.048,0.558,0.073,0.713,0.082,,,,,,,,,,,,,,,,,O,false,16.59,0.01,15.89,0.01,14.59,0.0,14.88,0.0,14.27,0.0,13.337,13.008,12.974,0.023,0.029,0.032
130.7074583,-44.9070278,NGC 2659,51,14.855,0.04,0.526,0.059,0.454,0.074,,,,,,,,,,,,,,,,,O,false,15.94,0.01,15.32,0.0,14.44,0.0,14.57,0.0,14.11,0.0,13.37,13.185,13.093,0.023,0.029,0.034
130.708125,-44.9521667,NGC 2659,123,14.201,0.031,0.461,0.045,0.445,0.06,,,,,,,,,,,,,,,,,O,false,15.15,0.01,14.62,0.01,13.71,0.01,13.92,0.01,13.46,0.01,12.739,12.532,12.428,0.035,0.048,0.036
130.708625,-45.0222222,NGC 2659,220,15.036,0.041,0.541,0.061,0.499,0.075,,,,,,,,,,,,,,,,,O,false,16.11,0.01,15.6,0.01,,,,,,,13.336,13.029,12.945,0.024,0.022,0.037
130.7090417,-45.0264722,NGC 2659,225,12.864,0.019,0.372,0.027,0.386,0.043,,,,,,,,,,,,,,,,,B,false,13.38,0.0,,,12.42,0.01,12.64,0.01,,,11.713,11.604,11.556,0.022,0.022,0.019
130.7091667,-44.9589722,NGC 2659,131,11.834,0.014,0.426,0.021,0.494,0.038,,,,,,,,,,,,,,,,,O,false,12.33,0.0,,,,,,,,,10.55,10.422,10.332,0.023,0.022,0.023
130.7095,-45.0046389,NGC 2659,198,15.04,0.043,0.556,0.063,0.581,0.077,,,,,,,,,,,,,,,,,O,false,16.13,0.01,15.58,0.01,14.44,0.01,14.71,0.01,14.15,0.01,13.401,13.096,12.911,0.024,0.025,0.029
130.7113333,-44.9210833,NGC 2659,74,12.236,0.015,0.465,0.022,0.449,0.037,,,,,,,,,,,,,,,,,O,false,13.11,0.0,,,11.81,0.0,,,,,10.783,10.634,10.532,0.022,0.022,0.023
130.713125,-44.8873333,NGC 2659,30,12.529,0.021,1.078,0.035,1.153,0.039,,,,,,,,,,,,,,,,,O,false,15.12,0.0,,,,,,,,,9.421,8.733,8.582,0.023,0.046,0.024
130.713125,-44.9596944,NGC 2659,133,15.139,0.045,0.587,0.067,0.635,0.079,,,,,,,,,,,,,,,,,O,false,16.32,0.01,15.67,0.01,14.49,0.01,14.75,0.01,14.18,0.01,13.354,13.079,12.995,0.023,0.025,0.037
130.7150417,-44.9254444,NGC 2659,85,12.915,0.018,0.497,0.027,0.53,0.041,,,,,,,,,,,,,,,,,O,false,13.9,0.0,,,12.32,0.0,12.59,0.0,12.09,0.0,11.336,11.106,11.04,0.023,0.023,0.021
130.7160833,-44.9015278,NGC 2659,44,14.386,0.036,1.201,0.062,1.289,0.057,,,,,,,,,,,,,,,,,O,false,17.71,0.02,15.42,0.01,13.07,0.0,13.55,0.0,12.59,0.0,10.895,10.129,9.912,0.023,0.022,0.021
