_RAJ2000,_DEJ2000,Cluster,MG,ymag,e_ymag,b-y,e_b-y,y-Ha,e_y-Ha,WHa05,WHa06,WHa07,vsini,e_vsini,Teff,e_Teff,logg,e_logg,loggP,Mass,e_Mass,Rad,e_Rad,Vc,SB?,Code,clean,umag,e_umag,gmag,e_gmag,Hamag,e_Hamag,rmag,e_rmag,imag,e_imag,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag
189.9856667,-60.6503056,Trumpler 20,827,14.866,0.022,0.924,0.035,1.034,0.069,,,,,,,,,,,,,,,,,O,false,17.02,0.01,15.59,0.01,13.95,0.0,14.25,0.0,13.45,0.01,11.323,11.41,10.983,8.831,12.228,11.603,11.424,0.024,0.023,0.108,0.406,0.024,0.025,0.023
189.9880417,-60.6592778,Trumpler 20,885,14.75,0.022,0.915,0.035,1.021,0.069,,,,,,,,,,,,,,,,,O,false,16.84,0.01,15.43,0.0,13.81,0.0,14.09,0.0,13.3,0.0,11.232,11.307,12.245,9.218,12.16,11.537,11.375,0.025,0.024,0.291,,0.027,0.028,0.026
189.989,-60.5898611,Trumpler 20,431,15.525,0.027,0.569,0.039,0.608,0.077,,,,,,,,,,,,,,,,,O,true,16.29,0.01,15.92,0.0,14.96,0.0,15.11,0.0,14.54,0.0,13.311,13.626,12.22,8.686,13.814,13.543,13.476,0.04,0.046,0.318,,0.023,0.032,0.044
189.9947917,-60.6845,Trumpler 20,1018,16.162,0.036,0.63,0.05,0.538,0.09,,,,,,,,,,,,,,,,,O,true,17.51,0.01,17.12,0.01,16.0,0.01,16.21,0.01,15.59,0.01,13.592,13.884,12.85,8.585,14.563,14.008,13.806,0.042,0.065,0.517,,0.056,,
189.9983333,-60.6685556,Trumpler 20,932,15.294,0.027,0.952,0.041,1.058,0.072,,,,,,,,,,,,,,,,,O,true,17.38,0.01,15.99,0.0,14.33,0.0,14.62,0.0,13.82,0.0,11.773,11.9,11.823,9.219,12.638,12.03,11.887,0.026,0.027,0.189,,0.021,0.022,0.023
189.9999583,-60.6881944,Trumpler 20,1040,14.618,0.018,0.426,0.026,0.482,0.067,,,,,,,,,,,,,,,,,O,false,15.14,0.0,14.94,0.0,14.16,0.0,14.29,0.01,13.79,0.01,12.935,13.138,11.518,9.264,13.312,13.137,13.061,0.067,0.056,0.139,,0.026,0.039,0.038
190.004625,-60.5276389,Trumpler 20,129,14.793,0.022,0.92,0.036,1.041,0.069,,,,,,,,,,,,,,,,,O,false,17.04,0.01,15.52,0.0,13.86,0.0,14.15,0.01,13.36,0.0,11.198,11.305,12.087,9.248,12.116,11.502,11.324,0.025,0.025,0.28,,0.026,0.025,0.025
190.0047917,-60.5893889,Trumpler 20,429,14.703,0.02,0.921,0.032,1.034,0.066,,,,,,,,,,,,,,,,,O,true,16.84,0.01,15.4,0.0,13.76,0.0,14.05,0.0,13.27,0.0,11.151,11.281,10.634,8.834,12.089,11.464,11.3,0.022,0.02,0.078,0.396,0.023,0.023,0.023
190.0050417,-60.5469722,Trumpler 20,194,14.787,0.022,0.952,0.036,1.09,0.069,,,,,,,,,,,,,,,,,O,false,17.05,0.01,15.54,0.0,13.8,0.0,14.11,0.01,13.27,0.0,10.99,11.093,10.938,8.898,12.004,11.319,11.102,0.022,0.021,0.098,,0.023,0.023,0.021
190.005375,-60.6834444,Trumpler 20,1012,15.453,0.026,0.638,0.038,0.663,0.075,,,,,,,,,,,,,,,,,O,true,16.3,0.01,15.89,0.0,14.79,0.0,14.99,0.01,14.36,0.01,13.139,13.293,12.787,9.27,13.62,13.338,13.213,0.033,0.043,0.51,,0.021,0.032,0.04
190.00625,-60.6040833,Trumpler 20,516,15.514,0.028,0.902,0.043,1.022,0.074,,,,,,,,,,,,,,,,,O,true,17.71,0.01,16.21,0.01,14.56,0.0,14.85,0.0,14.08,0.0,11.951,12.124,11.824,8.949,12.915,12.302,12.127,0.028,0.027,0.305,,0.026,0.029,0.03
190.0065,-60.5814722,Trumpler 20,374,16.045,0.035,0.956,0.054,1.1,0.081,,,,,,,,,,,,,,,,,O,true,18.48,0.02,16.76,0.01,15.0,0.01,15.3,0.0,14.47,0.0,12.21,12.381,11.869,9.083,13.196,12.589,12.386,0.026,0.029,0.224,0.464,0.023,0.022,0.023
190.0091667,-60.5071389,Trumpler 20,61,14.255,0.018,0.902,0.029,1.027,0.065,,,,,,,,,,,,,,,,,O,false,16.43,0.01,15.02,0.0,13.27,0.0,13.64,0.0,12.86,0.01,10.786,10.888,10.777,8.97,11.676,11.057,10.92,0.023,0.022,0.088,0.401,0.023,0.023,0.025
190.0108333,-60.6651389,Trumpler 20,911,13.889,0.017,1.053,0.029,1.152,0.064,,,,,,,,,,,,,,,,,O,false,16.67,0.01,14.68,0.0,12.82,0.0,13.14,0.0,12.26,0.01,9.84,9.945,9.852,9.298,10.915,10.18,9.988,0.023,0.02,0.05,,0.023,0.023,0.02
190.0147917,-60.5004444,Trumpler 20,38,15.547,0.028,0.638,0.04,0.697,0.077,,,,,,,,,,,,,,,,,O,false,16.41,0.01,15.99,0.0,14.79,0.01,15.08,0.01,14.43,0.01,13.06,13.31,11.916,9.063,13.616,13.315,13.162,0.038,0.045,0.322,0.473,0.027,0.036,0.041
190.01875,-60.6156944,Trumpler 20,591,13.797,0.017,1.08,0.029,1.183,0.064,,,,,,,,,,,,,,,,,O,true,16.75,0.01,14.61,0.0,12.69,0.0,13.0,0.0,12.12,0.0,9.643,9.763,9.475,8.689,10.737,9.971,9.745,0.022,0.02,0.038,0.325,0.023,0.023,0.018
190.0189167,-60.5448056,Trumpler 20,185,14.626,0.019,0.363,0.026,0.337,0.069,,,,,,,,,,,,,,,,,O,false,15.29,0.0,14.9,0.0,14.31,0.0,14.37,0.01,13.94,0.0,13.205,13.362,12.86,9.385,13.458,13.295,13.21,0.031,0.037,,,0.024,0.029,0.037
190.0200417,-60.5746389,Trumpler 20,326,15.619,0.034,1.919,0.064,2.015,0.072,,,,,,,,,,,,,,,,,O,false,20.27,0.08,16.75,0.01,13.66,0.0,14.24,0.01,12.35,0.0,7.944,8.117,7.926,7.783,9.725,8.603,8.161,0.023,0.019,0.023,0.145,0.023,0.018,0.029
190.0314583,-60.5956667,Trumpler 20,468,13.646,0.017,1.059,0.029,1.158,0.064,,,,,,,,,,,,,,,,,O,false,16.56,0.01,14.46,0.01,12.57,0.0,12.88,0.0,12.01,0.0,9.558,9.687,9.496,9.203,10.653,9.913,9.704,0.022,0.02,0.039,,0.024,0.025,0.02
190.034125,-60.5585278,Trumpler 20,252,15.008,0.024,0.991,0.038,1.114,0.069,,,,,,,,,,,,,,,,,O,true,17.38,0.01,15.73,0.0,13.95,0.0,14.27,0.0,13.43,0.0,11.157,11.262,11.468,9.355,12.144,11.458,11.275,0.023,0.021,0.181,,0.021,0.023,0.023
190.0349583,-60.6465278,Trumpler 20,805,14.645,0.022,0.99,0.036,1.112,0.068,,,,,,,,,,,,,,,,,O,false,17.12,0.01,15.4,0.0,13.62,0.0,13.92,0.01,13.07,0.0,10.765,10.854,10.984,9.271,11.78,11.118,10.922,0.023,0.021,0.114,,0.024,0.026,0.025
190.041375,-60.6423056,Trumpler 20,779,12.33,0.012,0.795,0.021,0.933,0.062,,,,,,,,,,,,,,,,,O,false,14.11,0.0,12.94,0.0,11.48,0.0,,,,,9.251,9.316,9.236,9.036,10.055,9.484,9.32,0.023,0.019,0.034,0.388,0.023,0.023,0.018
190.0473333,-60.6094444,Trumpler 20,547,13.447,0.013,0.339,0.02,0.328,0.063,,,,,,,,,,,,,,,,,O,false,14.09,0.0,13.71,0.0,13.15,0.0,13.21,0.0,12.8,0.01,11.938,11.995,12.682,9.126,12.33,12.134,12.075,0.025,0.025,,,0.024,0.028,0.029
190.05575,-60.5455278,Trumpler 20,189,15.515,0.028,0.593,0.04,0.655,0.077,,,,,,,,,,,,,,,,,O,false,16.35,0.01,15.94,0.0,14.87,0.01,15.07,0.0,14.47,0.0,13.244,13.363,12.398,8.843,13.791,13.555,13.394,0.033,0.034,0.323,,0.023,0.028,0.037
190.0585,-60.6219167,Trumpler 20,629,15.001,0.024,0.912,0.037,0.995,0.07,,,,,,,,,,,,,,,,,O,false,17.07,0.01,15.68,0.0,14.06,0.0,14.35,0.0,13.57,0.01,11.56,11.646,11.561,9.169,12.398,11.838,11.69,0.025,0.024,0.187,0.43,0.021,0.022,0.025
190.0587083,-60.6023889,Trumpler 20,508,16.59,0.043,0.838,0.063,1.043,0.092,,,,,,,,,,,,,,,,,O,true,18.41,0.02,17.19,0.01,15.57,0.01,15.85,0.01,15.05,0.0,13.058,13.302,12.578,9.111,13.918,13.31,13.21,0.031,0.041,,,0.026,0.03,0.038
190.0587917,-60.6886389,Trumpler 20,1046,15.518,0.03,1.478,0.052,1.485,0.072,,,,,,,,,,,,,,,,,O,false,19.09,0.04,16.5,0.01,14.08,0.0,14.46,0.01,13.32,0.01,10.17,10.292,10.101,9.266,11.487,10.606,10.324,0.022,0.021,0.051,0.498,0.023,0.025,0.02
190.06425,-60.5079444,Trumpler 20,67,16.808,0.048,1.19,0.075,1.392,0.092,,,,,,,,,,,,,,,,,O,false,20.3,0.09,17.87,0.01,15.36,0.01,15.8,0.01,14.67,0.01,11.523,11.631,11.775,9.202,12.848,11.98,11.714,0.023,0.024,0.206,,0.026,0.026,0.026
190.066625,-60.5689167,Trumpler 20,307,15.609,0.03,1.162,0.048,1.257,0.073,,,,,,,,,,,,,,,,,O,false,18.61,0.03,16.44,0.01,14.41,0.0,14.75,0.01,13.78,0.01,11.102,11.21,10.78,9.181,12.222,11.502,11.247,0.023,0.023,0.079,,0.023,0.025,0.021
190.0675833,-60.62425,Trumpler 20,645,14.126,0.017,0.902,0.028,1.034,0.064,,,,,,,,,,,,,,,,,O,false,16.11,0.01,14.81,0.0,13.17,0.0,13.46,0.0,12.67,0.01,10.591,10.678,10.586,9.068,11.467,10.851,10.669,0.022,0.021,0.094,,0.023,0.025,0.021
190.0745833,-60.5991389,Trumpler 20,489,15.767,0.031,1.051,0.049,1.198,0.076,,,,,,,,,,,,,,,,,O,false,18.45,0.02,16.6,0.01,14.65,0.0,14.97,0.0,14.04,0.01,11.54,11.632,11.799,9.286,12.561,11.859,11.693,0.025,0.025,0.171,,0.024,0.026,0.025
190.088125,-60.6490278,Trumpler 20,818,14.366,0.02,1.054,0.033,1.172,0.066,,,,,,,,,,,,,,,,,O,false,17.14,0.01,15.18,0.01,13.28,0.0,13.6,0.0,12.71,0.01,10.248,10.357,10.218,9.07,11.316,10.577,10.369,0.023,0.021,0.053,,0.023,0.023,0.021
190.0923333,-60.6051944,Trumpler 20,523,14.478,0.019,0.957,0.031,1.112,0.066,,,,,,,,,,,,,,,,,O,false,16.73,0.01,15.19,0.0,13.44,0.0,13.74,0.0,12.9,0.01,10.615,10.721,11.024,9.376,11.587,10.913,10.739,0.023,0.022,0.095,,0.023,0.025,0.023
190.0952083,-60.6759167,Trumpler 20,968,14.062,0.018,1.059,0.03,1.165,0.065,,,,,,,,,,,,,,,,,O,false,16.86,0.01,14.93,0.01,12.93,0.0,13.28,0.0,,,10.001,10.098,10.273,9.294,11.062,10.35,10.106,0.023,0.021,0.059,,0.024,0.025,0.02
190.095625,-60.4912778,Trumpler 20,2,14.681,0.019,0.516,0.028,0.644,0.068,,,,,,,,,,,,,,,,,O,false,15.21,0.0,15.06,0.0,14.07,0.01,14.26,0.01,13.71,0.0,12.571,12.729,13.097,9.418,13.106,12.759,12.603,0.025,0.027,,,0.029,0.03,0.038
190.1095833,-60.4973889,Trumpler 20,23,16.23,0.038,1.183,0.061,1.322,0.081,,,,,,,,,,,,,,,,,O,false,18.99,0.04,17.03,0.01,14.95,0.01,15.3,0.01,14.27,0.0,11.424,11.503,11.684,8.664,12.646,11.816,11.626,0.024,0.023,0.162,,0.023,0.025,0.02
190.1169583,-60.6792778,Trumpler 20,992,14.845,0.021,0.562,0.031,0.747,0.069,,,,,,,,,,,,,,,,,O,false,15.56,0.01,15.29,0.0,14.15,0.0,14.41,0.0,13.83,0.01,12.609,12.64,12.85,8.66,13.139,12.796,12.753,0.036,0.037,,,0.023,0.029,0.032
190.122875,-60.6477222,Trumpler 20,813,14.382,0.02,1.043,0.033,1.169,0.066,,,,,,,,,,,,,,,,,O,false,17.14,0.01,15.19,0.01,13.3,0.0,13.62,0.0,12.74,0.01,10.294,10.429,10.309,8.975,11.353,10.636,10.448,0.023,0.021,0.063,,0.024,0.025,0.023
190.1235,-60.6339722,Trumpler 20,721,15.819,0.03,0.591,0.042,0.624,0.08,,,,,,,,,,,,,,,,,O,false,16.73,0.01,16.26,0.0,15.25,0.0,15.43,0.0,14.82,0.01,13.597,13.849,12.685,9.221,14.049,13.817,13.688,0.051,0.049,,,0.033,0.044,0.051
190.1388333,-60.63475,Trumpler 20,732,15.333,0.027,0.962,0.043,1.046,0.072,,,,,,,,,,,,,,,,,O,false,17.38,0.01,16.03,0.0,14.35,0.0,14.64,0.0,13.83,0.01,11.699,11.789,12.184,8.513,12.609,11.989,11.846,0.026,0.027,0.36,,0.023,0.025,0.026
190.1410833,-60.5812222,Trumpler 20,375,14.034,0.017,0.949,0.029,1.055,0.064,,,,,,,,,,,,,,,,,O,false,16.26,0.01,14.77,0.0,13.07,0.0,13.37,0.01,12.55,0.01,10.363,10.476,10.443,9.183,11.272,10.672,10.481,0.023,0.021,0.062,,0.025,0.027,0.025
190.1516667,-60.5758611,Trumpler 20,335,14.282,0.017,0.527,0.025,0.636,0.065,,,,,,,,,,,,,,,,,O,false,14.86,0.01,14.68,0.0,13.62,0.0,13.87,0.0,13.32,0.01,12.209,12.298,12.353,8.982,12.64,12.325,12.26,0.026,0.027,,,0.025,0.027,0.027
190.1540417,-60.6880556,Trumpler 20,1042,12.33,0.01,0.475,0.016,0.608,0.062,,,,,,,,,,,,,,,,,O,false,12.81,0.0,,,11.73,0.0,,,,,10.428,10.467,10.472,9.167,10.85,10.589,10.503,0.024,0.022,0.113,0.446,0.026,0.024,0.023
190.1542917,-60.531,Trumpler 20,138,16.694,0.045,0.63,0.063,0.795,0.096,,,,,,,,,,,,,,,,,O,true,17.55,0.01,17.21,0.0,16.02,0.01,16.24,0.01,15.61,0.01,14.206,15.007,12.804,9.219,14.684,14.366,14.269,0.032,0.078,,,0.047,0.06,0.096
190.15725,-60.6306944,Trumpler 20,694,16.565,0.043,1.227,0.07,1.294,0.088,,,,,,,,,,,,,,,,,O,true,19.62,0.07,17.5,0.01,15.27,0.01,15.66,0.0,14.7,0.0,11.912,12.079,12.777,9.175,13.083,12.346,12.156,0.026,0.028,0.516,,0.032,0.028,0.032
190.16925,-60.6186667,Trumpler 20,611,15.719,0.03,0.626,0.043,0.874,0.077,,,,,,,,,,,,,,,,,O,false,16.75,0.01,16.28,0.0,15.08,0.0,15.29,0.0,14.66,0.01,13.036,13.194,12.837,9.315,13.72,13.419,13.292,0.03,0.034,,,0.033,0.047,0.05
190.1719167,-60.5758889,Trumpler 20,336,13.905,0.018,1.139,0.031,1.296,0.064,,,,,,,,,,,,,,,,,O,false,17.25,0.01,14.86,0.01,12.62,0.0,13.03,0.0,12.06,0.01,9.327,9.462,9.195,8.601,10.495,9.734,9.491,0.023,0.021,0.03,0.308,0.025,0.025,0.025
193.2589167,-60.3456111,NGC 4755,69,12.869,0.038,1.268,0.064,1.396,0.053,,,,,,,,,,,,,,,,,O,false,16.57,0.01,13.88,0.0,11.5,0.0,,,,,7.742,7.897,7.781,8.011,9.088,8.167,7.859,0.024,0.02,0.019,0.127,0.018,0.031,0.031
193.3012917,-60.4096111,NGC 4755,204,13.629,0.045,0.269,0.06,0.318,0.078,,,,,,,,,,,,,,,,,B,false,13.84,0.0,13.78,0.0,13.21,0.0,13.39,0.0,12.97,0.0,12.169,12.227,12.315,8.869,12.601,12.414,12.34,0.033,0.031,0.346,,0.029,0.036,0.033
193.3218333,-60.3811389,NGC 4755,155,12.677,0.031,0.241,0.041,0.309,0.055,,,,,,,,,,,,,,,,,B,false,12.66,0.0,12.81,0.0,12.33,0.0,,,12.13,0.0,11.573,11.667,12.191,9.617,11.903,11.829,11.778,0.026,0.029,,,0.03,0.039,0.037
193.324625,-60.3906389,NGC 4755,174,12.215,0.025,0.226,0.034,0.293,0.047,,,,,,,,,,,,,,,,,B,false,11.99,0.0,,,11.91,0.0,,,,,11.47,11.552,11.514,9.43,11.525,11.479,11.422,0.026,0.024,0.222,,0.022,0.022,0.021
193.3445417,-60.3643333,NGC 4755,113,13.339,0.041,0.19,0.055,0.258,0.073,,,,,,,,,,,,,,,,,B,false,13.25,0.0,13.45,0.0,13.0,0.0,13.16,0.0,12.81,0.01,12.474,12.933,12.464,8.672,12.65,12.559,12.521,0.029,0.032,,0.258,0.024,0.022,0.03
193.3480833,-60.3868056,NGC 4755,167,13.248,0.038,0.234,0.052,0.279,0.069,,,,,,,,,,,,,,,,,B,false,13.18,0.0,13.34,0.0,12.88,0.0,13.03,0.0,12.69,0.0,12.205,12.406,11.796,9.462,12.533,12.521,12.415,0.034,0.037,0.264,,0.021,0.022,0.024
193.3485417,-60.3170833,NGC 4755,33,13.492,0.046,1.163,0.075,1.31,0.063,,,,,,,,,,,,,,,,,O,false,16.81,0.01,14.33,0.0,12.15,0.01,,,,,8.895,9.057,9.026,9.19,10.124,9.332,9.073,0.022,0.02,0.036,,0.021,0.022,0.019
193.353875,-60.2871667,NGC 4755,13,13.738,0.047,0.387,0.065,0.469,0.079,,,,,,,,,,,,,,,,,O,false,14.16,0.0,14.01,0.0,13.22,0.01,13.45,0.0,,,12.162,12.22,12.185,8.859,12.518,12.34,12.207,0.03,0.033,,,0.026,0.029,0.03
193.3556667,-60.27175,NGC 4755,6,11.309,0.018,0.151,0.025,0.184,0.038,,,,,,,,,,,,,,,,,B,false,11.25,0.0,,,,,,,,,10.718,10.774,10.379,9.744,10.792,10.771,10.743,0.024,0.022,0.075,,0.022,0.023,0.023
193.36025,-60.3168056,NGC 4755,31,11.668,0.02,0.236,0.028,0.343,0.04,4.85,,-2.09,321,34,20584,1400,4.17,0.19,4.17,7.1,0.1,3.6,0.6,501,,Be,false,,,,,,,,,,,10.72,10.996,10.744,8.93,11.04,11.03,10.996,0.021,0.019,0.095,,0.022,0.022,0.021
193.4037917,-60.42425,NGC 4755,221,12.13,0.023,0.184,0.032,0.263,0.045,,,,,,,,,,,,,,,,,B,false,11.71,0.0,,,11.82,0.0,,,11.67,0.0,11.623,11.692,11.931,9.317,11.631,11.594,11.55,0.027,0.028,0.262,,0.022,0.022,0.021
193.4046667,-60.382,NGC 4755,157,11.584,0.019,0.165,0.026,0.255,0.04,,,,,,,,,,,,,,,,,B,false,,,,,11.26,0.0,,,,,11.054,11.321,10.977,8.237,11.168,11.158,11.133,0.027,0.027,0.201,0.192,0.022,0.023,0.023
193.4090417,-60.4364167,NGC 4755,233,12.62,0.03,0.205,0.04,0.257,0.055,,,,,,,,,,,,,,,,,B,false,12.36,0.0,12.74,0.0,12.29,0.0,,,12.11,0.01,11.962,12.12,12.579,9.144,12.221,12.095,12.064,0.028,0.029,,,0.029,0.031,0.029
193.416375,-60.3908333,NGC 4755,175,11.443,0.019,0.174,0.027,0.264,0.04,,,,,,,,,,,,,,,,,B,false,,,,,11.13,0.0,,,,,10.639,10.712,10.773,8.174,10.974,10.998,10.961,0.025,0.023,0.115,0.226,0.026,0.027,0.027
193.4242083,-60.4106667,NGC 4755,205,11.8,0.021,0.177,0.029,0.28,0.043,,,,,,,,,,,,,,,,,B,false,11.27,0.0,,,11.48,0.0,,,,,11.228,11.408,12.372,9.322,11.326,11.32,11.308,0.024,0.022,0.536,,0.021,0.022,0.021
193.42675,-60.42025,NGC 4755,212,13.245,0.038,0.292,0.051,0.23,0.068,,,,,,,,,,,,,,,,,O,false,13.59,0.0,13.43,0.0,12.95,0.0,13.07,0.0,12.7,0.0,12.101,12.326,12.649,9.109,12.413,12.341,12.277,0.024,0.027,,,0.024,0.027,0.029
193.4334167,-60.3191667,NGC 4755,37,13.601,0.048,1.1,0.076,1.313,0.065,,,,,,,,,,,,,,,,,O,false,16.74,0.01,,,12.32,0.0,12.73,0.0,,,8.849,8.969,8.771,7.873,10.105,9.229,9.011,0.023,0.02,0.032,0.16,0.021,0.022,0.021
193.4493333,-60.4227778,NGC 4755,218,12.866,0.036,0.906,0.056,1.046,0.055,,,,,,,,,,,,,,,,,O,false,15.48,0.0,13.57,0.0,11.8,0.0,,,11.39,0.0,9.401,9.513,9.387,8.786,10.324,9.708,9.528,0.026,0.024,0.045,0.419,0.021,0.022,0.019
193.456,-60.2824722,NGC 4755,12,13.625,0.049,1.099,0.078,1.235,0.067,,,,,,,,,,,,,,,,,O,false,16.58,0.01,14.48,0.0,12.35,0.01,12.71,0.01,,,9.287,9.378,9.467,9.781,10.375,9.61,9.394,0.023,0.02,0.045,,0.021,0.022,0.019
193.4850833,-60.3612222,NGC 4755,104,12.134,0.024,0.19,0.033,0.288,0.047,,,,,,,,,,,,,,,,,B,false,11.69,0.0,,,11.77,0.0,,,11.64,0.0,11.203,11.625,9.165,5.329,11.545,11.528,11.508,0.023,0.021,0.035,0.042,0.021,0.027,0.026
193.491125,-60.3563611,NGC 4755,93,12.076,0.024,0.217,0.033,0.28,0.047,,,,,,,,,,,,,,,,,B,false,11.64,0.0,,,11.72,0.0,,,11.57,0.01,11.237,11.676,12.843,5.82,11.47,11.455,11.442,0.024,0.021,,0.041,0.024,0.031,0.027
193.51875,-60.3173611,NGC 4755,34,13.579,0.048,1.017,0.076,1.099,0.067,,,,,,,,,,,,,,,,,O,false,16.11,0.01,14.34,0.0,,,,,,,9.757,9.871,9.935,9.222,10.698,10.065,9.861,0.024,0.021,0.06,,0.021,0.022,0.019
193.5207917,-60.4062222,NGC 4755,200,13.699,0.048,0.258,0.064,0.224,0.082,,,,,,,,,,,,,,,,,B,true,13.84,0.0,13.89,0.0,13.48,0.0,13.54,0.0,13.26,0.0,12.819,13.089,12.427,9.368,12.976,12.94,12.868,0.039,0.053,,,0.026,0.029,0.034
193.5610417,-60.4071944,NGC 4755,202,11.897,0.026,0.787,0.04,0.939,0.043,,,,,,,,,,,,,,,,,O,false,13.75,0.0,,,,,,,,,8.765,8.852,8.789,8.681,9.569,8.985,8.857,0.029,0.029,0.029,,0.024,0.022,0.021
193.56525,-60.4287222,NGC 4755,227,13.984,0.055,0.45,0.074,0.686,0.085,,,,,,,,,,,,,,,,,O,false,14.74,0.0,14.43,0.0,13.33,0.0,13.57,0.0,13.06,0.0,11.808,12.03,11.375,8.638,12.37,12.082,11.975,0.024,0.027,0.136,,0.022,0.024,0.024
193.5805,-60.4238333,NGC 4755,220,13.897,0.052,0.783,0.078,0.984,0.076,,,,,,,,,,,,,,,,,O,false,15.64,0.0,14.53,0.0,12.8,0.0,13.15,0.0,12.44,0.01,10.395,10.514,10.47,9.306,11.369,10.77,10.619,0.023,0.021,0.077,,0.021,0.021,0.019
193.6376667,-60.4203333,NGC 4755,214,10.3,0.02,0.932,0.032,1.014,0.034,,,,,,,,,,,,,,,,,O,false,12.59,0.0,,,,,,,,,6.772,6.872,6.796,6.846,7.698,7.114,6.915,0.038,0.02,0.016,0.079,0.021,0.049,0.033
193.6860417,-60.3255,NGC 4755,47,12.313,0.036,0.276,0.052,0.277,0.067,,,,,,,,,,,,,,,,,B,false,12.03,0.0,,,11.89,0.0,,,,,11.338,11.396,10.352,8.269,11.541,11.454,11.411,0.026,0.026,0.083,0.216,0.023,0.023,0.021
202.693125,-61.3208056,Collinder 272,449,15.283,0.05,1.13,0.077,1.209,0.08,,,,,,,,,,,,,,,,,O,false,17.96,0.01,16.16,0.01,13.89,0.01,14.34,0.01,,,10.801,10.933,10.366,8.379,11.924,11.137,10.911,0.026,0.025,0.165,0.291,0.024,0.022,0.019
202.752875,-61.3209167,Collinder 272,451,13.716,0.025,0.458,0.035,0.501,0.062,,,,,,,,,,,,,,,,,O,false,14.49,0.0,14.09,0.0,,,,,,,11.841,11.962,11.908,9.109,12.294,12.054,11.986,0.032,0.037,,,0.026,0.03,0.027
202.7540417,-61.3456389,Collinder 272,527,11.726,0.04,1.504,0.059,1.63,0.066,,,,,,,,,,,,,,,,,O,false,16.0,0.01,,,,,,,,,5.788,5.813,5.753,5.589,7.266,6.275,5.931,0.092,0.026,0.015,0.043,0.026,0.034,0.023
202.77125,-61.2496111,Collinder 272,256,12.553,0.033,1.109,0.048,1.289,0.062,,,,,,,,,,,,,,,,,O,false,15.68,0.01,,,,,,,,,7.934,8.048,7.912,7.757,9.166,8.27,8.068,0.023,0.019,0.03,0.171,0.022,0.027,0.02
206.4725417,-62.9431111,NGC 5281,95,11.992,0.024,0.34,0.033,0.434,0.055,,,,,,,,,,,,,,,,,O,false,,,,,11.57,0.0,,,,,10.562,10.623,9.595,6.883,10.962,10.728,10.661,0.026,0.026,0.241,0.082,0.024,0.021,0.019
206.5340833,-62.9771389,NGC 5281,102,13.627,0.047,0.671,0.067,0.875,0.084,,,,,,,,,,,,,,,,,O,true,,,,,12.81,0.0,13.11,0.0,12.56,0.0,10.799,10.928,10.184,7.749,11.602,11.036,10.905,0.026,0.03,,,0.024,0.021,0.024
206.6429583,-62.7771111,NGC 5281,2,12.642,0.034,0.91,0.052,1.033,0.06,,,,,,,,,,,,,,,,,O,false,,,,,11.62,0.0,,,,,9.205,9.341,8.712,5.957,10.067,9.472,9.329,0.024,0.024,,,0.023,0.024,0.025
206.6732917,-62.9891944,NGC 5281,108,13.181,0.039,0.451,0.054,0.581,0.077,,,,,,,,,,,,,,,,,O,false,,,,,,,12.89,0.0,12.5,0.0,11.456,11.684,10.037,7.31,11.892,11.646,11.59,0.024,0.023,0.156,,0.023,0.025,0.026
206.677125,-62.7775556,NGC 5281,3,12.167,0.029,0.802,0.043,0.902,0.054,,,,,,,,,,,,,,,,,O,false,,,,,11.27,0.0,,,,,9.174,9.239,9.444,6.98,9.899,9.365,9.211,0.024,0.023,,,0.023,0.024,0.023
206.7406667,-62.8325833,NGC 5281,21,12.974,0.038,0.853,0.057,0.972,0.067,,,,,,,,,,,,,,,,,O,false,,,,,12.02,0.0,,,,,9.646,9.785,8.979,6.186,10.512,9.92,9.766,0.024,0.023,0.378,,0.02,0.024,0.023
206.7433333,-62.8813889,NGC 5281,46,13.528,0.047,0.83,0.069,0.968,0.081,,,,,,,,,,,,,,,,,O,true,,,,,12.57,0.0,12.85,0.0,12.23,0.0,10.175,10.374,10.435,8.288,11.071,10.463,10.332,0.025,0.025,,,0.021,0.024,0.023
206.7510417,-62.9614167,NGC 5281,100,12.233,0.03,0.773,0.044,0.903,0.055,,,,,,,,,,,,,,,,,O,false,,,,,11.35,0.0,,,,,9.188,9.281,9.9,8.716,10.038,9.455,9.303,0.023,0.021,0.099,,0.023,0.025,0.021
206.8152083,-62.8021389,NGC 5281,12,12.018,0.024,0.17,0.032,0.188,0.057,,,,,,,,,,,,,,,,,B,false,,,,,11.8,0.0,,,,,11.371,11.535,9.46,7.978,11.491,11.437,11.417,0.036,0.046,,,0.023,0.027,0.025
246.9110833,-51.4708889,Ruprecht 119,247,14.634,0.028,0.661,0.043,0.63,0.065,,,,,,,,,,,,,,,,,O,false,,,,,,,14.16,0.0,13.52,0.0,11.773,11.954,12.369,9.04,12.435,12.122,11.927,0.034,0.032,,,0.033,0.04,0.03
246.9137083,-51.5108056,Ruprecht 119,384,14.286,0.028,1.596,0.051,1.649,0.06,,,,,,,,,,,,,,,,,O,false,,,,,,,13.12,0.0,11.84,0.0,8.141,8.276,8.149,7.171,9.699,8.712,8.312,0.032,0.031,0.045,0.136,0.024,0.047,0.031
