,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
1377,20.55,17.32,14.98,13.68,14.52,11.657,10.721,10.406,2.1258441558441565,0.9097660818713456,1.803831775700935,3.9887134502923978,5.122897196261682,7.92196261682243,1.587368421052631,2.1271962616822426,4.264112149532711,1.5355140186915894,0.668352941176471,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.9115278,0.0,,0.09,0.0,,,True,1.647,,,0.14,,,1.559,525,16.117,0.0,Basel 1,0.0,0.069,0.025,0.117,,,,,0.025,282.0523333,,,,,0.027,O
1378,18.68,17.71,16.19,15.34,15.88,13.767,10.809,10.524,0.25277056277056187,-0.5407017543859665,0.03789719626168131,1.456081871345026,2.1886915887850447,4.016261682242991,1.027894736842104,1.3765887850467284,2.7712149532710297,1.0014018691588802,2.715843137254902,Jmag_Hmag_Kmag,,-5.8780833,0.01,,0.098,0.01,,,True,0.769,,,0.04,,,1.01,400,16.058,0.01,Basel 1,0.01,0.06,,0.094,,,,,0.139,282.053375,,,,,,O
1395,19.78,16.67,14.23,12.84,13.77,10.572,9.561,9.217,1.9586580086580077,0.6686549707602327,1.632897196261681,3.859239766081872,5.102897196261682,8.104672897196263,1.6352631578947379,2.227196261682244,4.5209813084112165,1.6507476635514025,0.7187124183006534,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.9135833,0.01,,0.073,0.01,,,False,1.616,,,0.08,,,1.567,531,15.182,0.0,Basel 1,0.01,0.058,0.021,0.095,,,,,0.025,282.0593333,,,,,0.027,O
1405,19.27,16.12,13.86,12.6,13.4,10.574,9.658,9.369,2.0835930735930717,0.9062573099415183,1.764579439252335,3.8773684210526325,4.962897196261683,7.671869158878505,1.5305263157894755,2.047196261682245,4.114392523364488,1.4842990654205608,0.6704444444444451,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-5.7722222,0.0,,0.071,0.0,,,False,1.628,,,0.05,,,1.533,30,14.998,0.0,Basel 1,0.0,0.056,0.019,0.09,,,,,0.023,282.067375,,,,,0.021,O
1420,17.07,16.67,15.65,14.91,15.36,14.136,11.739,11.387,-0.08129870129870331,-0.721871345029242,-0.2672429906542081,0.5198830409356724,1.1381308411214945,2.723551401869158,0.5915789473684223,0.8858411214953281,2.0943457943925243,0.8661682242990655,2.0979150326797367,Jmag_Hmag_Kmag,,-5.9613333,0.0,,0.101,0.01,,,True,0.672,,,0.01,,,0.674,727,16.123,0.01,Basel 1,0.01,0.058,,0.086,,,,,0.06,282.07925,,,,,,O
1426,20.25,17.09,14.74,13.37,14.22,11.565,10.658,10.35,2.0511255411255416,0.7887719298245615,1.6981775700934587,3.8435672514619874,5.004579439252336,7.944485981308413,1.5568421052631571,2.1094392523364487,4.351542056074768,1.6083177570093472,0.6453006535947714,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.9570556,0.01,,0.087,0.0,,,True,1.66,,,0.1,,,1.654,710,15.965,0.01,Basel 1,0.01,0.068,0.019,0.114,,,,,0.024,282.0842917,,,,,0.022,O
1427,19.87,17.09,15.19,14.02,14.76,12.454,11.626,11.371,1.8834632034632044,0.8230994152046796,1.593224299065422,3.2568421052631598,4.262056074766357,6.776728971962618,1.222631578947369,1.7010747663551407,3.61981308411215,1.3774766355140187,0.6113333333333354,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-5.9766944,0.01,,0.094,0.01,,,False,1.387,,,0.06,,,1.358,787,16.205,0.02,Basel 1,0.02,0.067,0.033,0.111,,,,,0.035,282.0844583,,,,,0.034,O
1434,20.22,17.12,15.0,13.71,14.55,11.923,11.04,10.713,2.0996536796536773,0.9263742690058461,1.790981308411213,3.650877192982456,4.782616822429906,7.561962616822427,1.3731578947368437,1.9118224299065434,4.03411214953271,1.5255140186915879,0.605156862745099,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | rmag_imag_Hamag,,-5.9857222,0.01,,0.089,0.01,,,False,1.506,,,0.09,,,1.428,820,16.071,0.02,Basel 1,0.02,0.066,0.021,0.111,,,,,0.025,282.090375,,,,,0.026,O
1435,20.22,17.12,15.0,13.71,14.55,11.923,11.04,10.713,2.0996536796536773,0.9263742690058461,1.790981308411213,3.650877192982456,4.782616822429906,7.561962616822427,1.3731578947368437,1.9118224299065434,4.03411214953271,1.5255140186915879,0.605156862745099,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | rmag_imag_Hamag,,-5.9857222,0.01,,0.089,0.01,,,False,1.507,,,0.09,,,1.438,821,16.072,0.02,Basel 1,0.02,0.066,0.021,0.111,,,,,0.025,282.090375,,,,,0.026,O
1446,19.63,17.01,15.04,13.79,14.61,12.105,11.212,10.944,1.6904329004328968,0.5674853801169553,1.3975700934579405,3.0695321637426902,4.172056074766355,6.8669158878504675,1.2463157894736867,1.7710747663551427,3.829252336448601,1.4799065420560749,0.665287581699348,umag_gmag_rmag | umag_gmag_Hamag,,-5.9582222,0.0,,0.09,0.01,,,False,1.476,,,0.05,,,1.327,713,16.125,0.01,Basel 1,0.01,0.065,0.021,0.108,,,,,0.026,282.0974583,,,,,0.026,O
1459,19.79,17.22,15.36,14.2,14.94,12.669,11.874,11.66,1.6923376623376631,0.644970760233919,1.4086915887850475,3.019005847953216,4.02177570093458,6.516728971962617,1.1884210526315784,1.6657009345794387,3.569813084112149,1.3674766355140189,0.6131699346405225,umag_gmag_rmag | umag_gmag_Hamag,,-5.9833333,0.01,,0.098,0.01,,,False,1.412,,,0.06,,,1.339,810,16.384,0.02,Basel 1,0.02,0.07,0.033,0.115,,,,,0.028,282.1039167,,,,,0.033,O
1462,19.19,15.99,13.72,12.08,13.14,9.836,8.866,8.505,2.12887445887446,0.7076608187134514,1.74836448598131,3.4751461988304095,4.906261682242992,8.43747663551402,1.320526315789473,2.001682242990654,4.697570093457944,1.9371962616822438,0.6632679738562108,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.9663611,0.0,,0.065,0.0,,,False,1.607,,,0.05,,,1.4,750,14.629,0.01,Basel 1,0.0,0.051,0.021,0.081,,,,,0.024,282.1047917,,,,,0.042,O
1483,20.47,16.94,14.48,13.04,13.98,10.856,9.8,9.46,2.3692207792207762,1.044035087719295,2.0223364485981286,4.238421052631576,5.504018691588784,8.607196261682244,1.6263157894736846,2.228691588785048,4.598411214953274,1.7035514018691607,0.7671111111111104,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.8846667,0.01,,0.082,0.0,,,True,1.717,,,0.13,,,1.643,420,15.681,0.0,Basel 1,0.0,0.064,0.019,0.106,,,,,0.023,282.1187917,,,,,0.021,O
1493,17.19,16.54,15.58,14.81,15.3,13.208,12.686,13.626,0.19701298701298964,-0.4527485380116927,0.018411214953274135,0.673391812865499,1.3378504672897216,2.993644859813085,0.5142105263157888,0.8304672897196256,2.0940654205607463,0.9073831775700931,1.320692810457516,Jmag_Hmag_Kmag,,-5.9605,0.0,,0.094,0.01,,,True,0.654,,,0.01,,,0.781,725,15.882,0.01,Basel 1,0.01,0.055,0.068,0.083,,,,,,282.1259167,,,,,,O
1495,16.68,16.26,15.41,14.68,15.14,14.009,12.597,12.315,0.018917748917746446,-0.5871345029239794,-0.15046728971962842,0.3820467836257303,1.007570093457944,2.5760747663551413,0.42736842105263284,0.7250934579439269,1.921775700934582,0.8589719626168231,1.172392156862746,Jmag_Hmag_Kmag,,-5.9639444,0.0,,0.091,0.01,,,True,0.773,,,0.01,,,0.683,736,15.91,0.01,Basel 1,0.01,0.055,,0.081,,,,,0.041,282.1260833,,,,,,O
1500,18.3,15.73,13.94,12.81,13.51,11.331,10.514,10.287,1.7253679653679654,0.7087134502923982,1.4392523364485983,2.9854970760233943,3.9420560747663567,6.36663551401869,1.1357894736842122,1.5910747663551412,3.4400934579439246,1.3262616822429896,0.6241241830065374,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-5.9716111,0.0,,0.065,0.01,,,False,1.371,,,0.02,,,1.26,769,14.91,0.01,Basel 1,0.01,0.05,0.021,0.079,,,,,0.022,282.1286667,,,,,0.021,O
1507,19.91,17.13,14.89,13.6,14.43,11.867,10.986,10.75,1.723030303030305,0.5298830409356743,1.4047663551401888,3.450877192982455,4.572897196261681,7.349439252336449,1.4931578947368402,2.027196261682241,4.146682242990654,1.5227102803738328,0.6804771241830062,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.862,0.02,,0.09,0.01,,,False,1.583,,,0.07,,,1.527,336,16.073,0.01,Basel 1,0.01,0.068,0.019,0.113,,,,,0.024,282.1319167,,,,,0.022,O
1523,19.14,16.12,13.92,12.6,13.42,10.915,10.032,9.744,1.9819047619047612,0.7762573099415193,1.6447663551401863,3.614385964912281,4.734018691588786,7.5669158878504685,1.4357894736842116,1.9686915887850478,4.1292523364486,1.5499065420560751,0.6382941176470578,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.9776944,0.01,,0.07,0.01,,,False,1.539,,,0.03,,,1.39,791,15.036,0.01,Basel 1,0.02,0.054,0.022,0.086,,,,,0.023,282.149625,,,,,0.023,O
1533,20.84,17.27,14.97,13.54,14.47,11.57,10.644,10.342,2.4847186147186155,1.1923976608187137,2.143831775700936,4.130584795321635,5.384018691588785,8.464672897196264,1.4721052631578928,2.068691588785046,4.420981308411216,1.6907476635514038,0.669398692810458,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-5.8865278,0.01,,0.088,0.01,,,False,1.662,,,0.15,,,1.419,427,16.097,0.02,Basel 1,0.01,0.066,0.025,0.108,,,,,0.026,282.1530417,,,,,0.026,O
1539,20.73,17.59,15.46,14.16,15.01,12.216,11.319,11.07,2.134935064935066,0.9536257309941529,1.8258878504672906,3.688713450292397,4.832616822429905,7.63448598130841,1.3773684210526302,1.9218224299065407,4.0615420560747655,1.5383177570093465,0.6854313725490176,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | rmag_imag_Hamag,,-5.85425,0.01,,0.092,0.01,,,False,1.567,,,0.13,,,1.506,296,16.327,0.02,Basel 1,0.01,0.07,0.023,0.119,,,,,0.028,282.156125,,,,,0.023,O
1657,15.26,14.94,13.98,13.4,13.59,12.704,11.326,11.119,-0.1329870129870122,-0.6616374269005838,-0.3676168224299059,0.5745029239766076,0.9009345794392513,2.097943925233644,0.6242105263157885,0.7795794392523353,1.6811682242990642,0.6332710280373831,1.202117647058823,Jmag_Hmag_Kmag,,-61.2429444,0.0,,0.075,0.01,,,False,0.741,,,0.01,,,0.585,181,14.365,0.0,NGC 4103,0.0,0.046,,0.067,,,,,0.035,181.780375,,,,,,O
1686,17.69,15.16,13.42,12.51,12.98,11.087,10.322,10.063,1.7089610389610401,0.8408187134502936,1.4196261682243005,3.16309941520468,3.842336448598133,5.768598130841124,1.2131578947368422,1.5364485981308416,2.9992056074766364,1.0417757009345798,0.5449346405228777,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-60.5431944,0.0,,0.065,0.0,,,False,1.248,,,0.01,,,1.135,177,14.29,0.01,Trumpler 20,0.0,0.02,0.02,0.034,,,,,0.024,189.73475,,,,,0.022,O
1741,16.55,16.09,15.43,14.92,15.21,13.331,14.035,13.964,0.1485714285714294,-0.2857894736842095,0.011775700934580913,0.4996491228070189,0.9061682242990676,1.9931775700934597,0.36473684210526347,0.5582242990654213,1.3854672897196267,0.5913084112149534,-0.7643267973856213,Jmag_Hmag_Kmag,,-60.7159722,0.01,,0.08,0.01,,,False,0.49,,,0.01,,,0.461,1174,15.676,0.01,Trumpler 20,0.01,0.029,0.103,0.041,,,,,,189.76675,,,,,0.113,O
1755,18.75,15.98,14.03,12.94,13.57,11.181,10.305,10.047,1.849870129870129,0.8322222222222215,1.5424766355140185,3.394152046783627,4.272897196261684,6.598971962616824,1.3189473684210538,1.7371962616822445,3.5080841121495343,1.2666355140186916,0.6567843137254904,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,,-60.5689722,0.01,,0.069,0.0,,,False,1.428,,,0.03,,,1.346,304,15.023,0.01,Trumpler 20,0.01,0.026,0.023,0.044,,,,,0.024,189.7749167,,,,,0.024,O
1759,19.22,16.22,14.09,12.94,13.6,11.078,10.178,9.861,1.9949350649350654,0.9092397660818721,1.6655140186915895,3.731169590643274,4.653738317757008,7.106542056074765,1.4642105263157883,1.9033177570093447,3.7703738317757005,1.335046728971963,0.6306535947712404,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.6076944,0.01,,0.07,0.0,,,False,1.515,,,0.04,,,1.479,531,15.172,0.01,Trumpler 20,0.0,0.028,0.021,0.048,,,,,0.024,189.7774167,,,,,0.022,O
1766,20.02,16.89,14.78,13.59,14.29,11.671,10.74,10.41,2.1343722943722927,1.0264912280701743,1.805700934579438,3.7925146198830424,4.763738317757009,7.30663551401869,1.4210526315789491,1.883317757009347,3.8200934579439254,1.38626168224299,0.6506078431372541,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-60.5327778,0.01,,0.076,0.0,,,False,1.584,,,0.07,,,1.526,140,15.898,0.01,Trumpler 20,0.01,0.035,0.021,0.06,,,,,0.024,189.7830417,,,,,0.024,O
1836,20.73,17.62,15.27,13.97,14.77,11.809,10.792,10.536,2.00112554112554,0.7833918128654966,1.6583644859813074,3.8787134502924,4.974018691588786,7.761869158878503,1.5973684210526338,2.1186915887850484,4.2443925233644855,1.5242990654205595,0.7994836601307183,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-60.6961944,0.02,,0.101,0.0,,,False,1.689,,,0.13,,,1.628,1080,16.493,0.0,Trumpler 20,0.01,0.061,0.023,0.106,,,,,0.024,189.8312917,,,,,0.021,O
