,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,RAJ2000,DEJ2000,em
492,20.626,18.877,16.027,14.379,15.531,11.361,10.466,10.02,0.40419480519480877,-1.1181461988304062,0.04472897196262049,2.5944152046783615,4.116906542056075,7.689691588785049,1.8958947368421024,2.620542056074764,5.35392523364486,1.9709906542056093,0.5160457516339886,umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,154.04713,-57.495002,0.0
636,20.965,19.586,16.803,15.177,16.298,11.861,10.934,10.344,0.06580952380952643,-1.4314152046783604,-0.2957289719626153,2.1841754385964895,3.6711588785046696,7.191869158878503,1.8416315789473656,2.5493785046728936,5.241892523364484,1.9402990654205616,0.42569281045751795,gmag_imag_Hamag | rmag_imag_Hamag,154.872859,-57.727208,0.0
681,20.27,18.78,15.988,14.348,15.485,11.352,10.421,9.96,0.17256277056276836,-1.3350760233918142,-0.18829439252336666,2.2871461988304116,3.793102803738318,7.345906542056071,1.8425263157894762,2.559303738317759,5.276780373831775,1.9587850467289705,0.5393006535947735,gmag_imag_Hamag | rmag_imag_Hamag,154.803287,-58.039751,0.0
718,19.141,17.146,14.245,12.551,13.746,9.479,8.656,8.113,0.626129870129867,-0.933976608187137,0.2632242990654181,2.835461988304094,4.410990654205608,8.086542056074764,1.9202631578947391,2.6701542056074787,5.482873831775701,2.029046728971962,0.36162745098038995,umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,156.036587,-57.159384,0.0
754,20.843,18.914,15.902,14.133,15.405,11.003,10.133,9.652,0.5077532467532444,-1.1185380116959092,0.1417056074766334,2.789233918128656,4.457934579439254,8.302971962616823,1.9878421052631603,2.782079439252339,5.726084112149535,2.125635514018692,0.46130718954248484,umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,156.025071,-57.459526,0.0
771,20.841,18.896,15.737,13.901,15.135,10.505,9.571,9.035,0.45438961038961057,-1.2389473684210524,0.029350467289719795,2.870736842105264,4.518878504672898,8.485383177570094,2.096052631578948,2.880504672897197,5.911850467289721,2.181981308411215,0.47857516339869427,umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,156.260877,-57.363146,0.0
1027,20.687,18.803,15.954,14.313,15.465,11.109,10.16,9.627,0.539666666666667,-0.9780467836257305,0.18380373831775731,2.7369298245614044,4.257710280373832,7.816691588785046,1.898947368421053,2.6227803738317754,5.345925233644859,1.9639906542056074,0.4961241830065363,umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,156.400035,-58.268023,0.0
2165,19.919,18.585,16.129,14.526,15.66,11.376,10.325,9.773,0.175108225108225,-1.2533157894736848,-0.15583644859813117,1.8401520467836234,3.3341495327102786,6.813149532710281,1.5279473684210514,2.2390327102803727,4.90155140186916,1.9209439252336464,0.5819803921568634,rmag_imag_Hamag,160.183987,-59.826344,0.0
2884,20.417,19.07,16.399,14.675,15.905,11.356,10.232,9.6,0.08665800865801043,-1.4544912280701734,-0.26507943925233524,1.920970760233919,3.537850467289719,7.2823738317757,1.6728947368421045,2.442467289719625,5.3088785046728955,2.068859813084112,0.5870065359477133,gmag_imag_Hamag | rmag_imag_Hamag,161.942624,-60.409997,0.0
3319,20.431,19.79,18.171,17.238,17.668,16.222,15.307,15.479,-0.12294372294372102,-0.9857134502923954,-0.43983177570093246,1.1251228070175459,1.7711028037383194,3.7315046728971972,1.0788421052631578,1.3863037383177568,2.8714859813084104,1.0535607476635511,1.061143790849673,Jmag_Hmag_Kmag,165.427892,-58.411409,0.0
3840,18.046,18.18,17.13,16.538,16.798,15.855,15.896,15.218,-0.6294545454545462,-1.1806549707602338,-0.8379158878504682,0.19590643274854003,0.5933084112149529,1.8336074766355106,0.7072631578947384,0.8964112149532715,1.8351775700934558,0.6648971962616804,-0.61707843137255,Jmag_Hmag_Kmag,166.558234,-58.733671,0.0
4783,19.911,18.399,15.642,14.021,15.111,10.976,10.072,9.548,0.21107792207792198,-1.278654970760233,-0.16272897196261615,2.2972573099415246,3.752887850467293,7.255046728971963,1.8185263157894762,2.5113504672897218,5.187859813084112,1.9266074766355126,0.45877124183006784,gmag_imag_Hamag | rmag_imag_Hamag,166.931203,-61.173722,0.0
5388,20.564,19.048,16.231,14.536,15.736,11.374,10.344,9.708,0.18676623376623724,-1.3600701754385933,-0.17095327102803393,2.271245614035084,3.8518785046728947,7.530803738317759,1.8356842105263114,2.5880046728971924,5.403588785046728,2.0314485981308437,0.4896078431372568,umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,168.619899,-61.129503,0.0
5533,20.379,18.89,16.051,14.379,15.588,11.119,10.115,9.571,0.14938528138528118,-1.3864327485380112,-0.1928598130841117,2.2942222222222273,3.877981308411219,7.514074766355141,1.871000000000003,2.624808411214956,5.40927570093458,2.0109719626168214,0.541777777777777,umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,168.756885,-61.344968,0.0
5674,20.003,18.117,15.304,13.721,14.861,10.804,9.934,9.469,0.5586536796536787,-0.9161286549707612,0.22757009345794343,2.773479532163743,4.268420560747664,7.70966355140187,1.8965263157894743,2.6080607476635524,5.243009345794394,1.9026261682242995,0.4749019607843149,umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,168.782772,-61.683309,0.0
6003,20.484,18.317,15.149,13.372,14.604,9.97,9.007,8.402,0.6721428571428585,-0.985076023391811,0.2757990654205622,3.173502923976612,4.805280373831779,8.654878504672897,2.1392105263157912,2.915873831775702,5.860364485981308,2.1224205607476625,0.44894771241830134,umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,170.078909,-61.949044,0.0
6323,19.95,16.73,14.29,12.98,13.77,10.709,9.637,9.278,2.068658008658007,0.8296491228070169,1.7123364485981296,4.066549707602341,5.154579439252337,7.9593457943925205,1.6815789473684233,2.1994392523364503,4.336962616822429,1.5314953271028022,0.7669673202614371,umag_gmag_rmag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,114.0834583,-20.7111389,0.0
6393,18.9,16.0,13.75,12.54,13.2,10.597,9.569,9.236,1.838311688311687,0.6945029239766067,1.4738317757009332,3.678187134502922,4.615420560747662,7.1865420560747655,1.549473684210526,1.995560747663551,3.950373831775702,1.3950467289719635,0.7450588235294103,umag_rmag_imag | umag_rmag_Hamag,114.1735,-20.6499444,0.0
6398,19.72,18.86,17.5,17.09,17.17,16.239,15.786,16.631,0.21826839826839806,-0.26824561403508795,-0.0007943925233636628,1.721286549707601,1.8992523364485987,2.7301869158878516,1.1226315789473678,1.207336448598131,1.8294392523364496,0.4324299065420567,1.170973856209152,Jmag_Hmag_Kmag,117.4814167,-25.4831667,0.0
6414,20.66,18.69,16.47,15.72,16.01,14.595,13.883,13.67,0.9224675324675302,0.07684210526315671,0.6049532710280368,3.277719298245618,3.742897196261686,5.3031775700934585,1.785789473684214,2.0071962616822465,3.1854672897196274,0.8313084112149518,0.5310196078431395,umag_rmag_imag,117.4952917,-25.5177222,0.0
6501,17.85,17.39,16.0,15.61,15.76,14.106,14.639,14.617,-0.19588744588744522,-0.6746198830409353,-0.37023364485981247,1.3756140350877202,1.6167289719626181,2.427850467289722,1.1642105263157898,1.278971962616823,1.8914485981308424,0.4320560747663558,-0.5516928104575145,Jmag_Hmag_Kmag,117.5772083,-25.4573889,0.0
6527,18.24,17.7,16.44,16.11,16.22,15.546,14.09,14.074,-0.05454545454545445,-0.4735087719298252,-0.21383177570093548,1.3985964912280653,1.5861682242990602,2.2677570093457926,1.0689473684210495,1.1582242990654175,1.6717289719626163,0.36084112149532876,1.4424052287581695,Jmag_Hmag_Kmag,117.5874583,-25.4444167,0.0
6547,19.22,18.66,17.22,16.83,16.99,16.368,15.912,14.76,-0.1194805194805213,-0.6064912280701777,-0.290607476635516,1.5256140350877188,1.7764485981308407,2.5903738317757017,1.2142105263157905,1.3335981308411227,1.9488785046728991,0.43485981308411276,-0.5228235294117677,Jmag_Hmag_Kmag,117.5954167,-25.4721944,0.0
6596,19.35,17.21,14.97,14.22,14.56,12.807,12.042,11.853,1.0830303030303037,0.2340935672514628,0.7902336448598137,3.467719298245615,3.9814953271028046,5.555794392523365,1.8057894736842108,2.0503271028037386,3.242616822429907,0.8453271028037384,0.6044117647058829,umag_rmag_imag,117.6254583,-25.4733056,0.0
6624,18.74,18.31,16.93,16.55,16.67,14.867,15.775,14.357,-0.2211688311688309,-0.6918713450292386,-0.40532710280373685,1.3477777777777777,1.5572897196261688,2.340280373831775,1.1599999999999997,1.2597196261682242,1.8491588785046715,0.4136448598130834,-2.1128366013071895,Jmag_Hmag_Kmag,117.7184167,-25.5028056,0.0
6784,17.92,17.37,16.29,15.66,15.99,14.584,13.219,14.101,0.04038961038961031,-0.5399999999999996,-0.15289719626168174,0.8636842105263197,1.3384112149532748,2.6732710280373846,0.7152631578947393,0.9412149532710304,1.9551869158878514,0.7225233644859803,2.1144117647058835,Jmag_Hmag_Kmag,119.0599167,-29.9950556,0.0
6817,14.58,14.19,13.58,13.22,13.45,12.552,9.734,9.546,0.10216450216450301,-0.22830409356725012,0.013084112149533256,0.5621052631578956,0.8736448598130834,1.6480373831775679,0.4015789473684208,0.5498598130841112,1.1408878504672875,0.4244859813084103,2.6582614379084957,Jmag_Hmag_Kmag,119.0812083,-30.0932222,0.0
7057,19.54,16.54,14.13,13.09,13.82,11.019,10.052,9.689,1.8628138528138536,0.800877192982457,1.6145794392523374,4.144970760233916,5.108691588785045,7.364205607476635,1.8078947368421032,2.2665887850467272,3.992383177570093,1.2446728971962628,0.6585686274509813,umag_rmag_imag | umag_rmag_Hamag,145.1184167,-53.8449167,0.0
7059,18.87,16.6,14.53,13.65,14.27,11.833,11.027,10.748,1.293246753246752,0.38959064327485304,1.0832242990654195,3.269590643274857,4.08728971962617,5.996448598130841,1.5605263157894764,1.9497196261682266,3.410654205607477,1.0538317757009334,0.5689411764705893,umag_rmag_imag,145.1237083,-53.791,0.0
7063,15.63,15.23,14.48,14.17,14.46,13.274,13.287,12.773,0.04610389610389648,-0.27567251461988296,0.007803738317757658,0.772923976608187,1.1305607476635522,1.8231775700934598,0.5705263157894734,0.7407476635514021,1.2754672897196273,0.391308411214954,-0.44973202614379343,Jmag_Hmag_Kmag,145.12575,-53.9184167,0.0
7064,20.11,16.77,14.16,12.97,13.82,10.665,9.66,9.27,2.108441558441559,0.9177777777777787,1.8374299065420565,4.5025146198830415,5.619532710280374,8.204485981308409,1.9210526315789473,2.4527102803738314,4.431542056074765,1.4283177570093453,0.6736274509803908,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,145.1267083,-53.9203611,0.0
7101,19.79,16.82,14.37,13.28,14.08,11.127,10.145,9.784,1.8139393939393924,0.7135087719298232,1.574392523364485,4.094152046783626,5.138130841121496,7.511869158878505,1.8189473684210538,2.3158411214953287,4.134392523364488,1.3142990654205609,0.6752679738562113,umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,145.16325,-53.8363889,0.0
7126,17.17,16.96,16.04,15.58,15.89,13.921,14.606,14.417,-0.22411255411255404,-0.669649122807017,-0.3349999999999992,0.5704678362573138,0.9842056074766394,1.9782242990654226,0.6536842105263181,0.8506074766355164,1.6103271028037394,0.5469158878504665,-0.8455882352941182,Jmag_Hmag_Kmag,145.1959583,-53.8668333,0.0
