,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,Vc,e_Mass,e_Jmag,vsini,e_Rad,Teff,clean,Rad,e_Kmag,e_y-Ha,Mass,e_Teff,e_gmag,SB?,loggP,e_logg,e_rmag,MG,e_umag,logg,e_Hamag,e_imag,e_b-y,ymag,WHa05,y-Ha,e_vsini,WHa07,b-y,e_Hmag,DEJ2000,e_ymag,RAJ2000,Cluster,WHa06,Code
2041,18.62,15.92,14.02,12.97,13.64,11.314,10.442,10.178,0.7925000000000035,0.2635294117647127,1.0016279069767462,1.3590697674418641,0.3574418604651177,umag_gmag_rmag_imag,,,0.023,,,,False,,0.021,0.069,,,0.01,,,,0.0,674,0.03,,0.0,0.0,0.043,14.975,,1.395,,,1.298,0.022,-60.6282778,0.025,189.9517917,Trumpler 20,,O
2421,17.55,14.91,12.91,11.91,12.47,10.235,9.362,9.122,0.8233333333333344,-0.1811764705882326,1.2204651162790698,1.931162790697674,0.7106976744186042,umag_gmag_rmag_imag,,,0.024,,,,False,,0.023,0.061,,,0.0,,,,0.0,257,0.01,,0.0,0.0,0.067,13.932,,1.392,,,1.233,0.024,-47.5444444,0.039,251.0463333,NGC 6200,,O
2628,18.17,15.58,13.6,12.6,13.14,10.856,9.99,9.748,0.7733333333333354,-0.35941176470587566,1.2211627906976743,1.957906976744185,0.7367441860465107,umag_gmag_rmag_imag,,,0.029,,,,False,,0.027,0.06,,,0.0,,,,0.0,261,0.02,,0.0,0.0,0.074,14.553,,1.396,,,1.28,0.027,-44.8594167,0.043,254.5360417,NGC 6249,,O
2645,18.26,15.52,13.27,12.22,12.79,10.289,9.34,9.07,0.8325000000000045,-0.33764705882353097,1.295116279069774,2.2327906976744294,0.9376744186046553,umag_gmag_rmag_imag,,,0.024,,,,False,,0.02,0.057,,,0.0,,,,0.0,76,0.02,,0.0,0.0,0.07,14.378,,1.523,,,1.402,0.023,-44.7259722,0.04,254.576,NGC 6249,,O
2667,18.88,15.78,13.35,12.23,12.9,9.957,8.99,8.636,1.065333333333335,0.2147058823529444,1.4016279069767448,2.289069767441862,0.8874418604651171,umag_gmag_rmag_imag,,,0.023,,,,False,,0.026,0.081,,,0.0,,,,0.0,92,0.04,,0.0,0.0,0.105,14.621,,1.575,,,1.562,0.029,-32.4676667,0.054,264.1210417,Trumpler 28,,O
2678,18.26,15.73,13.59,12.64,13.18,10.654,9.801,9.485,0.8041666666666696,-0.09882352941176542,1.1611627906976785,2.0579069767441935,0.8967441860465148,umag_gmag_rmag_imag,,,0.024,,,,False,,0.026,0.069,,,0.0,,,,0.0,150,0.02,,0.0,0.01,0.072,14.725,,1.403,,,1.373,0.029,-32.5113889,0.041,264.1623333,Trumpler 28,,O
2702,20.66,16.88,14.0,12.59,13.46,9.7,8.521,8.118,1.2185000000000015,0.31764705882353494,1.5746511627906976,2.451627906976742,0.8769767441860443,umag_gmag_rmag_imag,,,0.03,,,,False,,0.031,0.098,,,0.01,,,,0.0,62,0.13,,0.0,0.01,0.111,15.233,,1.66,,,0.907,0.034,-32.4439722,0.071,264.2351667,Trumpler 28,,O
2804,13.72,13.68,12.87,12.34,12.41,11.59,11.43,11.262,-0.922833333333331,-2.9094117647058764,-0.137441860465116,0.5113953488372096,0.6488372093023256,umag_gmag_rmag_imag,,,0.021,,,,True,,0.046,0.046,,,0.0,,,,0.0,221,0.0,,0.0,0.0,0.033,13.277,,0.958,,,0.549,0.035,-8.2931667,0.024,279.0992083,NGC 6664,,Be
2960,20.08,17.0,14.5,13.27,14.03,11.232,10.133,9.818,0.8454999999999981,0.0664705882352874,1.1534883720930231,1.9037209302325597,0.7502325581395364,umag_gmag_rmag_imag,,,,,,,True,,0.038,0.075,,,0.0,,,,0.0,155,0.08,,0.0,0.0,0.072,15.589,,0.601,,,0.646,0.033,-8.4094167,0.048,280.0000417,Trumpler 34,,O
2961,19.96,17.25,15.09,14.03,14.64,12.154,11.312,11.026,0.7843333333333338,-0.17529411764705438,1.1637209302325566,1.9193023255813921,0.7555813953488353,umag_gmag_rmag_imag,,,0.025,,,,True,,0.025,0.064,,,0.01,,,,0.0,136,0.06,,0.0,0.01,0.072,14.888,,1.236,,,1.073,0.024,-8.40425,0.046,280.0013333,Trumpler 34,,O
3011,20.69,17.51,14.94,13.62,14.48,11.284,10.356,10.017,0.7819999999999996,0.23058823529412242,0.9999999999999978,1.589999999999998,0.5900000000000003,umag_gmag_rmag_imag,,,0.026,,,,True,,0.023,0.065,,,0.01,,,,0.0,512,0.13,,0.0,0.0,0.062,15.072,,0.785,,,0.718,0.024,-8.5266389,0.042,280.0847083,Trumpler 34,,O
