,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
2891,18.66,16.67,14.44,13.48,14.0,11.774,10.969,10.755,0.9377489177489153,-0.04339181286549909,0.6300467289719605,3.052280701754388,3.792336448598132,5.831214953271027,1.6742105263157923,2.0264485981308438,3.5763551401869167,1.1057943925233635,0.6231699346405237,umag_gmag_rmag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.4453611,0.0,,0.069,0.0,,,True,1.718,,,0.03,,,1.658,279,14.633,0.0,Trumpler 34,0.0,0.056,0.026,0.09,,,,,0.024,279.8985833,,,,,0.033,O
2894,18.37,16.16,14.2,13.23,13.77,11.448,10.736,10.434,1.2851515151515156,0.34233918128655105,0.99266355140187,2.9901169590643306,3.752056074766357,5.81626168224299,1.3984210526315806,1.7610747663551412,3.331214953271027,1.1214018691588772,0.45539869281045614,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-8.3605556,0.0,,0.069,0.0,,,True,1.369,,,0.03,,,1.264,37,15.195,0.0,Trumpler 34,0.0,0.052,0.021,0.083,,,,,0.024,279.8998333,,,,,0.025,O
2895,17.48,16.75,15.72,15.11,15.5,13.892,13.227,13.485,0.24398268398268474,-0.3153801169590642,0.09331775700934641,1.0180116959064311,1.5461682242990646,2.8584112149532728,0.6768421052631566,0.9282242990654197,1.9297663551401878,0.7193457943925248,0.8842156862745082,Jmag_Hmag_Kmag,,-8.5618611,0.0,,0.078,0.0,,,True,0.88,,,0.01,,,0.923,611,15.842,0.01,Trumpler 34,0.01,0.055,0.04,0.081,,,,,,279.900875,,,,,,O
2899,18.36,16.31,14.17,13.05,13.72,11.02,10.259,9.945,1.0402164502164517,-0.02801169590643049,0.7307943925233664,2.827660818713451,3.752616822429907,6.1490654205607465,1.4915789473684204,1.9318224299065412,3.757803738317755,1.3078504672897189,0.4942026143790842,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.3604722,0.0,,0.071,0.0,,,True,1.508,,,0.03,,,1.399,36,15.271,0.0,Trumpler 34,0.0,0.055,0.047,0.089,,,,,0.039,279.9022083,,,,,0.062,O
2908,18.7,17.7,16.23,15.43,15.86,13.932,13.593,12.749,0.30636363636363695,-0.446959064327485,0.06280373831775732,1.4969005847953198,2.110373831775699,3.8085046728971954,1.0068421052631564,1.2988317757009331,2.5894859813084103,0.920560747663552,-0.37812418300653494,Jmag_Hmag_Kmag,,-8.3555556,0.01,,0.11,0.0,,,True,1.009,,,0.03,,,0.934,26,16.934,0.01,Trumpler 34,0.01,0.079,,0.118,,,,,,279.9081667,,,,,0.055,O
2910,20.13,17.26,14.78,13.5,14.32,11.329,10.407,10.079,1.6997835497835463,0.4732748538011662,1.3725233644859784,3.7930409356725154,4.902897196261683,7.656915887850467,1.7389473684210555,2.267196261682246,4.3692523364486,1.5099065420560742,0.6433071895424848,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-8.536,0.0,,0.045,0.0,,,True,0.521,,,0.08,,,0.474,539,11.731,0.0,Trumpler 34,0.0,0.025,0.021,0.038,,,,,0.023,279.9084167,,,,,0.022,B
2912,19.98,17.47,15.25,14.15,14.79,12.161,11.322,11.063,1.4624675324675347,0.3937426900584824,1.1449532710280395,3.3919883040935686,4.282897196261682,6.631495327102802,1.5831578947368414,2.0071962616822416,3.7955140186915863,1.279439252336448,0.6189346405228775,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.4347778,0.01,,0.069,0.0,,,True,0.707,,,0.06,,,0.745,241,15.531,0.0,Trumpler 34,0.0,0.046,0.046,0.069,,,,,0.035,279.909875,,,,,0.052,O
2913,18.92,16.79,14.83,13.84,14.39,12.054,11.266,11.024,1.2051515151515182,0.24959064327485714,0.9075700934579474,2.8857894736842122,3.662336448598133,5.768785046728975,1.386842105263157,1.7564485981308404,3.358644859813084,1.144205607476636,0.5823790849673198,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-8.3968333,0.0,,0.073,0.0,,,True,0.964,,,0.04,,,0.929,114,15.788,0.0,Trumpler 34,0.0,0.051,0.024,0.079,,,,,0.022,279.912625,,,,,0.023,O
2915,18.88,16.42,14.37,13.36,13.92,11.574,10.76,10.485,1.492683982683979,0.5094736842105225,1.1866355140186882,3.281461988304094,4.072616822429907,6.221308411214953,1.4652631578947395,1.8418224299065449,3.4760747663551426,1.1670093457943924,0.5803398692810455,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-8.5643333,0.0,,0.078,0.0,,,True,0.948,,,0.03,,,0.824,614,15.905,0.0,Trumpler 34,0.0,0.055,0.024,0.081,,,,,0.026,279.9139167,,,,,0.029,O
2917,17.53,15.97,14.34,13.53,13.93,12.127,11.469,11.319,0.790865800865801,0.004678362573099282,0.5209345794392526,2.204736842105264,2.791495327102805,4.500934579439255,1.161052631578948,1.440327102803739,2.7371962616822447,0.922149532710281,0.5305490196078456,umag_gmag_rmag,,-8.4407778,0.0,,0.074,0.0,,,True,0.64,,,0.01,,,0.632,260,15.593,0.0,Trumpler 34,0.0,0.048,0.026,0.069,,,,,0.026,279.9158333,,,,,0.025,O
2922,17.87,17.35,16.19,15.51,15.87,14.402,13.936,12.742,-0.027359307359307805,-0.6528654970760246,-0.23383177570093594,0.8528654970760214,1.3689719626168202,2.8108411214953275,0.7663157894736836,1.0119626168224292,2.1074766355140198,0.7809345794392537,-0.5485098039215683,Jmag_Hmag_Kmag,,-8.3679722,0.01,,0.107,0.0,,,True,0.785,,,0.02,,,0.875,57,16.752,0.01,Trumpler 34,0.01,0.074,,0.109,,,,,0.044,279.9186667,,,,,0.063,O
2926,18.39,17.11,15.68,14.85,15.38,13.465,10.607,10.125,0.6052380952380966,-0.16058479532163594,0.39883177570093664,1.7004093567251473,2.418411214953273,4.203738317757011,0.949473684210526,1.2912149532710282,2.6537850467289728,0.9785981308411219,2.4484575163398703,Jmag_Hmag_Kmag,,-8.3988333,0.0,,0.099,0.0,,,True,0.932,,,0.03,,,1.01,119,16.75,0.0,Trumpler 34,0.01,0.071,,0.111,,,,,0.066,279.92225,,,,,,O
2931,18.77,16.05,13.8,12.67,13.33,10.726,9.823,9.504,1.6583116883116873,0.5654970760233904,1.3345794392523354,3.59549707602339,4.513177570093457,6.926542056074766,1.5957894736842102,2.032570093457944,3.870373831775702,1.3150467289719634,0.6319542483660129,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.5613333,0.0,,0.108,0.0,,,True,1.251,,,0.03,,,0.767,608,17.008,0.0,Trumpler 34,0.0,0.081,0.019,0.116,,,,,0.023,279.9271667,,,,,0.025,O
2932,16.47,14.79,13.11,12.27,12.69,10.769,10.06,9.882,0.8872727272727272,0.07368421052631602,0.610373831775701,2.3382456140350873,2.951775700934579,4.725981308411214,1.1936842105263157,1.485700934579439,2.8320560747663546,0.9577570093457942,0.5577581699346394,umag_gmag_rmag,,-8.4620833,0.0,,0.07,0.0,,,True,1.39,,,0.01,,,1.298,319,15.309,0.0,Trumpler 34,0.0,0.053,0.019,0.085,,,,,0.023,279.928125,,,,,0.022,O
2933,18.21,16.06,14.16,13.22,13.72,11.516,10.773,10.508,1.2534632034632063,0.33970760233918496,0.9581308411214986,2.9066081871345046,3.622336448598132,5.616168224299066,1.3557894736842093,1.69644859813084,3.211495327102802,1.0801869158878499,0.5178366013071894,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-8.4571667,0.0,,0.096,0.0,,,True,0.517,,,0.02,,,0.678,309,16.408,0.0,Trumpler 34,0.0,0.064,0.022,0.091,,,,,0.025,279.92925,,,,,0.024,O
2939,17.32,16.56,15.51,14.89,15.26,13.766,12.751,12.498,0.26454545454545664,-0.3045029239766053,0.09785046728972191,1.055847953216376,1.567009345794393,2.893364485981307,0.6910526315789468,0.9343457943925223,1.9449065420560723,0.7237383177570084,0.8000326797385626,Jmag_Hmag_Kmag,,-8.4429444,0.0,,0.065,0.0,,,True,1.42,,,0.01,,,1.282,268,14.832,0.0,Trumpler 34,0.01,0.049,,0.078,,,,,0.066,279.9355,,,,,,O
2944,17.14,15.35,13.64,12.71,13.26,11.15,10.437,10.212,0.9831168831168846,0.1071929824561424,0.7254672897196275,2.368771929824562,3.1306542056074758,5.11878504672897,1.1715789473684204,1.5342056074766344,3.048644859813082,1.0842056074766349,0.521823529411766,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-8.3963333,0.0,,0.077,0.0,,,True,1.373,,,0.01,,,1.216,113,15.808,0.0,Trumpler 34,0.0,0.058,0.026,0.094,,,,,0.029,279.93675,,,,,0.026,O
2945,16.23,15.71,14.88,14.36,14.67,12.359,11.808,13.021,0.12835497835497794,-0.3405263157894749,-0.009719626168225082,0.7174853801169572,1.1458878504672887,2.258224299065422,0.5289473684210519,0.7328504672897194,1.58032710280374,0.6069158878504688,1.5816535947712427,Jmag_Hmag_Kmag,,-8.4047222,0.0,,0.115,0.0,,,True,0.952,,,0.01,,,0.845,139,17.048,0.0,Trumpler 34,0.0,0.082,0.096,0.12,,,,,,279.9375,,,,,,O
2949,19.51,17.16,15.05,14.01,14.59,12.064,11.213,10.92,1.354372294372296,0.342105263157896,1.0409813084112165,3.194970760233918,4.012897196261682,6.226355140186918,1.5078947368421043,1.8971962616822422,3.5809345794392526,1.2026168224299074,0.6020457516339884,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-8.4363889,0.0,,0.067,0.0,,,True,1.303,,,0.05,,,1.15,247,15.17,0.0,Trumpler 34,0.0,0.049,0.036,0.078,,,,,0.032,279.9410417,,,,,0.032,O
2965,18.97,17.53,15.68,14.65,15.32,12.907,12.291,12.06,0.5670562770562741,-0.39578947368421313,0.31434579439252097,2.037134502923977,2.940093457943925,5.159065420560746,1.2536842105263175,1.6834579439252353,3.3778037383177577,1.217850467289719,0.4197254901960782,umag_imag_Hamag,,-8.4873333,0.0,,0.083,0.0,,,True,1.764,,,0.03,,,1.649,401,16.216,0.0,Trumpler 34,0.01,0.068,0.049,0.117,,,,,0.045,279.9657083,,,,,0.041,O
2967,17.4,15.8,14.12,13.2,13.78,11.599,10.911,10.687,0.8072727272727245,-0.05730994152047053,0.5711214953271002,2.1609356725146194,2.9495327102803732,4.9263551401869154,1.1473684210526331,1.5227102803738335,3.0309345794392537,1.0826168224299064,0.49767320261437953,umag_gmag_rmag,,-8.4044722,0.01,,0.101,0.01,,,False,0.946,,,0.01,,,0.764,137,16.697,0.0,Trumpler 34,0.01,0.071,0.041,0.107,,,,,0.037,279.969875,,,,,0.039,O
2969,18.52,16.95,15.31,14.43,14.99,13.04,12.25,12.176,0.796147186147187,-0.03631578947368341,0.5716822429906552,2.139590643274852,2.8989719626168213,4.7913084112149535,1.130526315789472,1.4919626168224287,2.93607476635514,1.0370093457943934,0.7271241830065353,umag_gmag_rmag,,-8.3671389,0.0,,0.079,0.0,,,True,1.221,,,0.03,,,1.103,54,16.131,0.0,Trumpler 34,0.01,0.059,0.06,0.093,,,,,,279.971125,,,,,,O
2976,20.08,17.0,14.5,13.27,14.03,11.232,10.133,9.818,1.9003463203463187,0.7023976608187117,1.5672429906542038,4.083859649122806,5.123177570093456,7.761775700934578,1.7878947368421052,2.282570093457944,4.2946728971962616,1.443084112149533,0.8313529411764713,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag | Jmag_Hmag_Kmag,,-8.4094167,0.0,,0.075,0.0,,,True,0.601,,,0.08,,,0.646,155,15.589,0.0,Trumpler 34,0.0,0.048,0.038,0.072,,,,,,280.0000417,,,,,0.033,O
2977,19.96,17.25,15.09,14.03,14.64,12.154,11.312,11.026,1.6907792207792216,0.65748538011696,1.3806074766355154,3.580643274853802,4.4326168224299085,6.693925233644863,1.546315789473684,1.9518224299065425,3.673224299065422,1.2310280373831783,0.5989934640522885,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.40425,0.01,,0.064,0.0,,,True,1.236,,,0.06,,,1.073,136,14.888,0.01,Trumpler 34,0.0,0.046,0.025,0.072,,,,,0.025,280.0013333,,,,,0.024,O
2978,18.62,17.01,15.23,14.3,14.81,12.736,11.937,11.745,0.770086580086579,-0.1174269005847961,0.4894392523364477,2.2587719298245625,2.98177570093458,4.9586915887850465,1.2415789473684224,1.5857009345794404,3.0889252336448605,1.0729906542056071,0.6358627450980403,umag_gmag_rmag,,-8.4552778,0.0,,0.075,0.0,,,True,0.485,,,0.03,,,0.649,302,15.581,0.0,Trumpler 34,0.0,0.046,0.046,0.067,,,,,,280.0081667,,,,,0.045,O
2979,19.18,16.75,14.65,13.61,14.21,11.726,10.922,10.667,1.439090909090909,0.42847953216374224,1.1362616822429912,3.2649707602339166,4.10233644859813,6.321401869158881,1.4978947368421045,1.896448598130841,3.585794392523366,1.208224299065422,0.587333333333333,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-8.3508889,0.0,,0.075,0.0,,,True,1.437,,,0.04,,,1.274,17,15.705,0.0,Trumpler 34,0.0,0.057,0.029,0.089,,,,,0.033,280.0162083,,,,,0.031,O
2981,17.94,17.17,15.76,14.9,15.48,13.424,13.069,12.236,0.10467532467532337,-0.6769590643274865,-0.09079439252336541,1.133918128654973,1.9078504672897219,3.7663551401869166,0.9121052631578971,1.2804672897196285,2.7009345794392536,1.022616822429906,-0.3527777777777792,Jmag_Hmag_Kmag,,-8.3694167,0.0,,0.089,0.01,,,False,1.023,,,0.02,,,0.87,64,16.423,0.01,Trumpler 34,0.01,0.062,,0.094,,,,,,280.0323333,,,,,0.039,O
2983,18.91,16.49,14.46,13.4,14.07,11.605,10.804,10.534,1.462121212121215,0.4503508771929856,1.1873831775700963,3.1606432748538005,4.0709345794392515,6.3490654205607475,1.4163157894736815,1.849579439252334,3.587803738317755,1.2478504672897202,0.5715882352941182,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-8.4230556,0.0,,0.103,0.0,,,False,1.077,,,0.03,,,1.102,198,16.829,0.01,Trumpler 34,0.0,0.073,0.029,0.117,,,,,0.077,280.035375,,,,,0.028,O
2986,18.56,16.52,14.56,13.57,14.1,11.865,11.113,10.835,1.1151515151515148,0.15959064327485373,0.8073831775700928,2.795789473684209,3.5528971962616795,5.653738317757007,1.386842105263157,1.7471962616822418,3.343785046728971,1.1385981308411215,0.5157908496732044,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-8.5556111,0.0,,0.066,0.0,,,True,1.864,,,0.03,,,1.643,600,14.46,0.0,Trumpler 34,0.02,0.054,0.044,0.085,,,,,0.041,280.0382917,,,,,0.042,O
2988,20.3,17.43,14.87,13.54,14.44,11.294,10.311,9.978,1.6620346320346329,0.3904093567251472,1.3470560747663562,3.812222222222224,5.012056074766357,7.887102803738319,1.7900000000000005,2.361074766355141,4.558691588785047,1.582336448598131,0.7000588235294122,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-8.4872778,0.0,,0.076,0.0,,,False,1.381,,,0.1,,,1.246,402,15.765,0.01,Trumpler 34,0.0,0.058,0.019,0.094,,,,,0.025,280.0395833,,,,,0.023,O
2991,19.44,17.6,15.47,14.36,15.02,12.359,11.569,11.278,0.8349350649350644,-0.22526315789473816,0.525887850467289,2.619824561403508,3.5326168224299064,5.906542056074768,1.487368421052632,1.9218224299065425,3.730373831775703,1.2950467289719638,0.5427450980392146,umag_gmag_rmag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.4564167,0.01,,0.066,0.0,,,True,1.333,,,0.04,,,1.174,308,15.072,0.01,Trumpler 34,0.0,0.049,0.028,0.075,,,,,0.028,280.0538333,,,,,0.027,O
2994,19.04,17.23,15.18,14.15,14.75,12.332,11.49,11.253,0.8426839826839811,-0.15327485380117056,0.5468224299065407,2.6071345029239774,3.442056074766355,5.6414018691588765,1.4536842105263168,1.851074766355141,3.5257943925233644,1.1982242990654197,0.6406274509803926,umag_gmag_rmag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-8.5669167,0.0,,0.082,0.0,,,True,2.024,,,0.04,,,1.827,622,16.057,0.0,Trumpler 34,0.0,0.069,0.025,0.12,,,,,0.024,280.0545,,,,,0.027,O
2997,19.57,16.86,14.6,13.48,14.14,11.419,10.53,10.245,1.6435930735930746,0.5554970760233937,1.3245794392523382,3.6076608187134522,4.522897196261684,6.916542056074766,1.6115789473684214,2.0471962616822434,3.8703738317757,1.3050467289719618,0.6468431372549031,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.3432778,0.0,,0.079,0.0,,,True,1.579,,,0.04,,,1.595,3,15.744,0.01,Trumpler 34,0.0,0.063,0.023,0.103,,,,,0.026,280.0552083,,,,,0.024,O
2998,16.28,14.61,12.89,12.0,12.53,10.53,9.924,9.689,0.8583982683982707,0.006315789473686495,0.6105607476635533,2.3074269005847956,3.0400934579439247,4.94373831775701,1.2047368421052618,1.553457943925232,3.003785046728971,1.0385981308411218,0.4063267973856213,umag_gmag_rmag,,-8.4845,0.0,,0.094,0.0,,,False,0.919,,,0.01,,,0.803,391,16.461,0.0,Trumpler 34,0.0,0.066,0.023,0.1,,,,,0.029,280.0584167,,,,,0.027,O
3000,18.61,16.36,14.33,13.33,13.89,11.54,10.753,10.498,1.2921212121212124,0.31859649122807077,0.9919158878504681,3.0636257309941515,3.852336448598131,5.981308411214953,1.4510526315789467,1.8264485981308407,3.4460747663551397,1.1570093457943926,0.5703333333333318,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-8.4624167,0.0,,0.064,0.0,,,False,0.788,,,0.03,,,0.683,320,15.035,0.01,Trumpler 34,0.0,0.041,0.022,0.06,,,,,0.025,280.059875,,,,,0.021,O
3002,19.27,16.94,14.8,13.71,14.35,11.588,10.815,10.546,1.3202164502164484,0.2711111111111095,1.0107943925233622,3.144152046783625,4.032616822429905,6.3614953271028005,1.5089473684210533,1.9318224299065423,3.7055140186915883,1.2694392523364482,0.5444379084967317,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.3760278,0.0,,0.069,0.0,,,True,0.882,,,0.04,,,0.929,73,15.312,0.0,Trumpler 34,0.0,0.048,0.025,0.074,,,,,0.026,280.0602083,,,,,0.026,O
3006,19.02,16.67,14.38,13.24,13.92,11.153,10.387,10.07,1.269437229437227,0.16362573099414934,0.949299065420558,3.253333333333332,4.19289719626168,6.631588785046728,1.6300000000000008,2.0771962616822437,3.935233644859814,1.3306542056074773,0.49665359477124177,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.5648611,0.0,,0.084,0.0,,,True,1.42,,,0.03,,,1.234,618,16.176,0.0,Trumpler 34,0.0,0.064,0.022,0.101,,,,,0.022,280.061625,,,,,0.023,O
3007,18.51,16.27,14.19,13.11,13.74,11.202,10.346,10.058,1.2585281385281406,0.2257309941520491,0.9513551401869185,3.0063157894736863,3.8826168224299096,6.188971962616826,1.4547368421052633,1.8718224299065425,3.6280841121495335,1.2566355140186918,0.6112941176470585,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-8.35775,0.0,,0.066,0.0,,,True,1.458,,,0.02,,,1.327,33,15.191,0.0,Trumpler 34,0.0,0.051,0.022,0.081,,,,,0.024,280.06225,,,,,0.023,O
3014,19.58,17.56,15.65,14.7,15.23,12.972,12.251,12.05,1.118744588744589,0.19695906432748567,0.8332242990654213,2.774444444444441,3.5217757009345774,5.543738317757009,1.3599999999999979,1.7157009345794376,3.2537850467289724,1.0985981308411228,0.550215686274511,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-8.4608889,0.01,,0.056,0.0,,,True,1.178,,,0.04,,,1.087,318,13.925,0.01,Trumpler 34,0.0,0.04,0.035,0.061,,,,,0.033,280.0738333,,,,,0.032,O
3015,20.29,16.89,14.1,12.64,13.6,10.106,9.07,8.703,2.0835064935064915,0.6909356725146187,1.7242523364485967,4.414093567251463,5.704018691588785,8.852242990654203,1.9447368421052649,2.558691588785048,4.963271028037383,1.7291588785046716,0.7241699346405217,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-8.5098889,0.0,,0.047,0.0,,,True,0.588,,,0.11,,,0.525,463,12.547,0.0,Trumpler 34,0.0,0.027,0.02,0.04,,,,,0.024,280.0740417,,,,,0.023,B
3016,19.67,17.12,14.95,13.81,14.52,11.88,11.063,10.759,1.5260606060606061,0.44011695906432813,1.2257009345794396,3.3333333333333375,4.302056074766358,6.749158878504673,1.5100000000000025,1.971074766355142,3.837523364485981,1.3390654205607462,0.5586993464052288,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-8.5018889,0.0,,0.1,0.0,,,True,1.01,,,0.07,,,0.942,446,16.67,0.0,Trumpler 34,0.0,0.072,0.022,0.112,,,,,0.024,280.074125,,,,,0.023,O
3021,17.97,16.2,14.32,13.31,13.94,11.517,10.803,10.569,0.8829004329004331,-0.07216374269005787,0.6188785046728971,2.4214619883040926,3.2806542056074743,5.448971962616819,1.295263157894736,1.7042056074766343,3.358084112149531,1.186635514018691,0.515176470588234,umag_gmag_rmag | umag_rmag_Hamag | umag_imag_Hamag,,-8.5511667,0.01,,0.09,0.01,,,False,0.946,,,0.03,,,0.862,588,16.328,0.0,Trumpler 34,0.0,0.063,0.022,0.097,,,,,0.025,280.08,,,,,0.024,O
3022,18.67,16.36,14.24,13.18,13.8,11.267,10.46,10.177,1.3096536796536824,0.28298245614035356,1.0060747663551435,3.1406432748538027,4.0023364485981325,6.266448598130844,1.5063157894736832,1.9164485981308406,3.640654205607477,1.2338317757009354,0.5665424836601283,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag,,-8.4250833,0.01,,0.053,0.0,,,False,0.633,,,0.02,,,0.603,211,13.951,0.01,Trumpler 34,0.0,0.033,0.022,0.05,,,,,0.024,280.0801667,,,,,0.023,O
3027,20.69,17.51,14.94,13.62,14.48,11.284,10.356,10.017,1.9673160173160162,0.7004093567251446,1.6366822429906536,4.144385964912282,5.302897196261685,8.147009345794396,1.8057894736842126,2.3571962616822457,4.528971962616826,1.5611214953271035,0.639960784313726,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-8.5266389,0.01,,0.065,0.0,,,True,0.785,,,0.13,,,0.718,512,15.072,0.0,Trumpler 34,0.0,0.042,0.023,0.062,,,,,0.026,280.0847083,,,,,0.024,O
3028,20.14,16.66,14.01,12.48,13.43,9.984,8.943,8.58,2.2295670995670998,0.8155555555555565,1.8348130841121502,4.268947368421054,5.566261682242992,8.849719626168223,1.7642105263157903,2.381682242990655,4.885841121495326,1.7963551401869151,0.7325686274509812,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-8.38975,0.01,,0.078,0.0,,,False,1.176,,,0.07,,,1.08,97,15.855,0.01,Trumpler 34,0.0,0.057,0.023,0.09,,,,,0.024,280.0848333,,,,,0.023,O
3034,19.78,17.4,15.14,13.95,14.71,11.933,11.15,10.82,1.3135930735930772,0.18087719298245952,1.009859813084116,3.19251461988304,4.222056074766356,6.781775700934583,1.5710526315789446,2.0610747663551385,4.014672897196262,1.4030841121495345,0.5026078431372544,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-8.5068611,0.0,,0.11,0.0,,,True,1.315,,,0.07,,,0.715,460,17.153,0.0,Trumpler 34,0.0,0.08,0.022,0.117,,,,,0.026,280.0947083,,,,,0.024,O
3038,18.5,17.56,16.22,15.45,15.95,14.252,13.258,13.565,0.30770562770562915,-0.4049707602339163,0.1199532710280391,1.343391812865499,2.0175700934579455,3.676168224299066,0.8942105263157896,1.2150934579439254,2.4814953271028033,0.9101869158878501,1.2548496732026162,Jmag_Hmag_Kmag,,-8.4234722,0.0,,0.065,0.0,,,True,0.64,,,0.02,,,0.784,202,15.005,0.01,Trumpler 34,0.01,0.042,0.046,0.065,,,,,0.064,280.1015833,,,,,,O
