,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,RAJ2000,DEJ2000,em
6402,20.57,18.84,16.59,15.79,16.21,14.277,13.518,13.183,0.6683116883116889,-0.21415204678362554,0.39042056074766474,3.0069005847953214,3.610654205607478,5.305981308411218,1.7868421052631576,2.074205607476636,3.362056074766357,0.9177570093457956,0.4743594771241809,umag_rmag_imag,117.4819583,-25.4613333,0.0
6409,17.75,17.11,15.83,15.49,15.61,14.927,14.537,15.024,0.03601731601731695,-0.3926315789473671,-0.12401869158878431,1.5064327485380118,1.7061682242990648,2.4102803738317746,1.0831578947368417,1.1782242990654197,1.7091588785046716,0.37364485981308376,0.8037908496731999,Jmag_Hmag_Kmag,117.49325,-25.5515278,0.0
6414,20.66,18.69,16.47,15.72,16.01,14.595,13.883,13.67,0.9224675324675302,0.07684210526315671,0.6049532710280368,3.277719298245618,3.742897196261686,5.3031775700934585,1.785789473684214,2.0071962616822465,3.1854672897196274,0.8313084112149518,0.5310196078431395,umag_rmag_imag,117.4952917,-25.5177222,0.0
6416,20.61,19.05,17.15,16.65,16.78,15.775,15.238,15.082,0.6634632034632013,0.030175438596488746,0.4037850467289712,2.851812865497077,3.1003738317757046,4.122803738317761,1.6105263157894758,1.728831775700938,2.496588785046733,0.5364485981308419,0.4044509803921587,umag_rmag_imag,117.49875,-25.4742222,0.0
6424,18.71,17.91,16.64,16.32,16.47,15.71,15.725,15.312,0.20073593073593166,-0.21350877192982365,0.0665420560747666,1.6807602339181287,1.9047663551401857,2.5778504672897182,1.0847368421052626,1.1913551401869147,1.7014485981308398,0.36205607476635504,-0.3659150326797375,Jmag_Hmag_Kmag,117.5098333,-25.4454167,0.0
6425,20.23,18.37,16.16,15.41,15.76,13.997,13.349,12.911,0.8171861471861463,-0.02678362573099502,0.5306074766355131,3.1577192982456146,3.681214953271028,5.258317757009346,1.7757894736842115,2.0249532710280382,3.220046728971963,0.8481308411214953,0.27584313725490117,umag_rmag_imag,117.510625,-25.4629167,0.0
6429,18.82,18.29,16.82,16.41,16.55,15.747,15.355,15.887,-0.16363636363636191,-0.6683625730994132,-0.3562616822429885,1.5012865497076022,1.7375700934579443,2.5853271028037392,1.2326315789473672,1.3450934579439244,1.9840186915887845,0.4492523364485984,0.8440261437908491,Jmag_Hmag_Kmag,117.5155417,-25.4760278,0.0
6443,19.23,18.7,17.25,16.72,16.95,15.921,15.716,15.18,-0.15419913419913267,-0.7321052631578937,-0.3613551401869146,1.3353216374268997,1.6884112149532708,2.7980373831775722,1.1431578947368408,1.311214953271027,2.1508878504672904,0.5944859813084125,-0.2504248366013067,Jmag_Hmag_Kmag,117.5397917,-25.4805556,0.0
6500,18.44,18.0,16.59,16.2,16.33,15.606,15.285,14.682,-0.22532467532467404,-0.7073684210526305,-0.41060747663551345,1.3756140350877202,1.5972897196261682,2.4028037383177576,1.1842105263157894,1.2897196261682238,1.896588785046729,0.4264485981308414,-0.19135294117647061,Jmag_Hmag_Kmag,117.576625,-25.4541111,0.0
6501,17.85,17.39,16.0,15.61,15.76,14.106,14.639,14.617,-0.19588744588744522,-0.6746198830409353,-0.37023364485981247,1.3756140350877202,1.6167289719626181,2.427850467289722,1.1642105263157898,1.278971962616823,1.8914485981308424,0.4320560747663558,-0.5516928104575145,Jmag_Hmag_Kmag,117.5772083,-25.4573889,0.0
6521,16.93,16.41,15.34,15.12,15.18,14.783,14.756,14.461,0.015108225108224627,-0.3022807017543868,-0.1064953271028043,1.3223976608187127,1.434485981308411,1.885140186915889,0.9426315789473684,0.9959813084112152,1.3345794392523378,0.23682242990654284,-0.22365359477124247,Jmag_Hmag_Kmag,117.5852917,-25.4505278,0.0
6527,18.24,17.7,16.44,16.11,16.22,15.546,14.09,14.074,-0.05454545454545445,-0.4735087719298252,-0.21383177570093548,1.3985964912280653,1.5861682242990602,2.2677570093457926,1.0689473684210495,1.1582242990654175,1.6717289719626163,0.36084112149532876,1.4424052287581695,Jmag_Hmag_Kmag,117.5874583,-25.4444167,0.0
6547,19.22,18.66,17.22,16.83,16.99,16.368,15.912,14.76,-0.1194805194805213,-0.6064912280701777,-0.290607476635516,1.5256140350877188,1.7764485981308407,2.5903738317757017,1.2142105263157905,1.3335981308411227,1.9488785046728991,0.43485981308411276,-0.5228235294117677,Jmag_Hmag_Kmag,117.5954167,-25.4721944,0.0
6572,18.1,17.39,16.13,15.79,15.9,15.256,15.113,14.709,0.11545454545454559,-0.3098830409356723,-0.0489252336448589,1.5564327485380143,1.7464485981308449,2.447757009345798,1.0631578947368439,1.1535981308411236,1.6817289719626192,0.37084112149532733,-0.20026797385620837,Jmag_Hmag_Kmag,117.6100417,-25.4440278,0.0
6596,19.35,17.21,14.97,14.22,14.56,12.807,12.042,11.853,1.0830303030303037,0.2340935672514628,0.7902336448598137,3.467719298245615,3.9814953271028046,5.555794392523365,1.8057894736842108,2.0503271028037386,3.242616822429907,0.8453271028037384,0.6044117647058829,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag,117.6254583,-25.4733056,0.0
6597,16.75,15.03,13.04,12.5,12.66,11.562,10.994,10.878,0.7809956709956716,0.10730994152046902,0.512850467289721,3.0531578947368443,3.3406542056074784,4.450373831775701,1.6773684210526323,1.8142056074766362,2.6488785046728966,0.5848598130841114,0.46943790849673195,umag_rmag_imag,117.6267917,-25.4964444,0.0
6610,18.73,17.11,15.09,14.44,14.72,13.218,12.634,12.463,0.6668398268398281,-0.08192982456140219,0.40266355140187104,2.8493567251461993,3.2803738317757025,4.640654205607479,1.6436842105263152,1.8488317757009345,2.878037383177571,0.7285046728971969,0.43870588235293984,umag_rmag_imag,117.6380833,-25.48175,0.0
6616,18.57,18.1,16.64,16.22,16.37,15.578,15.191,15.676,-0.2189177489177504,-0.7283625730994179,-0.41116822429906663,1.4191228070175417,1.667570093457944,2.5378504672897235,1.2168421052631577,1.3350934579439264,1.9914485981308452,0.46205607476635746,0.799091503267972,Jmag_Hmag_Kmag,117.6413333,-25.4658056,0.0
6617,18.03,16.33,14.27,13.6,13.89,12.388,11.783,11.626,0.7279653679653715,-0.0401754385964872,0.45719626168224736,2.9450292397660838,3.390654205607479,4.7931775700934605,1.6721052631578934,1.8842056074766347,2.9454672897196255,0.7513084112149535,0.4716013071895429,umag_rmag_imag,117.6424583,-25.5273333,0.0
6624,18.74,18.31,16.93,16.55,16.67,14.867,15.775,14.357,-0.2211688311688309,-0.6918713450292386,-0.40532710280373685,1.3477777777777777,1.5572897196261688,2.340280373831775,1.1599999999999997,1.2597196261682242,1.8491588785046715,0.4136448598130834,-2.1128366013071895,Jmag_Hmag_Kmag,117.7184167,-25.5028056,0.0
6628,20.62,19.0,16.91,16.25,16.49,15.197,14.309,14.071,0.6338095238095249,-0.13292397660818578,0.34154205607476684,2.907192982456141,3.301775700934579,4.670560747663551,1.7078947368421051,1.8957009345794384,2.928317757009345,0.727289719626168,0.685777777777778,umag_rmag_imag | Jmag_Hmag_Kmag,117.722875,-25.5447778,0.0
6636,16.8,14.57,12.88,12.09,12.49,10.634,9.932,9.684,1.4325541125541132,0.649181286549708,1.170560747663552,2.959064327485379,3.5409345794392517,5.210934579439254,1.2326315789473674,1.5095794392523358,2.777196261682244,0.9021495327102814,0.491281045751633,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag,118.8237083,-27.9105,0.0
6648,16.43,14.41,12.76,12.0,12.41,10.567,9.868,9.651,1.2414285714285709,0.483801169590643,1.001308411214953,2.7455555555555557,3.32981308411215,4.9434579439252335,1.2100000000000004,1.4880841121495332,2.7146261682242994,0.8749532710280372,0.5146209150326791,umag_gmag_rmag | umag_gmag_Hamag,118.92725,-27.8379444,0.0
6682,18.57,17.31,15.98,15.4,15.57,14.066,13.526,13.665,0.6324242424242449,0.042514619883043725,0.37373831775701194,1.884502923976608,2.1914953271028037,3.382897196261682,0.9942105263157878,1.1403271028037365,2.0363084112149514,0.6276635514018692,0.658104575163399,Jmag_Hmag_Kmag,118.9845833,-30.1218611,0.0
6784,17.92,17.37,16.29,15.66,15.99,14.584,13.219,14.101,0.04038961038961031,-0.5399999999999996,-0.15289719626168174,0.8636842105263197,1.3384112149532748,2.6732710280373846,0.7152631578947393,0.9412149532710304,1.9551869158878514,0.7225233644859803,2.1144117647058835,Jmag_Hmag_Kmag,119.0599167,-29.9950556,0.0
6817,14.58,14.19,13.58,13.22,13.45,12.552,9.734,9.546,0.10216450216450301,-0.22830409356725012,0.013084112149533256,0.5621052631578956,0.8736448598130834,1.6480373831775679,0.4015789473684208,0.5498598130841112,1.1408878504672875,0.4244859813084103,2.6582614379084957,Jmag_Hmag_Kmag,119.0812083,-30.0932222,0.0
6818,17.85,17.26,16.15,15.49,15.84,14.481,13.779,13.742,0.06623376623376476,-0.5382456140350886,-0.133271028037384,0.8971929824561454,1.3986915887850508,2.7983177570093463,0.7278947368421093,0.9665887850467326,2.0300467289719637,0.7581308411214936,0.6705620915032687,Jmag_Hmag_Kmag,119.081375,-30.0421389,0.0
6883,19.4,17.54,15.59,14.54,15.12,12.685,11.941,11.653,0.9398701298701297,-0.05228070175438626,0.6273831775700931,2.532807017543858,3.353177570093456,5.586355140186916,1.3421052631578938,1.7325700934579429,3.4309345794392523,1.2126168224299072,0.49929411764705844,umag_gmag_rmag,119.1400417,-30.0842222,0.0
6911,18.62,16.36,14.31,13.12,13.85,11.255,10.392,10.143,1.2926839826839849,0.19473684210526487,0.9815420560747683,2.86251461988304,3.862897196261682,6.414205607476638,1.3610526315789455,1.8371962616822417,3.782383177570094,1.3946728971962632,0.651431372549022,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag,119.19725,-30.1403611,0.0
6918,17.25,15.25,13.48,12.53,12.88,10.849,10.027,9.779,1.164805194805195,0.26619883040935655,0.7928504672897203,2.614444444444443,3.186822429906542,5.158317757009348,1.219999999999999,1.4924299065420559,2.9800467289719643,1.048130841121497,0.6112810457516356,umag_gmag_rmag | umag_gmag_Hamag,130.55925,-44.9106111,0.0
6938,17.61,15.17,13.34,12.33,12.7,10.499,9.712,9.433,1.576493506493506,0.6297076023391812,1.1819158878504668,3.0414619883040936,3.647943925233644,5.7433644859813064,1.245263157894737,1.5339252336448597,3.114906542056074,1.1137383177570088,0.5499411764705892,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag,130.6245417,-45.0085,0.0
6963,17.82,16.03,14.29,13.35,13.89,11.645,10.893,10.677,0.9689610389610372,0.08169590643274693,0.6999999999999991,2.386608187134505,3.1412149532710307,5.146261682242992,1.1957894736842127,1.55495327102804,3.0812149532710302,1.0914018691588783,0.5684705882352921,umag_gmag_rmag,130.6963333,-44.9068056,0.0
6973,17.71,15.42,13.55,12.59,13.07,10.895,10.129,9.912,1.407619047619049,0.48608187134503034,1.0930373831775715,2.9922807017543853,3.6934579439252335,5.721121495327104,1.3142105263157884,1.6479439252336439,3.186635514018692,1.0945794392523374,0.5816209150326809,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag,130.7160833,-44.9015278,0.0
7057,19.54,16.54,14.13,13.09,13.82,11.019,10.052,9.689,1.8628138528138536,0.800877192982457,1.6145794392523374,4.144970760233916,5.108691588785045,7.364205607476635,1.8078947368421032,2.2665887850467272,3.992383177570093,1.2446728971962628,0.6585686274509813,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | Jmag_Hmag_Kmag,145.1184167,-53.8449167,0.0
7059,18.87,16.6,14.53,13.65,14.27,11.833,11.027,10.748,1.293246753246752,0.38959064327485304,1.0832242990654195,3.269590643274857,4.08728971962617,5.996448598130841,1.5605263157894764,1.9497196261682266,3.410654205607477,1.0538317757009334,0.5689411764705893,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag,145.1237083,-53.791,0.0
7063,15.63,15.23,14.48,14.17,14.46,13.274,13.287,12.773,0.04610389610389648,-0.27567251461988296,0.007803738317757658,0.772923976608187,1.1305607476635522,1.8231775700934598,0.5705263157894734,0.7407476635514021,1.2754672897196273,0.391308411214954,-0.44973202614379343,Jmag_Hmag_Kmag,145.12575,-53.9184167,0.0
7064,20.11,16.77,14.16,12.97,13.82,10.665,9.66,9.27,2.108441558441559,0.9177777777777787,1.8374299065420565,4.5025146198830415,5.619532710280374,8.204485981308409,1.9210526315789473,2.4527102803738314,4.431542056074765,1.4283177570093453,0.6736274509803908,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | Jmag_Hmag_Kmag,145.1267083,-53.9203611,0.0
7073,17.55,15.45,13.65,12.81,13.36,11.235,10.524,10.258,1.2506493506493528,0.4171929824561429,1.035467289719628,2.8782456140350883,3.618130841121495,5.42878504672897,1.313684210526315,1.6658411214953257,3.048644859813082,0.9942056074766351,0.4849869281045755,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag,145.1380833,-53.7468611,0.0
7101,19.79,16.82,14.37,13.28,14.08,11.127,10.145,9.784,1.8139393939393924,0.7135087719298232,1.574392523364485,4.094152046783626,5.138130841121496,7.511869158878505,1.8189473684210538,2.3158411214953287,4.134392523364488,1.3142990654205609,0.6752679738562113,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | Jmag_Hmag_Kmag,145.16325,-53.8363889,0.0
7126,17.17,16.96,16.04,15.58,15.89,13.921,14.606,14.417,-0.22411255411255404,-0.669649122807017,-0.3349999999999992,0.5704678362573138,0.9842056074766394,1.9782242990654226,0.6536842105263181,0.8506074766355164,1.6103271028037394,0.5469158878504665,-0.8455882352941182,Jmag_Hmag_Kmag,145.1959583,-53.8668333,0.0
7173,18.45,16.61,14.77,13.88,14.47,12.245,11.475,11.253,0.9717748917748917,0.09982456140350981,0.7500000000000007,2.5974269005847965,3.3884112149532717,5.3088785046728955,1.3247368421052639,1.7012149532710283,3.168364485981307,1.0554205607476623,0.5813725490196078,umag_gmag_rmag,145.233875,-53.8586389,0.0
7195,18.47,17.82,16.65,16.05,16.44,15.086,14.624,13.208,0.09792207792207575,-0.4782456140350888,-0.05289719626168299,1.0901754385964941,1.6158878504672927,2.90841121495327,0.8226315789473715,1.0728504672897226,2.059766355140187,0.7093457943925214,-0.7411372549019613,Jmag_Hmag_Kmag,145.2562083,-53.7883056,0.0
7234,13.55,13.83,13.34,13.1,13.27,12.308,12.494,12.461,-0.5112121212121207,-0.7453216374269002,-0.5652336448598126,-0.08192982456140285,0.1419626168224305,0.6628971962616832,0.3510526315789475,0.45761682242990664,0.8563084112149536,0.2876635514018694,-0.214039215686274,Jmag_Hmag_Kmag,145.3285417,-53.9093889,0.0
7247,18.82,16.84,14.96,14.01,14.54,12.153,11.416,11.125,1.092900432900434,0.17608187134502984,0.8085046728971965,2.7044444444444427,3.4517757009345775,5.473738317757009,1.3299999999999985,1.6857009345794376,3.2237850467289717,1.0985981308411223,0.4897450980392155,umag_gmag_rmag | umag_gmag_Hamag,145.36825,-53.7095833,0.0
7252,17.75,15.5,13.59,12.65,13.28,11.02,10.242,9.969,1.3487445887445888,0.4333333333333338,1.119252336448598,3.016608187134504,3.8586915887850464,5.888971962616821,1.3657894736842109,1.766588785046729,3.3180841121495317,1.1166355140186908,0.546039215686272,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag,145.3820417,-53.8039167,0.0
7253,18.3,16.24,14.4,13.57,14.1,11.965,11.197,10.948,1.191774891774895,0.3580701754386002,0.9700000000000031,2.8904093567251468,3.6084112149532706,5.393738317757009,1.3594736842105244,1.701214953271026,3.06378504672897,0.9785981308411213,0.5564313725490213,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag,145.3825417,-53.9314722,0.0
7258,17.67,17.29,16.24,15.87,16.12,14.759,14.878,14.738,-0.1154545454545432,-0.5251461988304066,-0.21593457943924876,0.9799415204678406,1.3133644859813143,2.1130841121495374,0.8357894736842117,0.9944859813084131,1.6057476635514032,0.44009345794392496,-0.2379542483660133,Jmag_Hmag_Kmag,145.3899583,-53.74,0.0
7262,18.31,16.42,14.64,13.86,14.38,12.254,11.544,11.281,1.0500865800865766,0.25818713450291986,0.8509345794392491,2.7212280701754357,3.4172897196261665,5.101214953271029,1.3284210526315796,1.6597196261682257,2.946355140186919,0.925794392523366,0.4865359477124175,umag_gmag_rmag | umag_gmag_Hamag,145.3940417,-53.8104167,0.0
7283,17.91,15.83,14.15,13.37,13.74,11.831,11.08,10.872,1.2872727272727276,0.5119298245614032,1.0154672897196266,2.8112280701754373,3.3614953271028036,5.003364485981311,1.2284210526315782,1.490327102803738,2.734906542056076,0.8837383177570107,0.5742679738562084,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag,156.7074167,-57.6515278,0.0
7307,17.64,15.49,13.57,12.66,13.13,10.965,10.131,9.837,1.2440259740259745,0.34608187134502977,0.9479439252336457,2.963099415204679,3.6423364485981318,5.5685981308411225,1.393157894736842,1.7164485981308413,3.179205607476636,1.0417757009345798,0.5841960784313718,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag,156.7845833,-57.6180556,0.0
7387,15.76,15.58,14.82,14.44,14.52,13.016,12.773,13.357,-0.17861471861471878,-0.5466666666666672,-0.3599065420560752,0.4777777777777764,0.6484112149532699,1.4201869158878508,0.5399999999999994,0.6212149532710275,1.1994392523364492,0.4024299065420569,0.7392091503267973,Jmag_Hmag_Kmag,156.922375,-57.7287222,0.0
7410,17.86,15.93,14.19,13.4,13.78,11.8,11.102,10.887,1.1089610389610387,0.3173099415204681,0.8349065420560746,2.709064327485381,3.2714953271028038,4.935887850467288,1.2826315789473692,1.5503271028037384,2.8123364485981295,0.8965420560747652,0.5153202614379091,umag_gmag_rmag | umag_gmag_Hamag,156.9608333,-57.6155278,0.0
7418,16.08,14.36,12.83,12.11,12.41,10.708,10.037,9.838,0.9980519480519473,0.2857894736842095,0.7267757009345789,2.374210526315787,2.8417757009345777,4.345700934579439,1.1131578947368412,1.3357009345794386,2.4728971962616826,0.8041121495327112,0.5019150326797366,umag_gmag_rmag,156.9720833,-57.7216389,0.0
7430,16.87,14.44,12.51,11.62,12.13,9.924,9.015,8.747,1.5193073593073612,0.6324561403508788,1.2534112149532735,3.2774269005847962,3.9906542056074787,5.888691588785051,1.4147368421052626,1.7542056074766357,3.1989252336448613,1.0329906542056084,0.6812875816993448,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | Jmag_Hmag_Kmag,157.0076667,-57.6604167,0.0
7443,17.73,15.4,13.58,12.79,13.21,11.21,10.457,10.182,1.4712121212121212,0.6663157894736838,1.2145327102803745,3.1890643274853794,3.7903738317757023,5.4659813084112185,1.3626315789473682,1.6488317757009352,2.9220560747663575,0.9077570093457958,0.5193398692810456,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag,157.0310833,-57.7066944,0.0
7451,17.6,15.44,13.74,13.03,13.4,11.529,10.841,10.613,1.3578354978355,0.6238011695906454,1.120934579439255,2.996374269005848,3.529532710280375,5.033364485981312,1.2889473684210515,1.5427102803738313,2.6849065420560754,0.8137383177570104,0.4942745098039224,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag,157.05975,-57.65625,0.0
7457,17.63,15.72,14.04,13.12,13.67,11.634,11.019,10.791,1.117272727272725,0.25269005847952997,0.8658411214953254,2.47093567251462,3.230373831775702,5.198785046728973,1.1473684210526331,1.5088317757009364,3.008644859813086,1.0742056074766357,0.421274509803922,umag_gmag_rmag | umag_gmag_Hamag,282.0054167,-5.7658611,0.0
7459,19.4,17.32,15.43,14.3,15.0,12.923,12.167,11.957,1.1881818181818162,0.15497076023391698,0.8983177570093441,2.595497076023392,3.5520560747663543,5.976635514018688,1.2357894736842119,1.6910747663551409,3.5400934579439243,1.3262616822429896,0.5775686274509815,umag_gmag_rmag | umag_gmag_Hamag,282.00675,-5.9854167,0.0
7469,17.87,16.09,14.32,13.24,13.92,11.977,11.271,11.035,0.9448051948051962,-0.03666666666666507,0.6747196261682258,2.236315789473685,3.1612149532710285,5.481588785046729,1.1447368421052628,1.584953271028037,3.3552336448598123,1.2706542056074768,0.5054771241830055,umag_gmag_rmag,282.011625,-5.9415833,0.0
7472,17.45,15.72,14.07,13.15,13.71,11.726,11.022,10.849,0.95142857142857,0.09181286549707468,0.7062149532710271,2.260935672514619,3.030093457943925,5.001308411214953,1.117368421052632,1.4834579439252342,2.9860747663551406,1.0770093457943926,0.557006535947713,umag_gmag_rmag,282.0125833,-5.8915,0.0
7480,19.15,17.01,15.27,14.36,14.9,12.924,12.245,12.072,1.3189610389610351,0.45081871345028834,1.0652803738317724,2.7730994152046775,3.520373831775701,5.46626168224299,1.213157894736844,1.568831775700937,3.051214953271031,1.061401869158879,0.5320065359477126,umag_gmag_rmag | umag_gmag_Hamag,282.0160833,-5.7690833,0.0
7482,19.08,17.28,15.41,14.28,15.01,12.98,12.145,11.951,0.9176190476190444,-0.11228070175438964,0.6437850467289687,2.2954970760233895,3.281214953271026,5.714205607476635,1.2157894736842112,1.6849532710280384,3.5423831775700956,1.3346728971962627,0.6701633986928122,Jmag_Hmag_Kmag,282.0165417,-5.9675,0.0
7484,17.97,16.1,14.48,13.6,14.13,12.233,11.584,11.371,1.1055844155844126,0.27643274853800825,0.8665887850467262,2.4195906432748515,3.1498130841121483,5.03373831775701,1.1105263157894742,1.4580841121495338,2.8937850467289747,1.0285981308411225,0.4680196078431389,umag_gmag_rmag | umag_gmag_Hamag,282.0169583,-5.8726111,0.0
7485,17.16,15.43,13.73,12.71,13.35,11.502,10.844,10.648,0.9278354978354987,-0.0038011695906419174,0.670560747663552,2.1892982456140357,3.0606542056074755,5.251495327102801,1.109473684210526,1.5242056074766346,3.1955140186915867,1.1994392523364479,0.49146405228758316,umag_gmag_rmag,282.0174167,-5.9469444,0.0
7487,18.6,16.37,14.49,13.39,14.08,12.002,11.295,11.026,1.342900432900433,0.33046783625731035,1.0635981308411218,2.7719883040935693,3.711495327102805,6.07411214953271,1.2431578947368433,1.690327102803739,3.4926635514018693,1.2934579439252332,0.47843790849673273,umag_gmag_rmag | umag_gmag_Hamag,282.017875,-5.9778889,0.0
7490,15.43,15.11,14.07,13.33,13.82,12.763,11.641,11.481,-0.17073593073593002,-0.8146198830409348,-0.33705607476635424,0.4598830409356719,1.117009345794392,2.713644859813084,0.6115789473684201,0.9243457943925225,2.144065420560747,0.8773831775700938,0.9860522875816992,Jmag_Hmag_Kmag,282.01825,-5.9428611,0.0
7499,18.86,16.81,15.01,14.01,14.64,12.439,11.681,11.454,1.200649350649352,0.2652046783625748,0.9447196261682262,2.6336257309941518,3.4903738317757016,5.638971962616823,1.2210526315789463,1.6288317757009338,3.2680841121495323,1.1766355140186917,0.5651241830065381,umag_gmag_rmag | umag_gmag_Hamag,282.0249167,-5.9002222,0.0
7501,18.58,16.51,14.65,13.55,14.24,12.198,11.5,11.274,1.1923376623376587,0.18321637426900228,0.9137850467289683,2.591988304093566,3.531495327102802,5.894112149532707,1.2231578947368438,1.6703271028037394,3.4726635514018698,1.2934579439252332,0.50597385620915,umag_gmag_rmag | umag_gmag_Hamag,282.0285,-5.9736389,0.0
7502,18.18,16.06,14.15,13.03,13.75,11.639,10.883,10.64,1.2187445887445905,0.18859649122807176,0.943411214953273,2.6676608187134487,3.641214953271027,6.051682242990655,1.261578947368419,1.7249532710280358,3.5649532710280374,1.3218691588785059,0.5495294117647074,umag_gmag_rmag | umag_gmag_Hamag,282.0287083,-5.9375833,0.0
7503,18.19,15.56,13.42,12.18,12.96,10.29,9.387,9.042,1.6202164502164509,0.4754970760233923,1.3057009345794406,3.2616959064327498,4.3228971962616844,6.986822429906545,1.4221052631578952,1.927196261682244,3.9595327102803752,1.4586915887850473,0.6098627450980374,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,282.029125,-5.7654722,0.0
7505,17.34,15.54,13.73,12.65,13.35,11.329,10.654,10.388,0.9459307359307373,-0.04216374269005674,0.6845327102803751,2.2963157894736836,3.240654205607475,5.56663551401869,1.184736842105262,1.634205607476634,3.4100934579439235,1.2762616822429906,0.4489869281045759,umag_gmag_rmag,282.0295,-5.9659444,0.0
7507,17.94,15.83,14.03,13.02,13.61,11.771,11.065,10.851,1.2606493506493517,0.31883040935672624,0.9792523364485992,2.681461988304096,3.5017757009345813,5.658878504672899,1.2152631578947377,1.60570093457944,3.248364485981309,1.1754205607476633,0.5241699346405253,umag_gmag_rmag | umag_gmag_Hamag,282.03125,-5.8431944,0.0
7517,19.05,16.89,14.95,13.83,14.51,12.35,11.593,11.388,1.2445887445887442,0.20947368421052648,0.9477570093457943,2.737660818713453,3.672336448598133,6.071588785046729,1.291578947368423,1.7364485981308426,3.565233644859813,1.310654205607476,0.5828169934640519,umag_gmag_rmag | umag_gmag_Hamag,282.0456667,-5.8023333,0.0
7519,20.0,17.24,15.21,14.13,14.81,12.442,11.679,11.377,1.802121212121215,0.7776023391812898,1.522289719626171,3.4763157894736834,4.401214953271027,6.721588785046728,1.4047368421052608,1.844953271028035,3.6152336448598104,1.2706542056074768,0.5063986928104578,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,282.0470833,-5.9196389,0.0
7523,18.92,16.96,15.01,13.93,14.63,12.213,11.478,11.203,1.0398701298701303,0.02859649122807051,0.7732242990654217,2.596315789473686,3.5406542056074795,5.866635514018695,1.3247368421052643,1.774205607476637,3.550093457943927,1.276261682242991,0.5013398692810449,umag_gmag_rmag,282.0490833,-5.9496667,0.0
7525,17.76,15.91,14.26,13.36,13.91,11.929,11.285,11.085,1.0714285714285727,0.22456140350877307,0.8313084112149549,2.4052631578947388,3.1598130841121517,5.088785046728975,1.128947368421053,1.4880841121495332,2.9586448598130852,1.0542056074766362,0.4740653594771249,umag_gmag_rmag | umag_gmag_Hamag,282.0492917,-5.8857222,0.0
7531,20.13,17.32,15.25,14.13,14.84,12.348,11.549,11.273,1.833246753246752,0.7766081871345021,1.5468224299065407,3.5176608187134506,4.481495327102802,6.88915887850467,1.421578947368422,1.8803271028037385,3.71752336448598,1.3190654205607466,0.5644901960784329,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,282.0516667,-5.9595,0.0
7533,19.29,17.31,15.49,14.47,15.12,12.807,12.118,11.894,1.1212121212121224,0.16970760233918325,0.8645327102803748,2.559298245614035,3.440373831775699,5.634018691588782,1.2294736842105252,1.6488317757009328,3.3229439252336417,1.202242990654205,0.498673202614379,umag_gmag_rmag | umag_gmag_Hamag,282.0522083,-5.9287778,0.0
7534,17.53,17.05,16.02,15.37,15.77,14.378,13.955,12.756,-0.006017316017316088,-0.5908771929824566,-0.17196261682242997,0.7193567251462002,1.267009345794394,2.6609345794392545,0.6536842105263168,0.9143457943925245,1.9771962616822447,0.7621495327102809,-0.5957581699346401,Jmag_Hmag_Kmag,282.0523333,-5.8956667,0.0
