,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
408,17.33,16.78,15.59,15.32,15.4,14.884,14.676,14.739,0.059499999999998054,-0.668235294117647,0.34720930232557845,1.3530232558139519,1.0058139534883732,gmag_rmag_imag_Hamag,,-25.4494167,0.0,,0.056,0.0,,,False,0.332,,,0.01,,,0.301,610,15.818,0.01,Haffner 16,0.01,0.031,0.112,0.041,,,,,0.039,117.6059167,,,,,0.055,O
409,18.45,17.61,16.02,15.61,15.71,14.877,14.543,14.177,0.0951666666666664,-1.147647058823522,0.5865116279069731,1.946279069767435,1.3597674418604617,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5041111,0.0,,0.063,0.0,,,True,0.693,,,0.01,,,0.562,942,16.427,0.0,Haffner 16,0.01,0.041,0.072,0.057,,,,,0.043,117.6074583,,,,,0.056,O
410,18.51,17.9,16.34,15.91,16.03,15.219,14.909,14.674,-0.17116666666666291,-1.3776470588235188,0.3058139534883727,1.5895348837209275,1.2837209302325547,gmag_rmag_imag_Hamag,,-25.4915278,0.0,,0.069,0.01,,,True,0.688,,,0.01,,,0.517,869,16.772,0.0,Haffner 16,0.01,0.047,0.105,0.064,,,,,0.04,117.6080833,,,,,0.051,O
411,19.53,18.78,17.14,16.62,16.81,15.858,15.308,15.365,-0.19466666666666566,-1.3658823529411892,0.2683720930232618,1.4709302325581517,1.2025581395348897,gmag_rmag_imag_Hamag,,-25.4498333,0.01,,0.107,0.01,,,True,0.744,,,0.03,,,0.583,616,17.605,0.01,Haffner 16,0.01,0.084,0.211,0.116,,,,,0.072,117.6089167,,,,,0.088,O
412,18.2,17.73,16.39,16.02,16.12,15.491,15.29,15.083,-0.2021666666666695,-1.2611764705882342,0.21651162790697215,1.326279069767434,1.1097674418604617,gmag_rmag_imag_Hamag,,-25.4972778,0.0,,0.069,0.01,,,True,0.528,,,0.01,,,0.388,900,16.706,0.01,Haffner 16,0.01,0.045,0.14,0.061,,,,,0.052,117.6090417,,,,,0.094,O
413,18.67,18.11,16.67,16.26,16.39,15.546,15.318,15.217,-0.18483333333333118,-1.2352941176470644,0.23046511627907473,1.3711627906976798,1.1406976744186048,gmag_rmag_imag_Hamag,,-25.5374167,0.01,,0.076,0.01,,,True,0.565,,,0.01,,,0.446,1109,17.049,0.01,Haffner 16,0.01,0.053,0.164,0.072,,,,,0.057,117.6095833,,,,,0.078,O
414,18.1,17.39,16.13,15.79,15.9,15.256,15.113,14.709,0.0923333333333346,-0.7647058823529322,0.4311627906976723,1.437906976744183,1.0067441860465105,gmag_rmag_imag_Hamag,,-25.4440278,0.0,,0.064,0.01,,,False,0.421,,,0.01,,,0.34,571,16.383,0.01,Haffner 16,0.01,0.04,0.125,0.053,,,,,0.039,117.6100417,,,,,0.063,O
417,19.85,18.73,16.99,16.51,16.67,15.681,15.174,15.018,0.24800000000000688,-0.9317647058823315,0.7144186046511636,2.08604651162791,1.371627906976746,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4517778,0.01,,0.101,0.01,,,True,0.833,,,0.02,,,0.575,633,17.48,0.01,Haffner 16,0.01,0.079,0.146,0.109,,,,,0.133,117.612625,,,,,0.101,O
419,17.9,17.4,16.03,15.67,15.79,15.061,14.864,14.997,-0.15400000000000202,-1.038823529411778,0.19581395348837421,1.2895348837209317,1.0937209302325575,gmag_rmag_imag_Hamag,,-25.4393889,0.0,,0.063,0.01,,,False,0.52,,,0.01,,,0.409,547,16.358,0.01,Haffner 16,0.01,0.039,0.137,0.052,,,,,0.046,117.6134583,,,,,0.079,O
420,18.66,18.15,16.72,16.3,16.44,15.689,15.16,14.951,-0.2529999999999949,-1.2852941176470423,0.15511627906976772,1.2627906976744177,1.1076744186046499,gmag_rmag_imag_Hamag,,-25.5232222,0.01,,0.075,0.01,,,True,0.601,,,0.01,,,0.462,1029,17.01,0.01,Haffner 16,0.01,0.052,0.143,0.071,,,,,0.067,117.613875,,,,,0.085,O
421,17.54,16.72,15.16,14.74,14.85,14.022,13.711,13.59,0.057000000000000606,-1.167647058823533,0.5411627906976764,1.8479069767441882,1.3067441860465117,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5338056,0.0,,0.053,0.0,,,True,0.679,,,0.01,,,0.54,1083,15.535,0.0,Haffner 16,0.0,0.029,0.054,0.04,,,,,0.036,117.6149167,,,,,0.049,O
422,17.42,16.56,15.01,14.6,14.7,13.949,13.603,13.522,0.11516666666666953,-1.1276470588235303,0.6065116279069808,1.9262790697674457,1.319767441860465,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5048889,0.0,,0.052,0.0,,,True,0.674,,,0.01,,,0.519,947,15.411,0.0,Haffner 16,0.0,0.027,0.044,0.038,,,,,0.03,117.6151667,,,,,0.025,O
424,19.71,18.46,16.65,16.09,16.28,15.096,14.486,14.403,0.23266666666666924,-1.1223529411764548,0.7683720930232528,2.1409302325581363,1.3725581395348834,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4421667,0.01,,0.092,0.01,,,False,0.903,,,0.02,,,0.714,558,17.216,0.01,Haffner 16,0.01,0.071,0.076,0.101,,,,,0.045,117.6162917,,,,,0.049,O
425,15.98,15.44,14.01,13.65,13.73,13.074,12.781,12.691,-0.11399999999999788,-1.2552941176470545,0.3372093023255822,1.583023255813954,1.2458139534883717,gmag_rmag_imag_Hamag,,-25.5213889,0.0,,0.046,0.0,,,False,0.597,,,0.0,,,0.412,1017,14.354,0.0,Haffner 16,0.0,0.018,0.026,0.026,,,,,0.022,117.6180833,,,,,0.022,O
427,16.64,16.08,14.7,14.32,14.45,13.662,13.398,13.353,-0.13033333333332908,-1.0429411764705865,0.23046511627907473,1.311162790697681,1.080697674418606,gmag_rmag_imag_Hamag,,-25.5354167,0.0,,0.048,0.0,,,False,0.557,,,0.0,,,0.43,1093,14.94,0.0,Haffner 16,0.01,0.022,0.049,0.032,,,,,0.033,117.6190833,,,,,0.033,O
428,17.1,15.57,13.65,13.06,13.29,11.996,11.421,11.258,0.4581666666666684,-0.7782352941176542,0.9469767441860514,2.3374418604651246,1.390465116279073,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4893611,0.0,,0.046,0.0,,,False,0.913,,,0.0,,,0.74,855,14.205,0.0,Haffner 16,0.0,0.02,0.019,0.031,,,,,0.024,117.6198333,,,,,0.023,O
430,19.06,18.34,16.72,16.25,16.41,15.502,15.084,14.827,-0.13383333333333214,-1.267647058823523,0.3144186046511615,1.5660465116279068,1.251627906976745,gmag_rmag_imag_Hamag,,-25.4671667,0.01,,0.092,0.01,,,True,0.758,,,0.02,,,0.533,731,17.199,0.01,Haffner 16,0.01,0.07,0.114,0.096,,,,,0.064,117.620875,,,,,0.073,O
431,17.7,16.19,14.19,13.55,13.83,12.367,11.785,11.663,0.34733333333333394,-0.7982352941176463,0.8002325581395349,2.155581395348841,1.3553488372093059,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5230556,0.0,,0.048,0.0,,,False,0.967,,,0.01,,,0.796,1028,14.806,0.0,Haffner 16,0.0,0.024,0.027,0.037,,,,,0.028,117.6214583,,,,,0.031,O
432,17.21,16.72,15.52,15.24,15.33,14.82,14.578,14.426,-0.01866666666666339,-0.7282352941176422,0.2618604651162815,1.2546511627907,0.9927906976744183,gmag_rmag_imag_Hamag,,-25.4705278,0.0,,0.055,0.0,,,True,0.371,,,0.01,,,0.314,753,15.747,0.01,Haffner 16,0.01,0.03,0.084,0.04,,,,,0.044,117.6220833,,,,,0.06,O
434,18.15,17.68,16.21,15.8,15.92,15.022,14.741,14.792,-0.2748333333333346,-1.3894117647058901,0.16581395348837308,1.359534883720932,1.1937209302325589,gmag_rmag_imag_Hamag,,-25.4968056,0.0,,0.065,0.0,,,True,0.628,,,0.01,,,0.489,896,16.527,0.01,Haffner 16,0.01,0.042,0.122,0.058,,,,,0.073,117.6239167,,,,,0.135,O
435,17.1,16.65,15.29,14.93,15.02,14.395,14.113,14.045,-0.20399999999999596,-1.2811764705882303,0.22186046511628238,1.374651162790701,1.1527906976744184,gmag_rmag_imag_Hamag,,-25.4426944,0.0,,0.054,0.0,,,False,0.548,,,0.0,,,0.395,560,15.617,0.01,Haffner 16,0.01,0.029,0.055,0.04,,,,,0.026,117.6240417,,,,,0.029,O
436,16.71,16.32,15.02,14.69,14.78,14.123,13.907,13.75,-0.20949999999999946,-1.148823529411766,0.1618604651162801,1.2546511627907,1.0927906976744197,gmag_rmag_imag_Hamag,,-25.4849444,0.0,,0.05,0.0,,,True,0.473,,,0.0,,,0.363,835,15.169,0.0,Haffner 16,0.0,0.024,0.07,0.033,,,,,0.037,117.6246667,,,,,0.051,O
437,17.28,16.49,14.92,14.49,14.6,13.744,13.335,13.311,0.008833333333336801,-1.261764705882353,0.5111627906976788,1.8279069767441904,1.3167441860465114,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5356944,0.0,,0.051,0.0,,,False,0.689,,,0.01,,,0.482,1095,15.325,0.0,Haffner 16,0.0,0.026,0.041,0.037,,,,,0.024,117.6251667,,,,,0.027,O
438,19.35,17.21,14.97,14.22,14.56,12.807,12.042,11.853,0.777500000000001,-0.488823529411766,1.2781395348837223,2.7353488372093047,1.4572093023255823,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4733056,0.01,,0.055,0.0,,,False,1.107,,,0.02,,,0.98,773,15.703,0.0,Haffner 16,0.0,0.033,0.029,0.051,,,,,0.024,117.6254583,,,,,0.025,O
439,16.75,15.03,13.04,12.5,12.66,11.562,10.994,10.878,0.7390000000000024,-0.7164705882352878,1.3144186046511632,2.9360465116279078,1.6216279069767443,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4964444,0.0,,0.044,0.0,,,False,0.951,,,0.0,,,0.662,892,13.626,0.0,Haffner 16,0.0,0.017,0.034,0.027,,,,,0.029,117.6267917,,,,,0.041,O
440,19.05,18.03,16.35,15.9,16.05,15.064,14.781,14.439,0.2024999999999978,-0.9035294117647115,0.639767441860464,1.9744186046511607,1.3346511627906967,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4999167,0.01,,0.069,0.0,,,True,0.759,,,0.02,,,0.601,921,16.78,0.01,Haffner 16,0.01,0.047,0.1,0.066,,,,,0.06,117.6274583,,,,,0.096,O
441,17.8,17.34,16.03,15.68,15.8,15.131,14.856,14.865,-0.17583333333333495,-1.0147058823529436,0.15581395348837057,1.1895348837209254,1.0337209302325547,gmag_rmag_imag_Hamag,,-25.4461389,0.01,,0.063,0.01,,,False,0.488,,,0.01,,,0.41,586,16.324,0.01,Haffner 16,0.01,0.039,0.14,0.052,,,,,0.039,117.6281667,,,,,0.066,O
442,16.96,16.49,15.12,14.76,14.86,14.181,13.935,13.782,-0.1839999999999964,-1.1970588235294086,0.2165116279069802,1.3562790697674454,1.1397674418604653,gmag_rmag_imag_Hamag,,-25.4449444,0.0,,0.052,0.01,,,False,0.539,,,0.0,,,0.408,577,15.453,0.01,Haffner 16,0.01,0.027,0.068,0.037,,,,,0.045,117.6290833,,,,,0.055,O
443,18.46,17.72,16.16,15.69,15.87,14.849,14.649,14.475,-0.11383333333333234,-1.119411764705887,0.28372093023256106,1.429302325581398,1.1455813953488367,gmag_rmag_imag_Hamag,,-25.5028056,0.01,,0.065,0.0,,,True,0.685,,,0.01,,,0.585,930,16.53,0.01,Haffner 16,0.01,0.043,0.08,0.059,,,,,0.03,117.6293333,,,,,0.041,O
444,16.51,15.93,14.51,14.12,14.23,13.53,13.251,13.083,-0.12849999999999906,-1.2152941176470535,0.3011627906976733,1.4679069767441824,1.1667441860465089,gmag_rmag_imag_Hamag,,-25.545,0.0,,0.048,0.0,,,False,0.566,,,0.0,,,0.445,1156,14.837,0.0,Haffner 16,0.0,0.022,,0.031,,,,,0.029,117.6296667,,,,,0.031,O
445,15.92,15.53,14.17,13.82,13.91,13.261,12.992,12.92,-0.2458333333333319,-1.2770588235294105,0.1618604651162801,1.3146511627906987,1.1527906976744184,gmag_rmag_imag_Hamag,,-25.44925,0.0,,0.046,0.0,,,False,0.52,,,0.0,,,0.396,608,14.447,0.01,Haffner 16,0.0,0.018,0.032,0.026,,,,,0.026,117.6305833,,,,,0.027,O
446,18.89,18.05,16.48,15.95,16.18,15.08,14.877,14.73,-0.12283333333333535,-1.0835294117647112,0.25697674418604555,1.297441860465115,1.0404651162790692,gmag_rmag_imag_Hamag,,-25.5103333,0.01,,0.071,0.0,,,True,0.625,,,0.01,,,0.493,969,16.881,0.01,Haffner 16,0.01,0.048,0.115,0.065,,,,,0.036,117.6319167,,,,,0.052,O
447,18.03,17.5,15.97,15.55,15.67,14.787,14.495,14.431,-0.23299999999999854,-1.39352941176471,0.22581395348837535,1.4795348837209348,1.2537209302325594,gmag_rmag_imag_Hamag,,-25.4986389,0.01,,0.059,0.0,,,True,0.67,,,0.01,,,0.475,912,16.183,0.01,Haffner 16,0.01,0.036,0.096,0.05,,,,,0.033,117.6325833,,,,,0.053,O
448,16.9,16.55,15.24,14.9,15.0,14.397,14.172,14.148,-0.2676666666666684,-1.1888235294117686,0.09651162790697565,1.1762790697674421,1.0797674418604666,gmag_rmag_imag_Hamag,,-25.4828333,0.0,,0.053,0.0,,,True,0.504,,,0.0,,,0.377,821,15.532,0.01,Haffner 16,0.0,0.028,0.066,0.038,,,,,0.037,117.633625,,,,,0.055,O
449,17.65,17.17,15.73,15.34,15.43,14.746,14.36,14.359,-0.22850000000000403,-1.4435294117647142,0.2518604651162764,1.4846511627906969,1.2327906976744203,gmag_rmag_imag_Hamag,,-25.4986111,0.0,,0.059,0.0,,,True,0.656,,,0.01,,,0.454,911,16.114,0.0,Haffner 16,0.01,0.035,0.09,0.048,,,,,0.059,117.6339583,,,,,0.075,O
450,17.83,17.44,16.14,15.8,15.88,15.253,15.078,14.779,-0.22766666666666924,-1.277058823529414,0.18720930232557834,1.3030232558139512,1.1158139534883726,gmag_rmag_imag_Hamag,,-25.4645833,0.0,,0.064,0.0,,,False,0.499,,,0.01,,,0.358,717,16.423,0.01,Haffner 16,0.01,0.04,0.123,0.053,,,,,0.047,117.6347917,,,,,0.091,O
451,18.66,17.68,15.97,15.46,15.62,14.53,14.079,14.052,0.0535000000000011,-1.264117647058833,0.5744186046511676,1.9160465116279148,1.3416279069767472,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4628611,0.01,,0.061,0.0,,,False,0.771,,,0.01,,,0.6,706,16.316,0.01,Haffner 16,0.01,0.039,0.066,0.055,,,,,0.047,117.635,,,,,0.061,O
452,18.73,17.11,15.09,14.44,14.72,13.218,12.634,12.463,0.43916666666666737,-0.7523529411764653,0.9102325581395333,2.2855813953488333,1.3753488372092997,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.48175,0.01,,0.054,0.0,,,False,1.007,,,0.01,,,0.812,815,15.742,0.0,Haffner 16,0.0,0.032,0.023,0.048,,,,,0.024,117.6380833,,,,,0.025,O
454,18.21,17.77,16.46,16.13,16.22,15.613,15.472,15.208,-0.15950000000000197,-1.0988235294117767,0.21186046511628082,1.3146511627906987,1.1027906976744177,gmag_rmag_imag_Hamag,,-25.4485,0.01,,0.082,0.01,,,False,0.471,,,0.01,,,0.381,605,16.758,0.01,Haffner 16,0.01,0.058,0.174,0.077,,,,,0.053,117.6391667,,,,,0.095,O
455,18.37,17.71,16.2,15.73,15.92,15.016,14.692,14.71,-0.19383333333333086,-1.1352941176470552,0.17837209302325746,1.2509302325581442,1.0725581395348867,gmag_rmag_imag_Hamag,,-25.5091111,0.0,,0.067,0.0,,,True,0.612,,,0.01,,,0.507,964,16.597,0.01,Haffner 16,0.01,0.044,0.107,0.06,,,,,0.033,117.6392917,,,,,0.048,O
456,19.7,18.64,16.93,16.43,16.6,15.64,15.071,14.932,0.15166666666666562,-1.0558823529411674,0.629069767441855,1.947674418604643,1.3186046511627878,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5116944,0.01,,0.098,0.01,,,True,0.774,,,0.02,,,0.375,976,17.373,0.01,Haffner 16,0.01,0.075,0.132,0.1,,,,,0.072,117.639625,,,,,0.063,O
457,17.89,17.41,15.94,15.53,15.67,14.873,14.476,14.475,-0.26483333333333303,-1.2511764705882327,0.12511627906976658,1.2727906976744174,1.1476744186046508,gmag_rmag_imag_Hamag,,-25.4547778,0.01,,0.061,0.0,,,False,0.741,,,0.01,,,0.477,651,16.302,0.01,Haffner 16,0.01,0.039,0.083,0.053,,,,,0.032,117.6403333,,,,,0.044,O
458,18.57,18.1,16.64,16.22,16.37,15.578,15.191,15.676,-0.29300000000000403,-1.2611764705882342,0.08976744186045876,1.2044186046511527,1.1146511627906939,gmag_rmag_imag_Hamag,,-25.4658056,0.01,,0.075,0.01,,,True,0.591,,,0.01,,,0.513,724,16.995,0.01,Haffner 16,0.01,0.052,,0.071,,,,,0.068,117.6413333,,,,,0.061,O
459,18.03,16.33,14.27,13.6,13.89,12.388,11.783,11.626,0.48283333333333656,-0.7364705882352856,0.9648837209302334,2.3572093023255793,1.3923255813953457,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5273333,0.0,,0.049,0.0,,,False,1.009,,,0.01,,,0.854,1053,14.921,0.0,Haffner 16,0.0,0.025,0.026,0.039,,,,,0.022,117.6424583,,,,,0.023,O
460,18.84,18.08,16.47,15.98,16.16,15.275,14.813,14.862,-0.130166666666662,-1.2276470588235202,0.30372093023256064,1.4993023255813982,1.1955813953488375,gmag_rmag_imag_Hamag,,-25.5203889,0.01,,0.072,0.01,,,True,0.726,,,0.02,,,0.546,1011,16.919,0.01,Haffner 16,0.01,0.05,0.124,0.069,,,,,0.044,117.7078333,,,,,0.044,O
462,18.52,17.88,16.54,16.16,16.3,15.467,15.318,15.2,-0.05033333333333079,-0.8988235294117546,0.2851162790697667,1.3027906976744168,1.01767441860465,gmag_rmag_imag_Hamag,,-25.5358056,0.0,,0.069,0.01,,,True,0.476,,,0.01,,,0.392,1097,16.769,0.01,Haffner 16,0.01,0.046,0.161,0.061,,,,,0.064,117.7094583,,,,,0.103,O
463,16.7,16.28,14.88,14.47,14.59,13.808,13.617,13.419,-0.3248333333333353,-1.4394117647058908,0.11581395348837237,1.2395348837209328,1.1237209302325604,gmag_rmag_imag_Hamag,,-25.4902778,0.0,,0.048,0.0,,,False,0.456,,,0.0,,,0.44,859,14.851,0.01,Haffner 16,0.0,0.021,0.041,0.03,,,,,0.037,117.71175,,,,,0.048,O
464,16.12,15.82,14.54,14.21,14.27,13.689,13.428,13.348,-0.299499999999996,-1.4311764705882324,0.14790697674419007,1.2897674418604734,1.1418604651162831,gmag_rmag_imag_Hamag,,-25.4706389,0.0,,0.048,0.0,,,False,0.49,,,0.0,,,0.338,754,14.815,0.01,Haffner 16,0.0,0.021,0.093,0.029,,,,,0.067,117.711875,,,,,0.09,O
465,18.97,18.16,16.55,16.1,16.21,15.279,14.777,14.829,-0.007499999999999729,-1.370000000000001,0.5311627906976748,1.8879069767441874,1.3567441860465124,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5076111,0.01,,0.074,0.01,,,True,0.728,,,0.02,,,0.54,958,16.964,0.01,Haffner 16,0.01,0.051,0.114,0.07,,,,,0.052,117.716625,,,,,0.065,O
466,18.74,18.31,16.93,16.55,16.67,14.867,15.775,14.357,-0.26033333333333164,-1.2370588235293998,0.12581395348836943,1.2295348837209246,1.103720930232555,gmag_rmag_imag_Hamag,,-25.5028056,0.01,,0.082,0.01,,,True,0.666,,,0.01,,,0.424,931,16.83,0.01,Haffner 16,0.01,0.059,,0.08,,,,,,117.7184167,,,,,0.13,O
467,16.88,16.41,15.15,14.81,14.93,14.324,14.058,13.964,-0.1476666666666674,-0.9405882352941233,0.16581395348837308,1.149534883720933,0.9837209302325598,gmag_rmag_imag_Hamag,,-25.5110556,0.0,,0.052,0.0,,,True,0.438,,,0.0,,,0.352,971,15.442,0.0,Haffner 16,0.0,0.027,0.056,0.037,,,,,0.03,117.719625,,,,,0.03,O
468,17.3,16.85,15.52,15.14,15.28,14.571,14.387,14.246,-0.24033333333333207,-1.0888235294117672,0.09511627906977,1.102790697674426,1.007674418604656,gmag_rmag_imag_Hamag,,-25.5265278,0.0,,0.055,0.0,,,True,0.496,,,0.01,,,0.383,1050,15.828,0.0,Haffner 16,0.01,0.031,0.08,0.042,,,,,0.033,117.7200417,,,,,0.037,O
469,17.41,16.9,15.45,15.03,15.17,14.384,14.151,14.062,-0.2529999999999981,-1.2852941176470538,0.15511627906976772,1.2827906976744172,1.1276744186046495,gmag_rmag_imag_Hamag,,-25.4808889,0.0,,0.054,0.0,,,False,0.567,,,0.01,,,0.299,812,15.703,0.01,Haffner 16,0.0,0.03,0.063,0.04,,,,,0.043,117.7202917,,,,,0.043,O
470,20.62,19.0,16.91,16.25,16.49,15.197,14.309,14.071,0.42100000000000093,-1.0729411764705992,1.0116279069767495,2.5490697674418694,1.5374418604651199,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5447778,0.01,,0.099,0.01,,,True,1.04,,,0.05,,,0.727,1154,17.462,0.01,Haffner 16,0.01,0.079,,0.112,,,,,0.062,117.722875,,,,,,O
471,15.84,15.55,14.28,13.95,14.03,13.549,13.25,13.195,-0.3095000000000009,-1.3129411764705896,0.08720930232558047,1.173023255813954,1.0858139534883733,gmag_rmag_imag_Hamag,,-25.5460278,0.0,,0.047,0.0,,,True,0.472,,,0.0,,,0.338,1162,14.551,0.0,Haffner 16,0.0,0.019,0.041,0.027,,,,,0.028,117.7240417,,,,,0.033,O
473,16.94,15.95,14.22,13.68,13.89,12.778,12.282,12.108,0.009000000000000563,-1.1258823529411757,0.4576744186046513,1.704186046511625,1.2465116279069737,gmag_rmag_imag_Hamag,,-25.5161389,0.0,,0.047,0.0,,,False,0.783,,,0.0,,,0.619,1003,14.706,0.0,Haffner 16,0.0,0.022,0.026,0.033,,,,,0.024,117.7257917,,,,,0.024,O
474,16.19,15.74,14.54,14.25,14.34,13.859,13.695,13.589,-0.07683333333333053,-0.8323529411764654,0.2218604651162806,1.2146511627907008,0.9927906976744201,gmag_rmag_imag_Hamag,,-25.5284167,0.0,,0.047,0.0,,,True,0.316,,,0.0,,,0.365,1059,14.7,0.0,Haffner 16,0.0,0.02,0.047,0.028,,,,,0.028,117.72975,,,,,0.03,O
478,16.8,14.57,12.88,12.09,12.49,10.634,9.932,9.684,0.7948333333333324,-0.27058823529412157,1.2160465116279071,1.9851162790697667,0.7690697674418596,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-27.9105,0.0,,0.05,0.0,,,True,1.228,,,0.01,,,1.034,204,13.725,0.0,NGC 2483,0.0,0.033,0.021,0.053,,,,,0.022,118.8237083,,,,,0.022,O
490,16.43,14.41,12.76,12.0,12.41,10.567,9.868,9.651,0.6393333333333338,-0.2241176470588222,0.9806976744186044,1.686744186046512,0.7060465116279075,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,,-27.8379444,0.0,,0.048,0.0,,,False,1.197,,,0.01,,,1.026,76,13.586,0.0,NGC 2483,0.0,0.031,0.023,0.05,,,,,0.023,118.92725,,,,,0.022,O
747,15.27,14.78,13.73,13.09,13.12,12.208,11.761,11.482,-0.6726666666666672,-3.421176470588244,0.4139534883720949,1.394883720930235,0.9809302325581399,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,,-29.9745833,0.0,,0.049,0.0,,,True,1.221,,,0.01,,,0.669,43,14.484,0.0,NGC 2489,0.0,0.023,0.021,0.035,,,,,0.023,119.1856667,,,,,0.023,O
758,15.75,15.47,14.63,14.14,14.15,13.419,12.96,12.887,-0.6101666666666675,-2.7976470588235336,0.2546511627906976,1.0716279069767445,0.8169767441860468,umag_gmag_rmag_Hamag,,-44.859,0.0,,0.073,0.0,,,False,0.633,,,0.01,,,0.54,14,14.949,0.0,NGC 2659,0.0,0.041,0.034,0.061,,,,,0.026,130.5457917,,,,,0.028,O
760,17.25,15.25,13.48,12.53,12.88,10.849,10.027,9.779,0.2741666666666651,-1.8470588235294105,1.1127906976744155,2.07697674418604,0.9641860465116247,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-44.9106111,0.01,,0.053,0.0,,,False,1.228,,,0.01,,,1.23,57,14.238,0.0,NGC 2659,0.0,0.034,0.019,0.058,,,,,0.024,130.55925,,,,,0.022,O
762,15.85,15.66,14.83,14.33,14.4,13.656,13.298,13.162,-0.7183333333333336,-2.567058823529411,0.012558139534882579,0.6813953488372078,0.6688372093023252,umag_gmag_rmag_Hamag,,-45.00475,0.01,,0.074,0.0,,,True,0.521,,,0.01,,,0.642,199,15.022,0.0,NGC 2659,0.0,0.041,0.039,0.064,,,,,0.036,130.5719167,,,,,0.043,O
763,14.55,14.24,13.39,12.88,12.94,12.145,11.772,11.677,-0.6164999999999988,-2.5752941176470663,0.15790697674418985,0.8697674418604716,0.7118604651162818,umag_gmag_rmag_Hamag,,-44.9563611,0.0,,0.048,0.0,,,True,0.654,,,0.0,,,0.543,126,13.743,0.0,NGC 2659,0.0,0.024,0.019,0.036,,,,,0.023,130.5797083,,,,,0.024,O
771,15.47,14.05,12.7,11.98,12.15,10.801,10.166,10.002,0.11200000000000232,-2.1064705882352883,0.9890697674418608,1.9476744186046533,0.9586046511627925,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-44.971,0.0,,0.045,0.0,,,False,0.997,,,0.01,,,0.887,153,13.271,0.0,NGC 2659,0.0,0.024,0.019,0.038,,,,,0.023,130.5959167,,,,,0.022,O
780,17.61,15.17,13.34,12.33,12.7,10.499,9.712,9.433,0.6051666666666671,-1.6635294117647117,1.5020930232558158,2.480232558139539,0.9781395348837233,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-45.0085,0.01,,0.051,0.01,,,False,1.302,,,0.01,,,1.278,204,14.109,0.0,NGC 2659,0.0,0.033,0.019,0.057,,,,,0.022,130.6245417,,,,,0.022,O
815,17.71,15.42,13.55,12.59,13.07,10.895,10.129,9.912,0.5459999999999998,-0.787647058823532,1.073255813953489,1.8381395348837204,0.7648837209302315,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,,-44.9015278,0.01,,0.057,0.0,,,False,1.289,,,0.02,,,1.201,44,14.386,0.0,NGC 2659,0.0,0.036,0.021,0.062,,,,,0.023,130.7160833,,,,,0.022,O
