,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
304,18.52,18.0,16.59,16.19,16.32,15.365,15.046,14.837,-0.20666666666666433,-1.2111764705882335,0.19046511627907203,1.3011627906976795,1.1106976744186072,gmag_rmag_imag_Hamag,,-25.4450278,0.01,,0.072,0.01,,,False,0.602,,,0.01,,,0.46,578,16.868,0.02,Haffner 16,0.01,0.049,0.132,0.067,,,,,0.059,117.5529167,,,,,0.122,O
306,18.57,17.94,16.41,15.93,16.14,15.073,14.731,14.621,-0.24200000000000155,-1.101176470588234,0.09767441860464832,1.1441860465116245,1.0465116279069762,gmag_rmag_imag_Hamag,,-25.4526667,0.01,,0.069,0.01,,,False,0.648,,,0.01,,,0.555,641,16.72,0.01,Haffner 16,0.01,0.046,0.106,0.064,,,,,0.049,117.5535417,,,,,0.053,O
307,17.44,16.79,15.32,14.94,15.04,14.336,13.997,13.889,-0.040333333333332444,-1.1452941176470646,0.3965116279069799,1.6362790697674447,1.239767441860465,gmag_rmag_imag_Hamag,,-25.4882778,0.0,,0.053,0.0,,,True,0.676,,,0.01,,,0.477,850,15.625,0.0,Haffner 16,0.0,0.029,0.063,0.04,,,,,0.04,117.5539583,,,,,0.049,O
308,18.28,17.29,15.65,15.19,15.32,14.455,13.958,13.901,0.154333333333334,-1.1258823529411757,0.66046511627907,2.0011627906976717,1.3406976744186019,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4397778,0.0,,0.058,0.01,,,False,0.748,,,0.01,,,0.552,550,16.091,0.01,Haffner 16,0.01,0.035,0.063,0.049,,,,,0.036,117.5550417,,,,,0.027,O
309,14.03,13.7,12.41,12.1,12.17,11.592,11.345,11.296,-0.2331666666666674,-1.2088235294117664,0.15255813953488315,1.2813953488372074,1.1288372093023242,gmag_rmag_imag_Hamag,,-25.4761944,0.0,,0.043,0.0,,,False,0.487,,,0.0,,,0.338,794,12.699,0.0,Haffner 16,0.0,0.012,0.023,0.018,,,,,0.023,117.555375,,,,,0.023,O
310,18.11,17.19,15.56,15.11,15.24,14.381,13.918,13.874,0.10249999999999637,-1.1317647058823574,0.5904651162790662,1.9211627906976698,1.3306976744186039,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5276111,0.0,,0.057,0.0,,,True,0.74,,,0.01,,,0.537,1054,15.993,0.0,Haffner 16,0.01,0.034,0.056,0.047,,,,,0.036,117.5560833,,,,,0.041,O
311,17.98,17.13,15.52,15.06,15.2,14.297,13.839,13.654,0.01433333333333664,-1.2017647058823542,0.4951162790697721,1.7827906976744257,1.2876744186046536,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4498056,0.01,,0.057,0.01,,,False,0.742,,,0.01,,,0.515,615,15.953,0.01,Haffner 16,0.01,0.033,0.052,0.047,,,,,0.032,117.5564167,,,,,0.029,O
312,17.43,16.99,15.65,15.29,15.42,14.79,14.625,14.575,-0.21400000000000075,-1.0347058823529431,0.11046511627906924,1.1511627906976702,1.0406976744186012,gmag_rmag_imag_Hamag,,-25.5351389,0.0,,0.057,0.0,,,True,0.481,,,0.01,,,0.396,1089,15.919,0.0,Haffner 16,0.01,0.032,0.093,0.044,,,,,0.044,117.558375,,,,,0.065,O
313,18.08,17.42,16.02,15.61,15.79,14.886,14.68,14.384,-0.08483333333333687,-0.8147058823529478,0.20372093023255566,1.189302325581396,0.9855813953488402,gmag_rmag_imag_Hamag,,-25.4493611,0.0,,0.062,0.0,,,False,0.505,,,0.01,,,0.462,609,16.339,0.01,Haffner 16,0.01,0.038,0.08,0.052,,,,,0.039,117.5610833,,,,,0.058,O
316,18.82,17.64,15.76,15.15,15.42,14.115,13.569,13.436,0.0718333333333343,-1.0,0.4955813953488384,1.7539534883720964,1.258372093023258,gmag_rmag_imag_Hamag,,-25.476,0.0,,0.06,0.0,,,True,0.912,,,0.01,,,0.721,791,16.327,0.0,Haffner 16,0.01,0.039,0.048,0.057,,,,,0.023,117.5620417,,,,,0.029,O
317,19.85,18.89,17.16,16.63,16.83,15.692,15.331,15.127,-0.0028333333333343536,-1.1558823529411884,0.4530232558139564,1.722558139534889,1.2695348837209326,gmag_rmag_imag_Hamag,,-25.4663333,0.01,,0.108,0.01,,,True,0.789,,,0.03,,,0.646,725,17.629,0.01,Haffner 16,0.01,0.085,0.163,0.119,,,,,0.066,117.5630833,,,,,0.099,O
318,17.17,16.72,15.37,14.99,15.13,14.441,14.187,14.221,-0.2403333333333285,-1.0888235294117523,0.095116279069769,1.1227906976744189,1.0276744186046498,gmag_rmag_imag_Hamag,,-25.5073611,0.0,,0.054,0.0,,,True,0.503,,,0.01,,,0.428,956,15.657,0.0,Haffner 16,0.0,0.03,0.07,0.041,,,,,0.03,117.5635833,,,,,0.039,O
320,16.89,16.39,15.11,14.78,14.9,14.259,14.083,14.011,-0.09950000000000003,-0.8464705882352885,0.19581395348836972,1.199534883720927,1.0037209302325572,gmag_rmag_imag_Hamag,,-25.4863611,0.0,,0.05,0.0,,,True,0.245,,,0.0,,,0.357,842,15.119,0.0,Haffner 16,0.0,0.023,0.07,0.032,,,,,0.044,117.5646667,,,,,0.057,O
323,16.26,15.97,14.86,14.61,14.58,14.206,14.087,14.098,-0.16416666666666563,-1.5052941176470545,0.36604651162790625,1.5451162790697663,1.1790697674418602,gmag_rmag_imag_Hamag,,-25.4926667,0.0,,0.05,0.0,,,True,0.454,,,0.0,,,0.286,878,15.04,0.0,Haffner 16,0.0,0.023,0.067,0.031,,,,,0.024,117.5667917,,,,,0.031,O
324,16.95,16.53,15.19,14.83,14.95,14.335,13.99,14.068,-0.23400000000000065,-1.1188235294117683,0.11581395348837237,1.179534883720934,1.0637209302325616,gmag_rmag_imag_Hamag,,-25.4882222,0.0,,0.052,0.0,,,False,0.501,,,0.0,,,0.398,849,15.489,0.0,Haffner 16,0.0,0.027,0.071,0.037,,,,,0.036,117.5669167,,,,,0.042,O
328,17.65,17.19,15.77,15.36,15.5,14.805,14.438,14.455,-0.28483333333333616,-1.2711764705882358,0.10511627906976345,1.2027906976744154,1.0976744186046519,gmag_rmag_imag_Hamag,,-25.4866667,0.0,,0.059,0.0,,,True,0.541,,,0.01,,,0.499,844,16.093,0.0,Haffner 16,0.01,0.035,0.11,0.049,,,,,0.049,117.5688333,,,,,0.057,O
329,19.47,18.76,17.13,16.62,16.84,15.771,15.352,15.345,-0.2164999999999988,-1.1494117647058801,0.15232558139534935,1.2758139534883781,1.1234883720930287,gmag_rmag_imag_Hamag,,-25.4744722,0.01,,0.107,0.01,,,True,0.763,,,0.02,,,0.591,782,17.59,0.01,Haffner 16,0.01,0.083,0.208,0.115,,,,,0.073,117.569,,,,,0.095,O
331,14.73,14.41,13.21,12.94,13.0,12.558,12.346,12.302,-0.17050000000000204,-1.0264705882352998,0.16790697674418514,1.2297674418604625,1.0618604651162773,gmag_rmag_imag_Hamag,,-25.4808056,0.0,,0.043,0.0,,,False,0.422,,,0.0,,,0.287,810,13.458,0.0,Haffner 16,0.0,0.014,0.024,0.021,,,,,0.024,117.5701667,,,,,0.023,O
332,17.8,17.3,16.01,15.67,15.8,15.073,14.867,15.156,-0.11766666666666947,-0.8464705882353001,0.17046511627906796,1.16116279069767,0.9906976744186022,gmag_rmag_imag_Hamag,,-25.45275,0.0,,0.061,0.01,,,False,0.428,,,0.01,,,0.393,643,16.264,0.01,Haffner 16,0.01,0.037,0.169,0.05,,,,,0.043,117.5702083,,,,,0.055,O
333,18.97,18.29,16.67,16.16,16.34,15.205,14.831,14.648,-0.24650000000000294,-1.4358823529411895,0.2237209302325588,1.4293023255813944,1.2055813953488355,gmag_rmag_imag_Hamag,,-25.4567222,0.01,,0.072,0.01,,,False,0.727,,,0.02,,,0.583,667,16.912,0.01,Haffner 16,0.02,0.05,0.097,0.07,,,,,0.046,117.5704167,,,,,0.053,O
334,19.56,18.42,16.71,16.19,16.38,15.198,14.73,14.657,0.19533333333333136,-0.9758823529411922,0.6583720930232588,1.930930232558149,1.27255813953489,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4855,0.01,,0.072,0.01,,,True,0.809,,,0.02,,,0.579,840,16.939,0.01,Haffner 16,0.01,0.051,0.116,0.071,,,,,0.057,117.5705,,,,,0.079,O
335,19.34,18.15,16.45,15.98,16.1,15.25,14.712,14.585,0.3361666666666703,-1.0541176470588094,0.885813953488371,2.3095348837209264,1.4237209302325553,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4575556,0.01,,0.071,0.01,,,True,0.757,,,0.02,,,0.581,671,16.844,0.01,Haffner 16,0.01,0.049,0.099,0.068,,,,,0.079,117.571125,,,,,0.089,O
337,18.05,17.59,16.22,15.85,15.98,15.197,14.901,14.967,-0.21216666666666417,-1.0788235294117543,0.13046511627906882,1.2011627906976727,1.070697674418604,gmag_rmag_imag_Hamag,,-25.4611389,0.0,,0.066,0.0,,,False,0.495,,,0.01,,,0.42,694,16.536,0.01,Haffner 16,0.01,0.042,0.136,0.057,,,,,0.052,117.5722917,,,,,0.083,O
338,18.91,18.43,16.93,16.52,16.65,15.832,15.586,15.5,-0.26483333333333303,-1.3152941176470663,0.15046511627907289,1.3511627906976802,1.200697674418607,gmag_rmag_imag_Hamag,,-25.4665,0.01,,0.099,0.01,,,True,0.693,,,0.01,,,0.395,728,17.432,0.01,Haffner 16,0.01,0.075,0.226,0.1,,,,,0.065,117.5727917,,,,,0.097,O
341,16.94,16.54,15.16,14.79,14.9,14.237,13.883,13.995,-0.2721666666666662,-1.267058823529409,0.1211627906976736,1.2479069767441817,1.126744186046508,gmag_rmag_imag_Hamag,,-25.4717222,0.0,,0.052,0.0,,,True,0.537,,,0.01,,,0.393,761,15.468,0.01,Haffner 16,0.01,0.027,0.055,0.037,,,,,0.029,117.5757917,,,,,0.029,O
342,18.44,18.0,16.59,16.2,16.33,15.606,15.285,14.682,-0.26849999999999963,-1.227058823529421,0.11046511627907374,1.2211627906976812,1.1106976744186072,gmag_rmag_imag_Hamag,,-25.4541111,0.01,,0.074,0.01,,,True,0.584,,,0.01,,,0.436,649,16.952,0.01,Haffner 16,0.01,0.051,,0.068,,,,,0.07,117.576625,,,,,0.108,O
343,17.85,17.39,16.0,15.61,15.76,14.106,14.639,14.617,-0.24850000000000005,-1.0788235294117656,0.07976744186046525,1.1244186046511628,1.0446511627906976,gmag_rmag_imag_Hamag,,-25.4573889,0.0,,0.059,0.0,,,False,0.435,,,0.01,,,0.316,669,16.012,0.01,Haffner 16,0.01,0.034,0.107,0.045,,,,,,117.5772083,,,,,0.075,O
344,18.08,16.79,14.84,14.19,14.47,13.041,12.449,12.339,0.10916666666666552,-1.0823529411764672,0.5802325581395315,1.885581395348831,1.3053488372092994,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.5277222,0.0,,0.052,0.0,,,True,0.945,,,0.01,,,0.786,1055,15.448,0.0,Haffner 16,0.0,0.029,0.026,0.044,,,,,0.024,117.5774167,,,,,0.023,O
346,17.92,17.45,16.03,15.64,15.75,15.014,14.714,14.571,-0.2384999999999985,-1.3252941176470643,0.19116279069767844,1.3579069767441898,1.166744186046511,gmag_rmag_imag_Hamag,,-25.5128611,0.0,,0.063,0.0,,,True,0.572,,,0.01,,,0.457,984,16.365,0.0,Haffner 16,0.01,0.04,0.106,0.054,,,,,0.046,117.57875,,,,,0.058,O
347,18.54,18.0,16.49,16.04,16.2,15.299,14.977,14.641,-0.2774999999999993,-1.3194117647058783,0.1344186046511618,1.2760465116279076,1.1416279069767457,gmag_rmag_imag_Hamag,,-25.4580278,0.01,,0.072,0.01,,,True,0.686,,,0.01,,,0.478,676,16.893,0.01,Haffner 16,0.01,0.05,0.115,0.068,,,,,0.09,117.5792917,,,,,0.097,O
349,17.78,17.33,15.88,15.47,15.6,14.837,14.53,14.573,-0.2948333333333306,-1.3452941176470639,0.1204651162790753,1.2711627906976801,1.1506976744186046,gmag_rmag_imag_Hamag,,-25.5395833,0.0,,0.061,0.0,,,True,0.594,,,0.01,,,0.467,1126,16.231,0.01,Haffner 16,0.01,0.037,0.094,0.051,,,,,0.029,117.579625,,,,,0.052,O
350,17.34,16.93,15.57,15.2,15.32,14.597,14.404,14.369,-0.2621666666666682,-1.1929411764705886,0.10581395348836986,1.1895348837209254,1.0837209302325554,gmag_rmag_imag_Hamag,,-25.4521389,0.0,,0.056,0.0,,,False,0.519,,,0.01,,,0.408,634,15.844,0.01,Haffner 16,0.01,0.032,0.107,0.043,,,,,0.115,117.5804583,,,,,0.119,O
351,19.23,18.56,17.01,16.52,16.73,15.886,15.33,15.397,-0.2201666666666684,-1.125294117647065,0.13767441860465102,1.2041860465116232,1.0665116279069722,gmag_rmag_imag_Hamag,,-25.4633611,0.01,,0.103,0.01,,,True,0.639,,,0.02,,,0.532,710,17.436,0.01,Haffner 16,0.01,0.078,0.206,0.106,,,,,0.08,117.5805833,,,,,0.09,O
353,17.47,17.03,15.64,15.24,15.37,14.622,14.411,14.298,-0.2866666666666694,-1.2911764705882467,0.11046511627907019,1.201162790697678,1.0906976744186077,gmag_rmag_imag_Hamag,,-25.4556667,0.0,,0.057,0.0,,,False,0.57,,,0.01,,,0.442,661,15.961,0.01,Haffner 16,0.01,0.033,0.094,0.045,,,,,0.065,117.5822083,,,,,0.091,O
355,18.39,17.82,16.36,15.93,16.11,15.24,15.041,14.955,-0.21116666666666561,-1.0329411764705885,0.11372093023255936,1.1593023255813983,1.0455813953488389,gmag_rmag_imag_Hamag,,-25.5214444,0.0,,0.068,0.0,,,True,0.585,,,0.01,,,0.478,1018,16.708,0.01,Haffner 16,0.01,0.045,0.161,0.062,,,,,0.06,117.5823333,,,,,0.074,O
356,18.19,17.77,16.38,16.01,16.12,15.393,15.153,15.198,-0.2521666666666601,-1.2470588235293978,0.14116279069767773,1.2779069767441915,1.1367441860465135,gmag_rmag_imag_Hamag,,-25.5281944,0.0,,0.069,0.01,,,True,0.515,,,0.01,,,0.459,1057,16.689,0.01,Haffner 16,0.01,0.045,0.182,0.062,,,,,0.047,117.5826667,,,,,0.08,O
357,18.76,18.15,16.58,16.11,16.25,15.294,14.921,14.718,-0.24383333333332802,-1.5058823529411631,0.25511627906976914,1.5027906976744196,1.2476744186046504,gmag_rmag_imag_Hamag,,-25.46375,0.01,,0.086,0.01,,,True,0.692,,,0.01,,,0.567,712,17.007,0.01,Haffner 16,0.01,0.064,0.11,0.089,,,,,0.037,117.583,,,,,0.071,O
360,17.96,17.53,16.21,15.84,15.96,15.356,15.111,15.051,-0.24216666666666864,-1.172941176470589,0.12581395348836943,1.1695348837209258,1.0437209302325563,gmag_rmag_imag_Hamag,,-25.4576667,0.0,,0.065,0.0,,,False,0.476,,,0.01,,,0.399,673,16.499,0.01,Haffner 16,0.01,0.041,0.144,0.056,,,,,0.059,117.5840833,,,,,0.08,O
365,14.82,14.34,12.97,12.62,12.69,12.045,11.752,11.712,-0.15583333333333538,-1.3152941176470663,0.30255813953488353,1.5113953488372078,1.2088372093023243,gmag_rmag_imag_Hamag,,-25.5351667,0.0,,0.043,0.0,,,False,0.56,,,0.0,,,0.392,1090,13.292,0.0,Haffner 16,0.0,0.014,0.026,0.021,,,,,0.026,117.5862917,,,,,0.027,O
366,18.02,17.38,15.86,15.45,15.55,14.697,14.494,14.255,-0.10483333333333289,-1.3476470588235212,0.38651162790697385,1.6762790697674355,1.2897674418604614,gmag_rmag_imag_Hamag,,-25.5366389,0.0,,0.059,0.0,,,True,0.712,,,0.01,,,0.483,1102,16.178,0.0,Haffner 16,0.01,0.036,0.082,0.05,,,,,0.062,117.5865,,,,,0.072,O
367,18.44,17.92,16.44,16.02,16.14,15.371,15.046,14.915,-0.24300000000000332,-1.4035294117647115,0.2158139534883693,1.4195348837209258,1.2037209302325564,gmag_rmag_imag_Hamag,,-25.5305556,0.01,,0.107,0.01,,,True,0.621,,,0.01,,,0.478,1067,16.799,0.01,Haffner 16,0.01,0.081,0.143,0.11,,,,,0.047,117.5866667,,,,,0.056,O
368,16.93,16.52,15.15,14.81,14.87,14.257,13.784,13.664,-0.2076666666666661,-1.3852941176470666,0.2579069767441895,1.489767441860471,1.2318604651162812,gmag_rmag_imag_Hamag,,-25.4454444,0.0,,0.052,0.01,,,False,0.544,,,0.0,,,0.407,584,15.459,0.01,Haffner 16,0.01,0.027,,0.037,,,,,0.045,117.5874167,,,,,,O
369,18.24,17.7,16.44,16.11,16.22,15.546,14.09,14.074,-0.059500000000004105,-0.8705882352941345,0.2611627906976752,1.2679069767441864,1.006744186046511,gmag_rmag_imag_Hamag,,-25.4444167,0.0,,0.067,0.01,,,False,0.394,,,0.01,,,0.355,573,16.548,0.01,Haffner 16,0.01,0.043,,0.057,,,,,0.059,117.5874583,,,,,,O
371,18.2,17.76,16.4,16.03,16.13,15.44,15.181,14.954,-0.23216666666666408,-1.2911764705882354,0.18651162790698,1.3162790697674531,1.129767441860473,gmag_rmag_imag_Hamag,,-25.5079444,0.0,,0.069,0.0,,,True,0.533,,,0.01,,,0.418,959,16.727,0.01,Haffner 16,0.01,0.045,0.132,0.061,,,,,0.051,117.589,,,,,0.085,O
372,17.85,17.27,15.76,15.34,15.47,14.668,14.264,14.29,-0.18299999999999783,-1.2794117647058756,0.2504651162790698,1.4611627906976725,1.2106976744186029,gmag_rmag_imag_Hamag,,-25.4948056,0.0,,0.059,0.0,,,True,0.663,,,0.01,,,0.481,885,16.163,0.0,Haffner 16,0.01,0.036,0.081,0.05,,,,,0.037,117.589125,,,,,0.047,O
374,17.96,17.54,16.18,15.82,15.94,15.208,14.944,14.862,-0.2339999999999971,-1.1188235294117648,0.11581395348837592,1.1995348837209354,1.0837209302325594,gmag_rmag_imag_Hamag,,-25.4505556,0.0,,0.065,0.01,,,False,0.515,,,0.01,,,0.386,624,16.455,0.01,Haffner 16,0.01,0.041,0.124,0.055,,,,,0.069,117.5906667,,,,,0.078,O
375,18.4,17.75,16.23,15.76,15.97,15.05,14.696,14.627,-0.20383333333333575,-1.0170588235294125,0.11767441860464789,1.1541860465116225,1.0365116279069746,gmag_rmag_imag_Hamag,,-25.5394167,0.01,,0.066,0.0,,,True,0.635,,,0.01,,,0.492,1125,16.649,0.01,Haffner 16,0.01,0.043,0.096,0.059,,,,,0.043,117.59075,,,,,0.056,O
376,17.52,17.04,15.81,15.51,15.59,14.983,14.855,14.835,-0.06500000000000072,-0.9305882352941217,0.2772093023255817,1.3230232558139525,1.0458139534883706,gmag_rmag_imag_Hamag,,-25.5116389,0.0,,0.059,0.0,,,True,0.387,,,0.01,,,0.341,975,16.049,0.0,Haffner 16,0.01,0.034,0.124,0.045,,,,,0.04,117.5910833,,,,,0.072,O
377,16.95,16.48,15.14,14.78,14.89,14.203,13.988,13.953,-0.18400000000000316,-1.13294117647059,0.19116279069767034,1.2779069767441793,1.0867441860465088,gmag_rmag_imag_Hamag,,-25.523,0.0,,0.052,0.0,,,True,0.505,,,0.01,,,0.409,1027,15.441,0.0,Haffner 16,0.0,0.027,0.056,0.037,,,,,0.028,117.5917917,,,,,0.033,O
379,17.79,17.33,16.02,15.68,15.79,15.284,15.081,15.119,-0.1576666666666654,-1.0147058823529436,0.18116279069767688,1.2379069767441888,1.0567441860465117,gmag_rmag_imag_Hamag,,-25.4416389,0.0,,0.062,0.01,,,False,0.443,,,0.01,,,0.38,557,16.298,0.01,Haffner 16,0.01,0.038,0.149,0.051,,,,,0.046,117.592125,,,,,0.067,O
380,18.62,17.94,16.34,15.86,16.0,15.23,14.581,14.388,-0.19200000000000084,-1.5,0.32511627906976587,1.6027906976744175,1.2776744186046516,gmag_rmag_imag_Hamag,,-25.4548333,0.01,,0.069,0.01,,,True,0.702,,,0.01,,,0.55,652,16.74,0.01,Haffner 16,0.01,0.047,0.093,0.065,,,,,0.046,117.5923333,,,,,0.038,O
382,18.37,17.69,16.18,15.72,15.89,14.975,14.629,14.425,-0.15566666666666507,-1.1794117647058777,0.2490697674418606,1.3676744186046532,1.1186046511627925,gmag_rmag_imag_Hamag,,-25.5182222,0.0,,0.066,0.0,,,True,0.623,,,0.01,,,0.524,1008,16.563,0.0,Haffner 16,0.01,0.043,0.093,0.059,,,,,0.041,117.5936667,,,,,0.044,O
385,18.83,18.06,16.42,15.96,16.12,15.108,14.746,14.704,-0.06566666666666843,-1.1535294117647115,0.3644186046511622,1.6360465116279035,1.271627906976741,gmag_rmag_imag_Hamag,,-25.4581389,0.01,,0.07,0.01,,,True,0.752,,,0.02,,,0.566,677,16.829,0.01,Haffner 16,0.01,0.048,0.124,0.067,,,,,0.045,117.594,,,,,0.061,O
386,18.43,17.32,15.56,15.03,15.22,14.099,13.579,13.472,0.14716666666666423,-1.0700000000000003,0.6283720930232523,1.9509302325581332,1.3225581395348809,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4463056,0.0,,0.058,0.0,,,False,0.838,,,0.01,,,0.65,589,16.059,0.01,Haffner 16,0.0,0.035,0.054,0.051,,,,,0.051,117.5945833,,,,,0.056,O
387,19.19,18.3,16.67,16.22,16.35,15.346,14.937,14.915,0.07249999999999557,-1.161764705882355,0.560465116279064,1.891162790697662,1.3306976744185979,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.44775,0.01,,0.089,0.01,,,False,0.782,,,0.02,,,0.535,597,17.085,0.01,Haffner 16,0.01,0.067,0.138,0.092,,,,,0.064,117.5947917,,,,,0.077,O
388,17.5,16.99,15.59,15.22,15.35,14.573,14.282,14.2,-0.16216666666666346,-1.028823529411765,0.18046511627907402,1.28116279069768,1.1006976744186057,gmag_rmag_imag_Hamag,,-25.4563056,0.0,,0.057,0.01,,,False,0.548,,,0.01,,,0.424,664,15.93,0.01,Haffner 16,0.01,0.033,0.079,0.045,,,,,0.035,117.5952083,,,,,0.045,O
389,19.22,18.66,17.22,16.83,16.99,16.368,15.912,14.76,-0.14850000000000219,-0.9147058823529457,0.15441860465116136,1.226046511627907,1.0716279069767454,gmag_rmag_imag_Hamag,,-25.4721944,0.01,,0.108,0.01,,,True,0.58,,,0.02,,,0.475,765,17.55,0.01,Haffner 16,0.01,0.082,,0.11,,,,,0.1,117.5954167,,,,,0.134,O
390,18.18,16.91,15.13,14.63,14.78,13.737,13.237,13.08,0.36166666666666647,-0.9741176470588337,0.8897674418604684,2.324418604651169,1.4346511627907006,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,,-25.4995556,0.0,,0.053,0.0,,,True,0.824,,,0.01,,,0.593,919,15.63,0.0,Haffner 16,0.0,0.03,0.033,0.043,,,,,0.022,117.5955,,,,,0.022,O
392,18.94,18.41,16.93,16.47,16.64,15.765,15.494,15.324,-0.30566666666666686,-1.3294117647058763,0.09906976744185747,1.187674418604645,1.0886046511627874,gmag_rmag_imag_Hamag,,-25.44075,0.01,,0.096,0.01,,,True,0.627,,,0.01,,,0.541,554,17.326,0.01,Haffner 16,0.01,0.072,0.174,0.1,,,,,0.064,117.5974583,,,,,0.083,O
394,18.93,18.41,16.93,16.48,16.63,15.757,15.561,15.738,-0.2974999999999989,-1.4035294117647115,0.13976744186046847,1.27441860465117,1.1346511627907017,gmag_rmag_imag_Hamag,,-25.4936111,0.01,,0.097,0.01,,,True,0.68,,,0.01,,,0.522,880,17.376,0.01,Haffner 16,0.01,0.073,0.286,0.101,,,,,0.057,117.5984167,,,,,0.106,O
395,18.34,17.73,16.45,16.1,16.22,15.541,15.363,15.16,-0.025833333333329822,-0.864705882352945,0.30581395348837814,1.3095348837209435,1.0037209302325654,gmag_rmag_imag_Hamag,,-25.5195,0.0,,0.07,0.01,,,True,0.43,,,0.01,,,0.358,1010,16.743,0.01,Haffner 16,0.01,0.046,0.176,0.061,,,,,0.043,117.5985,,,,,0.07,O
396,18.25,17.8,16.4,16.03,16.14,15.236,15.028,15.009,-0.22216666666666252,-1.2170588235294002,0.17116279069767532,1.3179069767441907,1.146744186046515,gmag_rmag_imag_Hamag,,-25.4551111,0.01,,0.069,0.01,,,True,0.521,,,0.01,,,0.452,657,16.739,0.01,Haffner 16,0.01,0.046,0.128,0.062,,,,,0.046,117.598625,,,,,0.057,O
399,17.24,16.75,15.39,15.04,15.14,14.469,14.243,14.282,-0.14583333333333737,-1.1129411764705903,0.23651162790697172,1.3662790697674332,1.1297674418604613,gmag_rmag_imag_Hamag,,-25.482,0.0,,0.054,0.0,,,True,0.519,,,0.0,,,0.417,817,15.713,0.01,Haffner 16,0.0,0.029,0.075,0.04,,,,,0.03,117.6009167,,,,,0.042,O
400,17.82,17.35,16.04,15.7,15.8,15.138,14.888,14.894,-0.1476666666666674,-1.0688235294117563,0.21651162790697215,1.2962790697674365,1.0797674418604641,gmag_rmag_imag_Hamag,,-25.4536944,0.0,,0.062,0.0,,,False,0.453,,,0.01,,,0.402,647,16.308,0.01,Haffner 16,0.01,0.038,0.131,0.052,,,,,0.047,117.6010833,,,,,0.049,O
401,16.36,15.88,14.45,14.07,14.18,13.468,13.208,13.126,-0.2103333333333327,-1.2511764705882344,0.20116279069767468,1.3779069767441894,1.1767441860465144,gmag_rmag_imag_Hamag,,-25.4578889,0.0,,0.047,0.0,,,False,0.569,,,0.0,,,0.439,675,14.815,0.01,Haffner 16,0.0,0.021,0.033,0.03,,,,,0.022,117.6013333,,,,,0.025,O
402,18.65,18.01,16.47,16.03,16.17,15.299,15.045,14.843,-0.159333333333332,-1.2835294117646914,0.28511627906976317,1.502790697674416,1.2176744186046529,gmag_rmag_imag_Hamag,,-25.5461944,0.0,,0.071,0.01,,,True,0.631,,,0.01,,,0.519,1163,16.828,0.01,Haffner 16,0.01,0.048,0.126,0.066,,,,,0.041,117.6015833,,,,,0.051,O
403,18.26,17.81,16.38,15.99,16.11,15.337,15.102,15.286,-0.25849999999999473,-1.2811764705882303,0.14581395348837706,1.2995348837209368,1.1537209302325597,gmag_rmag_imag_Hamag,,-25.4963889,0.0,,0.069,0.0,,,True,0.574,,,0.01,,,0.472,891,16.726,0.01,Haffner 16,0.01,0.046,0.192,0.063,,,,,0.05,117.6019167,,,,,0.085,O
404,16.65,16.08,14.77,14.45,14.54,13.941,13.687,13.682,-0.011333333333333417,-0.9047058823529441,0.3418604651162798,1.4446511627906977,1.1027906976744177,gmag_rmag_imag_Hamag,,-25.45225,0.0,,0.05,0.0,,,False,0.454,,,0.0,,,0.362,635,15.068,0.01,Haffner 16,0.01,0.023,0.05,0.032,,,,,0.035,117.6045417,,,,,0.042,O
405,18.66,18.05,16.71,16.37,16.5,15.75,15.434,15.104,-0.0076666666666668215,-0.7364705882353006,0.2804651162790719,1.321162790697679,1.040697674418607,gmag_rmag_imag_Hamag,,-25.4738056,0.0,,0.077,0.01,,,True,0.477,,,0.01,,,0.356,775,17.048,0.01,Haffner 16,0.01,0.053,,0.07,,,,,0.064,117.604625,,,,,0.094,O
407,16.8,15.9,14.17,13.65,13.83,12.741,12.269,12.183,-0.0446666666666653,-1.2799999999999994,0.44372093023255943,1.759302325581398,1.3155813953488384,gmag_rmag_imag_Hamag,,-25.5325833,0.0,,0.047,0.0,,,False,0.793,,,0.0,,,0.625,1081,14.674,0.0,Haffner 16,0.0,0.021,0.024,0.032,,,,,0.022,117.605125,,,,,0.023,O
