,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,ID,DEJ2000,w1_err,e_gmag,e_rmag,objtype_SIMBAD,w1,e_umag,Fe_type,h,h_err,k_err,e_imag,e_Hamag,Halpha_type,e_Kmag,e_Jmag,RAJ2000,e_Hmag,k,objtype_Hou
690,16.417,15.014,13.43,12.84,13.24,12.03,11.785,11.661,0.3311666666666695,0.18476470588235805,0.38904651162790893,1.0521162790697687,0.6630697674418597,umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064250.26+085228.6,8.874624,0.024,0.017,0.0,,11.519,0.008,,11.785,0.023,0.021,0.0,0.0,II,0.021,0.026,100.70942,0.023,11.661,HII-region
691,14.69,12.519,12.11,11.92,11.96,11.622,11.604,11.546,1.8258333333333336,1.2092352941176552,2.0696046511627877,2.3865116279069722,0.31690697674418467,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J064810.54+093841.5,9.64488,0.022,0.002,0.0,Star in Cluster,11.478,0.005,,11.604,0.025,0.024,0.0,0.0,II,0.024,0.024,102.04394,0.025,11.546,HII-region
694,15.274,16.722,13.35,13.11,13.26,12.848,12.749,12.681,-1.8840000000000026,-2.025058823529413,-1.8282325581395378,1.198418604651161,3.0266511627906985,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064812.93+102409.2,10.402571,0.024,0.016,0.0,,12.614,0.006,,12.749,0.025,0.027,0.0,0.0,II,0.027,0.028,102.05389,0.025,12.681,HII-region
696,15.785,15.42,13.41,13.1,13.28,12.528,12.394,12.284,-0.19816666666666727,-0.46852941176471097,-0.09127906976744071,1.5043023255813972,1.5955813953488378,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J063711.99+093405.2,9.5681304,0.023,0.013,0.0,,12.148,0.008,,12.394,0.029,0.029,0.0,0.0,II,0.029,0.026,99.299981,0.029,12.284,HII-region
697,15.54,19.171,13.73,13.31,13.49,12.764,12.508,12.452,-4.394,-5.169823529411767,-4.087279069767441,0.9393023255813959,5.026581395348837,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064601.57+112446.1,11.412815,0.024,0.025,0.0,,12.343,0.005,,12.508,0.027,0.026,0.0,0.0,II,0.026,0.023,101.50655,0.027,12.452,HII-region
704,15.896,15.082,13.28,12.88,13.11,12.209,11.999,11.91,0.08733333333333615,-0.2759999999999998,0.2309767441860503,1.503441860465125,1.2724651162790745,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064501.41+104246.2,10.712834,0.024,0.011,0.0,Star,11.84,0.006,,11.999,0.024,0.026,0.0,0.0,II,0.026,0.022,101.25591,0.024,11.91,HII-region
707,20.946,15.032,13.62,13.16,13.36,12.638,12.272,12.247,5.078333333333337,4.246941176470591,5.407023255813957,6.35855813953489,0.951534883720933,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J064059.21+101929.0,10.324742,0.023,0.006,0.0,,12.182,0.175,,12.272,0.023,0.027,0.0,0.0,II,0.027,0.023,100.24671,0.023,12.247,HII-region
708,20.547,17.832,15.51,14.01,14.92,11.629,10.59,10.223,-0.009999999999999343,-1.0679411764705886,0.4082558139534891,0.6351395348837237,0.22688372093023412,umag_gmag_rmag_imag,J064147.30+100427.4,10.074302,0.022,0.006,0.0,,9.953,0.061,,10.59,0.029,0.023,0.0,0.0,II,0.023,0.029,100.44711,0.029,10.223,HII-region
710,15.304,14.123,13.24,13.03,13.11,12.547,12.412,12.293,0.7994999999999994,0.34747058823528976,0.9782093023255822,1.6770232558139535,0.6988139534883712,gmag_rmag_imag_Hamag,J064443.62+094645.2,9.7792471,0.024,0.006,0.0,Star in Cluster,12.316,0.005,,12.412,0.025,0.027,0.0,0.0,II,0.027,0.022,101.18176,0.025,12.293,HII-region
716,15.3,14.847,13.23,12.86,13.06,12.302,12.185,12.101,-0.21916666666666718,-0.6369999999999987,-0.05397674418604781,1.1025581395348794,1.156534883720927,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064313.98+090455.6,9.0821124,0.022,0.011,0.0,Star in Cluster,12.054,0.005,,12.185,0.026,0.027,0.0,0.0,II,0.027,0.026,100.80825,0.026,12.101,HII-region
717,16.061,16.273,13.45,13.0,13.23,12.29,12.074,11.989,-1.0294999999999983,-1.6225882352941106,-0.795023255813954,1.4984418604651155,2.2934651162790693,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064427.62+085501.7,8.9171651,0.023,0.014,0.0,,11.918,0.007,,12.074,0.022,0.026,0.0,0.0,II,0.026,0.023,101.11509,0.022,11.989,HII-region
721,15.069,15.314,12.96,12.61,12.78,12.203,12.064,11.987,-0.880833333333335,-1.3991176470588327,-0.6759302325581383,1.286674418604652,1.9626046511627901,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064807.89+095301.7,9.883824,0.024,0.012,0.0,,11.958,0.006,,12.064,0.027,0.021,0.0,0.0,II,0.021,0.023,102.03289,0.027,11.987,HII-region
724,14.886,14.859,12.64,12.29,12.44,12.065,11.989,11.938,-0.6088333333333366,-1.2553529411764786,-0.35323255813953636,1.52041860465116,1.8736511627906964,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064834.28+101057.2,10.182575,0.024,0.01,0.0,Star in Cluster,11.929,0.005,,11.989,0.022,0.024,0.0,0.0,II,0.024,0.024,102.14285,0.022,11.938,HII-region
725,15.438,14.445,13.45,13.24,13.33,12.827,12.759,12.647,0.6115000000000022,0.22358823529412275,0.7648604651162798,1.5526511627907,0.78779069767442,gmag_rmag_imag_Hamag,J064757.58+101202.1,10.200605,0.024,0.009,0.0,Star in Cluster,12.628,0.005,,12.759,0.025,0.026,0.0,0.0,II,0.026,0.023,101.98993,0.025,12.647,HII-region
727,15.431,13.537,13.08,12.8,12.95,12.289,12.113,12.034,1.385333333333333,1.0604705882352872,1.5137674418604672,1.6254186046511692,0.11165116279070186,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,J063734.85+093336.0,9.5600091,0.025,0.001,0.0,Star in Cluster,11.96,0.008,,12.113,0.027,0.026,0.0,0.0,II,0.026,0.023,99.395242,0.027,12.034,HII-region
729,16.344,15.343,13.77,13.21,13.51,12.458,12.176,12.082,-0.016333333333329536,-0.6660588235294098,0.24053488372093457,1.1228372093023333,0.8823023255813985,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J063915.10+091508.8,9.252466,0.024,0.008,0.0,,11.967,0.008,,12.176,0.026,0.026,0.0,0.0,II,0.026,0.026,99.81293,0.026,12.082,HII-region
730,16.324,14.797,13.66,13.33,13.54,12.799,12.641,12.556,0.927500000000001,0.757588235294112,0.9946744186046548,1.6481860465116345,0.6535116279069796,gmag_rmag_imag_Hamag,J064516.38+111700.6,11.283526,0.024,0.005,0.0,,12.522,0.007,,12.641,0.025,0.027,0.0,0.0,II,0.027,0.023,101.31825,0.025,12.556,HII-region
731,15.991,16.2,13.71,13.29,13.56,12.502,12.275,12.168,-0.9720000000000025,-1.1707647058823552,-0.8934186046511655,0.9749534883720861,1.8683720930232515,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064427.82+112054.5,11.348497,0.024,0.013,0.0,,12.128,0.006,,12.275,0.027,0.026,0.0,0.0,II,0.026,0.024,101.11593,0.027,12.168,HII-region
732,16.156,14.785,13.38,12.99,13.22,12.373,12.179,12.124,0.6624999999999978,0.34511764705882086,0.7879767441860444,1.6634418604651129,0.8754651162790684,gmag_rmag_imag_Hamag,J064607.84+112224.6,11.373526,0.023,0.005,0.0,,12.048,0.007,,12.179,0.025,0.029,0.0,0.0,II,0.029,0.023,101.53268,0.025,12.124,HII-region
733,17.104,15.661,13.61,13.09,13.3,12.12,11.702,11.583,0.49833333333333396,-0.5446470588235222,0.9106744186046489,2.478186046511624,1.5675116279069752,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J063645.23+095234.4,9.8762493,0.024,0.01,0.0,White Dwarf Candidate,11.489,0.013,,11.702,0.023,0.023,0.0,0.0,II,0.023,0.023,99.18846,0.023,11.583,HII-region
734,15.56,15.227,13.16,12.69,12.93,11.99,11.812,11.694,-0.5208333333333341,-1.1417058823529442,-0.2753720930232558,1.2390697674418605,1.5144418604651162,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J063853.32+094951.8,9.8310616,0.022,0.011,0.0,,11.577,0.006,,11.812,0.024,0.021,0.0,0.0,II,0.021,0.026,99.722184,0.024,11.694,HII-region
738,16.391,16.532,13.75,13.28,13.59,12.563,12.398,12.281,-0.9948333333333361,-1.1668823529411796,-0.9268139534883747,1.1414651162790665,2.068279069767441,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064158.02+102828.4,10.474559,0.024,0.025,0.0,,12.176,0.009,,12.398,0.027,0.026,0.0,0.0,II,0.026,0.023,100.49176,0.027,12.281,HII-region
739,16.527,14.881,13.55,13.13,13.43,12.285,12.085,11.934,0.8830000000000011,0.8765882352941118,0.8855348837209341,1.525837209302332,0.6403023255813977,gmag_rmag_imag_Hamag,J064148.95+104545.2,10.762574,0.023,0.005,0.0,Star in Cluster,11.863,0.008,,12.085,0.022,0.025,0.0,0.0,II,0.025,0.023,100.45398,0.022,11.934,HII-region
740,15.338,13.345,12.99,12.79,12.92,12.414,12.276,12.294,1.6296666666666635,1.544176470588232,1.6634651162790666,1.7191627906976699,0.05569767441860346,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,J064535.28+104911.1,10.819752,0.022,0.003,0.0,Star in Cluster,12.213,0.006,,12.276,0.025,0.029,0.0,0.0,II,0.029,0.025,101.39703,0.025,12.294,HII-region
741,15.411,17.19,13.81,13.55,13.71,13.161,13.036,12.941,-2.2513333333333345,-2.4201764705882347,-2.184581395348839,0.8270465116279059,3.0116279069767447,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064615.04+113136.2,11.526735,0.025,0.015,0.0,,12.929,0.005,,13.036,0.03,0.035,0.0,0.0,II,0.035,0.025,101.56268,0.03,12.941,HII-region
742,15.492,14.498,13.69,13.45,13.5,13.076,12.986,12.981,0.5580000000000013,-0.22423529411764265,0.8672558139534882,1.560139534883719,0.6928837209302308,gmag_rmag_imag_Hamag,J064638.13+112415.9,11.404417,0.023,0.004,0.0,,12.88,0.006,,12.986,0.033,0.036,0.0,0.0,II,0.036,0.03,101.6589,0.033,12.981,HII-region
747,15.98,13.944,13.34,12.89,13.14,12.159,11.914,11.836,1.218500000000001,0.7536470588235331,1.4022790697674417,1.430697674418606,0.02841860465116408,umag_gmag_imag_Hamag,J064421.19+105214.1,10.8706,0.022,0.006,0.0,,11.692,0.008,,11.914,0.025,0.024,0.0,0.0,II,0.024,0.024,101.08831,0.025,11.836,HII-region
748,15.079,16.217,13.45,13.13,13.21,12.58,12.449,12.425,-1.7193333333333287,-2.6768235294117533,-1.3407906976744168,1.2420232558139548,2.5828139534883716,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064027.91+110830.6,11.141836,0.023,0.013,0.0,,12.245,0.004,,12.449,0.024,0.024,0.0,0.0,II,0.024,0.026,100.11633,0.024,12.425,HII-region
749,15.038,15.256,13.1,12.66,12.9,12.006,11.851,11.781,-1.0173333333333323,-1.5003529411764664,-0.826372093023256,0.7770697674418607,1.6034418604651166,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J063957.84+110445.8,11.079414,0.023,0.012,0.0,Star in Cluster,11.671,0.004,,11.851,0.023,0.023,0.0,0.0,II,0.023,0.024,99.991015,0.023,11.781,HII-region
750,15.411,17.19,13.81,13.55,13.71,13.161,13.036,12.941,-2.2513333333333345,-2.4201764705882347,-2.184581395348839,0.8270465116279059,3.0116279069767447,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064615.04+113136.2,11.526735,0.025,0.015,0.0,,12.929,0.005,,13.036,0.03,0.035,0.0,0.0,II,0.035,0.025,101.56268,0.03,12.941,HII-region
751,15.492,14.498,13.69,13.45,13.5,13.076,12.986,12.981,0.5580000000000013,-0.22423529411764265,0.8672558139534882,1.560139534883719,0.6928837209302308,gmag_rmag_imag_Hamag,J064638.13+112415.9,11.404417,0.023,0.004,0.0,,12.88,0.006,,12.986,0.033,0.036,0.0,0.0,II,0.036,0.03,101.6589,0.033,12.981,HII-region
753,16.012,15.73,13.64,13.3,13.46,12.735,12.598,12.487,-0.3356666666666662,-0.8721176470588221,-0.12358139534883733,1.5980465116279068,1.721627906976744,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064407.12+095842.2,9.978415,0.024,0.013,0.0,,12.422,0.008,,12.598,0.027,0.027,0.0,0.0,II,0.027,0.026,101.02969,0.027,12.487,HII-region
755,14.927,15.311,12.58,12.1,12.15,11.577,11.331,11.266,-1.256000000000001,-3.141058823529411,-0.5107441860465137,2.105139534883717,2.615883720930231,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J064341.47+091859.9,9.3166556,0.024,0.012,0.0,,11.26,0.007,,11.331,0.026,0.023,0.0,0.0,II,0.023,0.027,100.92281,0.026,11.266,HII-region
756,20.301,17.008,15.16,14.02,14.65,12.094,11.242,10.988,1.2219999999999986,0.022999999999999687,1.6960232558139516,2.09355813953488,0.39753488372092827,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J064421.54+092141.6,9.361561,0.022,0.005,0.0,White Dwarf Candidate,10.821,0.056,,11.242,0.024,0.019,0.0,0.0,II,0.019,0.026,101.08978,0.024,10.988,HII-region
757,14.958,16.001,13.3,13.09,13.16,12.565,12.466,12.421,-1.4245000000000025,-1.9406470588235343,-1.220441860465118,1.3193953488372077,2.5398372093023256,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064432.94+093123.3,9.523164,0.024,0.013,0.0,Star in Cluster,12.377,0.005,,12.466,0.029,0.026,0.0,0.0,II,0.026,0.023,101.13727,0.029,12.421,HII-region
758,15.533,15.328,12.77,12.32,12.52,11.571,11.381,11.261,-0.6124999999999984,-1.3979411764705887,-0.30197674418604437,1.7955581395348876,2.097534883720932,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J064307.36+092808.1,9.4689255,0.023,0.012,0.0,Star in Cluster,11.197,0.006,,11.381,0.023,0.021,0.0,0.0,II,0.021,0.022,100.78068,0.023,11.261,HII-region
759,16.358,15.013,13.89,13.48,13.68,12.725,12.5,12.412,0.6001666666666672,-0.0014705882352994415,0.8380232558139562,1.5005581395348877,0.6625348837209315,gmag_rmag_imag_Hamag,J064542.18+100603.9,10.101102,0.024,0.008,0.0,,12.334,0.008,,12.5,0.025,0.032,0.0,0.0,II,0.032,0.022,101.42577,0.025,12.412,HII-region
760,15.691,14.75,13.35,13.0,13.22,12.399,12.208,12.167,0.30516666666666825,0.10747058823530098,0.3833255813953482,1.2768139534883707,0.8934883720930225,umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064539.22+101725.2,10.290341,0.024,0.009,0.0,,12.05,0.006,,12.208,0.027,0.025,0.0,0.0,II,0.025,0.026,101.41342,0.027,12.167,HII-region
761,15.574,13.502,12.8,12.37,12.6,11.825,11.633,11.557,1.29083333333333,0.7896470588235214,1.4889767441860449,1.661441860465114,0.17246511627906902,umag_gmag_imag_Hamag,J064316.19+090521.1,9.08921,0.022,0.003,0.0,Star in Cluster,11.397,0.006,,11.633,0.026,0.026,0.0,0.0,II,0.026,0.027,100.81747,0.026,11.557,HII-region
762,15.805,13.085,12.75,12.26,12.57,11.352,11.116,10.949,1.8298333333333319,1.5658823529411767,1.934186046511626,1.555465116279068,-0.37872093023255804,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,J064311.75+085728.8,8.9580187,0.023,0.003,0.0,Star in Cluster,10.861,0.006,,11.116,0.027,0.024,0.0,0.0,II,0.024,0.029,100.79899,0.027,10.949,HII-region
764,15.409,15.42,13.29,13.03,13.2,12.58,12.464,12.435,-0.48333333333333206,-0.5880588235294103,-0.44193023255813835,1.2966744186046535,1.7386046511627917,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064530.82+090318.4,9.0551332,0.024,0.012,0.0,,12.39,0.006,,12.464,0.024,0.021,0.0,0.0,II,0.021,0.02,101.37845,0.024,12.435,HII-region
765,15.687,15.734,13.08,12.61,12.83,11.897,11.643,11.489,-0.9008333333333349,-1.6499411764705894,-0.6046744186046531,1.542813953488369,2.1474883720930222,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064443.81+090204.1,9.0344823,0.023,0.013,0.0,,11.463,0.006,,11.643,0.023,0.023,0.0,0.0,II,0.023,0.021,101.18257,0.023,11.489,HII-region
766,16.094,15.006,13.7,13.3,13.55,12.656,12.488,12.357,0.36133333333333706,0.12623529411765677,0.45427906976744314,1.1846976744186073,0.730418604651164,gmag_rmag_imag_Hamag,J064500.89+090031.3,9.0087018,0.023,0.014,0.0,,11.698,0.006,,12.488,0.052,0.049,0.0,0.0,II,0.049,0.04,101.25372,0.052,12.357,HII-region
767,15.778,15.582,13.55,13.25,13.42,12.76,12.58,12.487,-0.3490000000000014,-0.6375294117647115,-0.23493023255813938,1.4056744186046517,1.640604651162791,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064450.98+090442.6,9.078524,0.024,0.014,0.0,Star in Cluster,12.441,0.007,,12.58,0.028,0.03,0.0,0.0,II,0.03,0.024,101.21243,0.028,12.487,HII-region
768,15.423,15.467,13.48,13.26,13.33,12.762,12.682,12.575,-0.4436666666666682,-1.005764705882356,-0.2214418604651174,1.6043953488372078,1.8258372093023252,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064831.90+093436.5,9.5768325,0.023,0.012,0.0,Star in Cluster,12.503,0.005,,12.682,0.027,0.027,0.0,0.0,II,0.027,0.026,102.13294,0.027,12.575,HII-region
769,16.22,14.898,13.71,13.39,13.52,12.755,12.541,12.478,0.7406666666666655,0.10376470588234343,0.9924651162790716,1.8811627906976778,0.8886976744186059,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J064708.66+091141.7,9.1949378,0.023,0.016,0.0,,12.411,0.007,,12.541,0.022,0.027,0.0,0.0,II,0.027,0.023,101.7861,0.022,12.478,HII-region
770,15.53,13.775,13.29,13.05,13.18,12.591,12.439,12.339,1.319000000000002,1.0497058823529435,1.4254651162790715,1.61116279069768,0.1856976744186083,umag_gmag_imag_Hamag,J064802.58+092259.8,9.3832885,0.025,0.004,0.0,,12.341,0.006,,12.439,0.027,0.03,0.0,0.0,II,0.03,0.026,102.01076,0.027,12.339,HII-region
772,15.111,16.007,12.95,12.76,12.8,12.477,12.436,12.413,-1.2411666666666665,-1.857764705882345,-0.9973953488372124,1.9675116279069738,2.964906976744186,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J064729.66+104021.2,10.672563,0.023,0.013,0.0,Star in Cluster,12.373,0.009,,12.436,0.021,0.03,0.0,0.0,II,0.03,0.023,101.87362,0.021,12.413,HII-region
774,15.438,14.445,13.45,13.24,13.33,12.827,12.759,12.647,0.6115000000000022,0.22358823529412275,0.7648604651162798,1.5526511627907,0.78779069767442,gmag_rmag_imag_Hamag,J064757.58+101202.1,10.200603,0.024,0.009,0.0,Star in Cluster,12.628,0.005,,12.759,0.025,0.026,0.0,0.0,II,0.026,0.023,101.98992,0.025,12.647,HII-region
775,16.656,12.398,13.93,13.49,13.71,12.687,12.464,12.359,3.458666666666667,2.847411764705888,3.7003255813953464,1.6618139534883687,-2.0385116279069777,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J063655.02+092747.3,9.4631647,0.023,0.002,0.0,,12.197,0.01,,12.464,0.024,0.024,0.0,0.0,II,0.024,0.024,99.229276,0.024,12.359,HII-region
776,16.1,15.24,13.77,13.48,13.65,12.988,12.805,12.795,0.3331666666666696,0.09058823529412363,0.4290697674418621,1.5076744186046538,1.0786046511627916,gmag_rmag_imag_Hamag,J063615.33+094204.7,9.7013269,0.024,0.007,0.0,,12.698,0.01,,12.805,0.022,0.032,0.0,0.0,II,0.032,0.024,99.063901,0.022,12.795,HII-region
780,15.147,14.317,13.45,13.14,13.35,12.673,12.5,12.487,0.2668333333333359,0.18882352941176683,0.2976744186046538,0.681186046511634,0.38351162790698,umag_gmag_imag_Hamag,J064507.00+113507.3,11.585372,0.023,0.01,0.0,,12.437,0.004,,12.5,0.024,0.029,0.0,0.0,II,0.029,0.026,101.27919,0.024,12.487,HII-region
