,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,ID,DEJ2000,w1_err,e_gmag,e_rmag,objtype_SIMBAD,w1,e_umag,Fe_type,h,h_err,k_err,e_imag,e_Hamag,Halpha_type,e_Kmag,e_Jmag,RAJ2000,e_Hmag,k,objtype_Hou
87,14.487,14.61,12.86,12.62,12.6,12.059,11.903,11.737,-0.5589999999999996,-1.7900588235294104,-0.0723023255813958,1.7237441860465101,1.796046511627906,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J061036.48+241848.1,24.313367,0.024,0.009,0.0,,11.482,0.004,double-peak,11.903,0.022,0.021,0.0,0.0,I,0.021,0.021,92.652009,0.022,11.737,CBe
88,16.077,14.715,13.86,13.32,13.42,12.495,12.215,12.088,0.38100000000000367,-1.4591764705882313,1.1085116279069798,1.733279069767446,0.6247674418604665,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,J041544.67+534956.0,53.832225,0.025,0.004,0.0,,11.783,0.006,,12.215,0.019,0.023,0.0,0.0,I,0.023,0.026,63.936129,0.019,12.088,CBe
89,15.564,14.665,14.41,14.09,14.03,13.516,13.37,13.265,0.3176666666666672,-1.537470588235299,1.051093023255816,1.444232558139537,0.393139534883721,umag_gmag_rmag_Hamag,J055342.75+215223.3,21.873148,0.024,0.003,0.0,,12.943,0.005,,13.37,0.026,0.028,0.0,0.0,I,0.028,0.024,88.428156,0.026,13.265,CBe
90,15.268,14.549,13.65,13.33,13.25,12.782,12.636,12.489,0.1376666666666675,-1.8457058823529433,0.9217906976744199,2.004976744186047,1.0831860465116272,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J061658.93+251525.8,25.257194,0.024,0.011,0.0,,12.323,0.005,,12.636,0.023,0.024,0.0,0.0,I,0.024,0.021,94.245542,0.023,12.489,CBe
91,16.877,15.644,14.61,13.76,13.92,12.466,12.017,11.563,-0.3111666666666668,-3.1911176470588227,0.8274186046511613,1.4930465116279064,0.6656279069767448,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,J055820.80+225246.0,22.879454,0.023,0.003,0.0,,11.158,0.008,unclassify,12.017,0.021,0.019,0.0,0.0,I,0.019,0.025,89.586701,0.021,11.563,CBe
94,23.028,21.13,19.33,18.29,18.89,16.676,15.83,15.471,0.008666666666668377,-0.9231764705882219,0.3770697674418573,0.7956744186046465,0.4186046511627888,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,J053411.98+290903.2,29.150907,0.047,0.033,0.04,,15.449,0.3,,15.83,0.12,0.146,0.03,0.04,II,0.146,0.112,83.54995,0.12,15.471,CBe
107,14.73,13.554,13.13,12.37,12.59,11.846,11.728,11.665,-0.204666666666669,-2.2863529411764776,0.6183255813953477,0.5358139534883692,-0.08251162790697841,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,J035459.00+521445.3,52.245931,0.024,0.003,0.0,,11.608,0.004,,11.728,0.029,0.027,0.0,0.0,II,0.027,0.022,58.745852,0.029,11.665,CBe
109,16.171,14.31,13.02,12.42,12.61,11.527,11.29,11.117,0.7709999999999999,-0.7678235294117677,1.3793720930232563,2.2319302325581423,0.852558139534886,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J034551.26+494856.7,49.815753,0.024,0.003,0.0,,11.003,0.009,,11.29,0.027,0.025,0.0,0.0,II,0.025,0.025,56.463593,0.027,11.117,CBe
116,15.352,15.684,13.26,12.97,12.94,12.639,12.618,12.535,-0.8588333333333306,-2.3837647058823546,-0.25595348837208914,2.2371162790697734,2.4930697674418627,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J052423.13+283541.6,28.594889,0.024,0.012,0.0,,12.254,0.007,,12.618,0.031,0.024,0.0,0.0,II,0.024,0.023,81.096375,0.031,12.535,CBe
117,16.494,15.355,14.13,13.74,13.92,13.107,12.946,12.862,0.43049999999999844,-0.20747058823530073,0.6827209302325584,1.4933023255813962,0.8105813953488377,gmag_rmag_imag_Hamag,J052153.85+284203.6,28.701011,0.025,0.005,0.0,,12.812,0.008,,12.946,0.025,0.025,0.0,0.0,II,0.025,0.021,80.474386,0.025,12.862,CBe
118,16.455,15.157,14.57,14.13,14.19,13.467,13.3,13.137,0.49866666666666604,-1.1384705882353017,1.1459069767441876,1.5947674418604696,0.44886046511628186,umag_gmag_rmag_Hamag,J052850.94+272112.0,27.353361,0.025,0.003,0.0,,12.877,0.006,,13.3,0.031,0.03,0.0,0.0,II,0.03,0.024,82.21225,0.031,13.137,CBe
132,24.635,17.203,16.66,16.17,16.48,15.515,15.3,15.175,6.541833333333338,6.27788235294118,6.646186046511634,6.475465116279079,-0.17072093023255552,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J052530.75+293821.3,29.639252,0.042,0.005,0.01,,15.104,1.578,,15.3,0.105,0.118,0.01,0.01,II,0.118,0.061,81.378157,0.105,15.175,CBe
157,15.059,13.894,13.6,13.49,13.38,13.211,13.172,13.115,0.965166666666667,-0.24558823529411167,1.443837209302323,1.9910930232558104,0.5472558139534874,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J064938.69+103851.9,10.647757,0.025,0.002,0.0,Star in Cluster,12.785,0.006,,13.172,0.029,0.035,0.0,0.0,II,0.035,0.022,102.41121,0.029,13.115,CBe
158,17.738,15.079,13.41,12.72,13.01,11.528,10.906,10.716,1.4055000000000002,0.09429411764705442,1.923883720930234,2.9252093023255856,1.0013255813953517,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J064917.52+100126.8,10.024136,0.023,0.006,0.0,,10.489,0.013,,10.906,0.027,0.026,0.0,0.0,II,0.026,0.029,102.32302,0.027,10.716,CBe
159,15.074,14.77,12.91,11.78,11.97,10.885,10.801,10.645,-1.7488333333333341,-5.72305882352941,-0.1776279069767469,1.2449302325581337,1.4225581395348805,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J035814.14+521024.3,52.173432,0.023,0.011,0.0,Emission-line Star,10.573,0.006,,10.801,0.032,0.021,0.0,0.0,II,0.021,0.029,59.558931,0.032,10.645,CBe
163,15.081,14.366,12.95,12.37,12.63,11.827,11.729,11.621,-0.33866666666666667,-1.3367647058823442,0.055930232558135784,0.8733255813953422,0.8173953488372064,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J040604.74+510850.1,51.147255,0.023,0.008,0.0,,11.52,0.004,,11.729,0.03,0.025,0.0,0.0,II,0.025,0.021,61.519775,0.03,11.621,CBe
165,15.736,15.26,13.57,13.39,13.46,13.041,12.99,12.933,0.14900000000000146,-0.22929411764705454,0.29855813953488397,1.8273953488372086,1.5288372093023246,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J064745.81+111321.9,11.222758,0.023,0.013,0.0,,12.887,0.008,,12.99,0.03,0.03,0.0,0.0,II,0.03,0.026,101.94088,0.03,12.933,CBe
167,15.345,15.17,13.5,13.37,13.38,13.107,13.111,13.049,-0.06116666666666731,-0.5944117647058769,0.14965116279069443,1.7966279069767372,1.6469767441860428,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J064739.89+112124.1,11.356705,0.024,0.013,0.0,,12.996,0.008,,13.111,0.031,0.03,0.0,0.0,II,0.03,0.028,101.91624,0.031,13.049,CBe
168,15.404,13.059,12.65,12.36,12.49,11.856,11.682,11.679,1.8181666666666656,1.3191176470588228,2.0154651162790684,2.1251627906976704,0.10969767441860195,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J064719.85+111819.7,11.305475,0.023,0.002,0.0,Star in Cluster,11.56,0.009,,11.682,0.025,0.026,0.0,0.0,II,0.026,0.021,101.83274,0.025,11.679,CBe
170,16.281,17.619,14.11,13.81,13.99,13.361,13.261,13.173,-1.882999999999999,-2.1074117647058785,-1.794279069767442,1.3003023255813966,3.0945813953488384,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J054733.79+313320.6,31.555742,0.025,0.037,0.0,,13.077,0.013,,13.261,0.031,0.032,0.0,0.0,II,0.032,0.023,86.890806,0.031,13.173,CBe
201,15.908,15.923,15.91,15.89,15.83,16.088,15.966,16.328,-0.05133333333333312,-0.5279411764705895,0.13709302325581457,0.28823255813953647,0.1511395348837219,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,J060655.95+235233.7,23.876037,0.13,0.004,0.0,Star,16.712,0.006,,15.966,0.157,,0.01,0.01,II,,0.081,91.733125,0.157,16.328,CBe
254,15.39,14.333,12.27,11.63,11.79,10.908,10.755,10.633,-0.10566666666666369,-2.0206470588235326,0.6514186046511675,2.3460465116279163,1.6946279069767487,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J055343.44+223857.0,22.649184,0.023,0.013,0.0,Star,10.536,0.008,,10.755,0.021,0.017,0.0,0.0,II,0.017,0.022,88.431,0.021,10.633,CBe
255,14.579,14.252,13.23,12.95,13.06,12.509,12.427,12.363,-0.18166666666666864,-0.7629999999999999,0.04816279069767143,0.8169069767441808,0.7687441860465092,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J055258.25+205813.6,20.970465,0.024,0.01,0.0,,12.343,0.004,,12.427,0.023,0.02,0.0,0.0,II,0.02,0.02,88.242714,0.023,12.363,CBe
256,15.501,13.412,13.0,12.7,12.83,12.355,12.22,12.209,1.5439999999999974,0.9989999999999988,1.7594651162790667,1.8721627906976703,0.11269767441860384,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J054905.73+205120.7,20.855764,0.024,0.001,0.0,,12.113,0.009,,12.22,0.035,0.024,0.0,0.0,II,0.024,0.026,87.273882,0.035,12.209,CBe
257,15.235,15.498,12.47,11.85,12.09,11.184,10.956,10.855,-1.3893333333333349,-2.6994705882353,-0.8713720930232559,1.604069767441859,2.4754418604651147,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J054610.71+211613.3,21.27038,0.024,0.013,0.0,,10.79,0.006,,10.956,0.022,0.02,0.0,0.0,II,0.02,0.022,86.544665,0.022,10.855,CBe
259,15.793,13.233,12.86,12.41,12.53,11.969,11.787,11.713,1.7425000000000002,0.44411764705882106,2.255813953488373,2.352534883720934,0.09672093023256118,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J054454.88+211700.1,21.283385,0.023,0.001,0.0,Star,11.677,0.013,,11.787,0.023,0.02,0.0,0.0,II,0.02,0.02,86.22867,0.023,11.713,CBe
260,16.098,15.307,13.61,13.32,13.48,12.847,12.666,12.612,0.264166666666667,-0.04252941176470115,0.38541860465116123,1.7140465116279064,1.328627906976745,umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J054752.59+215127.5,21.857657,0.032,0.019,0.0,,12.565,0.008,,12.666,0.032,0.025,0.0,0.0,II,0.025,0.031,86.969143,0.032,12.612,CBe
262,15.501,13.277,12.72,12.36,12.52,11.562,11.437,11.304,1.569999999999998,0.9416470588235224,1.8184186046511628,2.0070465116279057,0.18862790697674264,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J055654.23+220545.2,22.095904,0.025,0.002,0.0,Star,11.171,0.007,,11.437,0.023,0.019,0.0,0.0,II,0.019,0.021,89.225968,0.023,11.304,CBe
263,15.39,14.333,12.27,11.63,11.79,10.908,10.755,10.633,-0.10566666666666369,-2.0206470588235326,0.6514186046511675,2.3460465116279163,1.6946279069767487,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J055343.44+223857.0,22.649184,0.023,0.013,0.0,Star,10.536,0.008,,10.755,0.021,0.017,0.0,0.0,II,0.017,0.022,88.431,0.021,10.633,CBe
282,18.333,16.774,16.43,16.15,16.53,15.218,15.046,14.938,1.050333333333329,2.200176470588242,0.5957441860465031,0.06486046511626653,-0.5308837209302368,umag_gmag_rmag_Hamag,J055345.15+215815.5,21.970973,0.037,0.004,0.0,,14.87,0.016,,15.046,0.062,0.105,0.01,0.01,II,0.105,0.04,88.438162,0.062,14.938,CBe
331,14.3,12.5,12.1,11.59,11.45,11.29,11.231,11.149,0.8735000000000014,-2.3676470588235325,2.1548837209302345,2.8772093023255847,0.7223255813953503,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J061152.34+234344.6,23.729066,0.023,0.001,0.0,Star,11.191,0.005,,11.231,0.022,0.017,0.0,0.0,II,0.017,0.02,92.968107,0.022,11.149,CBe
333,14.864,14.409,12.75,12.27,12.39,11.593,11.4,11.282,-0.4170000000000005,-1.8532352941176442,0.1508139534883698,1.5335348837209266,1.3827209302325567,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J040932.30+530403.0,53.067519,0.024,0.008,0.0,,11.09,0.004,,11.4,0.029,0.026,0.0,0.0,II,0.026,0.023,62.384605,0.029,11.282,CBe
334,15.418,14.622,12.96,12.4,12.7,11.704,11.421,11.343,-0.22133333333333471,-0.871058823529423,0.03553488372093272,1.0068372093023301,0.9713023255813972,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J042512.13+541707.5,54.285438,0.023,0.004,0.0,,11.25,0.004,,11.421,0.022,0.017,0.0,0.0,II,0.017,0.018,66.300543,0.022,11.343,CBe
485,16.455,15.157,14.57,14.13,14.19,13.467,13.3,13.137,0.49866666666666604,-1.1384705882353017,1.1459069767441876,1.5947674418604696,0.44886046511628186,umag_gmag_rmag_Hamag,J052850.94+272112.0,27.353361,0.025,0.003,0.0,,12.877,0.006,,13.3,0.031,0.03,0.0,0.0,III,0.03,0.024,82.21225,0.031,13.137,CBe
488,16.982,15.612,14.63,14.22,14.23,13.462,13.242,13.018,0.6251666666666658,-1.1947058823529453,1.3446511627906974,2.3036279069767436,0.9589767441860463,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J052050.61+282125.7,28.357143,0.025,0.005,0.0,,12.861,0.008,,13.242,0.026,0.028,0.0,0.0,III,0.028,0.021,80.210909,0.026,13.018,CBe
489,22.006,19.054,16.35,15.52,15.85,14.07,13.233,13.0,1.4441666666666655,-0.25388235294118733,2.1154883720930253,4.059720930232558,1.9442325581395323,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J055627.37+222602.1,22.433938,0.024,0.01,0.01,,12.535,0.218,,13.233,0.026,0.028,0.01,0.01,III,0.028,0.028,89.114066,0.026,13.0,CBe
491,17.593,16.159,15.19,14.48,14.64,13.193,12.773,12.479,0.14416666666666966,-2.092470588235287,1.0284186046511636,1.6290465116279074,0.6006279069767435,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,J055418.55+225414.1,22.903944,0.025,0.004,0.0,,12.278,0.01,,12.773,0.024,0.023,0.0,0.0,III,0.023,0.022,88.577333,0.024,12.479,CBe
494,15.074,14.77,12.91,11.78,11.97,10.885,10.801,10.645,-1.7488333333333341,-5.72305882352941,-0.1776279069767469,1.2449302325581337,1.4225581395348805,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J035814.15+521024.2,52.173405,0.023,0.011,0.0,Emission-line Star,10.573,0.006,,10.801,0.032,0.021,0.0,0.0,IV,0.021,0.029,59.558959,0.032,10.645,CBe
499,15.059,13.894,13.6,13.49,13.38,13.211,13.172,13.115,0.965166666666667,-0.24558823529411167,1.443837209302323,1.9910930232558104,0.5472558139534874,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J064938.69+103851.9,10.647757,0.025,0.002,0.0,Star in Cluster,12.785,0.006,,13.172,0.029,0.035,0.0,0.0,IV,0.035,0.022,102.41121,0.029,13.115,CBe
500,15.399,15.517,13.7,13.49,13.58,13.06,12.947,12.904,-0.49949999999999856,-0.8874117647058779,-0.3461395348837208,1.2636511627906986,1.6097906976744192,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J065415.90+082421.2,8.4059149,0.024,0.012,0.0,,12.79,0.005,,12.947,0.027,0.029,0.0,0.0,IV,0.029,0.025,103.56628,0.027,12.904,CBe
505,15.125,14.806,13.15,13.0,13.06,12.746,12.662,12.608,0.04650000000000026,-0.25805882352941023,0.1669069767441857,1.6847674418604626,1.5178604651162768,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J065212.34+094909.2,9.8192245,0.023,0.012,0.0,,12.546,0.006,,12.662,0.03,0.028,0.0,0.0,IV,0.028,0.023,103.05145,0.03,12.608,CBe
506,14.778,14.43,12.93,12.64,12.79,12.157,12.053,11.953,-0.17883333333333085,-0.5496470588235326,-0.032232558139530354,1.1224186046511708,1.1546511627907012,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J040309.88+523538.0,52.593914,0.023,0.008,0.0,,11.894,0.004,,12.053,0.029,0.023,0.0,0.0,IV,0.023,0.024,60.791172,0.029,11.953,CBe
515,15.92,14.834,14.52,14.2,14.16,13.708,13.512,13.36,0.5046666666666666,-1.222235294117644,1.1873953488372073,1.5934883720930193,0.406093023255812,umag_gmag_rmag_Hamag,J054828.90+312019.2,31.338694,0.026,0.004,0.0,,13.267,0.006,,13.512,0.03,0.035,0.0,0.0,IV,0.035,0.025,87.120417,0.03,13.36,CBe
516,15.553,14.198,14.06,13.79,13.75,13.374,13.298,13.145,0.864499999999998,-0.6326470588235329,1.4563953488372074,1.6864883720930193,0.23009302325581182,umag_gmag_imag_Hamag,J055439.93+320300.2,32.050056,0.025,0.009,0.0,,13.01,0.006,,13.298,0.038,0.024,0.0,0.0,IV,0.024,0.026,88.666375,0.038,13.145,CBe
521,15.459,16.187,13.34,12.41,12.63,11.151,10.502,10.284,-2.4175000000000004,-5.280352941176468,-1.285674418604654,1.0548139534883694,2.3404883720930236,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J055257.33+231001.0,23.166958,0.023,0.013,0.0,,10.161,0.005,,10.502,0.023,0.02,0.0,0.0,IV,0.02,0.02,88.238891,0.023,10.284,CBe
528,15.364,14.49,12.98,12.41,12.58,11.513,11.236,11.069,-0.16149999999999975,-1.690705882352944,0.44306976744186144,1.5616744186046523,1.1186046511627907,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,J041146.98+535924.2,53.990082,0.023,0.005,0.0,,11.017,0.005,,11.236,0.029,0.021,0.0,0.0,IV,0.021,0.024,62.945788,0.029,11.069,CBe
549,18.351,16.338,15.72,15.23,15.38,14.441,14.22,13.993,1.1228333333333311,-0.1670000000000016,1.6327674418604625,1.9054186046511599,0.27265116279069734,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J060608.17+224029.9,22.674978,0.027,0.004,0.0,,13.708,0.016,,14.22,0.032,0.038,0.01,0.0,IV,0.038,0.029,91.534055,0.032,13.993,unknown
551,16.413,16.006,13.35,12.73,13.12,11.809,11.506,11.353,-0.7193333333333316,-1.0677058823529444,-0.5816046511627871,1.1764883720930308,1.7580930232558178,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J054100.76+212756.1,21.465586,0.023,0.014,0.0,,11.211,0.007,,11.506,0.022,0.018,0.0,0.0,IV,0.018,0.021,85.253182,0.022,11.353,unknown
561,18.279,17.35,14.72,14.0,14.4,13.034,12.731,12.558,-0.37900000000000245,-1.122764705882357,-0.08495348837209482,1.624116279069766,1.709069767441861,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J034638.80+494703.7,49.784373,0.024,0.013,0.0,,12.406,0.022,,12.731,0.033,0.028,0.0,0.0,VI,0.028,0.024,56.661669,0.033,12.558,unknown
568,18.467,17.19,16.42,15.81,16.2,14.914,14.719,14.48,0.16883333333332895,-0.13358823529413622,0.2883953488372103,0.16048837209302724,-0.12790697674418317,umag_gmag_imag_Hamag,J053508.84+291228.6,29.207962,,0.005,0.01,,,0.015,,,,,0.01,0.01,VI,0.064,0.035,83.786849,0.052,,unknown
596,14.949,15.176,13.06,12.86,12.93,12.641,12.6,12.547,-0.5903333333333355,-1.0605294117647115,-0.4044418604651172,1.5503953488372075,1.9548372093023247,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064958.38+111213.7,11.20382,0.024,0.01,0.0,,12.533,0.005,,12.6,0.026,0.03,0.0,0.0,VI,0.03,0.026,102.49329,0.026,12.547,CBe
597,13.616,12.638,12.7,12.29,12.3,12.141,12.132,12.135,0.2331666666666663,-1.5867058823529332,0.9526511627906935,0.867627906976737,-0.08502325581395646,umag_gmag_rmag_Hamag,J064756.01+111447.9,11.246665,0.023,0.001,0.0,Star in Cluster,12.1,0.004,,12.132,0.024,0.027,0.0,0.0,VI,0.027,0.024,101.98341,0.024,12.135,CBe
604,16.137,14.929,13.74,13.32,13.51,12.613,12.373,12.289,0.4450000000000005,-0.26670588235294423,0.7263720930232576,1.4779302325581427,0.7515581395348852,gmag_rmag_imag_Hamag,J035651.00+521526.2,52.257304,0.023,0.003,0.0,,12.127,0.006,,12.373,0.034,0.031,0.0,0.0,VI,0.031,0.025,59.212503,0.034,12.289,CBe
605,14.987,13.008,12.7,12.52,12.65,12.05,11.982,11.913,1.6520000000000015,1.65841176470589,1.649465116279069,1.6581627906976717,0.008697674418602863,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,J064725.59+114123.3,11.689823,0.024,0.001,0.0,Star in Cluster,11.928,0.007,,11.982,0.024,0.021,0.0,0.0,VI,0.021,0.021,101.85665,0.024,11.913,CBe
622,16.941,15.16,12.83,11.97,12.42,10.501,9.816,9.634,0.218666666666667,-0.8478235294117678,0.6403023255813964,1.934255813953492,1.2939534883720953,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J062939.48+005504.4,0.9178937,0.023,0.005,0.0,,9.503,0.009,,9.816,0.026,0.026,0.0,0.0,VI,0.026,0.024,97.41452,0.026,9.634,CBe
629,24.651,14.845,14.63,13.68,14.19,12.102,11.286,11.082,8.080166666666663,6.984823529411755,8.513209302325581,7.554023255813955,-0.9591860465116269,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J055222.83+204152.3,20.697878,0.062,0.004,0.0,,10.898,40.354,,11.286,0.03,0.044,0.0,0.0,VI,0.044,0.026,88.095161,0.03,11.082,CBe
630,18.524,15.958,14.53,13.7,14.11,12.364,11.624,11.478,1.0581666666666676,-0.1269411764705879,1.5266976744186056,2.0107441860465136,0.484046511627908,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J054725.50+211038.9,21.177488,0.023,0.004,0.0,,11.337,0.017,,11.624,0.023,0.021,0.0,0.0,VI,0.021,0.021,86.856256,0.023,11.478,CBe
659,16.02,15.229,13.18,12.73,13.0,12.114,11.877,11.747,-0.02649999999999808,-0.36311764705882177,0.10658139534883904,1.5339534883720958,1.4273720930232567,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J054554.11+290608.5,29.102378,0.024,0.015,0.0,,11.707,0.007,,11.877,0.021,0.02,0.0,0.0,VI,0.02,0.022,86.475472,0.021,11.747,CBe
662,14.853,13.601,12.86,12.31,12.37,10.7,9.547,8.578,0.25283333333333446,-1.8897647058823566,1.0999069767441882,1.702767441860472,0.6028604651162836,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,J055054.77+201447.6,20.246568,0.031,0.003,0.0,,7.401,0.004,,9.547,0.029,0.02,0.0,0.0,V,0.02,0.021,87.72822,0.029,8.578,HAeBe
667,17.829,16.162,14.98,14.05,14.64,12.576,12.177,11.95,-0.022499999999997522,-0.5129999999999981,0.17141860465116543,-0.004953488372090309,-0.17637209302325618,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J054238.78+285256.3,28.882318,0.024,0.004,0.0,,11.73,0.011,,12.177,0.023,0.022,0.0,0.0,II,0.022,0.022,85.661596,0.023,11.95,HII-region
680,16.359,15.367,13.87,13.42,13.62,12.618,12.321,12.164,0.17450000000000243,-0.6109411764705879,0.48502325581395644,1.5215581395348903,1.0365348837209338,gmag_rmag_imag_Hamag,J064038.79+082226.8,8.3741321,0.023,0.006,0.0,,12.104,0.007,,12.321,0.023,0.019,0.0,0.0,II,0.019,0.022,100.16164,0.023,12.164,HII-region
682,15.988,15.547,13.16,12.78,13.0,12.167,11.973,11.908,-0.24933333333333563,-0.5848823529411789,-0.11667441860465355,1.763813953488369,1.8804883720930226,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,J063959.52+101814.0,10.303898,0.023,0.015,0.0,,11.785,0.009,,11.973,0.026,0.023,0.0,0.0,II,0.023,0.026,99.998029,0.026,11.908,HII-region
683,21.713,21.633,17.7,15.2,17.0,11.054,9.331,8.658,-4.461666666666663,-4.408235294117642,-4.4827906976744165,-4.693976744186044,-0.2111860465116271,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J064108.31+102408.1,10.402258,0.023,0.047,0.01,,8.268,0.133,,9.331,0.024,0.023,0.0,0.01,II,0.023,0.022,100.28466,0.024,8.658,HII-region
686,14.959,12.989,12.65,12.19,12.29,11.656,11.427,11.405,1.134333333333331,-0.3382352941176565,1.7165116279069768,1.825279069767443,0.10876744186046647,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,J064501.81+092610.8,9.4363599,0.022,0.001,0.0,Star in Cluster,11.389,0.007,,11.427,0.023,0.025,0.0,0.0,II,0.025,0.022,101.25758,0.023,11.405,HII-region
687,16.11,15.915,13.69,13.29,13.55,12.612,12.427,12.271,-0.5316666666666668,-0.7026470588235216,-0.4640697674418638,1.162325581395342,1.6263953488372058,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064339.72+094445.9,9.7460899,0.022,0.013,0.0,,12.258,0.008,,12.427,0.026,0.024,0.0,0.0,II,0.024,0.024,100.91552,0.026,12.271,HII-region
689,16.095,15.178,13.57,13.17,13.4,12.453,12.249,12.118,0.1903333333333309,-0.17300000000000182,0.33397674418604373,1.4124418604651134,1.0784651162790695,umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,J064414.95+085245.2,8.879237,0.022,0.014,0.0,,12.06,0.006,,12.249,0.025,0.021,0.0,0.0,II,0.021,0.023,101.0623,0.025,12.118,HII-region
