,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,RAJ2000,DEJ2000,em
0,14.41,14.29,13.33,12.74,12.54,11.81,11.48,11.19,-0.9518333333333318,-4.945294117647065,0.62697674418605,2.047441860465121,1.4204651162790711,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,64.458939,53.423931,1.0
1,14.41,14.29,13.33,12.74,12.54,11.81,11.48,11.19,-0.9518333333333318,-4.945294117647065,0.62697674418605,2.047441860465121,1.4204651162790711,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,64.4589367,53.4239286,1.0
2,14.06,14.0,12.83,12.34,12.1,11.79,11.51,11.25,-0.8301666666666664,-4.620588235294122,0.6683720930232565,2.3909302325581403,1.722558139534884,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,62.83595,53.234539,1.0
3,15.06,14.73,13.83,13.32,13.12,12.54,12.25,12.02,-0.5964999999999993,-4.222352941176477,0.8369767441860491,2.1974418604651214,1.3604651162790724,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,309.19739,34.1965017,1.0
4,14.12,13.27,12.35,11.87,11.51,11.0,10.71,10.41,-0.022000000000000908,-4.535882352941178,1.7625581395348815,3.511395348837205,1.748837209302324,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,63.4037767,52.7429414,1.0
5,14.12,13.27,12.35,11.87,11.51,11.0,10.71,10.41,-0.022000000000000908,-4.535882352941178,1.7625581395348815,3.511395348837205,1.748837209302324,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,63.40378,52.742943,1.0
6,16.49,16.13,13.95,12.93,13.1,11.16,10.66,10.32,-1.4929999999999992,-5.09,-0.07093023255813968,1.717674418604651,1.7886046511627907,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,88.852667,22.910194,1.0
7,14.2,13.87,12.8,12.32,12.31,11.54,11.34,11.13,-0.5420000000000005,-2.8117647058823554,0.3553488372093018,1.4483720930232533,1.0930232558139514,gmag_rmag_imag_Hamag,66.012181,54.397028,1.0
8,16.67,16.25,15.19,14.48,14.64,13.19,12.77,12.48,-0.8698333333333297,-3.1064705882352865,0.014418604651164346,0.706046511627909,0.6916279069767446,gmag_rmag_imag_Hamag,88.577333,22.903944,1.0
9,16.06,15.71,14.63,14.22,14.23,13.46,13.24,13.02,-0.3948333333333356,-2.2147058823529466,0.3246511627906961,1.3816279069767432,1.0569767441860471,gmag_rmag_imag_Hamag,80.210909,28.357143,1.0
10,15.05,15.12,14.62,14.17,14.06,13.44,13.15,12.98,-0.887499999999997,-3.6605882352941093,0.20883720930232547,0.9620930232558124,0.753255813953487,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,102.8430914,-0.2858156,1.0
11,15.85,15.5,14.12,13.29,13.55,12.17,11.73,11.33,-1.1578333333333335,-3.304705882352933,-0.30906976744186443,0.4723255813953424,0.7813953488372068,gmag_rmag_imag_Hamag,324.3077244,51.6485219,1.0
12,14.34,14.64,13.65,13.33,13.25,12.78,12.64,12.49,-0.8813333333333344,-2.864705882352945,-0.09720930232558203,1.076976744186046,1.1741860465116283,gmag_rmag_imag_Hamag,94.2455333,25.2571656,1.0
13,14.34,14.64,13.65,13.33,13.25,12.78,12.64,12.49,-0.8813333333333344,-2.864705882352945,-0.09720930232558203,1.076976744186046,1.1741860465116283,gmag_rmag_imag_Hamag,94.245542,25.257194,1.0
15,15.6,15.65,15.04,14.59,14.55,13.87,13.65,13.41,-0.8674999999999992,-3.1917647058823446,0.05139534883720638,0.7534883720930194,0.7020930232558131,gmag_rmag_imag_Hamag,82.132272,27.19626,1.0
16,15.77,15.55,14.7,14.19,14.26,13.28,13.04,12.84,-0.7065000000000005,-2.6011764705882343,0.04255813953488194,0.7313953488372085,0.6888372093023265,gmag_rmag_imag_Hamag,89.725583,22.050056,1.0
17,15.15,14.81,13.86,13.32,13.42,12.5,12.22,12.09,-0.6409999999999983,-2.4811764705882333,0.08651162790697764,0.8062790697674448,0.7197674418604671,gmag_rmag_imag_Hamag,63.9361464,53.8322308,1.0
19,15.95,15.74,14.61,13.76,13.92,12.47,12.02,11.56,-1.3341666666666665,-4.214117647058822,-0.19558139534883828,0.5660465116279066,0.7616279069767449,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,89.586701,22.879454,1.0
20,14.84,14.83,12.98,12.29,12.43,11.34,10.98,10.64,-1.2435000000000023,-3.5164705882353,-0.34488372093023406,1.1827906976744158,1.5276744186046498,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,56.368536,50.057221,1.0
21,14.84,14.83,12.98,12.29,12.43,11.34,10.98,10.64,-1.2435000000000023,-3.5164705882353,-0.34488372093023406,1.1827906976744158,1.5276744186046498,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,56.368509,50.057241,1.0
22,13.76,14.0,13.17,12.79,12.81,12.3,12.18,12.13,-0.9303333333333348,-2.5482352941176445,-0.2906976744186083,0.4932558139534817,0.78395348837209,gmag_rmag_imag_Hamag,102.798518,-0.304842,0.0
24,15.25,14.4,13.02,12.42,12.61,11.53,11.29,11.12,-0.23999999999999932,-1.778823529411767,0.36837209302325696,1.310930232558143,0.9425581395348859,gmag_rmag_imag_Hamag,56.463593,49.815753,1.0
25,13.6,13.32,12.68,12.53,12.5,12.06,12.01,11.95,0.007499999999998785,-0.8741176470588228,0.3560465116279047,1.0651162790697641,0.7090697674418596,gmag_rmag_imag_Hamag,92.58067,23.76953,1.0
26,13.6,13.32,12.68,12.53,12.5,12.06,12.01,11.95,0.007499999999998785,-0.8741176470588228,0.3560465116279047,1.0651162790697641,0.7090697674418596,gmag_rmag_imag_Hamag,92.5806708,23.7695306,1.0
28,13.47,13.41,12.72,12.51,12.5,12.04,11.99,11.92,-0.32150000000000095,-1.3505882352941216,0.08534883720930227,0.7983720930232547,0.7130232558139525,gmag_rmag_imag_Hamag,92.798468,23.590042,0.0
29,13.54,12.15,12.02,11.63,11.39,11.4,11.29,11.16,0.6815000000000012,-2.649411764705879,1.9983720930232547,2.6809302325581394,0.6825581395348846,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,92.96136,25.49007,1.0
34,13.38,12.59,12.1,11.59,11.45,11.29,11.23,11.15,-0.1364999999999984,-3.3776470588235323,1.1448837209302347,1.9572093023255848,0.8123255813953502,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,92.968107,23.729066,1.0
35,14.5,13.8,12.77,12.43,12.53,11.82,11.66,11.63,0.08233333333333304,-0.8388235294117672,0.44651162790697707,1.2462790697674442,0.7997674418604672,gmag_rmag_imag_Hamag,99.315126,10.096934,0.0
37,16.62,15.96,14.49,13.43,13.78,12.4,12.0,11.8,-1.265666666666667,-3.892352941176477,-0.2272093023255799,0.43697674418605015,0.6641860465116298,umag_gmag_rmag_Hamag,90.118083,22.939422,1.0
38,14.15,14.86,12.91,11.78,11.97,10.89,10.8,10.65,-2.7628333333333335,-6.737058823529409,-1.1916279069767461,0.32093023255813413,1.5125581395348804,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,59.558931,52.173432,1.0
39,14.15,14.86,12.91,11.78,11.97,10.89,10.8,10.65,-2.7628333333333335,-6.737058823529409,-1.1916279069767461,0.32093023255813413,1.5125581395348804,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,59.558959,52.173405,1.0
40,23.71,18.13,13.21,12.94,13.01,12.25,12.17,12.18,5.089499999999999,4.297647058823524,5.402558139534885,10.161395348837209,4.758837209302323,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,93.283401,23.857319,0.0
42,13.3,15.09,12.91,11.81,11.76,10.49,10.24,10.01,-3.7883333333333313,-9.16352941176471,-1.6632558139534859,0.6318604651162829,2.295116279069769,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,307.8161506,45.4200264,1.0
43,11.08,11.18,12.63,11.21,11.29,10.36,10.28,10.27,-2.6796666666666655,-8.691764705882365,-0.3027906976744138,-1.9369767441860386,-1.634186046511625,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,59.8407956,52.6647547,0.0
56,13.78,12.4,12.06,11.57,11.56,11.31,11.23,11.22,0.4898333333333321,-1.8258823529411785,1.4053488372093008,1.7683720930232536,0.36302325581395284,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,101.8337936,9.8692697,0.0
57,14.42,13.05,12.58,11.92,12.02,11.31,11.2,11.13,0.17099999999999915,-2.2205882352941226,1.1165116279069771,1.3562790697674436,0.2397674418604667,umag_gmag_imag_Hamag,59.8230849,50.4115965,0.0
58,14.95,15.47,13.24,12.37,12.4,11.36,10.9,10.49,-2.100500000000003,-5.905882352941179,-0.5960465116279112,1.5648837209302262,2.160930232558137,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,90.0966072,23.1843864,1.0
59,14.95,15.47,13.24,12.37,12.4,11.36,10.9,10.49,-2.100500000000003,-5.905882352941179,-0.5960465116279112,1.5648837209302262,2.160930232558137,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,90.096597,23.184375,1.0
60,15.18,14.35,13.07,12.49,12.73,11.63,11.38,11.23,-0.22366666666666646,-1.3499999999999996,0.22162790697674406,0.9490697674418596,0.7274418604651155,gmag_rmag_imag_Hamag,57.209205,48.889387,1.0
62,14.67,14.29,13.29,13.12,13.16,12.83,12.81,12.72,0.07116666666666766,-0.45352941176469896,0.2786046511627892,1.1865116279069732,0.907906976744184,gmag_rmag_imag_Hamag,102.06487,11.615943,0.0
63,13.83,14.09,13.03,12.49,12.64,11.88,11.72,11.62,-1.2409999999999979,-2.7605882352941107,-0.6402325581395354,0.07441860465116223,0.7146511627906975,gmag_rmag_imag_Hamag,346.600634,57.709463,0.0
66,13.99,13.81,12.95,12.72,12.76,12.4,12.35,12.3,-0.23783333333333107,-1.0382352941176445,0.07860465116279262,0.846511627906982,0.7679069767441893,gmag_rmag_imag_Hamag,91.400495,24.174836,0.0
67,13.99,13.81,12.95,12.72,12.76,12.4,12.35,12.3,-0.23783333333333107,-1.0382352941176445,0.07860465116279262,0.846511627906982,0.7679069767441893,gmag_rmag_imag_Hamag,91.400521,24.1748543,0.0
68,13.6,12.79,12.74,11.65,11.71,10.75,10.62,10.58,-1.1701666666666655,-5.794117647058821,0.6579069767441854,0.5697674418604624,-0.08813953488372306,umag_gmag_rmag_Hamag,59.3023628,50.1102214,0.0
70,13.68,13.23,12.65,11.92,12.01,11.11,10.83,10.71,-0.8761666666666679,-3.653529411764712,0.22186046511627883,0.594651162790698,0.3727906976744191,umag_gmag_rmag_Hamag,91.4468417,22.13855,1.0
73,14.09,14.03,12.96,12.48,12.64,11.73,11.57,11.41,-0.812,-1.991764705882355,-0.34558139534883686,0.3560465116279058,0.7016279069767426,gmag_rmag_imag_Hamag,59.8327278,49.9711017,0.0
74,14.09,14.03,12.96,12.48,12.64,11.73,11.57,11.41,-0.812,-1.991764705882355,-0.34558139534883686,0.3560465116279058,0.7016279069767426,gmag_rmag_imag_Hamag,59.832704,49.971096,0.0
76,10.98,10.13,12.87,11.1,11.35,9.06,9.16,9.08,-2.3654999999999986,-8.895882352941177,0.21627906976744182,-3.0993023255813936,-3.3155813953488353,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,59.076031,51.13302,0.0
77,14.17,12.0,12.21,11.64,11.68,11.43,11.34,11.35,1.1344999999999996,-1.2282352941176553,2.0686046511627927,1.7665116279069801,-0.3020930232558128,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,101.3984,10.467609,0.0
79,13.92,12.5,12.08,11.51,11.62,11.0,10.9,10.84,0.3844999999999996,-1.529411764705889,1.141162790697676,1.307906976744189,0.16674418604651298,umag_gmag_imag_Hamag,65.3810728,56.283725,0.0
81,14.75,12.28,12.42,11.85,11.89,11.67,11.67,11.62,1.4345000000000003,-0.9282352941176435,2.368604651162789,2.1365116279069722,-0.2320930232558166,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,87.0868689,21.5004469,0.0
82,14.75,12.28,12.42,11.85,11.89,11.67,11.67,11.62,1.4345000000000003,-0.9282352941176435,2.368604651162789,2.1365116279069722,-0.2320930232558166,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,87.086859,21.500454,0.0
85,14.44,14.58,12.98,12.41,12.58,11.51,11.24,11.07,-1.1755000000000009,-2.704705882352945,-0.5709302325581397,0.6376744186046511,1.2086046511627906,gmag_rmag_imag_Hamag,62.945788,53.990082,1.0
87,13.68,12.03,12.03,11.62,11.64,11.34,11.35,11.31,0.9051666666666669,-0.8505882352941105,1.5993023255813923,1.5532558139534822,-0.04604651162791006,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,348.674884,56.380257,0.0
89,11.48,10.87,12.73,11.21,11.16,9.71,9.61,9.52,-2.1513333333333304,-9.456470588235298,0.7367441860465146,-1.0081395348837177,-1.7448837209302321,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,88.2362508,23.1526269,1.0
90,11.48,10.87,12.73,11.21,11.16,9.71,9.61,9.52,-2.1513333333333304,-9.456470588235298,0.7367441860465146,-1.0081395348837177,-1.7448837209302321,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,88.236244,23.152603,1.0
98,13.95,12.85,12.57,12.21,12.26,11.75,11.69,11.62,0.44600000000000084,-0.8876470588235337,0.9732558139534908,1.1381395348837253,0.16488372093023443,umag_gmag_imag_Hamag,93.26622,24.248615,0.0
100,14.42,14.94,13.58,13.09,13.14,12.91,12.76,12.65,-1.4101666666666666,-3.3411764705882327,-0.646744186046513,0.5981395348837175,1.2448837209302304,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,91.0615217,24.0673467,1.0
101,14.42,14.94,13.58,13.09,13.14,12.91,12.76,12.65,-1.4101666666666666,-3.3411764705882327,-0.646744186046513,0.5981395348837175,1.2448837209302304,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,91.06154,24.067343,1.0
103,13.8,12.09,12.85,11.6,11.85,10.47,10.37,10.29,-0.5608333333333317,-4.701764705882354,1.076279069767443,-0.25930232558139354,-1.3355813953488367,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,59.126724,51.087715,0.0
105,13.17,12.05,12.14,11.86,11.85,11.59,11.55,11.46,0.6113333333333306,-0.7394117647058898,1.145348837209301,1.078372093023254,-0.06697674418604688,umag_gmag_imag_Hamag,101.7906069,11.7857369,0.0
106,13.18,12.23,12.42,12.09,12.01,11.95,11.95,11.92,0.35049999999999926,-1.6788235294117673,1.152790697674418,1.1469767441860463,-0.0058139534883715205,umag_gmag_imag_Hamag,102.86676,11.270406,0.0
108,14.47,14.43,12.27,11.63,11.79,10.91,10.76,10.63,-1.1226666666666631,-3.037647058823532,-0.36558139534883194,1.4260465116279164,1.7916279069767482,gmag_rmag_imag_Hamag,88.431,22.649184,1.0
109,14.63,14.37,13.37,13.03,13.14,12.63,12.55,12.48,-0.3576666666666647,-1.2147058823529315,-0.018837209302326963,0.7279069767441821,0.7467441860465089,gmag_rmag_imag_Hamag,55.701026,49.06063,0.0
110,14.42,14.1,13.63,12.86,13.05,12.07,11.81,11.75,-1.078833333333335,-3.398823529411766,-0.1616279069767469,-0.12906976744186693,0.03255813953487985,umag_gmag_rmag_Hamag,307.8276564,45.5547958,0.0
111,14.31,12.0,12.76,11.31,11.65,9.94,9.76,9.66,-0.32416666666666405,-4.80705882352941,1.4481395348837223,-0.09465116279069519,-1.5427906976744177,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,59.23572,51.238834,0.0
112,14.31,12.0,12.76,11.31,11.65,9.94,9.76,9.66,-0.32416666666666405,-4.80705882352941,1.4481395348837223,-0.09465116279069519,-1.5427906976744177,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,59.235759,51.238823,0.0
115,14.21,12.7,11.88,11.64,11.7,11.15,11.05,11.0,1.0740000000000012,0.3558823529411681,1.357906976744191,2.0397674418604717,0.6818604651162806,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,55.4238473,49.3262792,0.0
121,15.78,15.97,14.02,13.66,13.76,13.07,12.94,12.85,-0.8440000000000001,-1.8570588235294123,-0.4434883720930235,1.2762790697674435,1.7197674418604671,gmag_rmag_imag_Hamag,101.665527,0.546029,1.0
122,14.46,15.81,12.52,11.57,11.53,10.17,9.72,9.31,-3.075833333333331,-7.697647058823533,-1.248604651162788,2.133488372093029,3.382093023255817,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,346.162464,59.036368,1.0
125,14.27,13.72,12.62,12.21,12.38,11.63,11.5,11.42,-0.1948333333333312,-0.9888235294117562,0.11906976744185982,0.8276744186046524,0.7086046511627925,gmag_rmag_imag_Hamag,91.466,24.0691889,0.0
126,14.27,13.72,12.62,12.21,12.38,11.63,11.5,11.42,-0.1948333333333312,-0.9888235294117562,0.11906976744185982,0.8276744186046524,0.7086046511627925,gmag_rmag_imag_Hamag,91.465975,24.069182,0.0
128,12.87,11.58,12.19,11.57,11.54,11.1,10.99,10.97,0.16366666666666752,-2.877647058823534,1.366046511627909,0.8251162790697726,-0.5409302325581364,umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,92.6009792,23.9796111,0.0
131,14.05,12.75,12.72,12.32,12.36,12.08,12.08,11.99,0.5733333333333336,-1.0082352941176547,1.1986046511627937,1.1365116279069811,-0.06209302325581258,umag_gmag_imag_Hamag,102.2386869,11.4750756,0.0
132,14.05,12.75,12.72,12.32,12.36,12.08,12.08,11.99,0.5733333333333336,-1.0082352941176547,1.1986046511627937,1.1365116279069811,-0.06209302325581258,umag_gmag_imag_Hamag,102.2387,11.475078,0.0
134,13.85,13.62,12.62,12.3,12.41,11.88,11.79,11.72,-0.35133333333333006,-1.116470588235288,-0.04883720930232355,0.6979069767441896,0.746744186046513,gmag_rmag_imag_Hamag,94.1961806,24.0379178,0.0
135,13.65,12.42,12.1,11.93,11.88,11.53,11.48,11.43,0.9211666666666674,-0.1805882352941104,1.3567441860465093,1.7918604651162744,0.43511627906976524,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,92.4660947,23.6290914,0.0
137,13.22,12.05,12.34,11.53,11.56,11.15,11.09,11.04,-0.30150000000000055,-3.8311764705882325,1.09395348837209,0.7348837209302279,-0.3590697674418622,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,87.503916,21.590122,0.0
139,13.2,12.02,11.82,11.51,11.56,11.18,11.11,11.04,0.6168333333333322,-0.4870588235294113,1.0532558139534864,1.1381395348837167,0.08488372093023028,umag_gmag_imag_Hamag,90.8150653,23.206065,0.0
142,13.98,12.28,12.17,11.88,11.88,11.74,11.76,11.73,1.1731666666666696,-0.15941176470587637,1.700000000000001,1.8100000000000005,0.10999999999999943,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,105.7442908,4.5595814,0.0
144,11.17,10.63,12.74,11.11,11.32,9.57,9.56,9.49,-2.421166666666668,-8.564705882352944,0.007674418604648459,-2.585813953488376,-2.5934883720930246,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,59.017563,51.008247,0.0
149,13.15,11.87,12.29,11.8,11.82,10.73,10.76,10.64,0.3898333333333376,-1.7335294117646987,1.2293023255813975,0.7632558139534917,-0.4660465116279059,umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,93.138295,23.8281472,0.0
154,14.09,14.69,12.65,11.94,12.06,11.38,11.25,11.18,-1.8898333333333341,-4.382941176470588,-0.9041860465116299,0.8595348837209252,1.7637209302325552,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,93.885612,23.662258,0.0
155,12.38,12.12,12.37,11.74,11.74,11.51,11.47,11.43,-0.8844999999999963,-3.779411764705876,0.26000000000000156,0.010000000000001563,-0.25,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,102.36025,11.521113,0.0
159,13.17,11.53,12.71,12.45,12.55,12.18,12.1,12.07,1.1676666666666646,0.6141176470588228,1.3865116279069738,-0.023720930232565662,-1.4102325581395396,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,100.9836472,0.1551842,0.0
160,14.07,14.5,12.48,11.84,12.0,11.29,11.17,11.07,-1.5926666666666671,-3.5076470588235327,-0.8355813953488371,0.8160465116279066,1.6516279069767437,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,90.052214,23.491268,0.0
163,14.13,11.8,13.06,12.72,12.88,12.12,11.99,11.91,1.712333333333334,1.175882352941178,1.9244186046511627,0.29604651162790707,-1.6283720930232557,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,346.462287,57.556201,0.0
164,14.05,14.33,12.66,12.34,12.41,11.95,11.88,11.82,-0.8613333333333331,-1.8829411764705881,-0.45744186046511626,1.0513953488372088,1.508837209302325,gmag_rmag_imag_Hamag,91.208839,24.173047,0.0
165,14.05,14.33,12.66,12.34,12.41,11.95,11.88,11.82,-0.8613333333333331,-1.8829411764705881,-0.45744186046511626,1.0513953488372088,1.508837209302325,gmag_rmag_imag_Hamag,91.2088553,24.1730759,0.0
166,13.22,12.25,12.39,11.8,11.8,11.48,11.42,11.39,-0.10183333333333211,-2.812941176470588,0.9700000000000006,0.8300000000000001,-0.14000000000000057,umag_gmag_imag_Hamag,346.818019,58.917903,0.0
170,13.1,12.36,12.38,11.73,11.72,11.45,11.37,11.35,-0.4408333333333334,-3.491764705882355,0.765348837209302,0.7683720930232536,0.0030232558139516343,umag_gmag_rmag_Hamag,345.92885,59.365698,1.0
176,13.64,12.76,12.91,11.78,11.97,10.89,10.8,10.65,-1.1728333333333336,-5.1470588235294095,0.3983720930232536,-0.18906976744186565,-0.5874418604651194,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,59.558968,52.173405,1.0
178,13.87,12.81,12.44,12.27,12.27,11.72,11.66,11.59,0.7511666666666656,-0.030000000000001137,1.0599999999999987,1.4299999999999997,0.370000000000001,umag_gmag_rmag_imag | umag_gmag_imag_Hamag,92.61067,23.93856,0.0
179,13.45,12.18,12.44,11.69,11.78,11.45,11.39,11.35,-0.09250000000000003,-2.9617647058823557,1.041860465116279,0.5746511627906984,-0.4672093023255808,umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,91.3938506,24.6509514,0.0
180,13.45,12.18,12.44,11.69,11.78,11.45,11.39,11.35,-0.09250000000000003,-2.9617647058823557,1.041860465116279,0.5746511627906984,-0.4672093023255808,umag_gmag_imag_Hamag | gmag_rmag_imag_Hamag,91.393848,24.65092,0.0
186,13.38,14.36,12.33,11.75,11.78,11.54,11.56,11.49,-2.033666666666665,-4.506470588235299,-1.0560465116279039,0.9048837209302365,1.9609302325581404,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,100.970449,1.301154,0.0
194,13.84,12.81,12.22,11.99,12.01,11.61,11.55,11.5,0.6121666666666654,-0.3164705882353007,0.9793023255813958,1.5232558139534897,0.5439534883720939,umag_gmag_imag_Hamag,344.968493,58.630893,0.0
195,14.38,15.89,12.68,11.91,11.88,10.9,10.58,10.26,-2.908833333333332,-6.639411764705877,-1.4339534883720946,1.8451162790697653,3.2790697674418596,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,59.058908,52.434199,1.0
196,13.31,12.27,12.37,11.81,11.82,11.68,11.63,11.64,0.022666666666670165,-2.4864705882352873,1.0146511627906991,0.8916279069767465,-0.12302325581395263,umag_gmag_imag_Hamag,102.4885544,11.5830053,0.0
280,17.7,16.24,14.35,13.1,14.16,10.71,10.17,9.89,-0.8108333333333317,0.24176470588235666,-1.2269767441860457,-1.7774418604651157,-0.5504651162790708,gmag_rmag_imag_Hamag,308.3676236,41.1327592,0.0
308,20.99,19.571,17.088,15.603,16.215,12.746,11.892,11.261,-1.2787500000000045,-4.178470588235306,-0.1323488372093049,0.941627906976743,1.0739767441860475,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,151.952639,-57.62927,1.0
379,16.304,15.184,12.878,11.698,12.404,9.383,8.702,8.27,-1.0236666666666663,-1.9191764705882384,-0.6696279069767428,0.010930232558142183,0.680558139534885,gmag_rmag_imag_Hamag,153.926987,-57.016295,0.0
381,13.338,13.336,12.316,11.705,11.68,10.859,10.613,10.472,-1.1079833333333353,-4.075882352941186,0.06537209302325557,1.1429302325581396,1.077558139534884,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,152.943618,-57.806063,1.0
445,14.461,14.402,13.351,12.678,12.768,11.767,11.424,11.233,-1.1636166666666654,-3.679058823529413,-0.1691395348837194,0.674651162790698,0.8437906976744174,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,154.327687,-57.051395,1.0
540,19.223,18.448,16.479,15.398,15.728,13.297,12.595,12.142,-1.1888166666666666,-4.040235294117647,-0.06151162790697795,1.1477209302325586,1.2092325581395365,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,153.965277,-57.880013,1.0
547,19.199,18.916,17.317,16.582,17.388,15.246,14.763,14.509,-1.0522499999999975,0.7382352941176581,-1.7601162790697678,-2.0167906976744194,-0.2566744186046521,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,154.130527,-57.805189,0.0
565,20.128,19.275,17.065,15.828,16.382,13.65,13.007,12.633,-1.3942166666666678,-3.5262352941176456,-0.5513255813953517,0.38318604651161836,0.9345116279069701,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,154.130404,-57.896023,1.0
571,16.969,16.591,14.896,13.787,14.277,11.642,11.001,10.571,-1.6366833333333326,-3.5908823529411875,-0.8640930232558093,-0.2972325581395254,0.5668604651162836,umag_gmag_rmag_Hamag,154.756131,-57.442888,1.0
588,19.257,18.245,16.207,15.04,15.555,13.13,12.515,12.154,-1.1080500000000018,-3.1684705882353015,-0.29346511627907,0.5588372093023253,0.8523023255813948,gmag_rmag_imag_Hamag,154.073987,-58.095813,1.0
614,19.038,19.135,17.88,17.256,17.467,16.209,15.807,15.41,-1.2305999999999988,-2.7450588235294155,-0.6318604651162764,0.13734883720931146,0.7692093023255876,gmag_rmag_imag_Hamag,154.292799,-58.05962,1.0
