,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,RAJ2000,DEJ2000,em
3067,15.694,15.472,14.079,13.265,13.546,11.996,11.579,11.278,-1.256766666666665,-3.195470588235302,-0.49030232558139064,0.2557441860465184,0.746046511627909,gmag_rmag_imag_Hamag,162.879275,-60.162676,1.0
3110,12.768,13.408,12.955,12.618,12.512,12.242,12.097,11.967,-1.2522166666666648,-3.4804117647058797,-0.3713023255813946,0.32574418604651134,0.697046511627906,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,162.310361,-60.948934,1.0
3113,20.325,19.545,17.575,16.449,17.612,14.211,13.274,12.983,-1.2655666666666643,1.0172352941176386,-2.168069767441853,-2.875674418604632,-0.7076046511627792,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,163.130476,-60.158524,0.0
3121,19.155,18.869,17.464,16.629,16.938,15.07,14.642,14.168,-1.23091666666666,-3.086588235294116,-0.49727906976743375,0.19630232558141092,0.6935813953488444,gmag_rmag_imag_Hamag,163.411948,-59.900807,1.0
3298,19.857,19.311,17.796,16.911,17.211,15.627,15.057,14.912,-1.0617499999999966,-3.204882352941184,-0.21446511627906284,0.6098372093023401,0.8243023255814028,gmag_rmag_imag_Hamag,163.626307,-60.290537,1.0
3317,17.083,17.044,15.69,15.0,15.123,13.666,13.132,12.871,-1.2145000000000008,-3.5964705882352983,-0.2727906976744188,0.798023255813956,1.0708139534883747,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,164.478072,-59.470109,1.0
3369,18.358,17.932,16.165,15.102,15.457,12.704,12.012,11.559,-1.5051166666666622,-4.113529411764695,-0.47388372093023123,0.47579069767441906,0.9496744186046501,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,163.195486,-60.982702,1.0
3376,18.668,18.194,16.625,15.681,15.824,13.966,13.433,13.012,-1.2409333333333343,-4.661823529411767,0.11151162790697539,1.3512790697674384,1.2397674418604627,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,163.563578,-60.631261,1.0
3392,20.261,19.703,17.986,17.216,17.52,16.011,15.416,15.39,-0.8408333333333324,-2.4298823529411844,-0.2126046511627867,0.80448837209303,1.0170930232558164,gmag_rmag_imag_Hamag,166.020274,-57.935201,1.0
3504,16.147,16.25,15.238,14.661,14.723,13.57,13.324,12.994,-1.1512166666666679,-3.405058823529407,-0.26016279069767884,0.6090930232558074,0.8692558139534863,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,162.762301,-61.780851,1.0
3520,20.539,19.666,17.557,16.455,16.443,14.162,13.36,12.833,-1.1289666666666656,-6.269705882352924,0.9034186046511561,3.040046511627895,2.136627906976739,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,163.462915,-61.175785,1.0
3612,19.829,19.445,17.891,16.993,17.137,15.254,14.459,14.182,-1.2473666666666654,-4.450470588235281,0.018976744186042227,1.2414418604651098,1.2224651162790676,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,165.234283,-59.680267,1.0
3657,14.346,14.247,12.789,11.983,12.219,10.467,9.975,9.649,-1.3652333333333313,-3.555705882352944,-0.4992325581395315,0.4154186046511692,0.9146511627907007,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,165.101423,-59.993253,1.0
3725,18.094,18.248,17.182,16.54,16.305,15.276,14.894,14.713,-1.3202999999999987,-5.777117647058819,0.44169767441860297,2.0487441860465108,1.607046511627908,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,166.254454,-58.875848,1.0
3785,16.456,16.49,15.137,14.42,14.533,13.619,13.361,13.198,-1.3365499999999995,-3.9067058823529477,-0.3204418604651139,0.772395348837211,1.0928372093023246,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,165.207905,-60.193918,1.0
3789,17.961,17.738,16.388,15.612,15.536,14.218,13.759,13.426,-1.186733333333337,-5.2398235294117805,0.41565116279069786,1.9406279069767431,1.5249767441860453,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,165.155736,-60.254986,1.0
3849,19.354,19.035,17.631,16.948,17.208,15.863,15.363,15.28,-0.9217833333333336,-2.393176470588249,-0.340069767441856,0.4653255813953583,0.8053953488372141,gmag_rmag_imag_Hamag,166.213869,-59.163713,0.0
3861,18.375,18.196,16.841,16.129,16.374,14.924,14.38,14.221,-1.1144666666666674,-2.8152941176470763,-0.44204651162790165,0.34888372093024467,0.7909302325581462,gmag_rmag_imag_Hamag,166.315967,-59.079688,1.0
3930,19.834,19.487,17.864,16.937,17.175,15.388,14.82,14.391,-1.3370499999999976,-4.070705882352942,-0.25630232558139254,0.8187441860465134,1.0750465116279058,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,164.665028,-61.055239,1.0
3957,19.497,19.092,17.532,16.659,16.92,14.895,14.391,14.023,-1.1809500000000004,-3.5189999999999895,-0.2566046511627963,0.7024883720930104,0.9590930232558066,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,164.666941,-61.113807,1.0
4161,12.887,13.166,12.165,11.719,11.844,10.644,10.391,10.225,-1.0892333333333326,-2.337176470588234,-0.5958604651162789,0.117348837209304,0.7132093023255828,gmag_rmag_imag_Hamag,165.534224,-60.59207,1.0
4257,18.091,17.96,16.425,15.581,15.941,14.069,13.477,13.251,-1.4022666666666683,-2.9722941176470594,-0.7815581395348861,-0.07539534883721366,0.7061627906976722,gmag_rmag_imag_Hamag,164.248195,-62.263608,1.0
4409,17.44,17.312,15.981,15.228,15.278,13.613,13.107,12.782,-1.2399499999999997,-4.379470588235292,0.0012558139534867563,1.217139534883719,1.2158837209302322,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,165.929583,-61.109532,1.0
4418,19.059,18.334,16.578,15.563,16.417,13.721,13.185,12.936,-1.1189166666666626,-0.3072941176470436,-1.4397906976744186,-1.6499767441860467,-0.21018604651162898,gmag_rmag_imag_Hamag,166.104067,-60.955122,0.0
4421,19.881,19.291,17.542,16.541,16.903,14.574,14.037,13.636,-1.2284833333333351,-3.507117647058844,-0.3276279069767396,0.5879302325581472,0.9155581395348869,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,166.222912,-60.841474,1.0
4490,18.497,17.914,15.994,14.846,15.187,12.496,11.737,11.223,-1.502533333333334,-4.591294117647065,-0.28139534883720874,0.8535116279069812,1.13490697674419,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,166.445003,-60.912863,1.0
4671,18.21,18.042,16.782,16.065,16.191,15.165,14.984,14.628,-1.1345499999999982,-3.6213529411764793,-0.15139534883720396,0.8185116279069892,0.9699069767441931,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,166.502909,-61.388156,1.0
4702,20.522,19.232,17.013,15.713,16.338,13.634,13.04,12.549,-1.0716666666666717,-3.0379411764705955,-0.2943023255813999,0.4857441860465017,0.7800465116279014,gmag_rmag_imag_Hamag,167.162186,-60.715771,1.0
4769,19.891,18.948,16.864,15.667,16.151,13.433,12.652,12.149,-1.2315500000000035,-3.628588235294128,-0.28388372093023406,0.6857906976744177,0.9696744186046515,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,166.809052,-61.255595,1.0
4812,18.843,18.555,16.879,16.081,16.429,14.906,14.402,14.305,-1.1617000000000026,-2.5972941176470776,-0.5941395348837176,0.28065116279070224,0.8747906976744197,gmag_rmag_imag_Hamag,167.73625,-60.327817,0.0
4853,18.811,18.919,17.442,16.54,16.877,14.806,14.061,13.871,-1.7466333333333353,-3.730647058823539,-0.9622558139534878,-0.2611395348837189,0.7011162790697688,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,167.096289,-61.181542,1.0
4921,14.051,14.342,13.712,13.308,13.264,12.93,12.778,12.667,-1.0249333333333333,-3.163470588235298,-0.17946511627906897,0.5518372093023283,0.7313023255813972,gmag_rmag_imag_Hamag,167.217825,-61.254489,1.0
4941,16.594,17.291,16.458,15.957,15.898,15.259,14.862,14.856,-1.6071499999999947,-4.28758823529411,-0.5474418604651129,0.421395348837217,0.9688372093023299,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,167.514078,-60.982087,1.0
4943,19.413,18.775,17.042,16.057,16.342,14.2,13.602,13.163,-1.1514166666666699,-3.850235294117665,-0.0844418604651146,0.9923953488372081,1.0768372093023226,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.342115,-59.978316,1.0
4967,17.929,18.152,17.175,16.552,16.684,15.444,15.0,14.971,-1.3547833333333377,-3.3711764705882366,-0.5576046511627968,0.11548837209301444,0.6730930232558111,umag_gmag_rmag_Hamag,167.929422,-60.570159,1.0
5058,19.955,18.955,16.735,15.47,15.927,13.172,12.434,11.907,-1.2980833333333304,-4.1807058823529415,-0.158441860465113,1.0093953488372147,1.1678372093023275,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,167.78652,-61.005146,1.0
5076,17.869,17.677,16.544,15.814,15.908,14.81,14.433,14.273,-1.134166666666667,-3.8858823529411843,-0.04627906976744009,0.8703023255813978,0.9165813953488378,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,167.255842,-61.664088,1.0
5103,18.404,18.009,16.706,15.916,16.181,14.771,14.49,14.326,-1.0401666666666651,-2.9711764705882278,-0.2767441860465132,0.41613953488371935,0.6928837209302324,gmag_rmag_imag_Hamag,168.417493,-60.334797,1.0
5133,20.511,19.804,18.092,17.0,17.912,15.121,14.477,14.002,-1.2767999999999964,-0.4471176470588214,-1.6048139534883679,-1.9925348837209222,-0.38772093023255483,gmag_rmag_imag_Hamag,167.64922,-61.349019,0.0
5158,19.354,18.636,16.539,15.324,15.705,13.182,12.472,12.031,-1.4892500000000024,-4.629411764705893,-0.24779069767441875,0.9720232558139512,1.2198139534883699,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.016056,-60.986903,1.0
5175,20.075,19.508,17.807,16.867,17.225,15.05,14.338,13.708,-1.1406666666666618,-3.1646470588235123,-0.34048837209302396,0.5362790697674409,0.8767674418604648,gmag_rmag_imag_Hamag,168.146143,-60.871377,1.0
5239,19.378,19.006,17.567,16.893,16.365,15.657,15.059,15.142,-0.8524333333333323,-7.334941176470602,1.7104186046511678,4.3650465116279165,2.6546279069767484,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.013911,-61.169993,1.0
5252,19.855,19.387,17.862,16.953,17.228,15.371,14.845,14.657,-1.1833499999999977,-3.5970588235293928,-0.22909302325581904,0.6627674418604577,0.8918604651162766,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.154189,-61.079254,1.0
5261,16.504,16.269,14.883,14.067,13.458,12.381,11.834,11.457,-1.2473999999999947,-8.901764705882346,1.7787441860465139,4.56686046511628,2.788116279069766,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,167.992724,-61.301829,1.0
5266,19.875,19.437,17.94,17.098,17.426,15.635,15.044,14.807,-1.0916333333333383,-2.85764705882355,-0.39344186046511553,0.3483953488372118,0.7418372093023272,gmag_rmag_imag_Hamag,168.095655,-61.194049,1.0
5335,19.208,18.716,17.142,16.249,16.435,14.561,13.983,13.613,-1.1302833333333369,-4.041117647058832,0.020511627906974472,1.1662790697674417,1.145767441860467,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.171962,-61.430059,1.0
5383,13.85,13.711,12.248,11.332,11.706,9.853,9.392,9.121,-1.5250666666666644,-3.336176470588236,-0.8090465116279041,-0.20711627906976005,0.6019302325581438,umag_gmag_rmag_Hamag,168.814027,-60.85493,1.0
5386,18.855,18.711,17.491,16.664,17.317,14.985,14.493,14.315,-1.3583833333333277,-0.9716470588235246,-1.5112790697674359,-1.7946976744185958,-0.2834186046511602,gmag_rmag_imag_Hamag,168.479675,-61.293817,0.0
5430,18.625,17.966,16.295,15.332,15.645,13.721,13.202,12.878,-1.0904500000000024,-3.508647058823546,-0.1344186046511605,0.8159534883720978,0.9503720930232583,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,169.022771,-60.832008,1.0
5441,19.293,18.532,16.504,15.45,15.705,12.939,12.215,11.756,-1.1537666666666706,-4.362000000000011,0.11460465116278828,1.5555116279069716,1.4409069767441833,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.719879,-61.254468,1.0
5442,18.565,17.924,15.849,14.566,15.778,12.17,11.427,11.061,-1.68978333333333,0.18576470588235633,-2.431279069767438,-3.146697674418599,-0.7154186046511612,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.738813,-61.244237,0.0
5449,17.505,17.254,15.726,14.817,14.841,13.103,12.511,12.219,-1.400350000000003,-5.423411764705897,0.19016279069767433,1.6629069767441884,1.472744186046514,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.712161,-61.284979,1.0
5460,16.948,16.78,15.348,14.484,14.769,12.917,12.446,12.246,-1.4016000000000017,-3.544411764705888,-0.554441860465117,0.22139534883720913,0.775837209302326,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.751298,-61.25843,1.0
5461,17.542,17.444,16.103,15.287,16.199,13.906,13.457,13.371,-1.3843999999999985,0.7135294117647092,-2.2138139534883705,-2.9725348837209316,-0.7587209302325615,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.753935,-61.257528,0.0
5464,18.913,18.547,16.73,15.585,16.071,13.531,12.739,12.335,-1.7140833333333325,-3.859352941176465,-0.8659534883720943,-0.1678837209302344,0.6980697674418597,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.767049,-61.244332,1.0
5468,18.701,18.125,15.97,14.62,15.635,12.153,11.306,10.91,-1.8765000000000014,-1.571941176470594,-1.9969069767441856,-2.1787674418604652,-0.18186046511627962,umag_rmag_imag_Hamag,168.770723,-61.249687,0.0
5472,17.046,16.641,14.936,13.87,13.861,11.98,11.417,11.016,-1.5315666666666663,-6.4876470588235255,0.4278139534883696,2.1535348837209227,1.7257209302325531,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.765041,-61.266824,1.0
5473,19.131,18.395,16.324,15.029,15.637,12.626,11.917,11.428,-1.616583333333335,-3.6688823529411847,-0.8052093023255813,-0.1340232558139558,0.6711860465116253,umag_gmag_rmag_Hamag,168.80568,-61.21764,1.0
5474,15.72,15.811,14.502,13.708,13.843,12.33,11.844,11.506,-1.5334333333333332,-4.316352941176476,-0.43320930232557997,0.5649767441860479,0.9981860465116279,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.773592,-61.25748,1.0
5475,17.412,17.143,15.684,14.789,14.944,13.304,12.605,12.422,-1.3569166666666672,-4.475705882352934,-0.12390697674419038,0.9782325581395296,1.10213953488372,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.776092,-61.25593,1.0
5476,15.561,15.584,14.218,13.516,13.178,11.937,11.456,10.898,-1.2982999999999993,-6.691235294117644,0.8337906976744164,2.9779767441860416,2.144186046511625,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.775614,-61.257392,1.0
5489,20.588,19.775,17.87,16.755,17.105,14.543,13.9,13.472,-1.2125833333333342,-4.092000000000003,-0.0742093023255822,1.0249767441860407,1.0991860465116225,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.795421,-61.249236,1.0
5492,17.297,17.083,15.689,14.808,15.532,13.067,12.305,12.157,-1.386483333333331,-0.7926470588235277,-1.6212558139534858,-1.8941395348837191,-0.2728837209302337,gmag_rmag_imag_Hamag,168.785053,-61.264317,0.0
5503,19.965,19.413,17.675,16.627,16.986,14.76,14.153,13.913,-1.3518666666666699,-3.8657058823529438,-0.3580232558139579,0.5534418604651079,0.9114651162790657,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.839339,-61.206247,1.0
5515,15.147,15.167,13.814,12.978,13.195,11.516,11.08,10.778,-1.538733333333333,-3.988882352941176,-0.5700697674418611,0.283325581395347,0.8533953488372081,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.794397,-61.272206,1.0
5525,17.53,17.329,15.879,14.987,16.003,13.576,13.033,12.823,-1.4194666666666647,0.9960588235294161,-2.3744418604651143,-3.263604651162786,-0.889162790697672,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.80762,-61.267712,0.0
5528,19.351,18.915,17.285,16.316,17.277,14.381,13.657,13.57,-1.3243500000000017,0.3847058823529468,-2.0000232558139577,-2.5825581395348918,-0.582534883720935,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.815475,-61.263962,0.0
5535,20.338,19.864,18.1,17.127,17.192,15.265,14.681,14.553,-1.2936166666666706,-5.347882352941186,0.30923255813953193,1.9235813953488308,1.614348837209299,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.864679,-61.213405,1.0
5538,18.852,18.227,16.541,15.546,15.879,13.719,13.116,12.76,-1.1825833333333347,-3.619588235294124,-0.2191162790697675,0.7002093023255813,0.9193255813953488,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.822305,-61.266353,1.0
5550,19.756,18.978,17.145,16.04,16.537,14.025,13.294,12.901,-1.2294166666666682,-3.1203529411764768,-0.481837209302326,0.20690697674418868,0.6887441860465144,gmag_rmag_imag_Hamag,168.866482,-61.223903,1.0
5556,18.604,18.215,16.615,15.653,15.928,13.984,13.448,13.204,-1.3586333333333298,-4.015882352941163,-0.3080930232558151,0.658767441860465,0.96686046511628,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.872835,-61.219361,1.0
5557,20.182,19.666,17.77,16.651,16.954,14.526,13.938,13.476,-1.5168500000000007,-4.715999999999997,-0.25206976744186393,0.9463255813953448,1.1983953488372086,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.867411,-61.226307,1.0
5565,20.353,19.547,17.608,16.471,16.985,14.228,13.6,12.999,-1.2595499999999995,-3.1885294117647134,-0.4969302325581364,0.2586744186046568,0.755604651162793,gmag_rmag_imag_Hamag,168.852808,-61.256231,1.0
5566,20.571,19.648,17.677,16.519,16.715,14.297,13.591,13.105,-1.1806999999999999,-5.245117647058822,0.42616279069767266,1.9459069767441812,1.5197441860465084,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.827728,-61.289726,1.0
5569,20.476,19.716,17.968,16.941,17.343,15.138,14.433,14.206,-1.10571666666667,-3.247352941176474,-0.2590232558139576,0.5634418604651117,0.822465116279069,gmag_rmag_imag_Hamag,168.93723,-61.155963,1.0
5574,19.251,19.142,17.853,17.069,17.83,15.39,14.729,14.649,-1.315266666666669,-0.038470588235313186,-1.8200465116279023,-2.2831162790697617,-0.4630697674418598,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.925891,-61.176468,0.0
5575,18.193,17.611,15.802,14.731,15.145,12.812,12.145,11.654,-1.3636499999999983,-3.630529411764707,-0.46744186046511427,0.3883953488372138,0.8558372093023279,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.852235,-61.268334,1.0
5596,20.595,19.748,17.838,16.674,17.613,14.812,14.157,13.825,-1.2676000000000043,-0.5956470588235412,-1.5332558139534895,-1.7851395348837205,-0.25188372093023137,gmag_rmag_imag_Hamag,168.875976,-61.25746,0.0
5601,20.442,19.862,18.044,16.932,18.12,15.192,14.6,14.417,-1.4401333333333346,1.067294117647064,-2.431441860465119,-3.348604651162799,-0.9171627906976805,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.853628,-61.289535,0.0
5602,19.542,18.971,17.408,16.416,17.249,14.936,14.488,14.261,-1.231133333333333,-0.44847058823530883,-1.5405581395348773,-1.8953953488371988,-0.354837209302322,gmag_rmag_imag_Hamag,168.872466,-61.268976,0.0
5604,19.661,19.117,17.366,16.343,16.357,14.321,13.691,13.305,-1.3144499999999986,-5.925470588235298,0.5085116279069789,2.2272790697674467,1.718767441860468,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,168.871441,-61.276537,1.0
5608,19.739,19.073,17.41,16.433,16.794,14.771,14.162,13.89,-1.108883333333333,-3.283647058823528,-0.24909302325581473,0.5827674418604636,0.8318604651162783,gmag_rmag_imag_Hamag,168.882807,-61.2675,1.0
5655,14.263,14.421,13.56,12.982,12.882,12.175,11.834,11.597,-1.2080333333333346,-4.505176470588242,0.09548837209302274,1.1867209302325556,1.0912325581395328,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,167.602679,-62.926751,1.0
5741,15.525,15.576,14.463,13.829,14.015,12.638,12.22,11.927,-1.2027666666666639,-2.9234705882352863,-0.522488372093023,0.16227906976744388,0.6847674418604668,gmag_rmag_imag_Hamag,169.767794,-60.808163,1.0
5747,20.276,19.394,17.294,16.042,16.586,13.699,12.897,12.329,-1.3924666666666625,-3.6575294117647186,-0.49697674418603666,0.35055813953489956,0.8475348837209358,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,169.860439,-60.731706,1.0
5871,14.881,14.694,13.434,12.656,12.777,11.302,10.849,10.499,-1.2263666666666646,-4.025529411764708,-0.1197209302325552,0.8616976744186124,0.9814186046511676,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.832523,-62.560517,1.0
5908,19.933,18.976,16.692,15.406,15.854,12.834,12.016,11.428,-1.3792333333333313,-4.416058823529419,-0.17862790697673936,1.0739302325581472,1.2525581395348864,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,169.708795,-61.594031,1.0
5924,14.441,14.341,13.208,12.513,12.569,11.428,11.077,10.816,-1.1625833333333322,-3.9971176470588192,-0.04195348837209392,0.9621162790697636,1.0040697674418575,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,168.415854,-63.259812,1.0
5930,19.294,18.454,16.47,15.353,15.862,13.003,12.329,11.889,-1.1892166666666646,-3.058352941176464,-0.4502558139534887,0.36186046511628067,0.8121162790697691,gmag_rmag_imag_Hamag,169.75718,-61.719399,1.0
5933,20.561,19.989,18.395,17.463,17.822,15.859,15.38,15.065,-1.121133333333331,-3.101941176470593,-0.3380232558139493,0.42944186046512645,0.7674651162790755,gmag_rmag_imag_Hamag,168.391634,-63.378466,1.0
5971,20.261,19.613,17.681,16.508,17.0,14.432,13.792,13.363,-1.4829500000000029,-3.7184117647058903,-0.5991627906976764,0.20009302325580958,0.7992558139534855,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,170.020935,-61.652265,1.0
6001,18.864,18.078,16.204,15.101,15.618,13.049,12.41,11.941,-1.217783333333331,-2.9712941176470604,-0.5245348837209269,0.1591627906976787,0.6836976744186054,gmag_rmag_imag_Hamag,170.288678,-61.664437,1.0
6080,15.369,15.71,14.851,14.343,14.32,13.436,13.154,12.893,-1.2638666666666691,-3.7456470588235353,-0.28269767441860655,0.6292558139534857,0.9119534883720922,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,171.740408,-60.49321,1.0
6151,20.315,19.069,16.804,15.569,16.224,13.294,12.61,12.155,-0.9975833333333264,-2.4728235294117527,-0.4143488372092976,0.34262790697675216,0.7569767441860493,gmag_rmag_imag_Hamag,171.610429,-61.891643,1.0
6162,17.17,15.17,13.24,12.31,12.84,10.525,9.752,9.459,0.31050000000000266,-0.5647058823529427,0.6565116279069809,1.3662790697674478,0.7097674418604669,gmag_rmag_imag_Hamag,106.9956667,-10.645,0.0
6168,15.66,15.22,14.29,13.94,14.04,13.272,12.898,12.843,-0.19583333333333297,-1.1629411764705893,0.18651162790697728,0.8862790697674449,0.6997674418604676,gmag_rmag_imag_Hamag,107.08525,-10.797,0.0
6199,17.98,16.62,15.3,14.62,14.89,13.583,12.964,12.912,0.1246666666666636,-1.2688235294117671,0.6755813953488335,1.373953488372087,0.6983720930232533,gmag_rmag_imag_Hamag,113.99325,-20.7063611,0.0
6323,19.95,16.73,14.29,12.98,13.77,10.709,9.637,9.278,0.8401666666666685,-0.11411764705882321,1.2174418604651183,1.8386046511627971,0.6211627906976787,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,114.0834583,-20.7111389,0.0
6393,18.9,16.0,13.75,12.54,13.2,10.597,9.569,9.236,0.7018333333333309,-0.6264705882353012,1.2269767441860455,1.9574418604651163,0.7304651162790703,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,114.1735,-20.6499444,0.0
6398,19.72,18.86,17.5,17.09,17.17,16.239,15.786,16.631,0.11516666666666597,-1.2558823529411667,0.6572093023255763,1.8330232558139437,1.1758139534883674,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.4814167,-25.4831667,0.0
6399,19.3,18.77,17.22,16.76,16.94,15.85,15.614,14.906,-0.3056666666666604,-1.2652941176470427,0.07372093023256021,1.209302325581399,1.1355813953488387,gmag_rmag_imag_Hamag,117.4816667,-25.5083611,0.0
6400,15.93,15.41,13.99,13.64,13.73,13.068,12.772,12.692,-0.1158333333333329,-1.1470588235294115,0.2918604651162791,1.5046511627906982,1.212790697674419,gmag_rmag_imag_Hamag,117.4816667,-25.5463333,0.0
6401,18.2,17.51,16.26,15.96,16.1,15.422,15.192,14.92,0.14499999999999658,-0.3358823529411801,0.3351162790697639,1.262790697674414,0.92767441860465,gmag_rmag_imag_Hamag,117.4817917,-25.5348611,0.0
6402,20.57,18.84,16.59,15.79,16.21,14.277,13.518,13.183,0.2766666666666662,-0.706470588235288,0.665348837209299,1.948372093023249,1.28302325581395,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.4819583,-25.4613333,0.0
6403,17.07,16.52,15.26,14.96,15.08,14.39,14.19,14.154,0.00500000000000278,-0.6041176470588214,0.24581395348837493,1.2295348837209348,0.9837209302325598,gmag_rmag_imag_Hamag,117.4855,-25.4803333,0.0
6404,18.31,17.57,16.0,15.58,15.69,14.856,14.385,14.508,-0.02300000000000124,-1.2476470588235349,0.46116279069767446,1.777906976744188,1.3167441860465132,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,117.4856667,-25.5208333,0.0
6405,18.51,18.06,16.61,16.21,16.32,15.485,15.404,15.278,-0.27666666666666107,-1.4094117647058746,0.17116279069767887,1.3679069767441914,1.1967441860465122,gmag_rmag_imag_Hamag,117.4874583,-25.4431944,0.0
6406,17.02,16.53,15.14,14.78,14.88,14.237,13.948,13.793,-0.1640000000000036,-1.1770588235294126,0.23651162790697172,1.3962790697674343,1.1597674418604624,gmag_rmag_imag_Hamag,117.4882917,-25.5393333,0.0
6407,16.87,16.35,15.0,14.66,14.77,14.093,13.875,13.89,-0.09766666666666668,-0.9547058823529448,0.2411627906976756,1.3379069767441902,1.0967441860465144,gmag_rmag_imag_Hamag,117.4883333,-25.5051667,0.0
