,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag_imag,umag_gmag_rmag_Hamag,umag_gmag_imag_Hamag,umag_rmag_imag_Hamag,gmag_rmag_imag_Hamag,outlier_columns,chi2,DEJ2000,logTeff,Rv,r2mag,RAJ2000,mu,A0,VPHAS-OB1,goodOB,EM,SUB,LUM
2099,18.604,17.912,16.147,15.002,15.497,12.905,12.333,11.915,-1.3880833333333285,-3.4756470588235215,-0.5627674418604622,0.06258139534884322,0.6253488372093052,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.63,-59.349549,4.338,4.025,16.106,161.443242,12.45,6.406,6034,1,1,0,0
2100,19.851,19.336,17.395,16.263,17.117,14.071,13.442,13.024,-1.5414666666666617,-1.2674705882352857,-1.649790697674415,-1.6749767441860408,-0.025186046511626037,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.43,-59.740236,4.523,3.994,17.421,161.038881,15.37,6.918,6036,1,0,0,0
2101,20.164,19.559,17.9,16.909,16.938,15.038,14.4,14.062,-1.1953166666666653,-5.5631176470588235,0.5314883720930239,2.1237209302325617,1.5922325581395376,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.65,-59.242773,4.299,4.047,17.869,161.558508,14.32,5.849,6037,1,1,0,0
2104,19.278,19.247,17.681,16.701,16.805,14.53,13.904,13.582,-1.749333333333335,-5.585705882352952,-0.23262790697674324,1.0939302325581415,1.3265581395348847,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.08,-59.858255,4.572,4.689,17.654,160.936769,16.42,6.582,6054,1,1,1,0
2105,18.978,18.972,17.675,16.95,16.601,15.206,14.628,14.357,-1.3110833333333354,-6.88023529411766,0.8906744186046515,2.9911860465116287,2.100511627906977,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.9,-59.707936,4.337,4.799,17.676,161.095872,14.92,5.258,6055,1,1,1,0
2108,16.618,16.898,16.103,15.685,15.666,14.618,14.4,14.364,-1.0393666666666697,-3.0819411764705977,-0.23183720930232643,0.6069069767441836,0.83874418604651,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.36,-60.33003,4.296,4.499,16.113,160.43236,14.71,3.233,6062,1,1,0,0
2117,13.571,13.837,13.03,12.532,12.6,11.557,11.353,11.149,-1.1706999999999985,-3.0230588235294107,-0.43837209302325475,0.2120697674418629,0.6504418604651176,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.51,-59.655583,4.333,4.174,13.039,161.196235,11.96,3.275,6096,1,1,0,0
2119,16.298,16.096,14.809,14.029,14.186,12.594,12.145,11.777,-1.2150000000000003,-3.7925294117647046,-0.1959767441860482,0.729558139534883,0.9255348837209312,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.72,-59.406151,4.306,4.131,14.808,161.458951,12.25,4.715,6101,1,1,0,0
2121,19.591,19.444,18.092,17.218,18.33,15.461,14.561,14.266,-1.440766666666662,1.6729999999999996,-2.671790697674411,-3.879976744186033,-1.2081860465116225,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.43,-60.677085,4.31,4.954,18.082,160.1032,14.59,5.757,6111,1,0,1,0
2123,20.182,19.938,18.383,17.587,17.444,16.241,15.609,15.323,-1.2020666666666653,-5.776647058823532,0.6064883720930245,2.4907209302325604,1.884232558139536,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.79,-59.053781,4.45,3.602,18.318,161.836046,17.21,5.013,6120,1,1,1,0
2129,18.944,18.292,16.506,15.493,16.361,13.428,12.807,12.448,-1.1882833333333351,-0.27770588235294125,-1.5482790697674442,-1.760697674418605,-0.21241860465116114,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.4,-59.710887,4.317,4.056,16.552,161.183776,12.8,6.23,6138,1,0,0,0
2130,19.812,19.515,18.073,17.015,17.364,15.025,14.33,14.03,-1.625033333333332,-4.248941176470587,-0.5876744186046506,0.05081395348837292,0.6384883720930234,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,7.31,-59.709261,4.415,4.617,17.916,161.188107,15.18,6.29,6140,1,1,1,0
2133,19.611,19.617,18.195,17.434,17.468,15.518,14.766,14.433,-1.3884833333333317,-4.667352941176475,-0.09218604651162535,1.251534883720936,1.3437209302325612,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.92,-59.954677,4.369,5.014,18.214,160.939269,15.25,5.864,6147,1,1,1,0
2136,16.216,16.884,16.168,15.627,15.777,14.157,13.93,13.812,-1.650816666666663,-3.1750000000000003,-1.0482325581395304,-0.6775813953488281,0.3706511627907022,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag,7.19,-59.954588,4.579,5.302,16.099,160.955744,17.03,4.13,6157,1,0,1,0
2140,16.238,16.689,15.953,15.528,15.245,14.666,14.496,14.546,-1.2230833333333317,-4.990529411764709,0.26637209302325815,1.6539302325581449,1.387558139534887,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.82,-59.955967,4.407,3.957,15.823,160.960825,15.95,2.958,6164,1,1,1,0
2148,19.749,19.55,17.934,17.099,16.799,15.279,14.742,14.647,-1.3179166666666697,-7.078352941176485,0.9594651162790693,3.266162790697675,2.3066976744186056,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.94,-59.86768,4.478,4.009,17.953,161.066885,16.46,5.677,6186,1,1,1,0
2149,16.892,16.857,15.683,14.989,15.268,13.694,13.363,13.107,-1.2257666666666645,-2.6258823529411717,-0.6722325581395342,-0.1405813953488364,0.5316511627906977,umag_gmag_rmag_Hamag,1.03,-59.639525,4.357,3.931,15.693,161.32538,14.04,4.264,6197,1,0,0,0
2153,18.233,18.207,16.965,16.164,16.462,14.474,13.759,13.414,-1.4291499999999968,-3.1991176470588254,-0.7293953488372047,-0.17348837209301338,0.5559069767441913,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,1.8,-60.010049,4.312,5.021,16.903,160.949323,13.8,5.378,6215,1,0,0,0
2154,20.135,19.974,18.481,17.619,17.567,15.729,15.055,14.81,-1.4049666666666683,-5.699352941176481,0.29281395348837236,1.905534883720928,1.6127209302325558,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.86,-59.596986,4.405,4.552,18.514,161.383792,15.93,5.871,6216,1,1,1,0
2157,19.957,19.86,18.286,17.261,17.377,15.073,14.484,14.221,-1.7650833333333353,-5.731294117647075,-0.19704651162790465,1.109883720930234,1.3069302325581384,umag_gmag_rmag_imag | umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.38,-59.748507,4.552,4.587,18.222,161.244729,16.77,6.573,6235,1,1,1,0
2161,20.041,19.818,18.438,17.575,17.887,15.691,14.892,14.699,-1.3447833333333332,-3.3098823529411683,-0.5678837209302361,0.09379069767441539,0.6616744186046514,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.1,-60.041871,4.296,4.904,18.394,160.943122,14.81,5.761,6246,1,1,1,0
2162,20.256,19.806,18.17,17.097,17.134,15.183,14.387,14.153,-1.4992833333333342,-6.192588235294129,0.3562093023255832,1.9070232558139568,1.5508139534883736,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.69,-59.94241,4.468,4.226,17.987,161.049604,15.86,6.38,6247,1,1,0,0
2163,18.315,18.047,16.617,15.796,16.165,14.219,13.51,13.27,-1.223483333333335,-2.6301176470588348,-0.6673720930232541,-0.08693023255813692,0.5804418604651169,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,6.22,-59.715101,4.323,4.233,16.614,161.294384,13.8,5.234,6255,1,0,0,0
2165,18.856,18.593,17.27,16.542,16.216,15.333,14.852,14.654,-1.0595333333333277,-6.494999999999991,1.0893720930232584,3.162930232558143,2.0735581395348848,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.27,-59.675103,4.314,3.594,17.425,161.337182,15.25,4.264,6260,1,1,0,0
2169,17.634,17.557,16.33,15.725,16.343,14.906,14.663,14.508,-1.0220833333333288,0.1603529411764831,-1.489558139534882,-1.6853953488372069,-0.1958372093023253,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.82,-57.643798,4.416,2.931,16.307,163.325833,16.18,3.418,6267,1,0,0,0
2174,20.114,18.981,16.583,15.275,15.972,12.686,11.7,11.251,-1.2431999999999968,-2.7845882352941125,-0.63381395348837,0.15946511627907833,0.7932790697674479,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.45,-59.632189,4.388,3.998,16.582,161.405116,12.06,8.124,6278,1,1,0,0
2177,18.474,18.627,17.568,16.889,17.131,15.867,15.259,14.838,-1.3865166666666688,-2.9549411764705953,-0.7664418604651169,-0.2646046511627955,0.5018372093023213,umag_gmag_rmag_Hamag,5.94,-59.716911,4.409,4.231,17.598,161.330325,16.42,4.276,6290,1,1,1,0
2183,20.713,19.959,18.177,17.113,18.106,15.28,14.761,14.525,-1.1789333333333316,0.29876470588236725,-1.7631395348837238,-2.2673488372093082,-0.5042093023255849,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.33,-59.357629,4.389,3.61,18.202,161.717242,15.54,5.902,6312,1,0,0,0
2186,19.686,19.3,17.804,16.948,17.35,15.315,14.711,14.302,-1.1690666666666636,-2.524941176470571,-0.6330232558139564,-0.06255813953488598,0.5704651162790702,gmag_rmag_imag_Hamag,2.63,-59.662003,4.315,4.1,17.793,161.409501,14.84,5.326,6317,1,0,0,0
2187,19.709,19.538,18.133,17.352,16.728,15.48,14.949,14.823,-1.2478166666666648,-8.837529411764693,1.7527674418604606,4.594418604651155,2.8416511627906953,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.6,-59.7134,4.334,4.565,18.14,161.358534,15.2,5.451,6321,1,1,1,0
2191,18.026,18.237,17.326,16.785,17.215,15.691,15.168,14.91,-1.1938166666666656,-0.9227058823529442,-1.3009999999999973,-1.3799999999999981,-0.07900000000000096,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.25,-60.2188,4.303,4.712,17.351,160.830492,15.46,3.831,6333,1,0,1,0
2193,20.603,19.927,17.809,16.532,17.3,14.1,13.354,12.917,-1.6438833333333327,-2.587588235294119,-1.2707906976744174,-0.920976744186047,0.34981395348836997,umag_gmag_rmag_imag,1.3,-59.386965,4.547,4.045,17.763,161.703212,15.43,7.642,6336,1,0,0,0
2195,19.742,19.076,17.335,16.35,16.65,14.593,13.993,13.614,-1.1234166666666647,-3.726058823529427,-0.09446511627906184,0.9558372093023402,1.050302325581402,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.63,-58.759161,4.3,3.773,17.364,162.331836,13.97,5.685,6339,1,1,0,0
2196,20.523,19.946,18.223,17.218,17.453,15.159,14.455,13.936,-1.2487499999999996,-4.360058823529412,-0.018697674418604704,1.1632558139534925,1.181953488372097,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.17,-59.778089,4.325,4.345,18.196,161.304193,14.43,6.379,6341,1,1,0,0
2200,19.978,19.584,18.118,17.281,17.405,15.719,15.24,15.319,-1.1265499999999973,-4.177588235294101,0.0796744186046473,1.26018604651162,1.1805116279069727,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.05,-59.332672,4.327,3.758,18.125,161.776869,15.64,4.936,6362,1,1,0,0
2204,15.458,15.825,14.995,14.364,14.775,13.415,13.069,12.825,-1.5133166666666626,-1.77758823529411,-1.4088372093023231,-1.5250930232558098,-0.11625581395348683,umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.3,-59.997304,4.45,4.293,14.94,161.088919,14.72,3.76,6367,1,0,0,0
2205,19.605,18.658,16.416,15.012,15.963,12.051,11.095,10.606,-1.6036000000000001,-1.9575294117647153,-1.4636744186046475,-1.4111860465116193,0.05248837209302826,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,3.05,-59.783724,4.405,4.482,16.411,161.321555,11.43,8.701,6375,1,0,0,0
2209,19.28,18.974,17.328,16.194,17.01,13.692,12.862,12.313,-1.7540999999999993,-1.732941176470574,-1.762465116279074,-1.9951627906976825,-0.23269767441860867,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.69,-59.764217,4.352,5.21,17.314,161.351703,12.81,7.354,6387,1,0,0,0
2211,19.182,18.924,17.071,15.745,16.683,13.072,12.107,11.567,-2.1509000000000045,-2.2297647058823653,-2.1197209302325595,-2.426302325581398,-0.30658139534883944,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.91,-59.760242,4.602,5.026,17.023,161.357741,14.63,8.298,6391,1,0,1,0
2212,17.819,17.645,16.231,15.272,15.907,13.161,12.394,11.941,-1.568183333333336,-1.903411764705894,-1.435651162790697,-1.4836279069767437,-0.04797674418604725,umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,2.01,-59.755201,4.304,5.251,16.257,161.363902,12.14,6.314,6392,1,0,0,0
2214,19.96,19.512,17.684,16.686,16.583,14.399,13.575,13.148,-1.3650333333333344,-6.61135294117649,0.7090930232558181,2.7742325581395417,2.065139534883724,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,4.8,-60.022657,4.367,4.582,17.669,161.084247,13.85,6.928,6396,1,1,0,0
2220,20.009,19.468,17.936,17.018,17.706,15.477,14.983,14.61,-1.1266999999999978,-0.933705882352944,-1.2029999999999959,-1.254999999999992,-0.051999999999996493,umag_gmag_rmag_Hamag | gmag_rmag_imag_Hamag,2.13,-59.046562,4.299,3.709,17.958,162.104185,15.04,5.092,6422,1,0,0,0
2224,19.336,19.365,18.014,17.259,17.172,15.458,14.865,14.595,-1.400583333333331,-5.427705882352935,0.19153488372092956,1.7428372093023232,1.5513023255813938,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,1.93,-60.096512,4.413,4.684,18.03,161.029237,15.87,5.489,6429,1,1,1,0
2228,20.757,19.919,18.065,16.945,17.276,15.151,14.465,14.091,-1.1966666666666672,-4.220882352941187,-0.0010465116279043674,1.090883720930236,1.0919302325581404,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.58,-60.085393,4.426,3.662,18.033,161.051011,15.54,6.232,6439,1,1,0,0
2230,20.304,19.782,18.222,17.348,17.633,15.703,15.315,14.908,-1.065766666666672,-3.2545294117647225,-0.2004418604651178,0.7033953488372067,0.9038372093023244,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,0.69,-59.109714,4.304,3.741,18.244,162.05856,15.37,5.133,6444,1,1,0,0
2233,16.596,16.546,15.29,14.423,14.636,13.044,12.615,12.347,-1.5250499999999974,-4.143294117647059,-0.4899302325581365,0.2756744186046567,0.765604651162793,umag_gmag_rmag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,6.61,-60.964821,4.466,3.935,15.206,160.095673,14.28,4.863,6454,1,1,0,0
2240,17.41,17.132,15.567,14.563,15.221,12.587,11.943,11.627,-1.5459333333333334,-1.9404705882352968,-1.389953488372092,-1.339883720930228,0.050069767441863755,umag_rmag_imag_Hamag,2.2,-59.836241,4.445,4.357,15.573,161.333877,13.13,6.221,6467,1,0,0,0
2242,20.089,19.586,18.032,17.225,17.288,15.882,15.082,14.894,-0.9630499999999971,-4.267352941176471,0.3433023255813985,1.7522558139534927,1.4089534883720942,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,5.92,-60.639041,4.304,3.643,18.039,160.479324,15.4,4.911,6474,1,1,0,0
2245,16.736,16.161,13.962,12.592,13.489,9.756,8.88,8.334,-1.913833333333332,-2.457764705882348,-1.698790697674419,-1.564976744186044,0.13381395348837444,umag_gmag_rmag_imag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag,3.46,-59.783881,4.624,4.526,13.954,161.403107,11.66,8.616,6480,1,0,0,0
2246,20.35,19.855,18.269,17.237,18.029,15.163,14.549,14.272,-1.3797999999999986,-1.0438235294117542,-1.5126279069767463,-1.7500697674418628,-0.23744186046511695,umag_gmag_rmag_Hamag | umag_gmag_imag_Hamag | umag_rmag_imag_Hamag | gmag_rmag_imag_Hamag,3.26,-60.156802,4.371,4.388,18.167,161.009934,14.99,6.259,6483,1,0,0,0
