,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,ID,DEJ2000,w1_err,e_gmag,e_rmag,objtype_SIMBAD,w1,e_umag,Fe_type,h,h_err,k_err,e_imag,e_Hamag,Halpha_type,e_Kmag,e_Jmag,RAJ2000,e_Hmag,k,objtype_Hou
159,15.074,14.77,12.91,11.78,11.97,10.885,10.801,10.645,-0.573662337662337,-1.6019064327485375,-1.1221682242990643,0.7894970760233908,1.2503551401869162,3.531943925233647,1.2057894736842096,1.4251401869158875,3.1311682242990666,1.1832710280373844,-0.04854901960784397,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,J035814.14+521024.3,52.173432,0.023,0.011,0.0,Emission-line Star,10.573,0.006,,10.801,0.032,0.021,0.0,0.0,II,0.021,0.029,59.558931,0.032,10.645,CBe
162,14.808,13.799,12.9,12.53,12.74,12.006,11.824,11.774,0.5847965367965375,0.20010526315789512,0.46960280373831853,1.4579415204678345,1.7524859813084106,2.540990654205609,0.6847894736842091,0.8249813084112141,1.4250280373831783,0.42887850467289845,0.13951633986928083,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,J040301.08+522546.9,52.429721,0.023,0.009,0.0,,11.659,0.004,,11.824,0.029,0.026,0.0,0.0,II,0.026,0.024,60.754503,0.029,11.774,CBe
163,15.081,14.366,12.95,12.37,12.63,11.827,11.729,11.621,0.04684415584415558,-0.5573040935672517,-0.16922429906541991,1.4255029239766084,1.8199719626168243,3.036607476635516,1.0802105263157897,1.267962616822431,2.1891775700934595,0.6528971962616827,0.006235294117648879,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag,J040604.74+510850.1,51.147255,0.023,0.008,0.0,,11.52,0.004,,11.729,0.03,0.025,0.0,0.0,II,0.025,0.021,61.519775,0.03,11.621,CBe
165,15.736,15.26,13.57,13.39,13.46,13.041,12.99,12.933,-0.3214458874458863,-0.7159883040935657,-0.4408224299065404,1.947052631578948,2.0590841121495336,2.4336635514018696,1.5857894736842102,1.6391121495327101,1.9220093457943919,0.19962616822429885,0.0025686274509802293,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J064745.81+111321.9,11.222758,0.023,0.013,0.0,,12.887,0.008,,12.99,0.03,0.03,0.0,0.0,II,0.03,0.026,101.94088,0.03,12.933,CBe
167,15.345,15.17,13.5,13.37,13.38,13.107,13.111,13.049,-0.6130086580086572,-0.9723684210526311,-0.7367289719626154,1.6868713450292394,1.7283644859813099,1.9875233644859847,1.5947368421052626,1.6144859813084116,1.807429906542058,0.13280373831775824,-0.05667973856209382,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J064739.89+112124.1,11.356705,0.024,0.013,0.0,,12.996,0.008,,13.111,0.031,0.03,0.0,0.0,II,0.03,0.028,101.91624,0.031,13.049,CBe
168,15.404,13.059,12.65,12.36,12.49,11.856,11.682,11.679,2.152008658008659,1.8994385964912288,2.0551822429906554,2.4012514619883025,2.5984859813084107,3.2068037383177583,0.24110526315789316,0.3349813084112138,0.7955887850467294,0.32644859813084226,0.17145098039215625,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,J064719.85+111819.7,11.305475,0.023,0.002,0.0,Star in Cluster,11.56,0.009,,11.682,0.025,0.026,0.0,0.0,II,0.026,0.021,101.83274,0.025,11.679,CBe
170,16.281,17.619,14.11,13.81,13.99,13.361,13.261,13.173,-2.9937619047619055,-3.7659590643274856,-3.1864158878504676,1.8060877192982463,2.0543644859813086,2.6964205607476615,3.335315789473685,3.453485981308412,3.9427383177570086,0.35046728971962504,0.025228758169936763,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,J054733.79+313320.6,31.555742,0.025,0.037,0.0,,13.077,0.013,,13.261,0.031,0.032,0.0,0.0,II,0.032,0.023,86.890806,0.031,13.173,CBe
183,22.134,19.056,17.4,16.22,17.1,14.41,13.826,13.496,2.296597402597401,1.2702573099415189,2.081719626168224,3.298678362573102,4.4424112149532755,7.016056074766359,0.9728421052631605,1.5172149532710317,3.4898317757009387,1.4267289719626173,0.30360784313725453,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,J055511.13+230646.4,23.112903,0.026,0.01,0.01,,13.286,0.254,,13.826,0.036,0.029,0.01,0.01,II,0.029,0.028,88.796383,0.036,13.496,CBe
188,21.611,19.241,17.89,16.93,17.41,15.553,14.798,14.725,1.7325151515151531,0.8969064327485392,1.437387850467291,2.5532807017543853,3.2544579439252335,5.282121495327104,0.7952105263157881,1.1289439252336437,2.667635514018692,1.0945794392523374,0.6929738562091508,umag_imag_Hamag | rmag_imag_Hamag | Jmag_Hmag_Kmag,J055549.34+222318.6,22.388516,0.032,0.011,0.01,,14.428,0.149,,14.798,0.055,0.09,0.02,0.02,II,0.09,0.048,88.955586,0.055,14.725,CBe
189,20.989,19.054,18.26,17.66,18.08,16.462,15.988,16.392,1.5603419913419951,1.0464269005847988,1.4388971962616846,1.9991754385964888,2.554046728971959,3.854981308411213,0.4466315789473646,0.7107289719626122,1.706056074766352,0.7177570093457953,0.8172679738562092,Jmag_Hmag_Kmag,J055925.92+221016.5,22.171275,0.081,0.01,0.01,,16.247,0.083,,15.988,,,0.02,0.02,II,,0.118,89.858025,,16.392,CBe
200,19.881,17.997,17.24,16.66,17.03,15.703,15.181,15.39,1.5268008658008654,1.0317602339181293,1.391462616822431,1.9355029239766122,2.4368878504672944,3.68436448598131,0.421210526315792,0.6598504672897223,1.6119065420560752,0.6837383177570079,0.6995816993464066,Jmag_Hmag_Kmag,J060519.12+240623.6,24.106583,0.045,0.006,0.01,,15.319,0.037,,15.181,0.072,0.135,0.01,0.01,II,0.135,0.052,91.329689,0.072,15.39,CBe
201,15.908,15.923,15.91,15.89,15.83,16.088,15.966,16.328,-0.021134199134199654,-0.036035087719298475,-0.062369158878505214,-0.026327485380117102,-0.0797570093457951,-0.057140186915889554,0.001421052631579097,-0.024009345794392643,-0.011579439252337335,0.003177570093457375,0.42958169934640694,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,J060655.95+235233.7,23.876037,0.13,0.004,0.0,Star,16.712,0.006,,15.966,0.157,,0.01,0.01,II,,0.081,91.733125,0.157,16.328,CBe
217,19.837,17.41,16.01,15.05,15.68,13.516,13.026,12.722,1.7663939393939398,0.9226725146198833,1.545831775700934,2.6592807017543834,3.5062523364485947,5.57597196261682,0.8442105263157876,1.2473364485981286,2.8280841121495315,1.1366355140186921,0.23169934640522877,umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | rmag_imag_Hamag,J053437.74+281445.6,28.246024,0.024,0.005,0.0,,12.582,0.031,,13.026,0.024,0.023,0.0,0.0,II,0.023,0.023,83.65725,0.024,12.722,CBe
226,18.74,17.108,16.7,16.32,16.57,15.849,15.366,15.574,1.439480519480517,1.1297076023391792,1.3579719626168203,1.5777777777777782,1.9136448598130842,2.733084112149531,0.18800000000000186,0.34785981308411384,0.9737476635514021,0.45009345794392425,0.6597320261437916,Jmag_Hmag_Kmag,J055053.98+330818.7,33.138545,0.048,0.005,0.01,,15.499,0.02,,15.366,0.12,0.182,0.01,0.01,II,0.182,0.082,87.724958,0.12,15.574,CBe
230,20.656,18.008,16.71,15.76,16.44,14.346,13.887,13.657,2.03552380952381,1.2150643274853805,1.8493457943925242,2.790444444444441,3.6835700934579423,5.747588785046729,0.7479999999999978,1.1730934579439238,2.7532336448598134,1.1406542056074782,0.26357516339869214,umag_gmag_rmag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | rmag_imag_Hamag,J055127.24+224337.3,22.727035,0.026,0.006,0.0,,13.381,0.073,,13.887,0.034,0.041,0.01,0.01,II,0.041,0.026,87.863517,0.034,13.657,CBe
243,20.083,17.637,16.32,15.31,15.99,13.859,13.387,13.157,1.8245584415584395,0.9627076023391794,1.607107476635512,2.534461988304092,3.4422523364485964,5.624588785046726,0.7322631578947372,1.1643364485981311,2.8322336448598127,1.2006542056074765,0.27657516339869204,umag_rmag_Hamag | umag_imag_Hamag | rmag_imag_Hamag,J054350.26+300952.9,30.164715,0.025,0.005,0.01,,12.936,0.044,,13.387,0.026,0.029,0.01,0.01,II,0.029,0.024,85.959452,0.026,13.157,CBe
244,21.237,18.864,17.44,16.41,17.06,14.965,14.439,14.188,1.701069264069262,0.8087543859649096,1.4541401869158845,2.5441345029239724,3.4276542056074715,5.641018691588782,0.8276842105263147,1.248205607476634,2.9369439252336442,1.2122429906542065,0.31273202614379114,umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,J054213.98+303220.4,30.539,0.029,0.009,0.01,,14.006,0.098,,14.439,0.044,0.052,0.01,0.01,II,0.052,0.035,85.558256,0.044,14.188,CBe
251,19.167,17.418,16.92,16.54,16.79,15.745,15.442,15.832,1.5140129870129906,1.189339181286552,1.4291308411214976,1.7847777777777747,2.1206448598130816,2.940084112149535,0.27799999999999614,0.43785981308410854,1.063747663551402,0.4500934579439278,0.6343725490196073,Jmag_Hmag_Kmag,J061255.50+251854.7,25.315195,0.054,0.005,0.0,,15.667,0.024,,15.442,0.09,0.177,0.01,0.01,II,0.177,0.056,93.231275,0.09,15.832,CBe
254,15.39,14.333,12.27,11.63,11.79,10.908,10.755,10.633,0.08354978354978371,-0.6659649122807008,-0.23826635514018668,2.34152046783626,2.6534579439252344,3.9603738317756987,1.6924736842105277,1.8409439252336453,2.8218785046728954,0.6848598130841105,0.049339869281043044,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J055343.44+223857.0,22.649184,0.023,0.013,0.0,Star,10.536,0.008,,10.755,0.021,0.017,0.0,0.0,II,0.017,0.022,88.431,0.021,10.633,CBe
255,14.579,14.252,13.23,12.95,13.06,12.509,12.427,12.363,-0.15524242424242435,-0.5029298245614043,-0.2801401869158878,1.0084152046783614,1.1837663551401871,1.7667570093457972,0.8598947368421048,0.9433551401869162,1.3837289719626191,0.3108411214953286,0.027620915032680438,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,J055258.25+205813.6,20.970465,0.024,0.01,0.0,,12.343,0.004,,12.427,0.023,0.02,0.0,0.0,II,0.02,0.02,88.242714,0.023,12.363,CBe
256,15.501,13.412,13.0,12.7,12.83,12.355,12.22,12.209,1.8945930735930718,1.6351520467836234,1.7925607476635497,2.1360877192982444,2.3357663551401866,2.963803738317758,0.23831578947368465,0.33335514018691675,0.808588785046731,0.33644859813084205,0.12565359477124077,umag_gmag_imag,J054905.73+205120.7,20.855764,0.024,0.001,0.0,,12.113,0.009,,12.22,0.035,0.024,0.0,0.0,II,0.024,0.026,87.273882,0.035,12.209,CBe
257,15.235,15.498,12.47,11.85,12.09,11.184,10.956,10.855,-1.691796536796536,-2.5883333333333325,-1.998850467289719,2.010847953216372,2.3956542056074746,3.6855607476635512,2.6690526315789453,2.852205607476634,3.8263177570093454,0.6872897196261692,0.14218300653594826,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,J054610.71+211613.3,21.27038,0.024,0.013,0.0,,10.79,0.006,,10.956,0.022,0.02,0.0,0.0,II,0.02,0.022,86.544665,0.022,10.855,CBe
259,15.793,13.233,12.86,12.41,12.53,11.969,11.787,11.713,2.3839956709956693,2.035397660818712,2.201929906542054,2.385631578947369,2.612252336448598,3.533280373831774,0.11247368421052789,0.22033644859813195,0.9121588785046727,0.4836448598130832,0.11912418300653319,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag,J054454.88+211700.1,21.283385,0.023,0.001,0.0,Star,11.677,0.013,,11.787,0.023,0.02,0.0,0.0,II,0.02,0.02,86.22867,0.023,11.713,CBe
260,16.098,15.307,13.61,13.32,13.48,12.847,12.666,12.612,-0.009748917748919506,-0.4755672514619895,-0.13957476635514132,2.1352514619883047,2.361644859813085,2.9783738317757,1.5291052631578963,1.6368598130841137,2.1058785046728974,0.33485981308411134,0.13511764705882245,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J054752.59+215127.5,21.857657,0.032,0.019,0.0,,12.565,0.008,,12.666,0.032,0.025,0.0,0.0,II,0.025,0.031,86.969143,0.032,12.612,CBe
262,15.501,13.277,12.72,12.36,12.52,11.562,11.437,11.304,1.961173160173161,1.639479532163743,1.8384252336448603,2.3431052631578924,2.586607476635512,3.341373831775701,0.348578947368419,0.46447663551401686,1.035878504672897,0.4048598130841134,0.01199346405228835,umag_gmag_rmag | umag_gmag_imag,J055654.23+220545.2,22.095904,0.025,0.002,0.0,Star,11.171,0.007,,11.437,0.023,0.019,0.0,0.0,II,0.019,0.021,89.225968,0.023,11.304,CBe
263,15.39,14.333,12.27,11.63,11.79,10.908,10.755,10.633,0.08354978354978371,-0.6659649122807008,-0.23826635514018668,2.34152046783626,2.6534579439252344,3.9603738317756987,1.6924736842105277,1.8409439252336453,2.8218785046728954,0.6848598130841105,0.049339869281043044,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J055343.44+223857.0,22.649184,0.023,0.013,0.0,Star,10.536,0.008,,10.755,0.021,0.017,0.0,0.0,II,0.017,0.022,88.431,0.021,10.633,CBe
301,19.782,17.182,15.94,15.03,15.66,13.652,13.2,13.008,2.013948051948054,1.2282573099415226,1.8247757009345817,2.735099415204679,3.569850467289721,5.540971962616824,0.7151578947368412,1.1124672897196257,2.6200841121495326,1.0866355140186919,0.28886274509803905,umag_gmag_rmag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,J053515.82+310636.5,31.110145,0.024,0.005,0.0,,12.745,0.042,,13.2,0.024,0.028,0.0,0.0,II,0.028,0.024,83.815948,0.024,13.008,CBe
333,14.864,14.409,12.75,12.27,12.39,11.593,11.4,11.282,-0.327818181818182,-0.9084561403508777,-0.5733691588785044,1.5301403508771934,1.7640934579439267,2.7442803738317783,1.3811052631578953,1.4924579439252346,2.228158878504675,0.5136448598130848,0.09273856209150262,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J040932.30+530403.0,53.067519,0.024,0.008,0.0,,11.09,0.004,,11.4,0.029,0.026,0.0,0.0,II,0.026,0.023,62.384605,0.029,11.282,CBe
334,15.418,14.622,12.96,12.4,12.7,11.704,11.421,11.343,0.011766233766233647,-0.6203625730994153,-0.18296261682243065,1.776830409356723,2.2052897196261654,3.393700934579437,1.3377894736842093,1.5417196261682227,2.444897196261681,0.6441121495327105,0.2167254901960802,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J042512.13+541707.5,54.285438,0.023,0.004,0.0,,11.25,0.004,,11.421,0.022,0.017,0.0,0.0,II,0.017,0.018,66.300543,0.022,11.343,CBe
348,19.588,18.002,17.09,16.51,16.81,15.725,15.211,15.342,1.1556623376623403,0.6349590643274893,0.9788598130841143,1.7925029239766115,2.2258504672897197,3.453700934579435,0.5762105263157895,0.7824672897196248,1.7148971962616775,0.6641121495327078,0.6253071895424832,Jmag_Hmag_Kmag,J054714.18+210617.3,21.104822,0.037,0.006,0.01,,14.912,0.031,,15.211,0.09,0.14,0.01,0.01,II,0.14,0.062,86.809101,0.09,15.342,CBe
372,19.746,17.724,16.84,16.14,16.63,14.992,14.43,14.484,1.6048744588744572,1.012315789473683,1.4647757009345774,2.0545380116959064,2.701887850467288,4.21964485981308,0.47873684210526396,0.7868504672897196,1.9480654205607462,0.8373831775700923,0.6078823529411779,Jmag_Hmag_Kmag,J054037.42+314236.8,31.71023,0.03,0.005,0.0,,14.043,0.036,,14.43,,0.075,0.01,0.01,II,0.075,0.04,85.155919,,14.484,CBe
427,19.389,17.496,16.82,16.26,16.65,15.419,15.032,15.193,1.5740216450216464,1.1051403508771958,1.462093457943926,1.887830409356726,2.4037663551401844,3.617411214953265,0.3517894736842097,0.5973551401869135,1.5257663551401817,0.6693457943925213,0.5237973856209152,Jmag_Hmag_Kmag,J054417.72+204501.4,20.750396,0.037,0.006,0.01,,14.872,0.027,,15.032,0.089,0.127,0.01,0.01,II,0.127,0.049,86.073839,0.089,15.193,CBe
428,19.055,17.439,16.8,16.32,16.63,15.634,15.308,15.602,1.3144805194805196,0.9027192982456139,1.2039392523364478,1.6711403508771916,2.0897663551401844,3.123224299065418,0.3611052631578939,0.5603551401869145,1.349327102803737,0.5669158878504674,0.5758039215686284,Jmag_Hmag_Kmag,J054222.00+210212.8,21.036891,0.042,0.005,0.01,,15.24,0.022,,15.308,0.105,0.229,0.01,0.01,II,0.229,0.075,85.591676,0.105,15.602,CBe
454,15.082,14.348,14.13,13.88,13.94,13.571,13.512,13.471,0.6311341991341991,0.43568421052631584,0.5261869158878498,0.647906432748538,0.7673271028037371,1.2771401869158863,0.07326315789473684,0.13010280373831717,0.5125794392523355,0.2668224299065417,0.024163398692809424,umag_gmag_rmag | umag_rmag_imag | umag_rmag_Hamag,J061705.74+251436.5,25.243481,0.025,0.003,0.0,,13.328,0.005,,13.512,0.028,0.031,0.0,0.0,II,0.031,0.024,94.273918,0.028,13.471,CBe
473,18.573,15.885,14.38,13.4,13.95,11.854,11.096,10.894,1.977848484848486,1.1039941520467849,1.7024158878504678,3.0009532163742687,3.7750560747663533,5.86178504672897,0.9376315789473673,1.3060747663551386,2.8936448598130826,1.1342056074766356,0.5863660130718946,umag_gmag_rmag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | rmag_imag_Hamag | Jmag_Hmag_Kmag,J054250.90+212547.2,21.429794,0.024,0.003,0.0,,10.753,0.019,,11.096,0.022,0.017,0.0,0.0,II,0.017,0.021,85.712118,0.022,10.894,CBe
489,22.006,19.054,16.35,15.52,15.85,14.07,13.233,13.0,1.6760865800865834,0.6993333333333362,1.320056074766358,4.646409356725143,5.1700186915887825,6.899271028037384,2.2234736842105223,2.472691588785043,3.7791869158878493,0.9225233644859832,0.639026143790849,umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | Jmag_Hmag_Kmag,J055627.37+222602.1,22.433938,0.024,0.01,0.01,,12.535,0.218,,13.233,0.026,0.028,0.01,0.01,III,0.028,0.028,89.114066,0.026,13.0,CBe
494,15.074,14.77,12.91,11.78,11.97,10.885,10.801,10.645,-0.573662337662337,-1.6019064327485375,-1.1221682242990643,0.7894970760233908,1.2503551401869162,3.531943925233647,1.2057894736842096,1.4251401869158875,3.1311682242990666,1.1832710280373844,-0.04854901960784397,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,J035814.15+521024.2,52.173405,0.023,0.011,0.0,Emission-line Star,10.573,0.006,,10.801,0.032,0.021,0.0,0.0,IV,0.021,0.029,59.558959,0.032,10.645,CBe
500,15.399,15.517,13.7,13.49,13.58,13.06,12.947,12.904,-0.9753722943722947,-1.4100643274853797,-1.1046028037383175,1.443561403508773,1.582364485981309,2.0217102803738305,1.6954210526315796,1.7614859813084118,2.093869158878504,0.23523364485981213,0.07646405228758366,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J065415.90+082421.2,8.4059149,0.024,0.012,0.0,,12.79,0.005,,12.947,0.027,0.029,0.0,0.0,IV,0.029,0.025,103.56628,0.027,12.904,CBe
505,15.125,14.806,13.15,13.0,13.06,12.746,12.662,12.608,-0.4624025974025959,-0.8321929824561387,-0.5703177570093441,1.792543859649122,1.887523364485981,2.2001401869158883,1.5691578947368408,1.6143644859813073,1.850579439252336,0.16682242990654256,0.03811764705882294,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J065212.34+094909.2,9.8192245,0.023,0.012,0.0,,12.546,0.006,,12.662,0.03,0.028,0.0,0.0,IV,0.028,0.023,103.05145,0.03,12.608,CBe
506,14.778,14.43,12.93,12.64,12.79,12.157,12.053,11.953,-0.359792207792207,-0.7929941520467823,-0.4873271028037377,1.495251461988306,1.71192523364486,2.3258504672897176,1.3321052631578953,1.4352336448598129,1.901448598130839,0.3320560747663539,0.0190326797385601,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,J040309.88+523538.0,52.593914,0.023,0.008,0.0,,11.894,0.004,,12.053,0.029,0.023,0.0,0.0,IV,0.023,0.024,60.791172,0.029,11.953,CBe
517,20.523,18.085,16.69,15.68,16.37,14.203,13.666,13.468,1.7797532467532458,0.9049883040935656,1.5644719626168215,2.6044619883040903,3.5219719626168207,5.707112149532712,0.8102631578947356,1.2469626168224295,2.917663551401871,1.2034579439252355,0.36876470588235166,umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,J053550.46+311039.2,31.177576,0.027,0.006,0.01,,13.255,0.07,,13.666,0.03,0.036,0.01,0.01,IV,0.036,0.025,83.960268,0.03,13.468,CBe
520,19.233,16.618,15.14,14.18,14.71,12.453,11.657,11.487,1.9175887445887476,1.0609532163742719,1.6431682242990688,2.925280701754385,3.6750560747663554,5.716738317757011,0.922210526315787,1.2790747663551383,2.831785046728972,1.1085981308411226,0.651555555555555,umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | rmag_imag_Hamag | Jmag_Hmag_Kmag,J055354.56+212353.5,21.398203,0.023,0.004,0.0,,11.35,0.025,,11.657,0.02,0.022,0.0,0.0,IV,0.022,0.02,88.47737,0.02,11.487,CBe
521,15.459,16.187,13.34,12.41,12.63,11.151,10.502,10.284,-2.0713896103896126,-3.135561403508774,-2.539742990654207,0.9877719298245617,1.4289065420560756,3.324514018691589,2.3085789473684226,2.518542056074768,3.940457943925235,0.9916822429906541,0.4637712418300646,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,J055257.33+231001.0,23.166958,0.023,0.013,0.0,,10.161,0.005,,10.502,0.023,0.02,0.0,0.0,IV,0.02,0.02,88.238891,0.023,10.284,CBe
528,15.364,14.49,12.98,12.41,12.58,11.513,11.236,11.069,0.16148917748917824,-0.4518479532163735,-0.09885046728971891,1.690666666666667,1.9952149532710282,3.1668971962616825,1.1799999999999997,1.3249532710280372,2.206308411214953,0.6176635514018695,0.1351045751633981,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag,J041146.98+535924.2,53.990082,0.023,0.005,0.0,,11.017,0.005,,11.236,0.029,0.021,0.0,0.0,IV,0.021,0.024,62.945788,0.029,11.069,CBe
531,20.026,17.726,16.49,15.57,16.2,14.168,13.742,13.48,1.7167792207792214,0.925707602339183,1.5227383177570104,2.416935672514624,3.2541308411214978,5.2449719626168205,0.7033684210526334,1.101841121495328,2.624084112149531,1.0966355140186894,0.2033856209150307,umag_imag_Hamag | rmag_imag_Hamag,J053700.02+310932.1,31.15892,0.026,0.005,0.01,,13.365,0.045,,13.742,0.029,0.033,0.01,0.01,IV,0.033,0.026,84.25009,0.029,13.48,CBe
535,19.862,18.04,17.45,16.91,17.3,16.194,15.849,16.399,1.543601731601731,1.1017076023391812,1.4450841121495328,1.7551578947368425,2.266205607476636,3.44041121495327,0.277368421052632,0.5206074766355145,1.4197663551401862,0.6493457943925227,0.8123202614379079,Jmag_Hmag_Kmag,J054428.28+205845.8,20.979392,0.072,0.006,0.01,,16.08,0.041,,15.849,0.165,,0.01,0.02,IV,,0.086,86.117862,0.165,16.399,CBe
543,18.889,17.359,16.55,15.94,16.27,15.011,14.912,14.422,1.1482640692640664,0.6254912280701717,0.9753224299065386,1.59701169590643,2.066850467289717,3.362271028037383,0.4558421052631583,0.6794672897196268,1.6641869158878528,0.7025233644859825,-0.31733986928104746,Jmag_Hmag_Kmag,J053207.00+291849.9,29.313865,0.034,0.005,0.01,,14.538,0.018,,14.912,0.065,0.067,0.01,0.01,II,0.067,0.035,83.029198,0.065,14.422,unknown
547,20.25,18.491,17.67,17.12,17.5,16.017,15.933,15.512,1.371601731601733,0.8850877192982469,1.25423831775701,1.9109941520467812,2.4147663551401837,3.6058878504672873,0.5025789473684186,0.7423551401869131,1.6533364485981288,0.6565420560747668,-0.2737124183006534,Jmag_Hmag_Kmag,J055142.27+222806.9,22.468593,0.066,0.008,0.01,,15.828,0.046,,15.933,0.123,,0.01,0.02,IV,,0.065,87.926164,0.123,15.512,unknown
551,16.413,16.006,13.35,12.73,13.12,11.809,11.506,11.353,-0.8462640692640695,-1.6812105263157888,-1.0629719626168226,2.308847953216376,2.8394485981308413,4.171411214953269,2.2970526315789486,2.549598130841122,3.5657663551401857,0.7293457943925222,0.17299999999999868,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,J054100.76+212756.1,21.465586,0.023,0.014,0.0,,11.211,0.007,,11.506,0.022,0.018,0.0,0.0,IV,0.018,0.021,85.253182,0.022,11.353,unknown
554,20.728,19.168,18.39,17.73,18.08,17.013,16.539,17.15,1.1928917748917778,0.6433801169590675,1.0058317757009365,1.5351929824561412,2.0366915887850454,3.436317757009344,0.3958947368421039,0.6345887850467267,1.6980467289719599,0.7581308411214949,0.9931503267973832,Jmag_Hmag_Kmag,J052618.22+285524.2,28.923403,,0.011,0.03,,,0.057,,,,,0.02,0.03,VI,,0.152,81.575928,,,unknown
555,19.97,18.314,17.81,17.4,17.69,16.402,16.592,16.357,1.4181818181818164,1.073391812865495,1.338168224299065,1.6612865497076024,2.043364485981311,2.9331775700934615,0.2666315789473697,0.4484859813084138,1.1294672897196296,0.49130841121495417,-0.3896732026143763,Jmag_Hmag_Kmag,J052343.33+282240.4,28.377913,,0.007,0.01,,,0.046,,,,,0.02,0.02,VI,,0.109,80.930562,0.27,,unknown
561,18.279,17.35,14.72,14.0,14.4,13.034,12.731,12.558,-0.3119956709956728,-1.2063801169590662,-0.5735700934579457,2.683210526315788,3.2479719626168215,4.779934579439253,2.2131578947368427,2.4819626168224307,3.647196261682245,0.8321495327102811,0.15600653594771324,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,J034638.80+494703.7,49.784373,0.024,0.013,0.0,,12.406,0.022,,12.731,0.033,0.028,0.0,0.0,VI,0.028,0.024,56.661669,0.033,12.558,unknown
