,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,em,RA,B-TS2,W1mag,DEC,BeC1,Type,objtype,BeC,class,EM2,ID,W2mag,Be_EM2,BeC2,SpT,Ref,B-TS1,GroupSize,EM1,GroupID,EMobj,obsid,subclass,PStar,B-TS
2361,12.149999618530272,12.65999984741211,11.470000267028809,11.140000343322754,10.420000076293944,10.586,10.42,10.415,0,20.593791667620344,,10.378,58.50375,0,OBA star,,1,,1,,10.399,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2362,11.06999969482422,11.920000076293944,12.239999771118164,11.100000381469728,10.359999656677246,10.411,10.36,10.378,0,16.37929166952769,,10.385,59.17563888867696,0,OBA star,,1,,1,,10.421,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2366,11.6899995803833,12.34000015258789,11.109999656677246,10.65999984741211,9.689000129699709,9.895,9.689,9.379,0,28.599000000953676,,8.855,60.11077777756585,0,OBA star,,1,,1,,8.594,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2367,11.40999984741211,11.8100004196167,11.380000114440918,11.140000343322754,10.189000129699709,10.247,10.189,10.141,0,28.778374999761574,,10.106,60.163277777565845,0,OBA star,,1,,1,,10.119,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2368,12.199999809265137,12.68000030517578,11.029999732971191,10.720000267028809,9.46399974822998,9.635,9.464,9.369,0,17.509375000000002,,9.287,60.16877777775129,0,OBA star,,1,,1,,9.283,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2369,11.0,12.130000114440918,10.779999732971191,10.1899995803833,8.852999687194824,8.817,8.853,8.774,0,22.882541664441423,,8.722,60.55991666687859,0,OBA star,,1,,1,,8.738,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2370,11.56999969482422,12.260000228881836,11.350000381469728,11.010000228881836,10.392000198364258,10.442,10.392,10.346,0,28.65016667048136,,10.321,60.62591666645474,0,OBA star,,1,,1,,10.352,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2374,11.270000457763672,12.489999771118164,11.93000030517578,10.9399995803833,9.180999755859377,9.308,9.181,9.107,0,21.29308333396912,,9.042,61.1420555554496,0,OBA star,,1,,1,,9.034,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2375,11.720000267028809,12.5600004196167,10.630000114440918,10.149999618530272,8.864999771118164,9.024,8.865,8.662,0,23.916791661580405,,8.244,61.2869166665607,0,OBA star,,1,,1,,8.084,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2376,12.75,12.84000015258789,11.609999656677246,11.210000038146973,10.06999969482422,10.29,10.07,9.974,0,19.308958331743877,,9.865,61.29211111121708,0,OBA star,,1,,1,,9.861,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2377,11.90999984741211,12.4399995803833,11.279999732971191,10.890000343322754,10.015000343322754,10.15,10.015,9.922,0,28.75024999999441,,9.499,61.42944444444444,0,OBA star,,1,,1,,9.257,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2378,11.600000381469728,12.119999885559082,11.239999771118164,10.93000030517578,9.961000442504885,10.147,9.961,9.905,0,21.597333335876463,,9.849,61.52738888846503,0,OBA star,,1,,1,,9.859,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2379,11.670000076293944,12.470000267028809,11.079999923706056,10.649999618530272,9.477999687194824,9.635,9.478,9.39,0,21.242624998092648,,9.332,61.64724999957615,0,OBA star,,1,,1,,9.332,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2381,12.359999656677246,12.800000190734863,11.3100004196167,10.789999961853027,9.611000061035156,9.823,9.611,9.493,0,19.774000000953677,,9.387,61.83305555555556,0,OBA star,,1,,1,,9.363,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2382,11.949999809265137,12.539999961853027,12.15999984741211,11.260000228881836,9.394000053405762,9.621,9.394,9.096,0,23.487624994913737,,8.71,61.88844444433848,0,OBA star,,1,,1,,8.407,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2384,12.260000228881836,12.760000228881836,11.609999656677246,11.149999618530272,9.906000137329102,10.058,9.906,9.802,0,21.89541667302449,,9.746,62.049166666666665,0,OBA star,,1,,1,,9.76,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2385,11.989999771118164,12.5600004196167,11.210000038146973,10.789999961853027,9.58899974822998,9.804,9.589,9.421,0,21.22549999554952,,9.165,62.206305555767486,0,OBA star,,1,,1,,8.938,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2386,11.6899995803833,12.4399995803833,11.949999809265137,11.010000228881836,9.071000099182127,9.278,9.071,8.956,0,24.2221666653951,,8.853,62.28980555534363,0,OBA star,,1,,1,,8.869,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2387,11.529999732971191,12.489999771118164,11.06999969482422,10.68000030517578,9.866999626159668,9.925,9.867,9.8,0,22.848708335558573,,9.759,62.32833333333333,0,OBA star,,1,,1,,9.805,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2388,11.550000190734863,12.479999542236328,10.970000267028809,10.5600004196167,9.034000396728516,9.212,9.034,8.744,0,22.76941666603088,,8.853,62.384666666719646,0,OBA star,,1,,1,,8.462,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2390,11.949999809265137,12.59000015258789,11.270000457763672,10.90999984741211,9.838000297546388,10.094,9.838,9.65,0,22.76704166730245,,9.319,62.636805555555554,0,OBA star,,1,,1,,9.057,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2391,11.119999885559082,12.510000228881836,11.369999885559082,11.039999961853027,10.107000350952148,10.172,10.107,10.086,0,29.35437499682109,,10.047,62.78769444439146,0,OBA star,,1,,1,,10.079,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2392,11.779999732971191,12.600000381469728,10.609999656677246,10.039999961853027,6.493000030517578,6.73,6.493,6.341,0,21.14262499809265,,6.18,62.788722222116256,0,OBA star,,1,,1,,6.082,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2393,12.050000190734863,12.649999618530272,12.029999732971191,11.029999732971191,10.196000099182127,10.334,10.196,10.161,0,24.20962500572205,,10.121,63.00383333338632,0,OBA star,,1,,1,,10.146,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2394,12.06999969482422,12.68000030517578,12.149999618530272,11.079999923706056,10.11299991607666,10.202,10.113,10.033,0,17.653875001271565,,10.023,63.179666666454736,0,OBA star,,1,,1,,10.025,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2395,12.289999961853027,12.510000228881836,11.0600004196167,10.539999961853027,9.175000190734863,9.373,9.175,9.038,0,20.58637499809265,,8.918,63.25425000005298,0,OBA star,,1,,1,,8.924,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2396,11.3100004196167,12.420000076293944,12.09000015258789,10.369999885559082,7.339000225067139,7.461,7.339,7.255,0,15.285708332061766,,7.122,63.4413333331214,0,OBA star,,1,,1,,7.144,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2397,11.4399995803833,12.09000015258789,11.90999984741211,10.34000015258789,7.736999988555908,7.935,7.737,7.636,0,17.315333334604897,,7.504,63.68127777735392,0,OBA star,,1,,1,,7.495,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2398,11.920000076293944,12.510000228881836,11.93000030517578,10.970000267028809,10.220999717712402,10.316,10.221,10.167,0,15.947875006993614,,10.135,63.74463888910082,0,OBA star,,1,,1,,10.155,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2400,11.979999542236328,12.619999885559082,11.229999542236328,10.720000267028809,9.633000373840332,9.792,9.633,9.577,0,23.19929167429606,,9.491,63.87472222222223,0,OBA star,,1,,1,,9.489,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2401,11.720000267028809,12.460000038146973,10.800000190734863,10.350000381469728,9.779999732971191,9.852,9.78,9.769,0,25.78716666698456,,9.735,64.04152777777777,0,OBA star,,1,,1,,9.771,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2402,11.68000030517578,12.460000038146973,10.579999923706056,10.010000228881836,9.147000312805176,9.225,9.147,9.153,0,25.77962500055631,,9.104,64.0694166665607,0,OBA star,,1,,1,,9.136,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2403,11.289999961853027,12.079999923706056,11.140000343322754,10.90999984741211,9.645000457763672,9.844,9.645,9.57,0,21.98604167302449,,9.501,64.24394444465638,0,OBA star,,1,,1,,9.493,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2404,11.920000076293944,12.5600004196167,11.329999923706056,10.829999923706056,8.887999534606934,9.247,8.888,8.642,0,23.691333325703937,,9.769,64.27880555576748,0,OBA star,,1,,1,,9.789,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2405,11.880000114440918,12.539999961853027,12.119999885559082,10.880000114440918,9.843000411987305,9.966,9.843,9.75,0,15.77316666642825,,9.729,64.28044444402059,0,OBA star,,1,,1,,9.744,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2408,11.5600004196167,12.3100004196167,10.960000038146973,10.640000343322754,9.04300022125244,9.119,9.043,8.999,0,40.36929166316987,,8.975,60.768805555502574,0,OBA star,,1,,1,,9.008,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2409,11.729999542236328,12.649999618530272,10.81999969482422,10.270000457763672,9.416000366210938,9.414,9.416,9.374,0,85.82191666762034,,9.357,33.432388888465034,0,OBA star,,1,,1,,9.375,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2410,11.630000114440918,12.470000267028809,12.119999885559082,10.729999542236328,9.435999870300291,9.578,9.436,9.397,0,349.05116666555404,,9.339,60.45677777767182,0,OBA star,,1,,1,,9.366,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2411,11.6899995803833,12.699999809265137,12.31999969482422,11.15999984741211,9.79599952697754,9.934,9.796,9.668,0,350.9980416615804,,9.547,60.75013888888889,0,OBA star,,1,,1,,9.537,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2412,10.989999771118164,12.0,12.039999961853027,11.0600004196167,6.505000114440918,6.78,6.505,6.365,0,353.8776666641235,,6.223,60.91283333354526,0,OBA star,,1,,1,,6.081,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2413,11.229999542236328,12.170000076293944,12.039999961853027,10.329999923706056,8.513999938964844,8.578,8.514,8.41,0,355.81041666666664,,8.31,61.46286111089918,0,OBA star,,1,,1,,8.31,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2414,11.970000267028809,12.3100004196167,12.039999961853027,11.050000190734863,9.968000411987305,10.149,9.968,9.897,0,356.02250000039743,,9.657,61.46408333354526,0,OBA star,,1,,1,,9.565,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2415,11.399999618530272,12.229999542236328,12.0,10.6899995803833,10.069000244140623,10.126,10.069,10.066,0,359.3022083322207,,10.062,61.66975000010597,0,OBA star,,1,,1,,10.105,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2416,11.739999771118164,12.239999771118164,12.210000038146973,10.699999809265137,9.055999755859377,9.261,9.056,8.91,0,351.81016666491826,,8.788,62.006388888888885,0,OBA star,,1,,1,,8.793,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2419,12.079999923706056,12.470000267028809,12.050000190734863,10.68000030517578,8.74899959564209,8.996,8.749,8.533,0,350.52158333261804,,8.356,62.1511388888624,0,OBA star,,1,,1,,8.269,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2420,11.5600004196167,12.140000343322754,12.029999732971191,10.56999969482422,8.755000114440918,8.935,8.755,8.607,0,352.5074999998013,,8.45,62.22797222243416,0,OBA star,,1,,1,,8.441,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2421,11.210000038146973,11.93000030517578,12.0600004196167,10.369999885559082,6.765999794006348,7.153,6.766,6.541,0,353.8654166698456,,6.361,62.297777777777775,0,OBA star,,1,,1,,6.205,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2422,12.220000267028809,12.539999961853027,11.970000267028809,11.0,9.711999893188477,9.912,9.712,9.612,0,345.3439166704813,,9.566,62.81486111111111,0,OBA star,,1,,1,,9.58,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2423,11.329999923706056,11.989999771118164,11.829999923706056,10.489999771118164,9.232000350952148,9.437,9.232,9.114,0,344.20279165903725,,9.027,58.779611110687256,0,OBA star,,1,,1,,9.014,0,1,B0,Chen2019-Zari2021,1,,,,,,,1.0,1
2424,11.329999923706056,12.09000015258789,12.130000114440918,10.390000343322754,10.460000038146973,8.77,8.519,8.417,0,357.38770833015445,,8.296,60.75427777767182,0,OBA star,,1,,1,,8.28,0,1,B0.2V,Chen2019-Zari2021,1,2,,218,,,,1.0,1
2425,11.510000228881836,12.510000228881836,11.829999923706056,10.899999618530272,10.166999816894531,10.179,10.167,10.18,0,92.96962499618532,1,10.189,25.98355555555887,0,OBA star,star,1,STAR,1,,10.225,0,1,B0.3V,Chen2019-Zari2021,1,,0,,0.0,3.6202196E7,B9,1.0,1
2426,11.579999923706056,12.630000114440918,11.31999969482422,10.579999923706056,8.437999725341797,8.505,8.438,8.44,0,94.2241250038147,,8.416,13.507111111217077,0,OBA star,,1,,1,,8.453,0,1,B0.5,Chen2019-Zari2021,1,,,,,,,1.0,1
2427,10.989999771118164,11.859999656677246,11.5600004196167,10.449999809265137,9.369999885559082,9.346,9.37,9.382,0,82.49633332888286,,9.338,35.20266666677264,0,OBA star,,1,,1,,9.387,0,1,B0.5:V:n,Chen2019-Zari2021,1,,,,,,,1.0,1
2428,11.079999923706056,12.050000190734863,10.829999923706056,10.579999923706056,9.10099983215332,9.331,9.101,8.903,0,31.535666668415068,,8.807,63.36994444449743,0,OBA star,,1,,1,,8.535,0,1,B0.5:ep,Chen2019-Zari2021,1,,,,,,,1.0,1
2429,11.390000343322754,12.34000015258789,11.979999542236328,11.050000190734863,10.390000343322754,8.584,8.581,8.553,0,60.09700000286103,0,8.542,56.901611111164094,0,OBA star,Star,1,STAR,1,,8.561,0,1,B0.5V,Chen2019-Zari2021,1,2,0,201,0.0,1.57908112E8,A0III,1.0,1
2430,16.309999465942383,14.729999542236328,13.1899995803833,11.890000343322754,9.222000122070312,9.744,9.222,8.939,0,307.8890833377838,0,8.765,41.38027777777778,0,OBA star,Star,1,STAR,1,,8.715,0,1,B0.5V,Chen2019-Zari2021,1,,0,,0.0,5.81504137E8,G2,1.0,1
2431,14.960000038146973,13.81999969482422,12.619999885559082,11.420000076293944,9.003000259399414,9.448,9.003,8.73,0,306.8375,0,8.547,41.35727777798971,0,OBA star,Star,1,STAR,1,,8.521,0,1,B0.5V,Chen2019-Zari2021,1,,0,,0.0,2.60702216E8,G2,1.0,1
2432,15.31999969482422,14.010000228881836,12.800000190734863,11.34000015258789,8.866999626159668,9.364,8.867,8.636,0,307.1154999971389,0,8.185,41.06716666665343,0,OBA star,Star,1,STAR,1,,8.098,0,1,B0.5V,Chen2019-Zari2021,1,,0,,0.0,5.81505198E8,dM7,1.0,1
2435,11.869999885559082,12.609999656677246,10.8100004196167,10.34000015258789,9.52400016784668,9.452,9.524,9.584,0,312.19591666857406,,9.647,36.09458333333333,0,OBA star,,1,,1,,9.706,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2436,12.800000190734863,12.729999542236328,12.029999732971191,10.600000381469728,8.324999809265137,8.653,8.325,8.158,0,306.02145833373066,,8.049,40.76763888888889,0,OBA star,,1,,1,,8.028,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2437,11.93000030517578,12.720000267028809,12.020000457763672,10.270000457763672,8.237000465393066,8.491,8.237,8.149,0,305.7815833330154,,8.03,40.769138888782926,0,OBA star,,1,,1,,8.024,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2438,16.469999313354492,15.06999969482422,13.380000114440918,12.300000190734863,9.92099952697754,10.391,9.921,9.668,0,308.277541667223,,9.5,41.35363888899485,0,OBA star,,1,,1,,9.477,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2440,12.029999732971191,12.760000228881836,12.18000030517578,11.270000457763672,10.15999984741211,10.35,10.16,10.031,0,345.8312083323797,,9.96,57.047138889100815,0,OBA star,,1,,1,,9.948,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2442,11.920000076293944,12.649999618530272,11.0600004196167,10.829999923706056,10.307000160217283,10.336,10.307,10.302,0,1.4391249974568685,,10.275,62.573277777565856,0,OBA star,,1,,1,,10.326,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2443,11.390000343322754,12.270000457763672,12.050000190734863,10.68000030517578,8.960000038146973,9.098,8.96,8.927,0,11.396124998728434,,8.858,63.35205555558205,0,OBA star,,1,,1,,8.882,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2444,11.859999656677246,12.670000076293944,10.640000343322754,10.1899995803833,9.31700038909912,9.416,9.317,9.23,0,18.424125003814694,,9.462,59.09927777820163,0,OBA star,,1,,1,,9.461,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2445,10.90999984741211,11.84000015258789,10.760000228881836,10.380000114440918,9.151000022888184,9.17,9.151,9.147,0,28.92591667175293,,9.114,60.2459444448683,0,OBA star,,1,,1,,9.152,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2446,11.369999885559082,12.43000030517578,12.06999969482422,10.8100004196167,10.190999984741213,10.265,10.191,10.154,0,15.863041663169865,,10.131,61.522333333227365,0,OBA star,,1,,1,,10.162,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2447,11.65999984741211,12.260000228881836,11.0600004196167,10.56999969482422,9.114999771118164,9.301,9.115,8.989,0,45.03633333444596,,8.897,57.78283333354526,0,OBA star,,1,,1,,8.896,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2449,11.390000343322754,12.449999809265137,11.770000457763672,10.239999771118164,8.91100025177002,8.981,8.911,8.86,0,356.43291667302447,,8.795,62.29200000021193,0,OBA star,,1,,1,,8.804,0,1,B0.5V,Chen2019-Zari2021,1,,,,,,,1.0,1
2450,14.31999969482422,13.210000038146973,12.300000190734863,10.979999542236328,8.63599967956543,9.033,8.636,8.457,0,307.444458325704,0,8.332,41.08563888894187,0,OBA star,Star,1,STAR,1,,8.319,0,1,B0.5V(n),Chen2019-Zari2021,1,2,0,249,0.0,2.6070123E8,G2,1.0,1
2451,11.619999885559082,12.550000190734863,12.329999923706056,10.539999961853027,8.345000267028809,8.307,8.345,8.351,0,302.0324583331744,,8.4,39.75080555558205,0,OBA star,,1,,1,,8.454,0,1,B0.5V:,Chen2019-Zari2021,1,,,,,,,1.0,1
2452,11.640000343322754,12.529999732971191,12.149999618530272,10.479999542236328,8.875,8.908,8.875,8.838,0,93.45,,8.796,18.52847222222222,0,OBA star,,1,,1,,8.814,0,1,B0.5V:,Chen2019-Zari2021,1,,,,,,,1.0,1
2453,11.670000076293944,12.470000267028809,12.0,11.079999923706056,8.961000442504883,9.119,8.961,8.899,0,6.385249996185303,,8.875,64.73927777767182,0,OBA star,,1,,1,,8.884,0,1,B0.5V:n,Chen2019-Zari2021,1,,,,,,,1.0,1
2454,11.729999542236328,12.550000190734863,11.300000190734863,10.90999984741211,10.029999732971191,10.206,10.03,9.816,0,314.8272083361944,,9.403,45.49722222222222,0,OBA star,,1,,1,,9.077,0,1,B0.5Vne,Chen2019-Zari2021,1,,,,,,,1.0,1
2455,10.770000457763672,11.729999542236328,11.84000015258789,10.130000114440918,8.805000305175781,8.757,8.805,8.789,0,303.495916668574,,8.589,36.543861111534966,0,OBA star,,1,,1,,8.602,0,1,B0.5p,Chen2019-Zari2021,1,,,,,,,1.0,1
2457,13.699999809265137,12.859999656677246,11.979999542236328,11.06999969482422,9.107999801635742,9.474,9.108,8.86,0,305.3535416682561,,7.487,37.38005555576749,0,OBA star,,1,,1,,7.086,0,1,B0/1Ve,Chen2019-Zari2021,1,,,,,,,1.0,1
2459,11.550000190734863,12.399999618530272,11.529999732971191,10.5600004196167,9.847000122070312,9.883,9.847,9.852,0,3.7655833333730695,,9.883,63.545805555979406,0,OBA star,,1,,1,,9.911,0,1,B0/2,Chen2019-Zari2021,1,,,,,,,1.0,1
2460,11.460000038146973,12.470000267028809,12.34000015258789,10.670000076293944,8.260000228881836,8.415,8.26,8.115,0,10.93125,,7.978,64.2674166666799,0,OBA star,,1,,1,,7.928,0,1,B0/2,Chen2019-Zari2021,1,,,,,,,1.0,1
2461,11.5600004196167,12.289999961853027,11.960000038146973,11.18000030517578,9.97599983215332,10.05,9.976,9.912,0,24.47295832633972,,9.874,62.41027777777778,0,OBA star,,1,,1,,9.904,0,1,B0/2,Chen2019-Zari2021,1,,,,,,,1.0,1
2464,11.039999961853027,11.890000343322754,12.079999923706056,10.350000381469728,8.555000305175781,8.683,8.555,8.443,0,303.96283334096273,,8.425,36.35691666656071,0,OBA star,,1,,1,,8.401,0,1,B0:,Chen2019-Zari2021,1,,,,,,,1.0,1
2465,11.779999732971191,12.31999969482422,11.989999771118164,10.579999923706056,8.961000442504883,9.145,8.961,8.844,0,306.8549583355586,,7.352,37.66174999978807,0,OBA star,,1,,1,,7.141,0,1,B0:,Chen2019-Zari2021,1,,,,,,,1.0,1
2467,11.720000267028809,12.380000114440918,11.960000038146973,10.960000038146973,10.232999801635742,10.319,10.233,10.171,0,26.32845833301544,,10.125,60.74733333375719,0,OBA star,,1,,1,,10.143,0,1,B0:,Chen2019-Zari2021,1,,,,,,,1.0,1
2470,12.18000030517578,12.539999961853027,11.329999923706056,10.770000457763672,9.29699993133545,9.617,9.297,8.945,0,27.13125,,8.706,62.55099999997351,0,OBA star,,1,,1,,8.406,0,1,B0:,Chen2019-Zari2021,1,,,,,,,1.0,1
2471,11.800000190734863,12.350000381469728,11.989999771118164,11.020000457763672,9.090999603271484,9.335,9.091,8.977,0,19.045749998092653,,8.851,63.9611666668786,0,OBA star,,1,,1,,8.813,0,1,B0:,Chen2019-Zari2021,1,,,,,,,1.0,1
2475,11.329999923706056,12.359999656677246,12.770000457763672,10.899999618530272,7.203999996185303,7.497,7.204,7.085,0,305.9284583409627,,6.906,37.89930555555556,0,OBA star,,1,,1,,6.961,0,1,B0:,Chen2019-Zari2021,1,,,,,,,1.0,1
2476,15.710000038146973,14.449999809265137,13.039999961853027,11.829999923706056,9.56700038909912,9.988,9.567,9.301,0,308.496875,,9.153,41.09391666624281,0,OBA star,,1,,1,,9.086,0,1,B0:V,Chen2019-Zari2021,1,,,,,,,1.0,1
2477,16.940000534057617,15.289999961853027,13.479999542236328,12.3100004196167,9.68000030517578,10.23,9.68,9.428,0,308.3224999984106,,9.246,41.21075000021193,0,OBA star,,1,,1,,9.228,0,1,B0:V,Chen2019-Zari2021,1,,,,,,,1.0,1
2478,11.34000015258789,12.029999732971191,12.010000228881836,10.3100004196167,8.065999984741211,8.362,8.066,7.714,0,295.09499999682106,,7.434,25.28013888888889,0,OBA star,,1,,1,,7.121,0,1,B0:e,Chen2019-Zari2021,1,,,,,,,1.0,1
2479,11.350000381469728,12.239999771118164,12.039999961853027,10.869999885559082,9.222000122070312,9.442,9.222,8.991,0,325.0203749994437,,9.75,50.39661111089918,0,OBA star,,1,,1,,9.739,0,1,B0:ep,Chen2019-Zari2021,1,,,,,,,1.0,1
2481,12.279999732971191,12.470000267028809,11.630000114440918,10.5600004196167,9.20199966430664,9.454,9.202,9.048,0,93.2675416668256,0,8.813,17.978194444444444,0,OBA star,Star,1,STAR,1,,8.732,0,1,B0V,Chen2019-Zari2021,1,,0,,0.0,4.37305088E8,A0III,1.0,1
2482,18.1299991607666,16.18000030517578,14.359999656677246,13.100000381469728,9.923999786376951,10.508,9.924,9.598,0,308.2454999923706,0,9.437,41.075,0,OBA star,Star,1,STAR,1,,9.407,0,1,B0V,Chen2019-Zari2021,1,,0,,0.0,2.53901217E8,A5V,1.0,1
2483,16.190000534057617,14.739999771118164,13.079999923706056,11.949999809265137,9.378999710083008,9.894,9.379,9.101,0,308.4264166673025,0,8.96,41.19597222222222,0,OBA star,Star,1,STAR,1,,8.931,0,1,B0V,Chen2019-Zari2021,1,2,0,250,0.0,2.60701078E8,gM8,1.0,1
2484,16.25,14.420000076293944,12.640000343322754,11.359999656677246,8.451000213623047,9.047,8.451,8.144,0,308.24845833778386,0,7.936,41.25408333328035,0,OBA star,Star,1,STAR,1,,7.915,0,1,B0V,Chen2019-Zari2021,1,,0,,0.0,5.81504126E8,gM8,1.0,1
2485,11.09000015258789,12.25,11.859999656677246,10.239999771118164,10.380000114440918,9.418,9.369,9.365,0,81.84708333015442,0,9.34,34.39458333333333,0,OBA star,star,1,STAR,1,,9.408,0,1,B0V,Chen2019-Zari2021,1,2,0,205,0.0,8.9712014E7,A0III,1.0,1
2486,11.739999771118164,12.520000457763672,10.779999732971191,10.31999969482422,9.998000144958496,10.026,9.998,9.999,0,85.52737500071527,1,9.985,23.01355555534363,0,OBA star,star,1,STAR,1,,10.03,0,1,B0V,Chen2019-Zari2021,1,2,0,264,0.0,1.95004036E8,B9,1.0,1
2488,12.739999771118164,12.90999984741211,12.3100004196167,11.40999984741211,10.274999618530272,10.535,10.275,10.003,0,304.4439583301545,,9.535,36.75236111111112,0,OBA star,,1,,1,,9.245,0,1,B0V,Chen2019-Zari2021,1,,,,,,,1.0,1
2489,11.640000343322754,12.4399995803833,11.829999923706056,10.369999885559082,9.807000160217283,9.881,9.807,9.884,0,303.8939583301544,,9.675,37.43672222216924,0,OBA star,,1,,1,,9.731,0,1,B0V,Chen2019-Zari2021,1,,,,,,,1.0,1
2490,11.770000457763672,12.399999618530272,12.199999809265137,10.420000076293944,7.9120001792907715,8.157,7.912,7.775,0,305.868875002861,,7.71,39.34974999957615,0,OBA star,,1,,1,,7.728,0,1,B0V,Chen2019-Zari2021,1,,,,,,,1.0,1
2491,14.15999984741211,13.239999771118164,12.300000190734863,11.260000228881836,8.70199966430664,9.119,8.702,8.452,0,307.48754165967307,,8.286,41.16494444423252,0,OBA star,,1,,1,,8.258,0,1,B0V,Chen2019-Zari2021,1,,,,,,,1.0,1
2492,17.440000534057617,15.470000267028809,13.520000457763672,12.15999984741211,9.192999839782717,9.794,9.193,8.889,0,307.7129999955495,,8.673,41.33938888867696,0,OBA star,,1,,1,,8.624,0,1,B0V,Chen2019-Zari2021,1,,,,,,,1.0,1
2495,11.699999809265137,12.539999961853027,11.0,10.710000038146973,9.925000190734863,9.945,9.925,9.866,0,24.975416660308834,,9.861,59.57799999978808,0,OBA star,,1,,1,,9.881,0,1,B0V,Chen2019-Zari2021,1,,,,,,,1.0,1
2496,11.75,12.550000190734863,11.15999984741211,10.850000381469728,9.866999626159668,9.931,9.867,9.848,0,24.659375,,9.811,59.80875,0,OBA star,,1,,1,,9.857,0,1,B0V,Chen2019-Zari2021,1,,,,,,,1.0,1
2497,11.770000457763672,12.529999732971191,10.850000381469728,10.399999618530272,9.496999740600586,9.609,9.497,9.433,0,23.789833335081735,,9.409,61.63525000002649,0,OBA star,,1,,1,,9.435,0,1,B0V,Chen2019-Zari2021,1,,,,,,,1.0,1
2498,11.84000015258789,12.289999961853027,10.9399995803833,10.479999542236328,8.793999671936035,8.978,8.794,8.65,0,45.23162500063578,,8.545,57.516027777989706,0,OBA star,,1,,1,,8.546,0,1,B0V,Chen2019-Zari2021,1,,,,,,,1.0,1
