,a,b,f1
170,umag_gmag_Jmag,umag_imag_Jmag,0.574468085106383
534,umag_rmag_Kmag,rmag_Hamag_Jmag,0.5737373737373738
970,gmag_rmag_imag,imag_Hamag_Hmag,0.5733634311512416
845,umag_Jmag_Hmag,gmag_imag_Jmag,0.5726872246696035
335,umag_rmag_imag,gmag_imag_Jmag,0.5726315789473685
671,umag_imag_Hmag,imag_Hamag_Kmag,0.5726315789473685
805,umag_Hamag_Kmag,gmag_rmag_Hmag,0.5726141078838174
865,umag_Jmag_Hmag,imag_Hamag_Hmag,0.5720430107526882
860,umag_Jmag_Hmag,rmag_Hamag_Kmag,0.5714285714285715
619,umag_imag_Jmag,rmag_imag_Hmag,0.5714285714285715
613,umag_imag_Jmag,gmag_Hamag_Kmag,0.5708418891170431
236,umag_gmag_Hmag,gmag_imag_Jmag,0.5701754385964912
210,umag_gmag_Jmag,Hamag_Jmag_Hmag,0.5701559020044544
947,gmag_rmag_imag,gmag_rmag_Hmag,0.5688888888888889
866,umag_Jmag_Hmag,imag_Hamag_Kmag,0.5683760683760685
799,umag_Hamag_Kmag,umag_Jmag_Hmag,0.5683297180043385
952,gmag_rmag_imag,gmag_imag_Kmag,0.5676855895196508
850,umag_Jmag_Hmag,gmag_Hamag_Kmag,0.5665236051502145
953,gmag_rmag_imag,gmag_Hamag_Jmag,0.5664488017429194
840,umag_Jmag_Hmag,gmag_rmag_Hamag,0.5664488017429194
650,umag_imag_Hmag,gmag_imag_Jmag,0.5663716814159292
857,umag_Jmag_Hmag,rmag_imag_Kmag,0.5659574468085107
620,umag_imag_Jmag,rmag_imag_Kmag,0.5656565656565657
606,umag_imag_Jmag,gmag_rmag_Kmag,0.5655737704918032
986,gmag_rmag_Hamag,gmag_Hamag_Jmag,0.565121412803532
996,gmag_rmag_Hamag,rmag_Hamag_Jmag,0.564755838641189
844,umag_Jmag_Hmag,gmag_imag_Hamag,0.5646551724137931
213,umag_gmag_Jmag,Jmag_Hmag_Kmag,0.5642201834862385
597,umag_imag_Jmag,umag_Hamag_Hmag,0.5641025641025641
550,umag_imag_Hamag,umag_imag_Jmag,0.5636743215031316
965,gmag_rmag_imag,rmag_Hamag_Kmag,0.5633187772925764
962,gmag_rmag_imag,rmag_imag_Kmag,0.5631929046563193
981,gmag_rmag_Hamag,gmag_rmag_Kmag,0.5628997867803839
760,umag_Hamag_Hmag,umag_Hamag_Kmag,0.562753036437247
203,umag_gmag_Jmag,rmag_Hmag_Kmag,0.562358276643991
1143,gmag_imag_Jmag,rmag_imag_Jmag,0.5619047619047619
846,umag_Jmag_Hmag,gmag_imag_Hmag,0.5617021276595744
854,umag_Jmag_Hmag,rmag_imag_Hamag,0.5610278372591005
1230,gmag_Hamag_Jmag,imag_Hamag_Jmag,0.5606694560669456
634,umag_imag_Jmag,Hamag_Jmag_Kmag,0.5593869731800766
946,gmag_rmag_imag,gmag_rmag_Jmag,0.5585585585585586
679,umag_imag_Kmag,umag_Hamag_Jmag,0.5585585585585586
843,umag_Jmag_Hmag,gmag_rmag_Kmag,0.5584415584415584
847,umag_Jmag_Hmag,gmag_imag_Kmag,0.5572354211663068
782,umag_Hamag_Hmag,rmag_imag_Kmag,0.5571955719557196
944,umag_Hmag_Kmag,Jmag_Hmag_Kmag,0.5571725571725572
895,umag_Jmag_Kmag,rmag_Hamag_Hmag,0.5571725571725572
770,umag_Hamag_Hmag,gmag_imag_Jmag,0.556745182012848
391,umag_rmag_Hamag,gmag_Hmag_Kmag,0.5562913907284768
407,umag_rmag_Hamag,imag_Hmag_Kmag,0.5560344827586207
595,umag_imag_Jmag,umag_imag_Kmag,0.5559999999999999
191,umag_gmag_Jmag,gmag_Jmag_Hmag,0.555045871559633
955,gmag_rmag_imag,gmag_Hamag_Kmag,0.555045871559633
979,gmag_rmag_Hamag,gmag_rmag_Jmag,0.5538461538461539
720,umag_Hamag_Jmag,umag_Hamag_Hmag,0.5537340619307832
841,umag_Jmag_Hmag,gmag_rmag_Jmag,0.5536480686695279
410,umag_rmag_Hamag,Hamag_Hmag_Kmag,0.5534591194968553
648,umag_imag_Hmag,gmag_rmag_Kmag,0.553014553014553
509,umag_rmag_Kmag,umag_Hamag_Jmag,0.5528756957328385
466,umag_rmag_Hmag,umag_Hamag_Kmag,0.5528455284552846
988,gmag_rmag_Hamag,gmag_Hamag_Kmag,0.5526315789473685
341,umag_rmag_imag,gmag_Jmag_Hmag,0.5520169851380042
842,umag_Jmag_Hmag,gmag_rmag_Hmag,0.5517241379310345
849,umag_Jmag_Hmag,gmag_Hamag_Hmag,0.5502183406113537
741,umag_Hamag_Jmag,rmag_imag_Jmag,0.5488029465930019
209,umag_gmag_Jmag,imag_Hmag_Kmag,0.547945205479452
998,gmag_rmag_Hamag,rmag_Hamag_Kmag,0.5474613686534217
894,umag_Jmag_Kmag,rmag_Hamag_Jmag,0.5466377440347071
488,umag_rmag_Hmag,rmag_imag_Kmag,0.5465587044534413
954,gmag_rmag_imag,gmag_Hamag_Hmag,0.5458715596330275
689,umag_imag_Kmag,gmag_rmag_Kmag,0.5458422174840085
193,umag_gmag_Jmag,gmag_Hmag_Kmag,0.5454545454545454
603,umag_imag_Jmag,gmag_rmag_Hamag,0.5454545454545454
602,umag_imag_Jmag,gmag_rmag_imag,0.545054945054945
326,umag_rmag_imag,umag_Jmag_Hmag,0.5446985446985447
495,umag_rmag_Hmag,imag_Hamag_Jmag,0.5444015444015444
400,umag_rmag_Hamag,rmag_Jmag_Kmag,0.5442477876106195
598,umag_imag_Jmag,umag_Hamag_Kmag,0.5429141716566865
594,umag_imag_Jmag,umag_imag_Hmag,0.5410821643286574
401,umag_rmag_Hamag,rmag_Hmag_Kmag,0.5407725321888412
781,umag_Hamag_Hmag,rmag_imag_Hmag,0.5403508771929825
267,umag_gmag_Kmag,umag_rmag_Jmag,0.5384615384615384
464,umag_rmag_Hmag,umag_Hamag_Jmag,0.5377532228360958
1118,gmag_imag_Hamag,rmag_Hamag_Jmag,0.5375000000000001
411,umag_rmag_Hamag,Jmag_Hmag_Kmag,0.5374449339207048
951,gmag_rmag_imag,gmag_imag_Hmag,0.536036036036036
461,umag_rmag_Hmag,umag_imag_Jmag,0.5359223300970873
393,umag_rmag_Hamag,rmag_imag_Jmag,0.5358649789029536
459,umag_rmag_Hmag,umag_rmag_Kmag,0.5333333333333334
987,gmag_rmag_Hamag,gmag_Hamag_Hmag,0.5330296127562641
207,umag_gmag_Jmag,imag_Jmag_Hmag,0.5292740046838408
629,umag_imag_Jmag,imag_Hamag_Kmag,0.5283018867924528
556,umag_imag_Hamag,umag_Jmag_Hmag,0.5277161862527716
506,umag_rmag_Kmag,umag_imag_Jmag,0.5275590551181102
692,umag_imag_Kmag,gmag_imag_Hmag,0.5275229357798165
872,umag_Jmag_Hmag,Hamag_Hmag_Kmag,0.5272331154684096
1004,gmag_rmag_Hamag,imag_Hamag_Kmag,0.5270270270270269
628,umag_imag_Jmag,imag_Hamag_Hmag,0.5263157894736842
753,umag_Hamag_Jmag,imag_Jmag_Hmag,0.52465483234714
853,umag_Jmag_Hmag,gmag_Hmag_Kmag,0.5240174672489083
328,umag_rmag_imag,umag_Hmag_Kmag,0.5240174672489083
177,umag_gmag_Jmag,umag_Jmag_Kmag,0.5235849056603773
631,umag_imag_Jmag,imag_Jmag_Kmag,0.5233265720081137
274,umag_gmag_Kmag,umag_Hamag_Jmag,0.5231910946196661
896,umag_Jmag_Kmag,rmag_Hamag_Kmag,0.5219298245614036
869,umag_Jmag_Hmag,imag_Hmag_Kmag,0.5207877461706784
429,umag_rmag_Jmag,gmag_imag_Hamag,0.5204918032786885
297,umag_gmag_Kmag,rmag_imag_Hmag,0.518348623853211
615,umag_imag_Jmag,gmag_Jmag_Kmag,0.5182186234817814
600,umag_imag_Jmag,umag_Jmag_Kmag,0.5180722891566265
863,umag_Jmag_Hmag,rmag_Hmag_Kmag,0.5173913043478261
635,umag_imag_Jmag,Hamag_Hmag_Kmag,0.5173745173745173
625,umag_imag_Jmag,rmag_Jmag_Kmag,0.5158730158730159
201,umag_gmag_Jmag,rmag_Jmag_Hmag,0.5152224824355972
231,umag_gmag_Hmag,gmag_rmag_Hamag,0.5148063781321185
440,umag_rmag_Jmag,rmag_imag_Jmag,0.5129224652087475
455,umag_rmag_Jmag,Hamag_Jmag_Hmag,0.5123595505617977
637,umag_imag_Hmag,umag_imag_Kmag,0.5119305856832972
567,umag_imag_Hamag,gmag_imag_Kmag,0.511727078891258
984,gmag_rmag_Hamag,gmag_imag_Hmag,0.5112107623318386
638,umag_imag_Hmag,umag_Hamag_Jmag,0.511066398390342
221,umag_gmag_Hmag,umag_imag_Jmag,0.5106382978723405
740,umag_Hamag_Jmag,rmag_imag_Hamag,0.5101214574898786
1003,gmag_rmag_Hamag,imag_Hamag_Hmag,0.5100671140939598
271,umag_gmag_Kmag,umag_imag_Jmag,0.50989010989011
705,umag_imag_Kmag,rmag_Hamag_Hmag,0.5095541401273885
415,umag_rmag_Jmag,umag_imag_Jmag,0.5090909090909091
747,umag_Hamag_Jmag,rmag_Jmag_Hmag,0.5089463220675945
961,gmag_rmag_imag,rmag_imag_Hmag,0.5080831408775982
1223,gmag_Hamag_Jmag,rmag_imag_Kmag,0.5054466230936819
487,umag_rmag_Hmag,rmag_imag_Hmag,0.5049309664694279
607,umag_imag_Jmag,gmag_imag_Hamag,0.503225806451613
1231,gmag_Hamag_Jmag,imag_Hamag_Hmag,0.5021834061135371
789,umag_Hamag_Hmag,imag_Hamag_Jmag,0.5019305019305019
425,umag_rmag_Jmag,gmag_rmag_Hamag,0.5011389521640092
632,umag_imag_Jmag,imag_Hmag_Kmag,0.5009940357852882
406,umag_rmag_Hamag,imag_Jmag_Kmag,0.5
566,umag_imag_Hamag,gmag_imag_Hmag,0.4999999999999999
295,umag_gmag_Kmag,rmag_imag_Hamag,0.49899396378269617
1018,gmag_rmag_Jmag,gmag_Hamag_Jmag,0.49887640449438203
873,umag_Jmag_Hmag,Jmag_Hmag_Kmag,0.4988662131519275
626,umag_imag_Jmag,rmag_Hmag_Kmag,0.49794238683127573
1353,rmag_imag_Hamag,rmag_Hamag_Jmag,0.49794238683127573
423,umag_rmag_Jmag,umag_Hmag_Kmag,0.4968152866242038
852,umag_Jmag_Hmag,gmag_Jmag_Kmag,0.49553571428571425
617,umag_imag_Jmag,rmag_imag_Hamag,0.49356223175965663
408,umag_rmag_Hamag,Hamag_Jmag_Hmag,0.49333333333333335
1305,gmag_Jmag_Hmag,Hamag_Jmag_Hmag,0.49237472766884527
862,umag_Jmag_Hmag,rmag_Jmag_Kmag,0.4920273348519363
969,gmag_rmag_imag,imag_Hamag_Jmag,0.4909090909090909
871,umag_Jmag_Hmag,Hamag_Jmag_Kmag,0.4897959183673469
457,umag_rmag_Jmag,Hamag_Hmag_Kmag,0.48936170212765956
405,umag_rmag_Hamag,imag_Jmag_Hmag,0.48878923766816146
985,gmag_rmag_Hamag,gmag_imag_Kmag,0.4885844748858448
616,umag_imag_Jmag,gmag_Hmag_Kmag,0.48739495798319327
273,umag_gmag_Kmag,umag_imag_Kmag,0.486873508353222
1171,gmag_imag_Hmag,rmag_imag_Hmag,0.4867469879518072
1327,gmag_Jmag_Kmag,Hamag_Jmag_Kmag,0.48539325842696623
1152,gmag_imag_Jmag,imag_Hamag_Jmag,0.4852607709750567
224,umag_gmag_Hmag,umag_Hamag_Jmag,0.48510638297872344
229,umag_gmag_Hmag,umag_Hmag_Kmag,0.4848484848484849
1014,gmag_rmag_Jmag,gmag_imag_Hamag,0.4845814977973569
374,umag_rmag_Hamag,umag_Jmag_Hmag,0.4818181818181818
390,umag_rmag_Hamag,gmag_Jmag_Kmag,0.4818181818181818
452,umag_rmag_Jmag,imag_Jmag_Hmag,0.48165137614678905
1108,gmag_imag_Hamag,gmag_Hamag_Jmag,0.48072562358276644
286,umag_gmag_Kmag,gmag_imag_Jmag,0.4805491990846682
1296,gmag_Jmag_Hmag,rmag_Jmag_Hmag,0.4789356984478935
614,umag_imag_Jmag,gmag_Jmag_Hmag,0.4780876494023904
1222,gmag_Hamag_Jmag,rmag_imag_Hmag,0.4780701754385965
1079,gmag_rmag_Kmag,gmag_Hamag_Jmag,0.4778761061946903
533,umag_rmag_Kmag,rmag_imag_Kmag,0.47773279352226716
636,umag_imag_Jmag,Jmag_Hmag_Kmag,0.47679324894514763
1049,gmag_rmag_Hmag,gmag_Hamag_Jmag,0.4761904761904762
1189,gmag_imag_Kmag,gmag_Hamag_Jmag,0.47597254004576656
1075,gmag_rmag_Kmag,gmag_imag_Hamag,0.4748858447488584
995,gmag_rmag_Hamag,rmag_imag_Kmag,0.47441860465116287
950,gmag_rmag_imag,gmag_imag_Jmag,0.47441860465116287
601,umag_imag_Jmag,umag_Hmag_Kmag,0.47346938775510206
399,umag_rmag_Hamag,rmag_Jmag_Hmag,0.47272727272727283
476,umag_rmag_Hmag,gmag_imag_Jmag,0.4708624708624708
809,umag_Hamag_Kmag,gmag_imag_Hmag,0.4697674418604651
416,umag_rmag_Jmag,umag_imag_Hmag,0.4695652173913044
994,gmag_rmag_Hamag,rmag_imag_Hmag,0.4694835680751173
1348,gmag_Hmag_Kmag,Hamag_Hmag_Kmag,0.46874999999999994
222,umag_gmag_Hmag,umag_imag_Hmag,0.46829268292682924
1339,gmag_Hmag_Kmag,rmag_Hmag_Kmag,0.4668192219679634
726,umag_Hamag_Jmag,gmag_rmag_Hamag,0.4666666666666667
446,umag_rmag_Jmag,rmag_Jmag_Hmag,0.4657534246575343
285,umag_gmag_Kmag,gmag_imag_Hamag,0.46511627906976744
730,umag_Hamag_Jmag,gmag_imag_Hamag,0.46473029045643155
424,umag_rmag_Jmag,gmag_rmag_imag,0.4644549763033176
756,umag_Hamag_Jmag,Hamag_Jmag_Hmag,0.4644549763033176
884,umag_Jmag_Kmag,gmag_Hamag_Jmag,0.463302752293578
465,umag_rmag_Hmag,umag_Hamag_Hmag,0.4626168224299065
456,umag_rmag_Jmag,Hamag_Jmag_Kmag,0.46187363834422657
1371,rmag_imag_Jmag,rmag_Hamag_Jmag,0.4615384615384616
383,umag_rmag_Hamag,gmag_imag_Jmag,0.46120689655172414
1225,gmag_Hamag_Jmag,rmag_Hamag_Hmag,0.4611764705882353
217,umag_gmag_Hmag,umag_rmag_Jmag,0.4607843137254901
868,umag_Jmag_Hmag,imag_Jmag_Kmag,0.4600938967136151
522,umag_rmag_Kmag,gmag_imag_Hmag,0.4574209245742092
704,umag_imag_Kmag,rmag_Hamag_Jmag,0.45676274944567624
738,umag_Hamag_Jmag,gmag_Jmag_Kmag,0.4539614561027838
246,umag_gmag_Hmag,rmag_imag_Jmag,0.4534606205250597
724,umag_Hamag_Jmag,umag_Hmag_Kmag,0.44871794871794873
1002,gmag_rmag_Hamag,imag_Hamag_Jmag,0.4485981308411215
485,umag_rmag_Hmag,rmag_imag_Hamag,0.4483516483516483
725,umag_Hamag_Jmag,gmag_rmag_imag,0.4480369515011548
437,umag_rmag_Jmag,gmag_Jmag_Kmag,0.447427293064877
838,umag_Jmag_Hmag,umag_Hmag_Kmag,0.44695259593679454
1089,gmag_rmag_Kmag,rmag_Hamag_Jmag,0.4460093896713615
959,gmag_rmag_imag,rmag_imag_Hamag,0.44493392070484583
1109,gmag_imag_Hamag,gmag_Hamag_Hmag,0.44392523364485986
1035,gmag_rmag_Jmag,imag_Hamag_Hmag,0.44390243902439025
1420,rmag_Hamag_Jmag,rmag_Hamag_Hmag,0.4433734939759036
910,umag_Hmag_Kmag,gmag_rmag_imag,0.44028103044496486
883,umag_Jmag_Kmag,gmag_imag_Kmag,0.4399092970521542
1226,gmag_Hamag_Jmag,rmag_Hamag_Kmag,0.43971631205673756
886,umag_Jmag_Kmag,gmag_Hamag_Kmag,0.4393592677345538
748,umag_Hamag_Jmag,rmag_Jmag_Kmag,0.43722943722943725
757,umag_Hamag_Jmag,Hamag_Jmag_Kmag,0.43621399176954734
691,umag_imag_Kmag,gmag_imag_Jmag,0.4360189573459715
808,umag_Hamag_Kmag,gmag_imag_Jmag,0.4355971896955504
448,umag_rmag_Jmag,rmag_Hmag_Kmag,0.4349775784753363
755,umag_Hamag_Jmag,imag_Hmag_Kmag,0.43388429752066116
453,umag_rmag_Jmag,imag_Jmag_Kmag,0.43317972350230416
945,gmag_rmag_imag,gmag_rmag_Hamag,0.4329004329004329
447,umag_rmag_Jmag,rmag_Jmag_Kmag,0.4328018223234624
1388,rmag_imag_Hmag,rmag_Hamag_Jmag,0.4324324324324324
758,umag_Hamag_Jmag,Hamag_Hmag_Kmag,0.43209876543209874
1256,gmag_Hamag_Hmag,imag_Hamag_Kmag,0.43207126948775054
1163,gmag_imag_Hmag,gmag_Hamag_Jmag,0.4304932735426009
422,umag_rmag_Jmag,umag_Jmag_Kmag,0.4302059496567506
992,gmag_rmag_Hamag,rmag_imag_Hamag,0.4299065420560747
1216,gmag_Hamag_Jmag,gmag_Hamag_Kmag,0.4289044289044288
454,umag_rmag_Jmag,imag_Hmag_Kmag,0.4285714285714286
737,umag_Hamag_Jmag,gmag_Jmag_Hmag,0.4271457085828343
754,umag_Hamag_Jmag,imag_Jmag_Kmag,0.4251626898047723
749,umag_Hamag_Jmag,rmag_Hmag_Kmag,0.4247422680412371
243,umag_gmag_Hmag,gmag_Jmag_Kmag,0.4245524296675192
1224,gmag_Hamag_Jmag,rmag_Hamag_Jmag,0.4245524296675192
640,umag_imag_Hmag,umag_Hamag_Kmag,0.4241071428571428
463,umag_rmag_Hmag,umag_imag_Kmag,0.42272727272727273
1114,gmag_imag_Hamag,rmag_imag_Hamag,0.42129629629629634
710,umag_imag_Kmag,imag_Hamag_Jmag,0.4210526315789474
893,umag_Jmag_Kmag,rmag_imag_Kmag,0.42105263157894735
983,gmag_rmag_Hamag,gmag_imag_Jmag,0.42080378250591016
458,umag_rmag_Jmag,Jmag_Hmag_Kmag,0.41958041958041953
1221,gmag_Hamag_Jmag,rmag_imag_Jmag,0.41769041769041765
1389,rmag_imag_Hmag,rmag_Hamag_Hmag,0.4173027989821883
1028,gmag_rmag_Jmag,rmag_Hamag_Jmag,0.4173027989821883
521,umag_rmag_Kmag,gmag_imag_Jmag,0.41726618705035967
739,umag_Hamag_Jmag,gmag_Hmag_Kmag,0.4170212765957447
885,umag_Jmag_Kmag,gmag_Hamag_Hmag,0.41647597254004576
573,umag_imag_Hamag,gmag_Hmag_Kmag,0.4153498871331829
592,umag_imag_Hamag,Hamag_Hmag_Kmag,0.41409691629955947
680,umag_imag_Kmag,umag_Hamag_Hmag,0.4134831460674157
882,umag_Jmag_Kmag,gmag_imag_Hmag,0.41255605381165916
1029,gmag_rmag_Jmag,rmag_Hamag_Hmag,0.41237113402061853
589,umag_imag_Hamag,imag_Hmag_Kmag,0.4107142857142857
949,gmag_rmag_imag,gmag_imag_Hamag,0.4105011933174224
1107,gmag_imag_Hamag,gmag_imag_Kmag,0.40963855421686746
510,umag_rmag_Kmag,umag_Hamag_Hmag,0.40825688073394495
438,umag_rmag_Jmag,gmag_Hmag_Kmag,0.4075829383886256
263,umag_gmag_Hmag,Hamag_Hmag_Kmag,0.4074941451990633
1249,gmag_Hamag_Hmag,rmag_Hamag_Hmag,0.4073107049608355
982,gmag_rmag_Hamag,gmag_imag_Hamag,0.4058679706601467
469,umag_rmag_Hmag,umag_Hmag_Kmag,0.4054669703872437
879,umag_Jmag_Kmag,gmag_rmag_Kmag,0.40366972477064217
436,umag_rmag_Jmag,gmag_Jmag_Hmag,0.4035874439461883
1404,rmag_imag_Kmag,rmag_Hamag_Jmag,0.40294840294840295
1036,gmag_rmag_Jmag,imag_Hamag_Kmag,0.40191387559808606
1273,gmag_Hamag_Kmag,rmag_Hamag_Kmag,0.40105540897097625
1059,gmag_rmag_Hmag,rmag_Hamag_Jmag,0.400990099009901
389,umag_rmag_Hamag,gmag_Jmag_Hmag,0.4
820,umag_Hamag_Kmag,rmag_imag_Kmag,0.3991323210412147
643,umag_imag_Hmag,umag_Hmag_Kmag,0.3972602739726027
1126,gmag_imag_Hamag,imag_Hamag_Kmag,0.3949367088607595
723,umag_Hamag_Jmag,umag_Jmag_Kmag,0.3938053097345133
253,umag_gmag_Hmag,rmag_Jmag_Kmag,0.39370078740157477
878,umag_Jmag_Kmag,gmag_rmag_Hmag,0.39366515837104077
568,umag_imag_Hamag,gmag_Hamag_Jmag,0.3916083916083916
1248,gmag_Hamag_Hmag,rmag_Hamag_Jmag,0.390745501285347
1060,gmag_rmag_Hmag,rmag_Hamag_Hmag,0.38947368421052636
1470,rmag_Jmag_Hmag,Hamag_Jmag_Hmag,0.3887468030690537
957,gmag_rmag_imag,gmag_Jmag_Kmag,0.38860103626943004
1440,rmag_Hamag_Hmag,imag_Hamag_Hmag,0.3881401617250673
1454,rmag_Hamag_Kmag,imag_Hamag_Kmag,0.3881401617250673
1421,rmag_Hamag_Jmag,rmag_Hamag_Kmag,0.3872549019607843
1318,gmag_Jmag_Kmag,rmag_Jmag_Kmag,0.3851851851851852
1146,gmag_imag_Jmag,rmag_Hamag_Jmag,0.38502673796791437
1425,rmag_Hamag_Jmag,imag_Hamag_Jmag,0.38378378378378375
688,umag_imag_Kmag,gmag_rmag_Hmag,0.38369304556354916
1439,rmag_Hamag_Hmag,imag_Hamag_Jmag,0.3829787234042554
711,umag_imag_Kmag,imag_Hamag_Hmag,0.38248847926267276
262,umag_gmag_Hmag,Hamag_Jmag_Kmag,0.3824289405684755
541,umag_rmag_Kmag,imag_Hamag_Hmag,0.3822843822843823
1091,gmag_rmag_Kmag,rmag_Hamag_Kmag,0.38213399503722084
902,umag_Jmag_Kmag,imag_Hamag_Kmag,0.3807228915662651
911,umag_Hmag_Kmag,gmag_rmag_Hamag,0.3802469135802469
1215,gmag_Hamag_Jmag,gmag_Hamag_Hmag,0.3795620437956204
763,umag_Hamag_Hmag,umag_Hmag_Kmag,0.378132118451025
960,gmag_rmag_imag,rmag_imag_Jmag,0.37783375314861467
583,umag_imag_Hamag,rmag_Hmag_Kmag,0.3772727272727273
1406,rmag_imag_Kmag,rmag_Hamag_Kmag,0.3763440860215054
1080,gmag_rmag_Kmag,gmag_Hamag_Hmag,0.3759036144578313
1272,gmag_Hamag_Kmag,rmag_Hamag_Hmag,0.37566137566137564
575,umag_imag_Hamag,rmag_imag_Jmag,0.37438423645320196
1106,gmag_imag_Hamag,gmag_imag_Hmag,0.37346437346437344
1441,rmag_Hamag_Hmag,imag_Hamag_Kmag,0.37333333333333335
279,umag_gmag_Kmag,umag_Hmag_Kmag,0.373134328358209
1173,gmag_imag_Hmag,rmag_Hamag_Jmag,0.373134328358209
759,umag_Hamag_Jmag,Jmag_Hmag_Kmag,0.3730337078651686
881,umag_Jmag_Kmag,gmag_imag_Jmag,0.37128712871287134
877,umag_Jmag_Kmag,gmag_rmag_Jmag,0.3701923076923077
1105,gmag_imag_Hamag,gmag_imag_Jmag,0.37
1180,gmag_imag_Hmag,imag_Hamag_Hmag,0.3692307692307692
1061,gmag_rmag_Hmag,rmag_Hamag_Kmag,0.3684210526315789
1220,gmag_Hamag_Jmag,rmag_imag_Hamag,0.3681592039800995
1024,gmag_rmag_Jmag,rmag_imag_Hamag,0.36754176610978523
259,umag_gmag_Hmag,imag_Jmag_Kmag,0.3674540682414698
1081,gmag_rmag_Kmag,gmag_Hamag_Kmag,0.36692506459948315
1030,gmag_rmag_Jmag,rmag_Hamag_Kmag,0.36692506459948315
1405,rmag_imag_Kmag,rmag_Hamag_Hmag,0.36692506459948315
1020,gmag_rmag_Jmag,gmag_Hamag_Kmag,0.3640776699029127
1435,rmag_Hamag_Hmag,rmag_Hamag_Kmag,0.36363636363636365
1050,gmag_rmag_Hmag,gmag_Hamag_Hmag,0.36317135549872126
1200,gmag_imag_Kmag,rmag_Hamag_Hmag,0.36315789473684207
892,umag_Jmag_Kmag,rmag_imag_Hmag,0.3623529411764706
1271,gmag_Hamag_Kmag,rmag_Hamag_Jmag,0.3622828784119107
1174,gmag_imag_Hmag,rmag_Hamag_Hmag,0.3621621621621621
1199,gmag_imag_Kmag,rmag_Hamag_Jmag,0.3609022556390977
540,umag_rmag_Kmag,imag_Hamag_Jmag,0.3583535108958838
511,umag_rmag_Kmag,umag_Hamag_Kmag,0.3580562659846548
258,umag_gmag_Hmag,imag_Jmag_Hmag,0.3580562659846548
1482,rmag_Jmag_Kmag,Hamag_Jmag_Kmag,0.35638297872340424
1426,rmag_Hamag_Jmag,imag_Hamag_Hmag,0.35359116022099446
660,umag_imag_Hmag,rmag_imag_Jmag,0.35351089588377727
828,umag_Hamag_Kmag,imag_Hamag_Hmag,0.3532110091743119
293,umag_gmag_Kmag,gmag_Jmag_Kmag,0.35106382978723405
507,umag_rmag_Kmag,umag_imag_Hmag,0.35000000000000003
1493,rmag_Hmag_Kmag,Hamag_Hmag_Kmag,0.3482849604221636
1201,gmag_imag_Kmag,rmag_Hamag_Kmag,0.34782608695652173
1019,gmag_rmag_Jmag,gmag_Hamag_Hmag,0.3473684210526316
901,umag_Jmag_Kmag,imag_Hamag_Hmag,0.3467933491686461
578,umag_imag_Hamag,rmag_Hamag_Jmag,0.3448275862068965
1254,gmag_Hamag_Hmag,imag_Hamag_Jmag,0.3434903047091413
252,umag_gmag_Hmag,rmag_Jmag_Hmag,0.34196891191709844
1427,rmag_Hamag_Jmag,imag_Hamag_Kmag,0.33983286908078
915,umag_Hmag_Kmag,gmag_imag_Hamag,0.3392405063291139
1012,gmag_rmag_Jmag,gmag_rmag_Hmag,0.3384615384615384
1090,gmag_rmag_Kmag,rmag_Hamag_Hmag,0.3379501385041551
1452,rmag_Hamag_Kmag,imag_Hamag_Jmag,0.3379501385041551
702,umag_imag_Kmag,rmag_imag_Hmag,0.33740831295843515
514,umag_rmag_Kmag,umag_Hmag_Kmag,0.3373493975903615
561,umag_imag_Hamag,gmag_rmag_Jmag,0.33653846153846156
1136,gmag_imag_Jmag,gmag_Hamag_Jmag,0.33613445378151263
593,umag_imag_Hamag,Jmag_Hmag_Kmag,0.33587786259541985
967,gmag_rmag_imag,rmag_Jmag_Kmag,0.33513513513513515
260,umag_gmag_Hmag,imag_Hmag_Kmag,0.33507853403141363
261,umag_gmag_Hmag,Hamag_Jmag_Hmag,0.33507853403141363
1453,rmag_Hamag_Kmag,imag_Hamag_Hmag,0.3342618384401114
827,umag_Hamag_Kmag,imag_Hamag_Jmag,0.33421750663129973
1433,rmag_Hamag_Jmag,Hamag_Hmag_Kmag,0.3333333333333333
1279,gmag_Hamag_Kmag,imag_Hamag_Kmag,0.32967032967032966
1428,rmag_Hamag_Jmag,imag_Jmag_Hmag,0.32967032967032966
275,umag_gmag_Kmag,umag_Hamag_Hmag,0.3288409703504043
296,umag_gmag_Kmag,rmag_imag_Jmag,0.32717678100263853
1125,gmag_imag_Hamag,imag_Hamag_Hmag,0.3253333333333333
1013,gmag_rmag_Jmag,gmag_rmag_Kmag,0.3247422680412371
1190,gmag_imag_Kmag,gmag_Hamag_Hmag,0.3230769230769231
1532,imag_Hmag_Kmag,Hamag_Hmag_Kmag,0.32294617563739375
1434,rmag_Hamag_Jmag,Jmag_Hmag_Kmag,0.3224043715846995
1521,imag_Jmag_Hmag,Hamag_Jmag_Hmag,0.3220338983050848
801,umag_Hamag_Kmag,umag_Hmag_Kmag,0.32151300236406616
1293,gmag_Jmag_Hmag,rmag_Hamag_Jmag,0.31978319783197834
1255,gmag_Hamag_Hmag,imag_Hamag_Hmag,0.31955922865013775
1424,rmag_Hamag_Jmag,rmag_Hmag_Kmag,0.3189189189189189
1246,gmag_Hamag_Hmag,rmag_imag_Hmag,0.31830238726790455
900,umag_Jmag_Kmag,imag_Hamag_Jmag,0.3178484107579462
