,a,b,f1
1519,umag_imag_Hamag_Kmag,gmag_rmag_imag_Hamag,0.8448598130841121
270,umag_gmag_rmag_Kmag,umag_gmag_imag_Hamag,0.844106463878327
1065,umag_rmag_imag_Hmag,gmag_imag_Hamag_Hmag,0.8436911487758946
1054,umag_rmag_imag_Hmag,gmag_rmag_imag_Hamag,0.8432835820895522
226,umag_gmag_rmag_Hmag,umag_imag_Hamag_Hmag,0.8431001890359168
695,umag_gmag_Hamag_Hmag,rmag_Hamag_Jmag_Hmag,0.8426966292134832
84,umag_gmag_rmag_Hamag,umag_rmag_imag_Hmag,0.8426966292134832
225,umag_gmag_rmag_Hmag,umag_imag_Hamag_Jmag,0.8421052631578948
123,umag_gmag_rmag_Hamag,rmag_imag_Hamag_Hmag,0.8421052631578947
696,umag_gmag_Hamag_Hmag,rmag_Hamag_Jmag_Kmag,0.8419117647058824
1105,umag_rmag_imag_Kmag,gmag_rmag_imag_Hamag,0.8417132216014898
395,umag_gmag_imag_Hamag,imag_Hamag_Jmag_Kmag,0.8417132216014898
1576,umag_imag_Jmag_Hmag,gmag_Hamag_Jmag_Hmag,0.8415094339622641
286,umag_gmag_rmag_Kmag,umag_rmag_Hamag_Kmag,0.8409090909090909
541,umag_gmag_imag_Kmag,umag_imag_Hamag_Hmag,0.8405253283302064
93,umag_gmag_rmag_Hamag,umag_imag_Hamag_Hmag,0.8401486988847584
1012,umag_rmag_imag_Jmag,gmag_imag_Hamag_Jmag,0.8384615384615384
1064,umag_rmag_imag_Hmag,gmag_imag_Hamag_Jmag,0.8382066276803118
1362,umag_rmag_Jmag_Kmag,gmag_Hamag_Jmag_Kmag,0.838095238095238
411,umag_gmag_imag_Jmag,umag_rmag_Hamag_Jmag,0.8379888268156425
87,umag_gmag_rmag_Hamag,umag_rmag_Hamag_Hmag,0.8379888268156425
310,umag_gmag_rmag_Kmag,gmag_imag_Hamag_Jmag,0.8378378378378378
454,umag_gmag_imag_Jmag,rmag_Hamag_Jmag_Kmag,0.8376383763837639
103,umag_gmag_rmag_Hamag,gmag_rmag_imag_Jmag,0.8373831775700935
866,umag_gmag_Jmag_Kmag,rmag_Hamag_Jmag_Hmag,0.8373831775700935
92,umag_gmag_rmag_Hamag,umag_imag_Hamag_Jmag,0.8373831775700935
179,umag_gmag_rmag_Jmag,gmag_imag_Hamag_Jmag,0.8372093023255814
342,umag_gmag_imag_Hamag,umag_gmag_Jmag_Kmag,0.837121212121212
437,umag_gmag_imag_Jmag,gmag_imag_Hamag_Jmag,0.8358778625954199
753,umag_gmag_Hamag_Kmag,rmag_Hamag_Jmag_Hmag,0.8358208955223881
453,umag_gmag_imag_Jmag,rmag_Hamag_Jmag_Hmag,0.8358208955223881
284,umag_gmag_rmag_Kmag,umag_rmag_Hamag_Jmag,0.8355899419729208
338,umag_gmag_imag_Hamag,umag_gmag_Hamag_Jmag,0.8354898336414048
290,umag_gmag_rmag_Kmag,umag_imag_Hamag_Jmag,0.8352941176470587
245,umag_gmag_rmag_Hmag,gmag_imag_Hamag_Jmag,0.8346153846153846
534,umag_gmag_imag_Kmag,umag_rmag_Hamag_Jmag,0.8336520076481835
88,umag_gmag_rmag_Hamag,umag_rmag_Hamag_Kmag,0.8336448598130842
196,umag_gmag_rmag_Jmag,rmag_Hamag_Jmag_Kmag,0.8333333333333334
83,umag_gmag_rmag_Hamag,umag_rmag_imag_Jmag,0.8333333333333334
99,umag_gmag_rmag_Hamag,umag_Hamag_Jmag_Kmag,0.8333333333333334
335,umag_gmag_imag_Hamag,umag_gmag_imag_Jmag,0.8330275229357798
1803,umag_Jmag_Hmag_Kmag,gmag_Hamag_Hmag_Kmag,0.8330134357005758
274,umag_gmag_rmag_Kmag,umag_gmag_Hamag_Jmag,0.8330058939096266
464,umag_gmag_imag_Hmag,umag_gmag_Hamag_Hmag,0.832391713747646
106,umag_gmag_rmag_Hamag,gmag_rmag_Hamag_Jmag,0.8314606741573033
1315,umag_rmag_Jmag_Hmag,gmag_Hamag_Jmag_Hmag,0.8314176245210728
346,umag_gmag_imag_Hamag,umag_rmag_imag_Hmag,0.8309352517985612
275,umag_gmag_rmag_Kmag,umag_gmag_Hamag_Hmag,0.8305400372439479
499,umag_gmag_imag_Hmag,gmag_imag_Hamag_Jmag,0.8301158301158301
85,umag_gmag_rmag_Hamag,umag_rmag_imag_Kmag,0.8299065420560747
195,umag_gmag_rmag_Jmag,rmag_Hamag_Jmag_Hmag,0.8296296296296297
94,umag_gmag_rmag_Hamag,umag_imag_Hamag_Kmag,0.8296296296296297
1657,umag_imag_Hmag_Kmag,gmag_Hamag_Hmag_Kmag,0.8295454545454545
1117,umag_rmag_imag_Kmag,gmag_imag_Hamag_Kmag,0.8288973384030418
473,umag_gmag_imag_Hmag,umag_rmag_Hamag_Jmag,0.8285163776493255
102,umag_gmag_rmag_Hamag,gmag_rmag_imag_Hamag,0.8280961182994455
124,umag_gmag_rmag_Hamag,rmag_imag_Hamag_Kmag,0.827977315689981
90,umag_gmag_rmag_Hamag,umag_rmag_Jmag_Kmag,0.8274582560296845
1059,umag_rmag_imag_Hmag,gmag_rmag_Hamag_Hmag,0.8273244781783682
1408,umag_rmag_Hmag_Kmag,gmag_Hamag_Hmag_Kmag,0.8273244781783682
292,umag_gmag_rmag_Kmag,umag_imag_Hamag_Kmag,0.8273244781783682
840,umag_gmag_Jmag_Kmag,gmag_rmag_imag_Hamag,0.8272058823529411
560,umag_gmag_imag_Kmag,gmag_imag_Hamag_Jmag,0.8271844660194174
401,umag_gmag_imag_Jmag,umag_gmag_Hamag_Jmag,0.8270944741532977
104,umag_gmag_rmag_Hamag,gmag_rmag_imag_Hmag,0.8268156424581006
291,umag_gmag_rmag_Kmag,umag_imag_Hamag_Hmag,0.8264150943396227
219,umag_gmag_rmag_Hmag,umag_rmag_Hamag_Jmag,0.8262548262548263
173,umag_gmag_rmag_Jmag,gmag_rmag_Hamag_Jmag,0.8262548262548263
285,umag_gmag_rmag_Kmag,umag_rmag_Hamag_Hmag,0.8260038240917782
105,umag_gmag_rmag_Hamag,gmag_rmag_imag_Kmag,0.825925925925926
144,umag_gmag_rmag_Jmag,umag_gmag_Hamag_Hmag,0.8257575757575758
479,umag_gmag_imag_Hmag,umag_imag_Hamag_Jmag,0.8255813953488372
431,umag_gmag_imag_Jmag,gmag_rmag_Hamag_Jmag,0.8255813953488372
266,umag_gmag_rmag_Hmag,imag_Hamag_Jmag_Kmag,0.8255813953488372
820,umag_gmag_Jmag_Kmag,umag_rmag_imag_Hamag,0.8254545454545454
108,umag_gmag_rmag_Hamag,gmag_rmag_Hamag_Kmag,0.8252788104089218
96,umag_gmag_rmag_Hamag,umag_imag_Jmag_Kmag,0.8252788104089218
1115,umag_rmag_imag_Kmag,gmag_imag_Hamag_Jmag,0.825147347740668
814,umag_gmag_Jmag_Hmag,imag_Hamag_Jmag_Hmag,0.8248587570621468
700,umag_gmag_Hamag_Hmag,imag_Hamag_Jmag_Kmag,0.8246628131021195
209,umag_gmag_rmag_Hmag,umag_gmag_Hamag_Jmag,0.8246628131021195
500,umag_gmag_imag_Hmag,gmag_imag_Hamag_Hmag,0.8244274809160305
341,umag_gmag_imag_Hamag,umag_gmag_Jmag_Hmag,0.8237547892720307
107,umag_gmag_rmag_Hamag,gmag_rmag_Hamag_Hmag,0.8230912476722532
637,umag_gmag_Hamag_Jmag,rmag_Hamag_Jmag_Kmag,0.8226691042047533
1002,umag_rmag_imag_Jmag,gmag_rmag_imag_Hamag,0.8226415094339622
526,umag_gmag_imag_Kmag,umag_gmag_Hamag_Kmag,0.821969696969697
239,umag_gmag_rmag_Hmag,gmag_rmag_Hamag_Jmag,0.821917808219178
304,umag_gmag_rmag_Kmag,gmag_rmag_Hamag_Jmag,0.821917808219178
1262,umag_rmag_Hamag_Kmag,gmag_imag_Hamag_Jmag,0.8212180746561887
1434,umag_imag_Hamag_Jmag,gmag_rmag_imag_Hamag,0.8206106870229006
458,umag_gmag_imag_Jmag,imag_Hamag_Jmag_Kmag,0.8206106870229006
122,umag_gmag_rmag_Hamag,rmag_imag_Hamag_Jmag,0.8202247191011236
1058,umag_rmag_imag_Hmag,gmag_rmag_Hamag_Jmag,0.8188976377952757
524,umag_gmag_imag_Kmag,umag_gmag_Hamag_Jmag,0.8185328185328185
1111,umag_rmag_imag_Kmag,gmag_rmag_Hamag_Kmag,0.8183556405353729
651,umag_gmag_Hamag_Hmag,umag_rmag_imag_Hmag,0.8180112570356474
493,umag_gmag_imag_Hmag,gmag_rmag_Hamag_Jmag,0.8180039138943248
737,umag_gmag_Hamag_Kmag,gmag_imag_Hamag_Jmag,0.8178294573643411
1097,umag_rmag_imag_Kmag,umag_imag_Hamag_Kmag,0.8172043010752688
65,umag_gmag_rmag_imag,imag_Hamag_Jmag_Kmag,0.8171206225680935
331,umag_gmag_rmag_Kmag,imag_Hamag_Jmag_Kmag,0.8169556840077072
418,umag_gmag_imag_Jmag,umag_imag_Hamag_Hmag,0.8168498168498168
520,umag_gmag_imag_Hmag,imag_Hamag_Jmag_Kmag,0.816247582205029
1045,umag_rmag_imag_Hmag,umag_imag_Hamag_Hmag,0.8156028368794327
641,umag_gmag_Hamag_Jmag,imag_Hamag_Jmag_Kmag,0.8153846153846155
95,umag_gmag_rmag_Hamag,umag_imag_Jmag_Hmag,0.8149532710280374
311,umag_gmag_rmag_Kmag,gmag_imag_Hamag_Hmag,0.8146718146718147
61,umag_gmag_rmag_imag,rmag_Hamag_Jmag_Kmag,0.8145454545454546
950,umag_rmag_imag_Hamag,gmag_rmag_imag_Jmag,0.8143939393939393
591,umag_gmag_Hamag_Jmag,umag_rmag_imag_Jmag,0.8141263940520447
126,umag_gmag_rmag_Hamag,rmag_imag_Jmag_Kmag,0.8141263940520447
494,umag_gmag_imag_Hmag,gmag_rmag_Hamag_Hmag,0.8139534883720931
509,umag_gmag_imag_Hmag,rmag_imag_Hamag_Jmag,0.8139534883720931
200,umag_gmag_rmag_Jmag,imag_Hamag_Jmag_Kmag,0.8139534883720931
555,umag_gmag_imag_Kmag,gmag_rmag_Hamag_Hmag,0.8133595284872298
554,umag_gmag_imag_Kmag,gmag_rmag_Hamag_Jmag,0.8133595284872298
780,umag_gmag_Jmag_Hmag,umag_Hamag_Jmag_Hmag,0.8133595284872298
1109,umag_rmag_imag_Kmag,gmag_rmag_Hamag_Jmag,0.8133595284872298
535,umag_gmag_imag_Kmag,umag_rmag_Hamag_Hmag,0.8132295719844358
561,umag_gmag_imag_Kmag,gmag_imag_Hamag_Hmag,0.813102119460501
525,umag_gmag_imag_Kmag,umag_gmag_Hamag_Hmag,0.8128544423440454
98,umag_gmag_rmag_Hamag,umag_Hamag_Jmag_Hmag,0.8128544423440454
112,umag_gmag_rmag_Hamag,gmag_imag_Hamag_Jmag,0.8127340823970037
160,umag_gmag_rmag_Jmag,umag_imag_Hamag_Hmag,0.8127340823970037
115,umag_gmag_rmag_Hamag,gmag_imag_Jmag_Hmag,0.8113207547169811
154,umag_gmag_rmag_Jmag,umag_rmag_Hamag_Hmag,0.8113207547169811
132,umag_gmag_rmag_Hamag,imag_Hamag_Jmag_Hmag,0.8112149532710281
1110,umag_rmag_imag_Kmag,gmag_rmag_Hamag_Hmag,0.8109161793372321
1693,umag_Hamag_Jmag_Hmag,gmag_Hamag_Jmag_Hmag,0.8109161793372321
394,umag_gmag_imag_Hamag,imag_Hamag_Jmag_Hmag,0.8104089219330854
510,umag_gmag_imag_Hmag,rmag_imag_Hamag_Hmag,0.8102766798418972
89,umag_gmag_rmag_Hamag,umag_rmag_Jmag_Hmag,0.8098859315589353
60,umag_gmag_rmag_imag,rmag_Hamag_Jmag_Hmag,0.8097014925373134
699,umag_gmag_Hamag_Hmag,imag_Hamag_Jmag_Hmag,0.8094302554027505
463,umag_gmag_imag_Hmag,umag_gmag_Hamag_Jmag,0.8093385214007782
125,umag_gmag_rmag_Hamag,rmag_imag_Jmag_Hmag,0.8089887640449438
571,umag_gmag_imag_Kmag,rmag_imag_Hamag_Hmag,0.8086785009861933
570,umag_gmag_imag_Kmag,rmag_imag_Hamag_Jmag,0.8085106382978724
320,umag_gmag_rmag_Kmag,rmag_imag_Hamag_Jmag,0.8084291187739464
800,umag_gmag_Jmag_Hmag,gmag_Hamag_Jmag_Hmag,0.8077669902912621
758,umag_gmag_Hamag_Kmag,imag_Hamag_Jmag_Kmag,0.8076923076923077
133,umag_gmag_rmag_Hamag,imag_Hamag_Jmag_Kmag,0.8075471698113208
1214,umag_rmag_Hamag_Hmag,gmag_imag_Hamag_Jmag,0.8071570576540756
1529,umag_imag_Hamag_Kmag,gmag_imag_Hamag_Jmag,0.806949806949807
717,umag_gmag_Hamag_Kmag,umag_imag_Hamag_Jmag,0.806949806949807
710,umag_gmag_Hamag_Kmag,umag_rmag_imag_Kmag,0.8068181818181819
111,umag_gmag_rmag_Hamag,gmag_rmag_Hmag_Kmag,0.8066298342541436
118,umag_gmag_rmag_Hamag,gmag_Hamag_Jmag_Hmag,0.8060263653483992
114,umag_gmag_rmag_Hamag,gmag_imag_Hamag_Kmag,0.8060263653483992
305,umag_gmag_rmag_Kmag,gmag_rmag_Hamag_Hmag,0.8055009823182712
913,umag_gmag_Hmag_Kmag,gmag_Hamag_Hmag_Kmag,0.8054474708171206
652,umag_gmag_Hamag_Hmag,umag_rmag_imag_Kmag,0.8053435114503817
81,umag_gmag_rmag_Hamag,umag_gmag_Hmag_Kmag,0.8051948051948052
923,umag_gmag_Hmag_Kmag,rmag_Hamag_Hmag_Kmag,0.8051948051948052
636,umag_gmag_Hamag_Jmag,rmag_Hamag_Jmag_Hmag,0.8044280442804428
1731,umag_Hamag_Jmag_Kmag,gmag_Hamag_Jmag_Kmag,0.803883495145631
581,umag_gmag_imag_Kmag,imag_Hamag_Jmag_Kmag,0.8038461538461538
1523,umag_imag_Hamag_Kmag,gmag_rmag_Hamag_Jmag,0.8038461538461538
246,umag_gmag_rmag_Hmag,gmag_imag_Hamag_Hmag,0.8038461538461538
837,umag_gmag_Jmag_Kmag,umag_Hamag_Jmag_Kmag,0.8038095238095238
199,umag_gmag_rmag_Jmag,imag_Hamag_Jmag_Hmag,0.8031496062992125
130,umag_gmag_rmag_Hamag,rmag_Hamag_Hmag_Kmag,0.8029739776951672
38,umag_gmag_rmag_imag,gmag_rmag_Hamag_Jmag,0.8023952095808383
580,umag_gmag_imag_Kmag,imag_Hamag_Jmag_Hmag,0.802348336594912
1116,umag_rmag_imag_Kmag,gmag_imag_Hamag_Hmag,0.802348336594912
857,umag_gmag_Jmag_Kmag,gmag_Hamag_Jmag_Kmag,0.8023255813953488
265,umag_gmag_rmag_Hmag,imag_Hamag_Jmag_Hmag,0.8015717092337917
330,umag_gmag_rmag_Kmag,imag_Hamag_Jmag_Hmag,0.8015717092337917
1208,umag_rmag_Hamag_Hmag,gmag_rmag_Hamag_Jmag,0.8007889546351085
1060,umag_rmag_imag_Hmag,gmag_rmag_Hamag_Kmag,0.8007889546351085
757,umag_gmag_Hamag_Kmag,imag_Hamag_Jmag_Hmag,0.80078125
578,umag_gmag_imag_Kmag,rmag_Hamag_Hmag_Kmag,0.8007662835249042
1479,umag_imag_Hamag_Hmag,gmag_rmag_imag_Hmag,0.8007590132827324
412,umag_gmag_imag_Jmag,umag_rmag_Hamag_Hmag,0.8007380073800738
562,umag_gmag_imag_Kmag,gmag_imag_Hamag_Kmag,0.8
931,umag_rmag_imag_Hamag,umag_rmag_imag_Hmag,0.8
109,umag_gmag_rmag_Hamag,gmag_rmag_Jmag_Hmag,0.8
811,umag_gmag_Jmag_Hmag,rmag_Hamag_Jmag_Kmag,0.7992424242424242
868,umag_gmag_Jmag_Kmag,rmag_Hamag_Hmag_Kmag,0.7992351816443594
1487,umag_imag_Hamag_Hmag,gmag_imag_Hamag_Jmag,0.7992125984251968
764,umag_gmag_Jmag_Hmag,umag_rmag_imag_Hamag,0.7985480943738658
1091,umag_rmag_imag_Kmag,umag_rmag_Hamag_Kmag,0.7985480943738658
932,umag_rmag_imag_Hamag,umag_rmag_imag_Kmag,0.7985347985347985
120,umag_gmag_rmag_Hamag,gmag_Hamag_Hmag_Kmag,0.7985212569316082
447,umag_gmag_imag_Jmag,rmag_imag_Hamag_Jmag,0.7984790874524714
852,umag_gmag_Jmag_Kmag,gmag_imag_Hamag_Kmag,0.7984496124031009
240,umag_gmag_rmag_Hmag,gmag_rmag_Hamag_Hmag,0.7984189723320158
679,umag_gmag_Hamag_Hmag,gmag_imag_Hamag_Jmag,0.7984031936127743
1039,umag_rmag_imag_Hmag,umag_rmag_Hamag_Hmag,0.7978142076502732
593,umag_gmag_Hamag_Jmag,umag_rmag_imag_Kmag,0.797794117647059
1206,umag_rmag_Hamag_Hmag,gmag_rmag_imag_Hmag,0.7977315689981096
732,umag_gmag_Hamag_Kmag,gmag_rmag_Hamag_Hmag,0.7976424361493124
347,umag_gmag_imag_Hamag,umag_rmag_imag_Kmag,0.7971274685816875
110,umag_gmag_rmag_Hamag,gmag_rmag_Jmag_Kmag,0.7969924812030075
1522,umag_imag_Hamag_Kmag,gmag_rmag_imag_Kmag,0.7969639468690702
846,umag_gmag_Jmag_Kmag,gmag_rmag_Hamag_Kmag,0.7969052224371374
600,umag_gmag_Hamag_Jmag,umag_imag_Hamag_Jmag,0.7968441814595661
1256,umag_rmag_Hamag_Kmag,gmag_rmag_Hamag_Jmag,0.796116504854369
64,umag_gmag_rmag_imag,imag_Hamag_Jmag_Hmag,0.796078431372549
851,umag_gmag_Jmag_Kmag,gmag_imag_Hamag_Hmag,0.7955390334572491
116,umag_gmag_rmag_Hamag,gmag_imag_Jmag_Kmag,0.7954971857410881
640,umag_gmag_Hamag_Jmag,imag_Hamag_Jmag_Hmag,0.7952755905511811
501,umag_gmag_imag_Hmag,gmag_imag_Hamag_Kmag,0.7952755905511811
321,umag_gmag_rmag_Kmag,rmag_imag_Hamag_Hmag,0.7951807228915663
348,umag_gmag_imag_Hamag,umag_rmag_Hamag_Jmag,0.79491833030853
119,umag_gmag_rmag_Hamag,gmag_Hamag_Jmag_Kmag,0.7947269303201507
519,umag_gmag_imag_Hmag,imag_Hamag_Jmag_Hmag,0.7945205479452054
556,umag_gmag_imag_Kmag,gmag_rmag_Hamag_Kmag,0.7944664031620554
711,umag_gmag_Hamag_Kmag,umag_rmag_Hamag_Jmag,0.7944664031620554
659,umag_gmag_Hamag_Hmag,umag_imag_Hamag_Jmag,0.7944664031620554
438,umag_gmag_imag_Jmag,gmag_imag_Hamag_Hmag,0.7937743190661479
1156,umag_rmag_Hamag_Jmag,gmag_rmag_imag_Jmag,0.793713163064833
475,umag_gmag_imag_Hmag,umag_rmag_Hamag_Kmag,0.793713163064833
432,umag_gmag_imag_Jmag,gmag_rmag_Hamag_Hmag,0.7935871743486974
100,umag_gmag_rmag_Hamag,umag_Hamag_Hmag_Kmag,0.7932960893854749
481,umag_gmag_imag_Hmag,umag_imag_Hamag_Kmag,0.7929687499999999
113,umag_gmag_rmag_Hamag,gmag_imag_Hamag_Hmag,0.7924528301886792
1481,umag_imag_Hamag_Hmag,gmag_rmag_Hamag_Jmag,0.7914230019493178
1768,umag_Hamag_Hmag_Kmag,gmag_Hamag_Hmag_Kmag,0.7914230019493178
255,umag_gmag_rmag_Hmag,rmag_imag_Hamag_Jmag,0.7914230019493178
457,umag_gmag_imag_Jmag,imag_Hamag_Jmag_Hmag,0.7913385826771654
117,umag_gmag_rmag_Hamag,gmag_imag_Hmag_Kmag,0.791044776119403
784,umag_gmag_Jmag_Hmag,gmag_rmag_imag_Hamag,0.791044776119403
1255,umag_rmag_Hamag_Kmag,gmag_rmag_imag_Kmag,0.7909604519774012
893,umag_gmag_Hmag_Kmag,umag_Hamag_Hmag_Kmag,0.7906066536203522
221,umag_gmag_rmag_Hmag,umag_rmag_Hamag_Kmag,0.7905138339920948
136,umag_gmag_rmag_Hamag,Hamag_Jmag_Hmag_Kmag,0.7901701323251418
620,umag_gmag_Hamag_Jmag,gmag_imag_Hamag_Jmag,0.7895791583166333
611,umag_gmag_Hamag_Jmag,gmag_rmag_imag_Jmag,0.7895791583166333
402,umag_gmag_imag_Jmag,umag_gmag_Hamag_Hmag,0.7893738140417457
1435,umag_imag_Hamag_Jmag,gmag_rmag_imag_Jmag,0.7891682785299806
592,umag_gmag_Hamag_Jmag,umag_rmag_imag_Hmag,0.788888888888889
614,umag_gmag_Hamag_Jmag,gmag_rmag_Hamag_Jmag,0.7888446215139443
306,umag_gmag_rmag_Kmag,gmag_rmag_Hamag_Kmag,0.7888446215139443
121,umag_gmag_rmag_Hamag,gmag_Jmag_Hmag_Kmag,0.788785046728972
135,umag_gmag_rmag_Hamag,imag_Jmag_Hmag_Kmag,0.788785046728972
365,umag_gmag_imag_Hamag,gmag_rmag_imag_Jmag,0.7885714285714285
953,umag_rmag_imag_Hamag,gmag_rmag_Hamag_Jmag,0.7883495145631068
97,umag_gmag_rmag_Hamag,umag_imag_Hmag_Kmag,0.7879924953095685
91,umag_gmag_rmag_Hamag,umag_rmag_Hmag_Kmag,0.7879924953095685
