VPHAS-OB1,RAJ2000,DEJ2000,Rv,goodOB,EM,SUB,LUM,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,W1mag,W2mag,u-g,u-r,u-i,g-r,g-i,r-Ha,r-i,J-H,J-K,H-K,W1-W2
3017,159.690519,-57.565463,4.004,1,0,0,0,15.706,15.79,14.855,14.574,14.307,13.266,12.97,12.797,12.768,12.928,-0.084,0.851,1.399,0.935,1.483,0.281,0.548,0.296,0.469,0.173,-0.16
3022,157.739517,-59.340759,3.841,1,0,0,0,13.031,13.54,12.924,12.711,12.581,11.996,11.849,11.731,11.624,11.684,-0.509,0.107,0.45,0.616,0.959,0.213,0.343,0.147,0.265,0.118,-0.06
3024,159.689386,-57.572894,3.572,1,0,0,0,13.933,13.934,12.694,12.377,11.991,10.757,10.451,10.286,10.219,10.249,-0.001,1.239,1.942,1.24,1.943,0.317,0.703,0.306,0.471,0.165,-0.03
3030,157.746921,-59.341189,3.834,1,0,0,0,13.262,13.716,13.012,12.78,12.596,11.916,11.763,11.577,11.543,11.62,-0.454,0.25,0.666,0.704,1.12,0.232,0.416,0.153,0.339,0.186,-0.077
3032,158.189982,-58.961171,3.743,1,0,0,0,13.347,13.596,12.71,12.413,12.172,11.282,11.024,10.91,10.855,10.876,-0.249,0.637,1.175,0.886,1.424,0.297,0.538,0.258,0.372,0.114,-0.021
3033,158.433737,-58.745596,3.554,1,0,0,0,20.34,19.607,17.664,17.269,16.616,14.718,14.175,13.847,13.776,14.014,0.733,2.676,3.724,1.943,2.991,0.395,1.048,0.543,0.871,0.328,-0.238
3034,159.774053,-57.50257,3.949,1,0,0,0,13.279,13.575,12.579,12.286,11.996,10.914,10.662,10.437,10.144,10.148,-0.296,0.7,1.283,0.996,1.579,0.293,0.583,0.252,0.477,0.225,-0.004
3036,157.845453,-59.269192,3.868,1,0,0,0,20.192,19.495,17.587,17.174,16.459,14.335,13.743,13.382,13.061,13.046,0.697,2.605,3.733,1.908,3.036,0.413,1.128,0.592,0.953,0.361,0.015
3042,157.633266,-59.457746,3.826,1,0,0,0,17.162,17.121,15.968,15.675,15.316,14.079,13.703,13.645,13.356,13.451,0.041,1.194,1.846,1.153,1.805,0.293,0.652,0.376,0.434,0.058,-0.095
3054,159.345895,-57.93557,3.933,1,0,0,0,12.936,13.36,12.74,12.514,12.387,11.759,11.524,11.507,11.359,11.42,-0.424,0.196,0.549,0.62,0.973,0.226,0.353,0.235,0.252,0.017,-0.061
3057,159.294123,-57.987616,4.133,1,0,0,0,19.896,18.904,16.759,16.255,15.615,13.108,12.309,11.879,11.084,10.644,0.992,3.137,4.281,2.145,3.289,0.504,1.144,0.799,1.229,0.43,0.44
3058,157.719136,-59.398863,2.963,1,1,0,0,17.16,17.133,15.978,15.403,15.325,14.581,14.285,14.172,13.122,12.979,0.027,1.182,1.835,1.155,1.808,0.575,0.653,0.296,0.409,0.113,0.143
3063,157.664194,-59.454188,3.59,1,0,0,0,13.307,13.728,13.095,12.887,12.715,12.12,11.97,11.936,11.614,11.694,-0.421,0.212,0.592,0.633,1.013,0.208,0.38,0.15,0.184,0.034,-0.08
3068,159.481338,-57.831198,3.706,1,0,0,0,17.561,17.147,15.613,15.28,14.782,13.154,12.705,12.529,12.297,12.377,0.414,1.948,2.779,1.534,2.365,0.333,0.831,0.449,0.625,0.176,-0.08
3081,159.465943,-57.868375,3.734,1,0,0,0,18.993,18.366,16.656,16.308,15.748,13.974,13.389,13.202,12.919,12.941,0.627,2.337,3.245,1.71,2.618,0.348,0.908,0.585,0.772,0.187,-0.022
3082,157.820195,-59.352466,3.868,1,0,0,0,15.835,16.008,15.128,14.877,14.623,13.767,13.471,13.289,13.199,13.357,-0.173,0.707,1.212,0.88,1.385,0.251,0.505,0.296,0.478,0.182,-0.158
3085,157.446352,-59.670438,3.437,1,0,0,0,13.911,14.209,13.268,12.998,12.733,11.864,11.705,11.579,11.389,11.445,-0.298,0.643,1.178,0.941,1.476,0.27,0.535,0.159,0.285,0.126,-0.056
3086,158.214324,-59.012527,3.881,1,0,0,0,13.496,13.771,12.945,12.684,12.483,11.633,11.385,11.261,11.1,11.126,-0.275,0.551,1.013,0.826,1.288,0.261,0.462,0.248,0.372,0.124,-0.026
3091,157.510364,-59.623105,3.709,1,0,0,0,15.283,15.353,14.198,13.869,13.563,12.459,12.095,11.927,11.869,11.93,-0.07,1.085,1.72,1.155,1.79,0.329,0.635,0.364,0.532,0.168,-0.061
3103,159.744492,-57.62576,3.924,1,0,0,0,14.759,15.001,14.158,13.927,13.698,12.803,12.535,12.44,12.355,12.496,-0.242,0.601,1.061,0.843,1.303,0.231,0.46,0.268,0.363,0.095,-0.141
3111,158.712737,-58.590852,3.856,1,0,0,0,12.813,13.397,13.045,12.867,12.793,12.489,12.448,12.311,12.283,12.294,-0.584,-0.232,0.02,0.352,0.604,0.178,0.252,0.041,0.178,0.137,-0.011
3118,159.775405,-57.607024,3.871,1,0,0,0,16.558,16.354,15.054,14.75,14.339,12.936,12.507,12.324,12.021,12.084,0.204,1.504,2.219,1.3,2.015,0.304,0.715,0.429,0.612,0.183,-0.063
3124,158.824697,-58.500707,3.878,1,0,0,1,14.487,14.41,13.209,12.874,12.541,11.252,10.879,10.679,10.495,10.52,0.077,1.278,1.946,1.201,1.869,0.335,0.668,0.373,0.573,0.2,-0.025
3125,157.936281,-59.287579,3.546,1,0,0,0,13.524,13.989,13.362,13.161,13.004,12.425,12.331,12.257,12.114,12.225,-0.465,0.162,0.52,0.627,0.985,0.201,0.358,0.094,0.168,0.074,-0.111
3135,159.838284,-57.561918,3.853,1,0,0,0,13.202,13.587,12.717,12.42,12.226,11.322,11.081,10.965,10.781,10.803,-0.385,0.485,0.976,0.87,1.361,0.297,0.491,0.241,0.357,0.116,-0.022
3144,158.224146,-59.057996,3.813,1,0,0,0,13.69,13.874,12.904,12.599,12.351,11.343,11.076,10.918,10.691,10.757,-0.184,0.786,1.339,0.97,1.523,0.305,0.553,0.267,0.425,0.158,-0.066
3150,156.655183,-60.3884,3.104,1,0,0,0,12.959,13.67,13.414,13.239,13.272,13.175,13.143,13.228,13.138,13.292,-0.711,-0.455,-0.313,0.256,0.398,0.175,0.142,0.032,-0.053,-0.085,-0.154
3152,160.058475,-57.376335,3.801,1,0,0,0,13.265,13.686,13.005,12.779,12.631,11.97,11.801,11.692,11.596,11.661,-0.421,0.26,0.634,0.681,1.055,0.226,0.374,0.169,0.278,0.109,-0.065
3155,158.086641,-59.200344,3.818,1,0,0,0,15.738,15.804,14.861,14.594,14.306,13.296,12.974,12.953,12.859,13.015,-0.066,0.877,1.432,0.943,1.498,0.267,0.555,0.322,0.343,0.021,-0.156
3162,159.830634,-57.610241,3.758,1,0,0,0,15.802,15.879,14.897,14.644,14.372,13.376,13.082,12.972,12.865,12.919,-0.077,0.905,1.43,0.982,1.507,0.253,0.525,0.294,0.404,0.11,-0.054
3164,158.525767,-58.822648,3.628,1,0,0,0,20.666,19.709,17.768,17.377,16.683,14.687,14.123,13.81,13.318,13.331,0.957,2.898,3.983,1.941,3.026,0.391,1.085,0.564,0.877,0.313,-0.013
3167,158.826815,-58.555908,3.881,1,0,0,0,16.315,16.1,14.759,14.428,13.977,12.489,12.053,11.855,11.756,11.791,0.215,1.556,2.338,1.341,2.123,0.331,0.782,0.436,0.634,0.198,-0.035
3180,157.622379,-59.631158,3.728,1,1,0,0,12.74,13.2,12.503,12.251,12.146,11.459,11.295,11.238,11.204,11.244,-0.46,0.237,0.594,0.697,1.054,0.252,0.357,0.164,0.221,0.057,-0.04
3185,157.469984,-59.766901,3.583,1,0,0,0,15.046,15.252,14.417,14.173,13.946,13.169,12.93,12.877,12.823,12.931,-0.206,0.629,1.1,0.835,1.306,0.244,0.471,0.239,0.292,0.053,-0.108
3186,158.496876,-58.882303,3.688,1,0,0,0,16.117,15.905,14.558,14.194,13.774,12.371,12.047,11.768,11.721,11.735,0.212,1.559,2.343,1.347,2.131,0.364,0.784,0.324,0.603,0.279,-0.014
3190,158.729389,-58.679139,4.043,1,0,0,0,13.259,13.483,12.636,12.284,12.042,11.031,10.81,10.613,10.606,10.612,-0.224,0.623,1.217,0.847,1.441,0.352,0.594,0.221,0.418,0.197,-0.006
3196,157.767644,-59.53225,3.88,1,0,0,0,17.668,17.647,16.385,16.068,15.677,14.293,13.964,13.715,13.859,14.223,0.021,1.283,1.991,1.262,1.97,0.317,0.708,0.329,0.578,0.249,-0.364
3201,157.336768,-59.90082,3.865,1,0,0,0,20.553,19.875,18.002,17.547,16.925,14.924,14.263,13.96,13.76,13.78,0.678,2.551,3.628,1.873,2.95,0.455,1.077,0.661,0.964,0.303,-0.02
3205,159.816291,-57.693693,3.723,1,0,0,0,15.626,15.71,14.624,14.329,14.055,12.94,12.678,12.5,12.474,12.616,-0.084,1.002,1.571,1.086,1.655,0.295,0.569,0.262,0.44,0.178,-0.142
3207,158.669474,-58.762317,3.945,1,0,0,0,12.7,13.14,12.561,12.244,12.101,11.455,11.27,11.206,11.123,11.165,-0.44,0.139,0.599,0.579,1.039,0.317,0.46,0.185,0.249,0.064,-0.042
3208,157.875998,-59.458156,3.952,1,0,0,0,17.332,17.184,15.81,15.476,15.043,13.535,13.087,12.848,12.776,12.927,0.148,1.522,2.289,1.374,2.141,0.334,0.767,0.448,0.687,0.239,-0.151
3219,157.508657,-59.786613,3.686,1,0,0,0,19.201,18.277,16.259,15.841,15.133,13.004,12.431,12.054,11.866,11.804,0.924,2.942,4.068,2.018,3.144,0.418,1.126,0.573,0.95,0.377,0.062
3220,159.219878,-58.278903,3.786,1,0,0,0,18.406,17.587,15.675,15.308,14.596,12.546,11.93,11.588,11.041,10.668,0.819,2.731,3.81,1.912,2.991,0.367,1.079,0.616,0.958,0.342,0.373
3234,158.375899,-59.058248,3.683,1,0,0,0,15.314,15.236,14.1,13.806,13.477,12.309,11.985,11.859,11.654,11.674,0.078,1.214,1.837,1.136,1.759,0.294,0.623,0.324,0.45,0.126,-0.02
3244,157.860889,-59.515079,3.814,1,0,0,0,16.654,16.466,15.095,14.753,14.312,12.828,12.414,12.224,11.905,12.038,0.188,1.559,2.342,1.371,2.154,0.342,0.783,0.414,0.604,0.19,-0.133
3245,157.857898,-59.518241,3.815,1,0,0,0,16.128,16.115,14.785,14.435,14.015,12.589,12.184,12.008,11.753,11.86,0.013,1.343,2.113,1.33,2.1,0.35,0.77,0.405,0.581,0.176,-0.107
3249,160.185708,-57.388445,3.841,1,0,0,0,12.804,13.35,12.792,12.579,12.466,11.923,11.783,11.713,11.538,11.574,-0.546,0.012,0.338,0.558,0.884,0.213,0.326,0.14,0.21,0.07,-0.036
3256,158.751082,-58.749285,3.744,1,0,0,0,19.267,18.276,16.057,15.603,14.832,12.464,11.739,11.414,11.031,10.968,0.991,3.21,4.435,2.219,3.444,0.454,1.225,0.725,1.05,0.325,0.063
3263,158.292298,-59.162498,3.571,1,0,0,1,15.161,14.946,13.67,13.365,12.952,11.661,11.311,11.187,10.895,10.914,0.215,1.491,2.209,1.276,1.994,0.305,0.718,0.35,0.474,0.124,-0.019
3270,157.933822,-59.482717,3.579,1,0,0,0,17.408,17.293,16.048,15.743,15.382,14.209,13.851,13.672,13.569,13.891,0.115,1.36,2.026,1.245,1.911,0.305,0.666,0.358,0.537,0.179,-0.322
3276,157.844278,-59.563341,4.01,1,0,0,0,18.421,18.183,16.691,16.344,15.854,14.228,13.663,13.421,13.199,13.374,0.238,1.73,2.567,1.492,2.329,0.347,0.837,0.565,0.807,0.242,-0.175
3281,158.93816,-58.607149,3.741,1,0,0,1,16.045,15.612,13.984,13.608,13.08,11.369,10.869,10.623,10.455,10.43,0.433,2.061,2.965,1.628,2.532,0.376,0.904,0.5,0.746,0.246,0.025
3283,157.962031,-59.471652,3.622,1,0,0,0,13.646,14.061,13.482,13.277,13.141,12.533,12.45,12.418,12.391,12.496,-0.415,0.164,0.505,0.579,0.92,0.205,0.341,0.083,0.115,0.032,-0.105
3290,158.641812,-58.888026,3.866,1,0,0,0,13.163,13.365,12.417,12.034,11.752,10.672,10.425,10.258,10.142,10.153,-0.202,0.746,1.411,0.948,1.613,0.383,0.665,0.247,0.414,0.167,-0.011
3295,159.745093,-57.875369,3.823,1,0,0,0,15.598,15.617,14.578,14.305,14.038,12.915,12.636,12.512,12.278,12.324,-0.019,1.02,1.56,1.039,1.579,0.273,0.54,0.279,0.403,0.124,-0.046
3298,158.420992,-59.096197,3.627,1,0,0,0,15.993,15.654,14.26,13.921,13.491,12.068,11.655,11.485,11.33,11.327,0.339,1.733,2.502,1.394,2.163,0.339,0.769,0.413,0.583,0.17,0.003
3305,158.468325,-59.063617,3.706,1,0,0,0,13.995,14.371,13.726,13.508,13.374,12.771,12.587,12.525,12.5,12.607,-0.376,0.269,0.621,0.645,0.997,0.218,0.352,0.184,0.246,0.062,-0.107
3307,157.203812,-60.147923,3.76,1,0,0,0,19.19,18.566,16.771,16.383,15.745,13.85,13.289,12.971,12.745,12.757,0.624,2.419,3.445,1.795,2.821,0.388,1.026,0.561,0.879,0.318,-0.012
3312,157.97494,-59.511042,3.84,1,0,0,0,14.357,14.522,13.361,13.025,12.704,11.461,11.166,10.95,10.818,10.822,-0.165,0.996,1.653,1.161,1.818,0.336,0.657,0.295,0.511,0.216,-0.004
3318,157.830946,-59.645843,3.842,1,0,0,0,17.265,17.034,15.565,15.224,14.732,13.16,12.685,12.47,12.246,12.256,0.231,1.7,2.533,1.469,2.302,0.341,0.833,0.475,0.69,0.215,-0.01
3325,157.905163,-59.594705,3.92,1,0,0,0,16.647,16.745,15.627,15.339,15.009,13.793,13.523,13.253,13.329,13.545,-0.098,1.02,1.638,1.118,1.736,0.288,0.618,0.27,0.54,0.27,-0.216
3326,157.526155,-59.915744,3.801,1,0,0,0,19.51,18.885,17.102,16.755,16.129,14.208,13.615,13.398,13.165,13.247,0.625,2.408,3.381,1.783,2.756,0.347,0.973,0.593,0.81,0.217,-0.082
3328,157.530445,-59.913395,3.711,1,0,0,0,13.925,14.23,13.44,13.198,13.0,12.215,12.023,11.918,11.669,11.783,-0.305,0.485,0.925,0.79,1.23,0.242,0.44,0.192,0.297,0.105,-0.114
3347,157.911433,-59.618665,3.941,1,0,0,0,16.32,16.319,15.031,14.721,14.311,12.84,12.509,12.272,12.022,12.026,0.001,1.289,2.009,1.288,2.008,0.31,0.72,0.331,0.568,0.237,-0.004
3350,159.106538,-58.565109,3.918,1,0,0,1,16.89,16.09,14.184,13.757,13.034,10.88,10.217,9.876,9.609,9.536,0.8,2.706,3.856,1.906,3.056,0.427,1.15,0.663,1.004,0.341,0.073
3353,158.058255,-59.500339,3.809,1,0,0,0,18.356,17.922,16.309,15.929,15.363,13.564,13.078,12.892,12.519,12.577,0.434,2.047,2.993,1.613,2.559,0.38,0.946,0.486,0.672,0.186,-0.058
3355,157.936896,-59.60506,3.192,1,1,0,0,17.306,17.17,15.909,15.385,15.171,14.182,13.891,13.685,12.618,12.407,0.136,1.397,2.135,1.261,1.999,0.524,0.738,0.291,0.497,0.206,0.211
3360,158.940688,-58.724976,3.902,1,0,0,0,20.768,19.499,17.334,16.92,16.092,13.605,12.889,12.5,12.259,12.213,1.269,3.434,4.676,2.165,3.407,0.414,1.242,0.716,1.105,0.389,0.046
3363,160.007659,-57.726396,3.885,1,0,0,0,12.811,13.387,12.876,12.671,12.596,12.086,11.985,11.904,11.903,11.946,-0.576,-0.065,0.215,0.511,0.791,0.205,0.28,0.101,0.182,0.081,-0.043
3366,159.521322,-58.193649,3.688,1,0,0,0,19.833,18.912,16.906,16.53,15.84,13.72,13.106,12.827,12.472,12.371,0.921,2.927,3.993,2.006,3.072,0.376,1.066,0.614,0.893,0.279,0.101
3377,157.850412,-59.70015,3.769,1,0,0,0,13.607,13.936,12.948,12.684,12.397,11.374,11.116,11.003,10.749,10.762,-0.329,0.659,1.21,0.988,1.539,0.264,0.551,0.258,0.371,0.113,-0.013
3382,158.19994,-59.407708,3.914,1,0,0,0,17.253,16.897,15.242,14.855,14.257,12.395,11.826,11.593,11.199,11.109,0.356,2.011,2.996,1.655,2.64,0.387,0.985,0.569,0.802,0.233,0.09
3384,158.757611,-58.917389,3.772,1,0,0,0,16.005,15.647,14.141,13.802,13.283,11.684,11.235,10.973,10.752,10.732,0.358,1.864,2.722,1.506,2.364,0.339,0.858,0.449,0.711,0.262,0.02
3392,158.773457,-58.912888,3.909,1,0,0,0,20.294,19.563,17.815,17.463,16.778,14.84,14.191,13.967,13.502,13.557,0.731,2.479,3.516,1.748,2.785,0.352,1.037,0.649,0.873,0.224,-0.055
3398,158.785233,-58.911242,3.76,1,0,0,0,18.645,17.967,16.28,15.909,15.293,13.457,12.937,12.677,12.392,12.362,0.678,2.365,3.352,1.687,2.674,0.371,0.987,0.52,0.78,0.26,0.03
3400,158.000212,-59.601733,3.833,1,0,0,0,16.175,16.259,15.071,14.764,14.405,13.144,12.825,12.603,12.578,12.582,-0.084,1.104,1.77,1.188,1.854,0.307,0.666,0.319,0.541,0.222,-0.004
3402,157.347355,-60.150211,4.011,1,0,0,0,14.414,14.977,14.52,14.304,14.228,13.753,13.653,13.559,13.747,14.099,-0.563,-0.106,0.186,0.457,0.749,0.216,0.292,0.1,0.194,0.094,-0.352
3403,158.089482,-59.5271,3.901,1,0,0,0,17.911,17.783,16.537,16.229,15.824,14.457,14.091,13.874,13.797,14.22,0.128,1.374,2.087,1.246,1.959,0.308,0.713,0.366,0.583,0.217,-0.423
3409,158.534537,-59.140982,3.789,1,0,0,0,15.564,15.504,14.389,14.086,13.757,12.56,12.249,12.08,11.954,11.995,0.06,1.175,1.807,1.115,1.747,0.303,0.632,0.311,0.48,0.169,-0.041
3414,158.788921,-58.917943,3.813,1,0,0,0,16.884,16.182,14.233,13.82,13.09,10.949,10.338,10.004,9.457,9.35,0.702,2.651,3.794,1.949,3.092,0.413,1.143,0.611,0.945,0.334,0.107
3415,158.803961,-58.905566,3.743,1,0,0,0,17.758,17.206,15.584,15.229,14.634,12.912,12.424,12.134,11.825,11.929,0.552,2.174,3.124,1.622,2.572,0.355,0.95,0.488,0.778,0.29,-0.104
3419,157.999856,-59.615776,4.008,1,0,0,0,17.36,17.459,16.251,15.954,15.579,14.215,13.917,13.626,13.399,13.475,-0.099,1.109,1.781,1.208,1.88,0.297,0.672,0.298,0.589,0.291,-0.076
3429,158.514429,-59.190481,3.609,1,0,0,0,14.819,14.703,13.31,12.967,12.534,11.176,10.808,10.575,10.36,10.354,0.116,1.509,2.285,1.393,2.169,0.343,0.776,0.368,0.601,0.233,0.006
3431,158.807007,-58.930852,3.861,1,0,0,0,18.681,17.909,15.974,15.567,14.814,12.676,12.043,11.669,11.29,11.383,0.772,2.707,3.867,1.935,3.095,0.407,1.16,0.633,1.007,0.374,-0.093
3433,157.709478,-59.886183,3.766,1,0,0,0,18.604,17.946,16.123,15.73,15.097,13.142,12.564,12.286,12.038,12.073,0.658,2.481,3.507,1.823,2.849,0.393,1.026,0.578,0.856,0.278,-0.035
3437,157.425724,-60.126435,3.815,1,0,0,0,13.05,13.715,13.361,13.162,13.135,12.836,12.726,12.732,12.679,12.757,-0.665,-0.311,-0.085,0.354,0.58,0.199,0.226,0.11,0.104,-0.006,-0.078
3444,158.444843,-59.267744,3.471,1,0,0,0,17.802,17.322,15.86,15.514,15.009,13.587,13.21,12.998,12.764,12.844,0.48,1.942,2.793,1.462,2.313,0.346,0.851,0.377,0.589,0.212,-0.08
3456,158.83777,-58.936773,3.686,1,0,0,0,15.977,15.712,14.32,13.997,13.515,12.063,11.661,11.476,11.172,11.18,0.265,1.657,2.462,1.392,2.197,0.323,0.805,0.402,0.587,0.185,-0.008
3461,158.340109,-59.384117,4.038,1,0,0,0,19.323,18.489,16.514,15.89,15.258,12.984,12.257,11.818,10.921,10.661,0.834,2.809,4.065,1.975,3.231,0.624,1.256,0.727,1.166,0.439,0.26
3462,157.731512,-59.909973,3.803,1,0,0,0,19.2,18.461,16.462,16.06,15.349,13.211,12.551,12.226,11.849,11.835,0.739,2.738,3.851,1.999,3.112,0.402,1.113,0.66,0.985,0.325,0.014
3470,158.816474,-58.973335,3.646,1,0,0,0,20.788,19.522,17.234,16.822,15.902,13.561,12.803,12.424,11.928,11.929,1.266,3.554,4.886,2.288,3.62,0.412,1.332,0.758,1.137,0.379,-0.001
3472,158.845243,-58.951247,3.873,1,0,0,0,20.496,19.159,16.62,16.118,15.095,12.208,11.359,10.888,10.471,10.427,1.337,3.876,5.401,2.539,4.064,0.502,1.525,0.849,1.32,0.471,0.044
3493,159.344243,-58.507619,4.216,1,0,0,0,17.612,17.013,15.305,14.944,14.294,12.157,11.567,11.204,10.999,10.923,0.599,2.307,3.318,1.708,2.719,0.361,1.011,0.59,0.953,0.363,0.076
3499,157.478371,-60.150204,4.06,1,0,0,0,13.148,13.838,13.459,13.26,13.237,12.851,12.762,12.732,12.554,12.712,-0.69,-0.311,-0.089,0.379,0.601,0.199,0.222,0.089,0.119,0.03,-0.158
3500,156.884227,-60.635701,2.983,1,0,0,0,13.088,13.763,13.537,13.368,13.41,13.329,13.393,13.359,13.31,13.444,-0.675,-0.449,-0.322,0.226,0.353,0.169,0.127,-0.064,-0.03,0.034,-0.134
3508,159.223758,-58.640234,3.978,1,0,0,0,15.302,15.344,14.241,13.911,13.602,12.386,12.061,11.829,11.385,12.205,-0.042,1.061,1.7,1.103,1.742,0.33,0.639,0.325,0.557,0.232,-0.82
3515,158.788853,-59.040449,3.598,1,0,0,0,16.812,16.333,14.806,14.48,13.931,12.424,11.95,11.727,11.579,11.456,0.479,2.006,2.881,1.527,2.402,0.326,0.875,0.474,0.697,0.223,0.123
3519,159.986663,-57.934518,3.855,1,0,0,0,14.415,14.257,12.773,12.394,11.977,10.357,9.932,9.687,9.554,9.495,0.158,1.642,2.438,1.484,2.28,0.379,0.796,0.425,0.67,0.245,0.059
3524,159.599719,-58.305883,4.177,1,0,0,0,18.163,17.497,15.507,15.118,14.316,11.989,11.156,10.787,10.032,9.684,0.666,2.656,3.847,1.99,3.181,0.389,1.191,0.833,1.202,0.369,0.348
3530,159.608243,-58.308061,4.539,1,0,0,0,17.163,16.803,15.048,14.66,13.969,11.761,10.929,10.553,9.975,9.442,0.36,2.115,3.194,1.755,2.834,0.388,1.079,0.832,1.208,0.376,0.533
3540,157.788954,-59.939725,3.781,1,0,0,0,19.279,18.467,16.441,16.018,15.306,13.119,12.49,12.142,11.754,11.715,0.812,2.838,3.973,2.026,3.161,0.423,1.135,0.629,0.977,0.348,0.039
3567,158.828741,-59.067298,3.743,1,0,0,0,20.828,19.677,17.472,17.005,16.155,13.788,13.077,12.7,12.4,12.406,1.151,3.356,4.673,2.205,3.522,0.467,1.317,0.711,1.088,0.377,-0.006
3568,158.355696,-59.484623,4.251,1,0,0,0,20.082,19.712,18.181,17.805,17.288,15.433,14.781,14.666,13.85,14.228,0.37,1.901,2.794,1.531,2.424,0.376,0.893,0.652,0.767,0.115,-0.378
3581,159.826509,-58.1582,3.86,1,0,0,1,15.078,14.901,13.63,13.334,12.946,11.556,11.174,10.972,10.836,10.836,0.177,1.448,2.132,1.271,1.955,0.296,0.684,0.382,0.584,0.202,0.0
3588,158.3322,-59.524511,3.96,1,0,0,0,13.913,14.171,13.042,12.752,12.392,11.151,10.829,10.632,10.541,10.541,-0.258,0.871,1.521,1.129,1.779,0.29,0.65,0.322,0.519,0.197,0.0
3590,157.517659,-60.220091,3.772,1,0,0,0,15.215,15.411,14.385,14.088,13.821,12.794,12.497,12.343,12.224,12.231,-0.196,0.83,1.394,1.026,1.59,0.297,0.564,0.297,0.451,0.154,-0.007
3591,158.876566,-59.050544,3.659,1,0,0,0,12.448,13.05,12.7,12.465,12.399,12.088,12.02,11.99,11.943,12.053,-0.602,-0.252,0.049,0.35,0.651,0.235,0.301,0.068,0.098,0.03,-0.11
3594,158.15803,-59.681701,4.592,1,0,0,0,20.319,19.493,17.454,17.016,16.257,13.527,12.661,12.207,11.689,11.749,0.826,2.865,4.062,2.039,3.236,0.438,1.197,0.866,1.32,0.454,-0.06
3600,158.123701,-59.716597,3.756,1,0,0,0,20.312,19.236,17.035,16.608,15.749,13.358,12.684,12.278,11.835,11.887,1.076,3.277,4.563,2.201,3.487,0.427,1.286,0.674,1.08,0.406,-0.052
3602,158.945674,-58.995226,3.807,1,0,0,0,15.492,15.425,14.302,14.021,13.679,12.472,12.167,11.983,11.962,12.027,0.067,1.19,1.813,1.123,1.746,0.281,0.623,0.305,0.489,0.184,-0.065
3604,156.783359,-60.821837,3.544,1,0,0,0,14.461,15.093,14.582,14.339,14.302,13.941,13.766,13.792,13.287,13.413,-0.632,-0.121,0.159,0.511,0.791,0.243,0.28,0.175,0.149,-0.026,-0.126
3612,158.210923,-59.653848,3.865,1,0,0,1,20.362,18.748,16.101,15.592,14.52,11.485,10.624,10.108,9.752,9.651,1.614,4.261,5.842,2.647,4.228,0.509,1.581,0.861,1.377,0.516,0.101
3617,158.782733,-59.158031,3.754,1,0,0,0,14.877,15.0,13.926,13.628,13.306,12.18,11.9,11.763,11.662,11.711,-0.123,0.951,1.571,1.074,1.694,0.298,0.62,0.28,0.417,0.137,-0.049
3618,158.914077,-59.041993,3.74,1,0,0,0,18.766,18.213,16.563,16.217,15.626,13.911,13.364,13.119,12.329,11.673,0.553,2.203,3.14,1.65,2.587,0.346,0.937,0.547,0.792,0.245,0.656
3622,158.107773,-59.751075,3.694,1,0,0,0,19.217,18.363,16.44,16.03,15.362,13.323,12.766,12.433,12.266,12.324,0.854,2.777,3.855,1.923,3.001,0.41,1.078,0.557,0.89,0.333,-0.058
3627,158.596187,-59.329994,3.645,1,0,0,1,17.153,16.31,14.258,13.838,13.086,10.943,10.329,10.023,9.671,9.62,0.843,2.895,4.067,2.052,3.224,0.42,1.172,0.614,0.92,0.306,0.051
3628,158.198014,-59.676633,3.905,1,0,0,0,18.713,17.89,15.943,15.672,14.892,12.676,12.084,11.732,11.479,11.479,0.823,2.77,3.821,1.947,2.998,0.271,1.051,0.592,0.944,0.352,0.0
3639,158.177141,-59.717662,3.928,1,0,0,0,19.355,18.639,16.76,16.373,15.682,13.571,12.96,12.589,12.093,12.031,0.716,2.595,3.673,1.879,2.957,0.387,1.078,0.611,0.982,0.371,0.062
3644,158.210786,-59.701065,3.888,1,0,0,0,17.217,16.839,15.165,14.764,14.175,12.323,11.807,11.476,11.27,11.27,0.378,2.052,3.042,1.674,2.664,0.401,0.99,0.516,0.847,0.331,0.0
3656,159.865564,-58.227458,3.786,1,0,0,1,17.397,16.677,14.889,14.526,13.927,12.001,11.427,11.15,11.047,11.03,0.72,2.508,3.47,1.788,2.75,0.363,0.962,0.574,0.851,0.277,0.017
3658,159.367957,-58.694213,4.048,1,0,0,0,12.424,13.053,12.656,12.452,12.343,11.91,11.825,11.74,11.873,12.228,-0.629,-0.232,0.081,0.397,0.71,0.204,0.313,0.085,0.17,0.085,-0.355
3661,158.822184,-59.189934,3.611,1,0,0,1,17.313,16.644,14.903,14.532,13.924,12.112,11.635,11.368,11.099,11.112,0.669,2.41,3.389,1.741,2.72,0.371,0.979,0.477,0.744,0.267,-0.013
3671,158.216797,-59.733843,3.743,1,0,0,0,18.01,17.622,16.001,15.623,15.064,13.383,12.877,12.606,12.58,12.682,0.388,2.009,2.946,1.621,2.558,0.378,0.937,0.506,0.777,0.271,-0.102
3677,158.11444,-59.829097,3.841,1,0,0,0,15.134,15.122,13.756,13.409,12.967,11.513,11.097,10.879,10.626,10.626,0.012,1.378,2.167,1.366,2.155,0.347,0.789,0.416,0.634,0.218,0.0
